member	context	faction
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
DLC11_diplomacy_Subcult_VFA_Female_TheTerrorsOfTheDarkStraits_&_Positive	ACTOR	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionCathay	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionDaemon	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKhorne	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKislev	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionNurgle	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionOgre	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionSlaanesh	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionTzeentch	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ropsmenn_Clan_&_Positive	ACTOR	wh3_main_ksl_ropsmenn_clan
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionCathay	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionCathay_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionCathay_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionDaemon	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionDaemon_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionDaemon_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKhorne	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKhorne_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKhorne_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKislev	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKislev_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionKislev_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionNurgle	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionNurgle_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionNurgle_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionOgre	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionOgre_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionOgre_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionSlaanesh	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionSlaanesh_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionSlaanesh_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionTzeentch	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionTzeentch_&_Negative	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_OtherFactionTzeentch_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_Boyar2_Faction_Ungol_Kindred_&_Positive	ACTOR	wh3_main_ksl_ungol_kindred
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBeastmen	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBretonnia	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionChaos	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionChaos_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionChaos_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDarkElves	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDwarf	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionEmpire	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionGreenskin	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves_&_Negative	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_Positive	ACTOR	wh2_main_def_cult_of_excess
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Negative	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Positive	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen	ACTOR	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
