video_name	video_type	audio_tracks	script_ref
TW_WH2_DLC11_VAMPIRE_COAST_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC12_PROPHET_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC13_HUNTER_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC14_SHADOW_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC15_WARDEN_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC16_TWILIGHT_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_DLC17_SILENCE_THEME	FULLSCREEN_INTRO	1	0
TW_WH2_TOMB_KINGS_THEME	FULLSCREEN_INTRO	1	0
TW_WH3_CHAOS_DWARFS_THEME	FULLSCREEN_INTRO	1	0
TW_WH3_DLC20_CHAMPIONS_THEME	FULLSCREEN_INTRO	1	0
TW_WH3_MIRROR_THEME	FULLSCREEN_INTRO	1	0
TW_WH3_SHADOWS_OF_CHANGE_THEME	FULLSCREEN_INTRO	1	0
TW_WH3_SHADOWS_OF_CHANGE_THEME_02	FULLSCREEN_INTRO	1	0
TW_WH3_THRONES_OF_DECAY_THEME	FULLSCREEN_INTRO	1	0
TW_WH_BASE_THEME	FULLSCREEN_INTRO	1	0
TW_WH_BEASTMEN	FULLSCREEN_INTRO	1	0
TW_WH_BLOODPACK	FULLSCREEN_INTRO	1	0
TW_WH_BRETONNIA_FREE	FULLSCREEN_INTRO	1	0
TW_WH_LORDS_AND_UNITS_1	FULLSCREEN_INTRO	1	0
TW_WH_LORDS_AND_UNITS_2	FULLSCREEN_INTRO	1	0
TW_WH_NORSCA	FULLSCREEN_INTRO	1	0
TW_WH_TWA_03_RAKARTH_THEME	FULLSCREEN_INTRO	1	0
TW_WH_WOOD_ELVES	FULLSCREEN_INTRO	1	0
Warhammer/chs_invasion	FULLSCREEN_INTRO	1	19
Warhammer/chs_rises	FULLSCREEN_INTRO	1	18
advisor_manipulated	CAMPAIGN_ESTABLISH	1	0
ai_enters_khorne_realm	CAMPAIGN_ESTABLISH	1	0
ai_enters_nurgle_realm	CAMPAIGN_ESTABLISH	1	0
ai_enters_slaanesh_realm	CAMPAIGN_ESTABLISH	1	0
ai_enters_tzeentch_realm	CAMPAIGN_ESTABLISH	1	0
ai_wins_soul	CAMPAIGN_ESTABLISH	1	0
alith_anar_new_targets	CAMPAIGN_ESTABLISH	1	0
alith_anar_targets_killed	CAMPAIGN_ESTABLISH	1	0
army_morale_down	CAMPAIGN_ESTABLISH	1	0
army_morale_up	CAMPAIGN_ESTABLISH	1	0
army_morale_up_grn	CAMPAIGN_ESTABLISH	1	0
army_special_spawnings	CAMPAIGN_ESTABLISH	1	0
ataman	CAMPAIGN_ESTABLISH	1	0
athel_tamarha_upgraded	CAMPAIGN_ESTABLISH	1	0
attrition_chaos_wastes	CAMPAIGN_ESTABLISH	1	0
attrition_desert	CAMPAIGN_ESTABLISH	1	0
attrition_disease	CAMPAIGN_ESTABLISH	1	0
attrition_mountain	CAMPAIGN_ESTABLISH	1	0
attrition_sea	CAMPAIGN_ESTABLISH	1	0
attrition_snow	CAMPAIGN_ESTABLISH	1	0
attrition_swamp	CAMPAIGN_ESTABLISH	1	0
attrition_vampire_territory	CAMPAIGN_ESTABLISH	1	0
bastion	CAMPAIGN_ESTABLISH	1	0
beasts_captured_001	CAMPAIGN_ESTABLISH	1	0
belakor_battle	CAMPAIGN_ESTABLISH	1	0
besieged	CAMPAIGN_ESTABLISH	1	0
big_name_unlocked	CAMPAIGN_ESTABLISH	1	0
black_ark_created	CAMPAIGN_ESTABLISH	1	0
black_ark_destroyed	CAMPAIGN_ESTABLISH	1	0
blacktoof	CAMPAIGN_ESTABLISH	1	0
blessing_of_the_lady	CAMPAIGN_ESTABLISH	1	0
blessing_of_the_lady_removed	CAMPAIGN_ESTABLISH	1	0
blockaded	CAMPAIGN_ESTABLISH	1	0
boris_ursus	CAMPAIGN_ESTABLISH	1	0
bray_herd_ceases	CAMPAIGN_ESTABLISH	1	0
bray_herd_rises	CAMPAIGN_ESTABLISH	1	0
camp_deployed	CAMPAIGN_ESTABLISH	1	0
camp_destroyed	CAMPAIGN_ESTABLISH	1	0
carnage_charge	CAMPAIGN_ESTABLISH	1	0
carnage_magic	CAMPAIGN_ESTABLISH	1	0
carnage_weapons	CAMPAIGN_ESTABLISH	1	0
cauldron	CAMPAIGN_ESTABLISH	1	0
celebration	CAMPAIGN_ESTABLISH	1	0
chaos_doom_tide	CAMPAIGN_ESTABLISH	1	0
chaos_invasion	CAMPAIGN_ESTABLISH	1	0
chaos_rising	CAMPAIGN_ESTABLISH	1	0
chaos_stirs	CAMPAIGN_ESTABLISH	1	0
civilisation_down	CAMPAIGN_ESTABLISH	1	0
civilisation_up	CAMPAIGN_ESTABLISH	1	0
clan_contract	CAMPAIGN_ESTABLISH	1	0
court_intrigue_1	CAMPAIGN_ESTABLISH	1	0
court_intrigue_2	CAMPAIGN_ESTABLISH	1	0
court_intrigue_3	CAMPAIGN_ESTABLISH	1	0
custom_slann	CAMPAIGN_ESTABLISH	1	0
daemonic_progression_khorne	CAMPAIGN_ESTABLISH	1	0
daemonic_progression_nurgle	CAMPAIGN_ESTABLISH	1	0
daemonic_progression_slaanesh	CAMPAIGN_ESTABLISH	1	0
daemonic_progression_tzeentch	CAMPAIGN_ESTABLISH	1	0
daemonic_progression_undivided	CAMPAIGN_ESTABLISH	1	0
def_vortex_event	CAMPAIGN_ESTABLISH	1	0
def_vortex_objective	CAMPAIGN_ESTABLISH	1	0
defender_of_ulthuan_inner	CAMPAIGN_ESTABLISH	1	0
defender_of_ulthuan_united	CAMPAIGN_ESTABLISH	1	0
diplomacy	CAMPAIGN_ESTABLISH	1	0
disciple_army_summoned	CAMPAIGN_ESTABLISH	1	0
dragon_taming	CAMPAIGN_ESTABLISH	1	0
elector_confederation	CAMPAIGN_ESTABLISH	1	0
elector_diplomacy	CAMPAIGN_ESTABLISH	1	0
elector_invasion	CAMPAIGN_ESTABLISH	1	0
elector_politics	CAMPAIGN_ESTABLISH	1	0
elector_region	CAMPAIGN_ESTABLISH	1	0
epilepsy_warning/epilepsy_warning_br	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_cn	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_cz	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_de	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_en	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_es	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_fr	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_it	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_kr	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_pl	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_ru	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_tr	FULLSCREEN_INTRO	1	0
epilepsy_warning/epilepsy_warning_zh	FULLSCREEN_INTRO	1	0
epithets	CAMPAIGN_ESTABLISH	1	0
everchosen	CAMPAIGN_ESTABLISH	1	0
faction	CAMPAIGN_ESTABLISH	1	0
food_merchant	CAMPAIGN_ESTABLISH	1	0
full_moon	CAMPAIGN_ESTABLISH	1	0
full_moon_loop	CAMPAIGN_ESTABLISH	1	0
funeral	CAMPAIGN_ESTABLISH	1	0
gam_int	FULLSCREEN_INTRO	1	2
generic	CAMPAIGN_ESTABLISH	1	0
gift_given	CAMPAIGN_ESTABLISH	1	0
gift_lost	CAMPAIGN_ESTABLISH	1	0
global_action	CAMPAIGN_ESTABLISH	1	0
global_action_fire	CAMPAIGN_ESTABLISH	1	0
global_action_fleet	CAMPAIGN_ESTABLISH	1	0
global_action_kill	CAMPAIGN_ESTABLISH	1	0
global_action_plague	CAMPAIGN_ESTABLISH	1	0
gotrek_felix	CAMPAIGN_ESTABLISH	1	0
great_maw	CAMPAIGN_ESTABLISH	1	0
green_knight_appears	CAMPAIGN_ESTABLISH	1	0
green_knight_leaves	CAMPAIGN_ESTABLISH	1	0
grom_size_increase	CAMPAIGN_ESTABLISH	1	0
grom_waaagh	CAMPAIGN_ESTABLISH	1	0
harmony_balanced	CAMPAIGN_ESTABLISH	1	0
harmony_yang	CAMPAIGN_ESTABLISH	1	0
harmony_yin	CAMPAIGN_ESTABLISH	1	0
hellebron_blood_voyage	CAMPAIGN_ESTABLISH	1	0
hellebron_death_night_end	CAMPAIGN_ESTABLISH	1	0
hellebron_death_night_start	CAMPAIGN_ESTABLISH	1	0
ice_court_dilemma	CAMPAIGN_ESTABLISH	1	0
ice_court_training_finished	CAMPAIGN_ESTABLISH	1	0
imperial_supplies	CAMPAIGN_ESTABLISH	1	0
ivory_road	CAMPAIGN_ESTABLISH	1	0
land_defeat	CAMPAIGN_ESTABLISH	1	0
land_victory	CAMPAIGN_ESTABLISH	1	0
lizardmen_invasion	CAMPAIGN_ESTABLISH	1	0
lord_defects	CAMPAIGN_ESTABLISH	1	0
lord_kroak	CAMPAIGN_ESTABLISH	1	0
lord_loyalty_low	CAMPAIGN_ESTABLISH	1	0
lunar_eclipse	CAMPAIGN_ESTABLISH	1	0
lunar_eclipse_loop	CAMPAIGN_ESTABLISH	1	0
messenger	CAMPAIGN_ESTABLISH	1	0
minor_cult	CAMPAIGN_ESTABLISH	1	0
mistwalker	CAMPAIGN_ESTABLISH	1	0
mortal_worlds_torment	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_1	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_2	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_3	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_4	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_5	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_hex_cast_6	CAMPAIGN_ESTABLISH	1	0
mother_ostankya_incantation	CAMPAIGN_ESTABLISH	1	0
old_ones_temples_down	CAMPAIGN_ESTABLISH	1	0
old_ones_temples_up	CAMPAIGN_ESTABLISH	1	0
plague_infected	CAMPAIGN_ESTABLISH	1	0
plague_unlocked	CAMPAIGN_ESTABLISH	1	0
politics	CAMPAIGN_ESTABLISH	1	0
prisoner	CAMPAIGN_ESTABLISH	1	0
queen_and_crone	CAMPAIGN_ESTABLISH	1	0
raiding_season	CAMPAIGN_ESTABLISH	1	0
rakarth_dilemma_001	CAMPAIGN_ESTABLISH	1	0
rift_entered	CAMPAIGN_ESTABLISH	1	0
ritual_complete	CAMPAIGN_ESTABLISH	1	0
ritual_failed	CAMPAIGN_ESTABLISH	1	0
ritual_interrupted	CAMPAIGN_ESTABLISH	1	0
ritual_started	CAMPAIGN_ESTABLISH	1	0
scripted_tours/unit_types/scripted_tour_artillery	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_cav	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_flying	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_heroes	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_infantry	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_missile	VIDEO_TUTORIAL	1	0
scripted_tours/unit_types/scripted_tour_monsters	VIDEO_TUTORIAL	1	0
sell_out	CAMPAIGN_ESTABLISH	1	0
settlement_lost	CAMPAIGN_ESTABLISH	1	0
skull_pile_collected	CAMPAIGN_ESTABLISH	1	0
skull_throne	CAMPAIGN_ESTABLISH	1	0
skv_vortext_event	CAMPAIGN_ESTABLISH	1	0
solar_eclipse	CAMPAIGN_ESTABLISH	1	0
solar_eclipse_loop	CAMPAIGN_ESTABLISH	1	0
spell_previews/beast/wh_dlc03_spell_beast_flock_of_doom	VIDEO_TUTORIAL	1	0
spell_previews/beast/wh_dlc03_spell_beast_panns_impenetrable_pelt	VIDEO_TUTORIAL	1	0
spell_previews/beast/wh_dlc03_spell_beast_the_amber_spear	VIDEO_TUTORIAL	1	0
spell_previews/beast/wh_dlc03_spell_beast_the_curse_of_anraheir	VIDEO_TUTORIAL	1	0
spell_previews/beast/wh_dlc03_spell_beast_transformation_of_kadon	VIDEO_TUTORIAL	1	0
spell_previews/beast/wh_dlc03_spell_beast_wyssans_wildform	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_brain_bursta	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_eadbutt	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_ere_we_go	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_fists_of_gork	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_foot_of_gork	VIDEO_TUTORIAL	1	0
spell_previews/big_waaagh/wh_main_spell_big_waaagh_gaze_of_mork	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_ashes_and_dust	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_dance_of_despair	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_gehennas_golden_globe	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_golden_globe	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_magma_storm	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_merciws_monstrous_regiment	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_monstrous_regiment	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_storm_of_renewal	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_thorsens_thunderstorm	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_thunderbolt	VIDEO_TUTORIAL	1	0
spell_previews/cataclysm/wh3_main_cataclysm_time_amok	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_bladewind	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_chillwind	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_doombolt	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_power_of_darkness	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_soul_stealer	VIDEO_TUTORIAL	1	0
spell_previews/dark/wh2_main_spell_dark_magic_word_of_pain	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_aspect_of_the_dreadknight	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_doom_and_darkness	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_soulblight	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_spirit_leech	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_the_fate_of_bjuna	VIDEO_TUTORIAL	1	0
spell_previews/death/wh_main_spell_death_the_purple_sun_of_xereus	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_denizens_of_the_deep	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_drowned_dead	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_fog_of_the_damned	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_ghost_ship	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_krakens_pull	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_spiteful_shot	VIDEO_TUTORIAL	1	0
spell_previews/deep/wh_dlc11_spell_deep_tidecall	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_cascading_fire_cloak	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_fireball	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_flame_storm	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_flaming_sword_of_rhuin	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_piercing_bolts_of_burning	VIDEO_TUTORIAL	1	0
spell_previews/fire/wh_main_spell_fire_the_burning_head	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_bonecrusher	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_braingobbler	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_bullgorger	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_the_maw	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_toothcracker	VIDEO_TUTORIAL	1	0
spell_previews/great_maw/wh3_main_spell_great_maw_trollguts	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_curse_of_the_ancient_widow	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_cursed_cauldron	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_malediction_of_madness	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_the_forbidden_fens	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_vengeance_of_spirits	VIDEO_TUTORIAL	1	0
spell_previews/hag/wh3_dlc24_spell_hag_witchbrew	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_ash_storm	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_burning_wrath	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_curse_of_hashut	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_dark_subjugation_	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_flames_of_azgorth	VIDEO_TUTORIAL	1	0
spell_previews/hashut/wh3_dlc23_spell_hashut_hell_hammer	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_chain_lightning	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_comet_of_casandora	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_curse_of_the_midnight_wind	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_urannons_thunderbolt	VIDEO_TUTORIAL	1	0
spell_previews/heaven/wh_main_spell_heavens_wind_blast	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_apotheosis	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_arcane_unforging	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_fiery_convocation	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_hand_of_glory	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_soul_quench	VIDEO_TUTORIAL	1	0
spell_previews/high/wh2_main_spell_high_magic_tempest	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_death_frost	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_heart_of_winter	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_ice_crystal_sanctuary	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_ice_frost_blade	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_ice_maidens_kiss	VIDEO_TUTORIAL	1	0
spell_previews/ice/wh3_main_ice_ice_sheet	VIDEO_TUTORIAL	1	0
spell_previews/kroak/wh_dlc12_spell_kroak_deliveance_of_itza_1	VIDEO_TUTORIAL	1	0
spell_previews/kroak/wh_dlc12_spell_kroak_deliveance_of_itza_2	VIDEO_TUTORIAL	1	0
