province	region	is_capital
wh3_main_chaos_province_reikland	wh3_main_chaos_region_ubersreik	false
wh3_main_chaos_province_zorn_uzkul	wh3_main_chaos_region_uzkulak	true
wh3_main_chaos_province_zorn_uzkul	wh3_main_chaos_region_uzkulany	false
wh3_main_chaos_province_ice_pass	wh3_main_chaos_region_vale_of_titans	true
wh3_main_chaos_province_forests_of_the_moon	wh3_main_chaos_region_village_of_the_moon	false
wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_chaos_region_village_of_the_tigermen	true
wh3_main_chaos_province_plain_of_bone	wh3_main_chaos_region_volcanos_heart	false
wh3_main_chaos_province_eastern_oblast	wh3_main_chaos_region_volksgrad	true
wh3_main_chaos_province_sylvania	wh3_main_chaos_region_waldenhof	false
wh3_main_chaos_province_imperial_road	wh3_main_chaos_region_wei_jin	true
wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_chaos_region_weng_chang	false
wh3_main_chaos_province_mountains_of_hel	wh3_main_chaos_region_winter_pyre	false
wh3_main_chaos_province_ostland	wh3_main_chaos_region_wolfenburg	true
wh3_main_chaos_province_stirland	wh3_main_chaos_region_wurtbad	true
wh3_main_chaos_province_ostland	wh3_main_chaos_region_wurzen	false
wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_chaos_region_xen_wu	false
wh3_main_chaos_province_forests_of_the_moon	wh3_main_chaos_region_xing_po	false
wh3_main_chaos_province_dukhlys_forest	wh3_main_chaos_region_yetchitch	false
wh3_main_chaos_province_ice_pass	wh3_main_chaos_region_yhetee_peak	false
wh3_main_chaos_province_road_of_skulls	wh3_main_chaos_region_zamoski	false
wh3_main_chaos_province_kdatha	wh3_main_chaos_region_zanbaijin	false
wh3_main_chaos_province_road_to_damnation	wh3_main_chaos_region_zerulous	true
wh3_main_chaos_province_forests_of_the_moon	wh3_main_chaos_region_zhanshi	true
wh3_main_chaos_province_the_plain_of_zharr	wh3_main_chaos_region_zharr_naggrund	true
wh3_main_chaos_province_black_water	wh3_main_chaos_region_zhufbar	true
wh3_main_chaos_province_northern_oblast	wh3_main_chaos_region_zoishenk	true
wh3_main_combi_province_the_wasteland	wh3_main_combi_region_aarnau	false
wh3_main_combi_province_barrier_idols	wh3_main_combi_region_agrul_migdhal	false
wh3_main_combi_province_eastern_border_princes	wh3_main_combi_region_akendorf	true
wh3_main_combi_province_coast_of_araby	wh3_main_combi_region_al_haikk	true
wh3_main_combi_province_the_daemonium_hills	wh3_main_combi_region_altar_of_facades	false
wh3_main_combi_province_mountains_of_hel	wh3_main_combi_region_altar_of_spawns	false
wh3_main_combi_province_ice_tooth_mountains	wh3_main_combi_region_altar_of_the_crimson_harvest	true
wh3_main_combi_province_headhunters_jungle	wh3_main_combi_region_altar_of_the_horned_rat	true
wh3_main_combi_province_iron_coast	wh3_main_combi_region_altar_of_ultimate_darkness	true
wh3_main_combi_province_reikland	wh3_main_combi_region_altdorf	true
wh3_main_combi_province_mountains_of_mourn	wh3_main_combi_region_amblepeak	false
wh3_main_combi_province_titan_peaks	wh3_main_combi_region_ancient_city_of_quintex	true
wh3_main_combi_province_eataine	wh3_main_combi_region_angerrial	false
wh3_main_combi_province_shifting_sands	wh3_main_combi_region_antoch	false
wh3_main_combi_province_river_brienne	wh3_main_combi_region_aquitaine	false
wh3_main_combi_province_western_border_princes	wh3_main_combi_region_argalis	false
wh3_main_combi_province_the_bleak_coast	wh3_main_combi_region_arnheim	true
wh3_main_combi_province_the_plain_of_bones	wh3_main_combi_region_ash_ridge_mountains	false
wh3_main_combi_province_spiteful_peaks	wh3_main_combi_region_ashrak	false
wh3_main_combi_province_averland	wh3_main_combi_region_averheim	true
wh3_main_combi_province_tiranoc	wh3_main_combi_region_avethir	false
wh3_main_combi_province_mosquito_swamps	wh3_main_combi_region_axlotl	false
wh3_main_combi_province_celestial_riverlands	wh3_main_combi_region_baleful_hills	false
wh3_main_combi_province_the_great_canal	wh3_main_combi_region_bamboo_crossing	true
wh3_main_combi_province_blood_river_valley	wh3_main_combi_region_barag_dawazbag	false
wh3_main_combi_province_blood_river_valley	wh3_main_combi_region_barak_varr	true
wh3_main_combi_province_trollheim_mountains	wh3_main_combi_region_bay_of_blades	false
wh3_main_combi_province_ostermark	wh3_main_combi_region_bechafen	true
wh3_main_combi_province_jade_river_delta	wh3_main_combi_region_beichai	true
wh3_main_combi_province_shifting_sands	wh3_main_combi_region_bhagar	false
wh3_main_combi_province_irrana_mountains	wh3_main_combi_region_bilbali	true
wh3_main_combi_province_the_noisome_tumour	wh3_main_combi_region_bilious_cliffs	false
wh3_main_combi_province_broken_teeth	wh3_main_combi_region_bitter_bay	false
wh3_main_combi_province_western_badlands	wh3_main_combi_region_bitterstone_mine	false
wh3_main_combi_province_death_pass	wh3_main_combi_region_black_crag	true
wh3_main_combi_province_the_broken_lands	wh3_main_combi_region_black_creek_spire	false
wh3_main_combi_province_gash_kadrak	wh3_main_combi_region_black_fang	false
wh3_main_combi_province_the_howling_wastes	wh3_main_combi_region_black_fortress	true
wh3_main_combi_province_southern_worlds_edge_mountains	wh3_main_combi_region_black_iron_mine	false
wh3_main_combi_province_great_mortis_delta	wh3_main_combi_region_black_pyramid_of_nagash	true
wh3_main_combi_province_the_eternal_lagoon	wh3_main_combi_region_black_rock	true
wh3_main_combi_province_the_cracked_land	wh3_main_combi_region_black_tower_of_arkhan	true
wh3_main_combi_province_granite_hills	wh3_main_combi_region_blacklight_tower	true
wh3_main_combi_province_northern_grey_mountains	wh3_main_combi_region_blackstone_post	true
wh3_main_combi_province_the_bleak_coast	wh3_main_combi_region_bleak_hold_fortress	false
wh3_main_combi_province_path_to_the_east	wh3_main_combi_region_blizzardpeak	false
wh3_main_combi_province_northern_wastes	wh3_main_combi_region_blood_mountain	false
wh3_main_combi_province_bone_road	wh3_main_combi_region_bloodpeak	true
wh3_main_combi_province_eastern_steppes	wh3_main_combi_region_bloodwind_keep	true
wh3_main_combi_province_river_brienne	wh3_main_combi_region_bordeleaux	true
wh3_dlc20_combi_province_middle_mountains	wh3_main_combi_region_brass_keep	true
wh3_main_combi_province_celestial_riverlands	wh3_main_combi_region_bridge_of_heaven	false
wh3_main_combi_province_carcassonne	wh3_main_combi_region_brionne	false
wh3_main_combi_province_southern_yvresse	wh3_main_combi_region_cairn_thel	false
wh3_main_combi_province_middenland	wh3_main_combi_region_carroburg	false
wh3_main_combi_province_western_oblast	wh3_main_combi_region_castle_alexandronov	true
wh3_main_combi_province_forest_of_arden	wh3_main_combi_region_castle_artois	true
wh3_main_combi_province_bastonne	wh3_main_combi_region_castle_bastonne	true
wh3_main_combi_province_carcassonne	wh3_main_combi_region_castle_carcassonne	true
wh3_main_combi_province_southern_sylvania	wh3_main_combi_region_castle_drakenhof	true
wh3_main_combi_province_the_daemonium_hills	wh3_main_combi_region_castle_of_splendour	false
wh3_main_combi_province_northern_sylvania	wh3_main_combi_region_castle_templehof	true
wh3_main_combi_province_ostland	wh3_main_combi_region_castle_von_rauken	false
wh3_main_combi_province_the_jungles_of_the_gods	wh3_main_combi_region_caverns_of_sotek	false
wh3_main_combi_province_celestial_lake	wh3_main_combi_region_celestial_monastery	false
wh3_main_combi_province_the_turtle_isles	wh3_main_combi_region_chamber_of_visions	false
wh3_main_combi_province_the_gwangee_valley	wh3_main_combi_region_chaqua	false
wh3_main_combi_province_spiteful_peaks	wh3_main_combi_region_chill_road	false
wh3_main_combi_province_jade_river_delta	wh3_main_combi_region_chimai	false
wh3_main_combi_province_culchan_plains	wh3_main_combi_region_chupayotl	false
wh3_main_combi_province_obsidian_peaks	wh3_main_combi_region_circle_of_destruction	false
wh3_main_combi_province_the_capes	wh3_main_combi_region_citadel_of_dusk	true
wh3_main_combi_province_albion	wh3_main_combi_region_citadel_of_lead	false
wh3_main_combi_province_imperial_road	wh3_main_combi_region_city_of_the_shugengan	false
wh3_main_combi_province_obsidian_peaks	wh3_main_combi_region_clar_karond	true
wh3_main_combi_province_red_desert	wh3_main_combi_region_clarak_spire	true
wh3_main_combi_province_the_eternal_lagoon	wh3_main_combi_region_cliff_of_beasts	false
wh3_main_combi_province_coast_of_araby	wh3_main_combi_region_copher	false
wh3_main_combi_province_marches_of_couronne	wh3_main_combi_region_couronne	true
wh3_main_combi_province_wydrioth	wh3_main_combi_region_crag_halls_of_findol	true
wh3_main_combi_province_the_black_flood	wh3_main_combi_region_cragroth_deep	false
wh3_main_combi_province_the_desolation_of_azgorh	wh3_main_combi_region_crookback_mountain	true
wh3_main_combi_province_eastern_badlands	wh3_main_combi_region_crooked_fang_fort	true
wh3_main_combi_province_the_daemonium_hills	wh3_main_combi_region_crucible_of_delights	false
wh3_main_combi_province_central_jungles	wh3_main_combi_region_cuexotl	true
wh3_main_combi_province_the_southern_wastes	wh3_main_combi_region_daemons_gate	true
