key	human_only	payload_base
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_02	false	
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_03	false	
wh2_dlc12_ikit_nuke_rite	false	
wh2_dlc12_ikit_workshop_doomflayer_part_0	false	
wh2_dlc12_ikit_workshop_doomflayer_part_1	false	
wh2_dlc12_ikit_workshop_doomflayer_part_2	false	
wh2_dlc12_ikit_workshop_doomflayer_part_3	false	
wh2_dlc12_ikit_workshop_doomflayer_part_4	false	
wh2_dlc12_ikit_workshop_doomflayer_part_5	false	
wh2_dlc12_ikit_workshop_doomflayer_part_6	false	
wh2_dlc12_ikit_workshop_doomflayer_part_7	false	
wh2_dlc12_ikit_workshop_doomflayer_part_8	false	
wh2_dlc12_ikit_workshop_doomflayer_part_9	false	
wh2_dlc12_ikit_workshop_doomflayer_ror_unit_0	false	
wh2_dlc12_ikit_workshop_doomwheel_part_0	false	
wh2_dlc12_ikit_workshop_doomwheel_part_1	false	
wh2_dlc12_ikit_workshop_doomwheel_part_2	false	
wh2_dlc12_ikit_workshop_doomwheel_part_3	false	
wh2_dlc12_ikit_workshop_doomwheel_part_4	false	
wh2_dlc12_ikit_workshop_doomwheel_part_5	false	
wh2_dlc12_ikit_workshop_doomwheel_part_6	false	
wh2_dlc12_ikit_workshop_doomwheel_part_7	false	
wh2_dlc12_ikit_workshop_doomwheel_part_8	false	
wh2_dlc12_ikit_workshop_doomwheel_part_9	false	
wh2_dlc12_ikit_workshop_doomwheel_ror_unit_0	false	
wh2_dlc12_ikit_workshop_gatling_part_0	false	
wh2_dlc12_ikit_workshop_gatling_part_1	false	
wh2_dlc12_ikit_workshop_gatling_part_2	false	
wh2_dlc12_ikit_workshop_gatling_ror_unit_0	false	
wh2_dlc12_ikit_workshop_jezail_part_0	false	
wh2_dlc12_ikit_workshop_jezail_part_1	false	
wh2_dlc12_ikit_workshop_jezail_part_2	false	
wh2_dlc12_ikit_workshop_jezail_ror_unit_0	false	
wh2_dlc12_ikit_workshop_nuke_part_0	false	
wh2_dlc12_ikit_workshop_nuke_part_1	false	
wh2_dlc12_ikit_workshop_nuke_part_2	false	
wh2_dlc12_ikit_workshop_nuke_part_3	false	
wh2_dlc12_ikit_workshop_nuke_part_4	false	
wh2_dlc12_ikit_workshop_nuke_part_5	false	
wh2_dlc12_ikit_workshop_poison_wind_globaldier_0	false	
wh2_dlc12_ikit_workshop_poison_wind_globaldier_1	false	
wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	false	
wh2_dlc12_ikit_workshop_poison_wind_mortar_0	false	
wh2_dlc12_ikit_workshop_poison_wind_mortar_1	false	
wh2_dlc12_ikit_workshop_poison_wind_mortar_2	false	
wh2_dlc12_ikit_workshop_warpfire_part_0	false	
wh2_dlc12_ikit_workshop_warpfire_part_1	false	
wh2_dlc12_ikit_workshop_warpfire_part_2	false	
wh2_dlc12_ikit_workshop_warpfire_ror_unit_0	false	
wh2_dlc12_ikit_workshop_warpgrinder_0	false	
wh2_dlc12_ikit_workshop_warpgrinder_1	false	
wh2_dlc12_ikit_workshop_warpgrinder_2	false	
wh2_dlc12_lzd_tiktaqto_ritual_persistence	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_carnosaur_0	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_chameleon_0	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_cold_one_cav_0	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_kroxigors	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_saurus_spears_1	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_stegadon_1	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_temple_guards	false	
wh2_dlc12_tehenhauin_sacrifice_blessed_terradon_riders_1	false	
wh2_dlc12_tehenhauin_sacrifice_tier1_banner	false	
wh2_dlc12_tehenhauin_sacrifice_tier1_follower	false	
wh2_dlc12_tehenhauin_sacrifice_tier1_jungle_swarm	false	
wh2_dlc12_tehenhauin_sacrifice_tier1_replenishment	false	
wh2_dlc12_tehenhauin_sacrifice_tier2_banner	false	
wh2_dlc12_tehenhauin_sacrifice_tier2_follower	false	
wh2_dlc12_tehenhauin_sacrifice_tier2_recruitment	false	
wh2_dlc12_tehenhauin_sacrifice_tier3_banner	false	
wh2_dlc12_tehenhauin_sacrifice_tier3_follower	false	
wh2_dlc12_tehenhauin_sacrifice_tier4_banner	false	
wh2_dlc12_tehenhauin_sacrifice_tier5_follower	false	
wh2_dlc12_tehenhauin_sacrifice_tier5_legendary_red_crested_skink_lord	false	
wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	false	
wh2_dlc13_ritual_temple_itzl_0_hunters_gaze	false	
wh2_dlc13_ritual_temple_itzl_1_skink_chief	false	
wh2_dlc13_ritual_temple_itzl_2_saurus_warriors	false	
wh2_dlc13_ritual_temple_itzl_3_horned_ones	false	
wh2_dlc13_ritual_temple_itzl_4_kroxigors	false	
wh2_dlc13_ritual_temple_itzl_5_carnosaur	false	
wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders	false	
wh2_dlc13_ritual_temple_quetzl_1_skink_skirmishers	false	
wh2_dlc13_ritual_temple_quetzl_2_saurus_spears	false	
wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran	false	
wh2_dlc13_ritual_temple_quetzl_4_cold_one_spears	false	
wh2_dlc13_ritual_temple_quetzl_5_stegadon	false	
wh2_dlc13_ritual_temple_xholankha_0_plenty	false	
wh2_dlc13_ritual_temple_xholankha_1_skink_priest	false	
wh2_dlc13_ritual_temple_xholankha_2_blessed_terradon	false	
wh2_dlc13_ritual_temple_xholankha_3_slann	false	
wh2_dlc13_ritual_temple_xholankha_4_blessed_temple_guard	false	
wh2_dlc13_ritual_temple_xholankha_5_blessed_stegadon_solar	false	
wh2_dlc13_rituals_lzd_allegiance	false	
wh2_dlc13_rituals_lzd_mastery	false	
wh2_dlc13_rituals_lzd_rebirth	false	
wh2_dlc13_rituals_lzd_resilience	false	
wh2_dlc14_eshin_actions_payload_ambush_camp	false	
wh2_dlc14_eshin_actions_payload_assassination	false	
wh2_dlc14_eshin_actions_payload_big_robbery	false	
wh2_dlc14_eshin_actions_payload_cause_disorder	false	
wh2_dlc14_eshin_actions_payload_cause_trouble	false	
wh2_dlc14_eshin_actions_payload_coup	false	
wh2_dlc14_eshin_actions_payload_decapitation	false	
wh2_dlc14_eshin_actions_payload_extra_rations	false	
wh2_dlc14_eshin_actions_payload_fleet_bombing	false	
wh2_dlc14_eshin_actions_payload_great_fire	false	
wh2_dlc14_eshin_actions_payload_mutiny	false	
wh2_dlc14_eshin_actions_payload_plant_agent	false	
wh2_dlc14_eshin_actions_payload_sabotage	false	
wh2_dlc14_eshin_actions_payload_scout_province	false	
wh2_dlc14_eshin_actions_payload_sewer_pestilence	false	
wh2_dlc14_eshin_actions_payload_steal_ancillary	false	
wh2_dlc14_eshin_actions_payload_steal_food	false	
wh2_dlc14_eshin_actions_payload_steal_money	false	
wh2_dlc14_eshin_actions_payload_steal_technology	false	
wh2_dlc14_eshin_actions_payload_take_under_empire	false	
wh2_dlc14_eshin_actions_payload_target_big_robbery	false	
wh2_dlc14_eshin_actions_payload_target_steal_food	false	
wh2_dlc14_eshin_actions_payload_target_steal_money	false	
wh2_dlc14_eshin_actions_payload_vortex_mission_1	false	
wh2_dlc14_eshin_actions_payload_vortex_mission_2	false	
wh2_dlc14_eshin_actions_payload_vortex_mission_3	false	
wh2_dlc14_eshin_contracts_mors_moulder_1	false	
wh2_dlc14_eshin_contracts_mors_moulder_2	false	
wh2_dlc14_eshin_contracts_mors_moulder_3	false	
wh2_dlc14_eshin_contracts_mors_pestilens_1	false	
wh2_dlc14_eshin_contracts_mors_pestilens_2	false	
wh2_dlc14_eshin_contracts_mors_pestilens_3	false	
wh2_dlc14_eshin_contracts_mors_skryre_1	false	
wh2_dlc14_eshin_contracts_mors_skryre_2	false	
wh2_dlc14_eshin_contracts_mors_skryre_3	false	
wh2_dlc14_eshin_contracts_moulder_mors_1	false	
wh2_dlc14_eshin_contracts_moulder_mors_2	false	
wh2_dlc14_eshin_contracts_moulder_mors_3	false	
wh2_dlc14_eshin_contracts_moulder_pestilens_1	false	
wh2_dlc14_eshin_contracts_moulder_pestilens_2	false	
wh2_dlc14_eshin_contracts_moulder_pestilens_3	false	
wh2_dlc14_eshin_contracts_moulder_skryre_1	false	
wh2_dlc14_eshin_contracts_moulder_skryre_2	false	
wh2_dlc14_eshin_contracts_moulder_skryre_3	false	
wh2_dlc14_eshin_contracts_pestilens_mors_1	false	
wh2_dlc14_eshin_contracts_pestilens_mors_2	false	
wh2_dlc14_eshin_contracts_pestilens_mors_3	false	
wh2_dlc14_eshin_contracts_pestilens_moulder_1	false	
wh2_dlc14_eshin_contracts_pestilens_moulder_2	false	
wh2_dlc14_eshin_contracts_pestilens_moulder_3	false	
wh2_dlc14_eshin_contracts_pestilens_skryre_1	false	
wh2_dlc14_eshin_contracts_pestilens_skryre_2	false	
wh2_dlc14_eshin_contracts_pestilens_skryre_3	false	
wh2_dlc14_eshin_contracts_skryre_mors_1	false	
wh2_dlc14_eshin_contracts_skryre_mors_2	false	
wh2_dlc14_eshin_contracts_skryre_mors_3	false	
wh2_dlc14_eshin_contracts_skryre_moulder_1	false	
wh2_dlc14_eshin_contracts_skryre_moulder_2	false	
wh2_dlc14_eshin_contracts_skryre_moulder_3	false	
wh2_dlc14_eshin_contracts_skryre_pestilens_1	false	
wh2_dlc14_eshin_contracts_skryre_pestilens_2	false	
wh2_dlc14_eshin_contracts_skryre_pestilens_3	false	
wh2_dlc14_malus_payload_call_tzarkan	false	
wh2_dlc14_ritual_def_warmaster	false	
wh2_dlc14_ritual_def_witch_king	false	
wh2_dlc14_ritual_eshin_revitalizing	false	
wh2_dlc14_ritual_eshin_sudden_kill	false	
wh2_dlc15_athel_tamarha_influence_1	false	
wh2_dlc15_athel_tamarha_influence_2	false	
wh2_dlc15_athel_tamarha_influence_3	false	
wh2_dlc15_athel_tamarha_interrogation_1	false	
wh2_dlc15_athel_tamarha_interrogation_2	false	
wh2_dlc15_athel_tamarha_interrogation_3	false	
wh2_dlc15_athel_tamarha_melee_mistwalkers_1	false	
wh2_dlc15_athel_tamarha_melee_mistwalkers_2	false	
wh2_dlc15_athel_tamarha_melee_mistwalkers_3	false	
wh2_dlc15_athel_tamarha_mist_1	false	
wh2_dlc15_athel_tamarha_mist_2	false	
wh2_dlc15_athel_tamarha_mist_3	false	
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1	false	
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2	false	
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3	false	
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1	false	
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2	false	
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3	false	
wh2_dlc15_athel_tamarha_prison_1	false	
wh2_dlc15_athel_tamarha_prison_2	false	
wh2_dlc15_athel_tamarha_ranged_mistwalkers_1	false	
wh2_dlc15_athel_tamarha_ranged_mistwalkers_2	false	
wh2_dlc15_athel_tamarha_ranged_mistwalkers_3	false	
wh2_dlc15_ritual_hef_eldrazor	false	
wh2_dlc15_ritual_hef_isha_greater	false	
wh2_dlc15_ritual_hef_ladrielle	false	
wh2_dlc15_ritual_hef_vaul_greater	false	
wh2_dlc16_ritual_rebirth_complete	false	
wh2_dlc16_ritual_rebirth_complete_athel_loren	false	
wh2_dlc16_ritual_rebirth_ongoing_athel_loren	false	
wh2_dlc16_ritual_rebirth_ongoing_emerald_pools	false	
wh2_dlc16_ritual_rebirth_ongoing_gaean_vale	false	
wh2_dlc16_ritual_rebirth_ongoing_gryphon_wood	false	
wh2_dlc16_ritual_rebirth_ongoing_heart_of_the_jungle	false	
wh2_dlc16_ritual_rebirth_ongoing_jungles_of_chian	false	
wh2_dlc16_ritual_rebirth_ongoing_laurelorn	false	
wh2_dlc16_ritual_rebirth_ongoing_naggarond_glade	false	
wh2_dlc16_ritual_rebirth_ongoing_the_haunted_forest	false	
wh2_dlc16_ritual_rebirth_ongoing_vale_of_webs	false	
wh2_dlc16_ritual_wef_forge_dragon_armour_1	false	
wh2_dlc16_ritual_wef_forge_dragon_armour_2	false	
wh2_dlc16_ritual_wef_forge_dragon_armour_3	false	
wh2_dlc16_ritual_wef_forge_dragon_armour_4	false	
wh2_dlc16_ritual_wef_forge_dragon_buff	false	
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_1	false	
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_2	false	
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_3	false	
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	false	
wh2_dlc16_ritual_wef_forge_dragon_talisman_1	false	
wh2_dlc16_ritual_wef_forge_dragon_talisman_2	false	
wh2_dlc16_ritual_wef_forge_dragon_talisman_3	false	
wh2_dlc16_ritual_wef_forge_dragon_talisman_4	false	
wh2_dlc16_ritual_wef_forge_dragon_weapon_1	false	
wh2_dlc16_ritual_wef_forge_dragon_weapon_2	false	
wh2_dlc16_ritual_wef_forge_dragon_weapon_3	false	
wh2_dlc16_ritual_wef_forge_dragon_weapon_4	false	
wh2_dlc16_ritual_wef_forge_dreaming_armour_1	false	
wh2_dlc16_ritual_wef_forge_dreaming_armour_2	false	
wh2_dlc16_ritual_wef_forge_dreaming_armour_3	false	
wh2_dlc16_ritual_wef_forge_dreaming_armour_4	false	
wh2_dlc16_ritual_wef_forge_dreaming_buff	false	
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_1	false	
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_2	false	
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_3	false	
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	false	
wh2_dlc16_ritual_wef_forge_dreaming_talisman_1	false	
wh2_dlc16_ritual_wef_forge_dreaming_talisman_2	false	
wh2_dlc16_ritual_wef_forge_dreaming_talisman_3	false	
wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	false	
wh2_dlc16_ritual_wef_forge_dreaming_weapon_1	false	
wh2_dlc16_ritual_wef_forge_dreaming_weapon_2	false	
wh2_dlc16_ritual_wef_forge_dreaming_weapon_3	false	
wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	false	
wh2_dlc16_ritual_wef_forge_eagle_armour_1	false	
wh2_dlc16_ritual_wef_forge_eagle_armour_2	false	
wh2_dlc16_ritual_wef_forge_eagle_armour_3	false	
wh2_dlc16_ritual_wef_forge_eagle_armour_4	false	
wh2_dlc16_ritual_wef_forge_eagle_buff	false	
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_1	false	
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_2	false	
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_3	false	
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	false	
wh2_dlc16_ritual_wef_forge_eagle_talisman_1	false	
wh2_dlc16_ritual_wef_forge_eagle_talisman_2	false	
wh2_dlc16_ritual_wef_forge_eagle_talisman_3	false	
wh2_dlc16_ritual_wef_forge_eagle_talisman_4	false	
wh2_dlc16_ritual_wef_forge_eagle_weapon_1	false	
wh2_dlc16_ritual_wef_forge_eagle_weapon_2	false	
wh2_dlc16_ritual_wef_forge_eagle_weapon_3	false	
wh2_dlc16_ritual_wef_forge_eagle_weapon_4	false	
wh2_dlc16_ritual_wef_forge_twilight_armour_1	false	
wh2_dlc16_ritual_wef_forge_twilight_armour_2	false	
wh2_dlc16_ritual_wef_forge_twilight_armour_3	false	
wh2_dlc16_ritual_wef_forge_twilight_armour_4	false	
wh2_dlc16_ritual_wef_forge_twilight_buff	false	
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_1	false	
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_2	false	
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_3	false	
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	false	
wh2_dlc16_ritual_wef_forge_twilight_talisman_1	false	
wh2_dlc16_ritual_wef_forge_twilight_talisman_2	false	
wh2_dlc16_ritual_wef_forge_twilight_talisman_3	false	
wh2_dlc16_ritual_wef_forge_twilight_talisman_4	false	
wh2_dlc16_ritual_wef_forge_twilight_weapon_1	false	
wh2_dlc16_ritual_wef_forge_twilight_weapon_2	false	
wh2_dlc16_ritual_wef_forge_twilight_weapon_3	false	
wh2_dlc16_ritual_wef_forge_twilight_weapon_4	false	
wh2_dlc16_throt_flesh_lab_conversion_payload	true	
wh2_dlc16_throt_flesh_lab_monster	true	
wh2_dlc16_throt_flesh_lab_monster_2	true	
wh2_dlc16_throt_flesh_lab_replenish_payload	false	
wh2_dlc16_throt_flesh_lab_thrott_payload	false	
wh2_dlc16_throt_flesh_lab_upgrade_0	false	
wh2_dlc16_throt_flesh_lab_upgrade_1	false	
wh2_dlc16_throt_flesh_lab_upgrade_2	false	
wh2_dlc16_throt_flesh_lab_upgrade_3	false	
wh2_dlc16_throt_flesh_lab_upgrade_4	false	
wh2_dlc16_throt_flesh_lab_upgrade_5	false	
wh2_dlc16_throt_flesh_lab_upgrade_6	false	
wh2_dlc16_throt_flesh_lab_upgrade_7	false	
wh2_dlc16_throt_flesh_lab_upgrade_8	false	
wh2_dlc16_throt_flesh_lab_upgrade_9	false	
wh2_dlc16_worldroots_teleport_athel_loren	false	
wh2_dlc16_worldroots_teleport_emerald_pools_main	false	
wh2_dlc16_worldroots_teleport_forest_of_gloom	false	
wh2_dlc16_worldroots_teleport_gaean_vale_main	false	
wh2_dlc16_worldroots_teleport_gryphon_wood	false	
wh2_dlc16_worldroots_teleport_heart_of_the_jungle_main	false	
wh2_dlc16_worldroots_teleport_jungles_of_chian	false	
wh2_dlc16_worldroots_teleport_laurelorn	false	
wh2_dlc16_worldroots_teleport_the_haunted_forest	false	
wh2_dlc16_worldroots_teleport_witchwood_main	false	
wh2_dlc17_bst_ritual_army_cap_upgrade	false	
wh2_dlc17_bst_ritual_herdstone_upgrade_1	false	
wh2_dlc17_bst_ritual_herdstone_upgrade_2	false	
wh2_dlc17_bst_ritual_herdstone_upgrade_3	false	
wh2_dlc17_bst_ritual_herdstone_upgrade_4	false	
wh2_dlc17_bst_ritual_hero_capacity_bray_shaman	false	
wh2_dlc17_bst_ritual_hero_capacity_gorebull	false	
wh2_dlc17_bst_ritual_hero_capacity_wargor	false	
wh2_dlc17_bst_ritual_item_common_1	false	
wh2_dlc17_bst_ritual_item_common_2	false	
wh2_dlc17_bst_ritual_item_common_3	false	
wh2_dlc17_bst_ritual_item_rare_1	false	
wh2_dlc17_bst_ritual_item_rare_2	false	
wh2_dlc17_bst_ritual_item_uncommon_1	false	
wh2_dlc17_bst_ritual_item_uncommon_2	false	
