key	table_name	patch_key
wh3_main_anc_caravan_Grant_of_Land	ancillary_info	wh3_main_anc_caravan_grant_of_land
wh3_main_anc_caravan_Gryphon_Legion_Lance	ancillary_info	wh3_main_anc_caravan_gryphon_legion_lance
wh3_main_anc_caravan_Luminark_Lens	ancillary_info	wh3_main_anc_caravan_luminark_lens
wh3_main_anc_caravan_Sky_Titan_Relic	ancillary_info	wh3_main_anc_caravan_sky_titan_relic
wh3_main_anc_caravan_Spy_in_Court	ancillary_info	wh3_main_anc_caravan_spy_in_court
wh3_main_anc_caravan_Statue_of_Zharr	ancillary_info	wh3_main_anc_caravan_statue_of_zharr
wh3_main_anc_caravan_Von_Carstein_Blade	ancillary_info	wh3_main_anc_caravan_von_carstein_blade
wh3_main_anc_caravan_Warrant_of_Trade	ancillary_info	wh3_main_anc_caravan_warrant_of_trade
wh3_dlc20_anc_weapon_axe_of_khornewh3_dlc20_effect_item_axe_of_khorne	ancillary_to_effects	wh3_main_anc_weapon_axe_of_khornewh3_dlc20_effect_item_axe_of_khorne
wh3_dlc24_ksl_mother_ostankya_hex_purification_chant	battle_set_pieces	wh3_dlc24_ksl_mother_ostankya_hex_covens_cursemark
wh2_main_special_settlement_hexoatl_hexoatl	building_chains	wh2_main_special_settlement_hexoatl_lzd
wh2_main_special_settlement_itza_itza	building_chains	wh2_main_special_settlement_itza_lzd
wh2_dlc09_special_settlement_altdorf_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_altdorf_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_altdorf_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_altdorf_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_altdorf_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_altdorf_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_athel_loren_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_athel_loren_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_athel_loren_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_athel_loren_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_athel_loren_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_athel_loren_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_black_crag_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_black_crag_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_black_crag_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_black_crag_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_black_crag_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_black_crag_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_castle_drakenhof_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_castle_drakenhof_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_castle_drakenhof_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_castle_drakenhof_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_castle_drakenhof_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_castle_drakenhof_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_couronne_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_couronne_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_couronne_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_couronne_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_couronne_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_couronne_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_eight_peaks_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_eight_peaks_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_eight_peaks_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_eight_peaks_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_eight_peaks_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_eight_peaks_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_gaean_vale_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_gaean_vale_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_gaean_vale_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_gaean_vale_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_gaean_vale_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_gaean_vale_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_hexoatl_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_hexoatl_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_hexoatl_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_hexoatl_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_hexoatl_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_hexoatl_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_itza_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_itza_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_itza_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_itza_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_itza_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_itza_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_karaz_a_karak_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_karaz_a_karak_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_karaz_a_karak_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_karaz_a_karak_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_karaz_a_karak_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_karaz_a_karak_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_kislev_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_kislev_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_kislev_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_kislev_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_kislev_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_kislev_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_lothern_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_lothern_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_lothern_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_lothern_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_lothern_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_lothern_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_miragliano_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_miragliano_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_miragliano_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_miragliano_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_miragliano_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_miragliano_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_naggarond_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_special_settlement_naggarond_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_special_settlement_naggarond_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_special_settlement_naggarond_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_special_settlement_naggarond_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_special_settlement_naggarond_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_1	building_levels	wh_main_brt_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_2	building_levels	wh_main_brt_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_3	building_levels	wh_main_brt_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_4	building_levels	wh_main_brt_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_5	building_levels	wh_main_brt_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_ruin	building_levels	wh_main_brt_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_1	building_levels	wh_main_grn_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_2	building_levels	wh_main_grn_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_3	building_levels	wh_main_grn_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_4	building_levels	wh_main_grn_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_5	building_levels	wh_main_grn_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_ruin	building_levels	wh_main_grn_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_1	building_levels	wh_main_nor_settlement_minor_1
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_2	building_levels	wh_main_nor_settlement_minor_2
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_3	building_levels	wh_main_nor_settlement_minor_3
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_ruin	building_levels	wh_main_nor_settlement_minor_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_1	building_levels	wh_main_savage_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_2	building_levels	wh_main_savage_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_3	building_levels	wh_main_savage_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_ruin	building_levels	wh_main_savage_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_dlc09_tmb_outpostnorsca_major_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc09_tmb_outpostnorsca_major_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc09_tmb_outpostnorsca_major_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc09_tmb_outpostnorsca_major_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc09_tmb_outpostnorsca_major_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc09_tmb_outpostnorsca_major_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_tmb_outpostnorsca_minor_1	building_levels	wh2_dlc09_tmb_settlement_minor_1
wh2_dlc09_tmb_outpostnorsca_minor_2	building_levels	wh2_dlc09_tmb_settlement_minor_2
wh2_dlc09_tmb_outpostnorsca_minor_3	building_levels	wh2_dlc09_tmb_settlement_minor_3
wh2_dlc09_tmb_outpostnorsca_minor_ruin	building_levels	wh2_dlc09_tmb_settlement_minor_ruin
wh2_dlc11_cst_outpostnorsca_major_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_dlc11_cst_outpostnorsca_major_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_dlc11_cst_outpostnorsca_major_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_dlc11_cst_outpostnorsca_major_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_dlc11_cst_outpostnorsca_major_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_dlc11_cst_outpostnorsca_major_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_dlc11_cst_outpostnorsca_minor_1	building_levels	wh2_dlc11_vampirecoast_settlement_minor_1
wh2_dlc11_cst_outpostnorsca_minor_2	building_levels	wh2_dlc11_vampirecoast_settlement_minor_2
wh2_dlc11_cst_outpostnorsca_minor_3	building_levels	wh2_dlc11_vampirecoast_settlement_minor_3
wh2_dlc11_cst_outpostnorsca_minor_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_minor_ruin
wh2_dlc15_special_settlement_massif_orcal_cst_1	building_levels	wh2_dlc11_vampirecoast_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_cst_2	building_levels	wh2_dlc11_vampirecoast_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_cst_3	building_levels	wh2_dlc11_vampirecoast_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_cst_4	building_levels	wh2_dlc11_vampirecoast_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_cst_5	building_levels	wh2_dlc11_vampirecoast_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_cst_ruin	building_levels	wh2_dlc11_vampirecoast_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_def_1	building_levels	wh2_main_def_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_def_2	building_levels	wh2_main_def_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_def_3	building_levels	wh2_main_def_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_def_4	building_levels	wh2_main_def_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_def_5	building_levels	wh2_main_def_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_def_ruin	building_levels	wh2_main_def_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_dwf_1	building_levels	wh_main_dwf_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_dwf_2	building_levels	wh_main_dwf_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_dwf_3	building_levels	wh_main_dwf_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_dwf_4	building_levels	wh_main_dwf_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_dwf_5	building_levels	wh_main_dwf_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_dwf_ruin	building_levels	wh_main_dwf_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_emp_1	building_levels	wh_main_emp_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_emp_2	building_levels	wh_main_emp_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_emp_3	building_levels	wh_main_emp_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_emp_4	building_levels	wh_main_emp_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_emp_5	building_levels	wh_main_emp_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_emp_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_hef_1	building_levels	wh2_main_hef_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_hef_2	building_levels	wh2_main_hef_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_hef_3	building_levels	wh2_main_hef_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_hef_4	building_levels	wh2_main_hef_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_hef_5	building_levels	wh2_main_hef_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_hef_ruin	building_levels	wh2_main_hef_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_lzd_1	building_levels	wh2_main_lzd_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_lzd_2	building_levels	wh2_main_lzd_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_lzd_3	building_levels	wh2_main_lzd_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_lzd_4	building_levels	wh2_main_lzd_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_lzd_5	building_levels	wh2_main_lzd_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_lzd_ruin	building_levels	wh2_main_lzd_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_norsca_1	building_levels	wh_main_nor_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_norsca_2	building_levels	wh_main_nor_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_norsca_3	building_levels	wh_main_nor_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_norsca_4	building_levels	wh_main_nor_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_norsca_5	building_levels	wh_main_nor_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_norsca_ruin	building_levels	wh_main_nor_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_other_1	building_levels	wh_main_emp_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_other_2	building_levels	wh_main_emp_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_other_3	building_levels	wh_main_emp_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_other_4	building_levels	wh_main_emp_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_other_5	building_levels	wh_main_emp_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_other_ruin	building_levels	wh_main_emp_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_skv_1	building_levels	wh2_main_skv_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_skv_2	building_levels	wh2_main_skv_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_skv_3	building_levels	wh2_main_skv_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_skv_4	building_levels	wh2_main_skv_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_skv_5	building_levels	wh2_main_skv_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_skv_ruin	building_levels	wh2_main_skv_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_tmb_1	building_levels	wh2_dlc09_tmb_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_tmb_2	building_levels	wh2_dlc09_tmb_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_tmb_3	building_levels	wh2_dlc09_tmb_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_tmb_4	building_levels	wh2_dlc09_tmb_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_tmb_5	building_levels	wh2_dlc09_tmb_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_tmb_ruin	building_levels	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc15_special_settlement_massif_orcal_vmp_1	building_levels	wh_main_vmp_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_vmp_2	building_levels	wh_main_vmp_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_vmp_3	building_levels	wh_main_vmp_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_vmp_4	building_levels	wh_main_vmp_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_vmp_5	building_levels	wh_main_vmp_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_vmp_ruin	building_levels	wh_main_vmp_settlement_major_ruin
wh2_dlc15_special_settlement_tor_yvresse_brt_1	building_levels	wh_main_brt_settlement_major_1
