parent_task_generator_group	task_generator_group	precedence	inheritance_is_additive
wh3_combi_tms_generator_group_greenskin_specific_additive	wh3_combi_tms_generator_group_greenskin	0	true
wh3_combi_tms_generator_group_raider_additive	wh3_combi_tms_generator_group_greenskin	0	true
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_alarielle	0	false
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_alithanar	0	false
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_eltharion	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_highelf_eltharion	0	true
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_imrik	0	false
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_minor	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_highelf_minor	0	true
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_teclis	0	false
wh3_combi_tms_generator_group_highelf	wh3_combi_tms_generator_group_highelf_tyrion	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_highelf	0	false
wh3_combi_tms_generator_group_highelf_specific_additive	wh3_combi_tms_generator_group_highelf	0	true
wh3_combi_tms_generator_group_brutal_override	wh3_combi_tms_generator_group_khorne_arbaal	1	false
wh3_combi_tms_generator_group_khorne	wh3_combi_tms_generator_group_khorne_arbaal	0	true
wh3_combi_tms_generator_group_khorne	wh3_combi_tms_generator_group_khorne_minor	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_khorne_minor	0	true
wh3_combi_tms_generator_group_brutal_override	wh3_combi_tms_generator_group_khorne_skarbrand	1	false
wh3_combi_tms_generator_group_khorne	wh3_combi_tms_generator_group_khorne_skarbrand	0	true
wh3_combi_tms_generator_group_brutal_override	wh3_combi_tms_generator_group_khorne_skulltaker	1	false
wh3_combi_tms_generator_group_khorne	wh3_combi_tms_generator_group_khorne_skulltaker	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_khorne	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_khorne	0	false
wh3_combi_tms_generator_group_khorne_specific_additive	wh3_combi_tms_generator_group_khorne	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_kislev_boris	0	true
wh3_combi_tms_generator_group_kislev	wh3_combi_tms_generator_group_kislev_boris	0	false
wh3_combi_tms_generator_group_kislev	wh3_combi_tms_generator_group_kislev_katarin	0	false
wh3_combi_tms_generator_group_purifier_additive	wh3_combi_tms_generator_group_kislev_katarin	0	true
wh3_combi_tms_generator_group_kislev	wh3_combi_tms_generator_group_kislev_kostaltyn	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_kislev_kostaltyn	0	true
wh3_combi_tms_generator_group_kislev	wh3_combi_tms_generator_group_kislev_minor	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_kislev_minor	0	true
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_kislev_minor	0	true
wh3_combi_tms_generator_group_defensive_additive	wh3_combi_tms_generator_group_kislev_ostankya	0	true
wh3_combi_tms_generator_group_kislev	wh3_combi_tms_generator_group_kislev_ostankya	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_kislev	0	false
wh3_combi_tms_generator_group_kislev_specific_additive	wh3_combi_tms_generator_group_kislev	0	true
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_gorrok	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_kroqgar	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_mazdamundi	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_minor	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_lizardmen_minor	0	true
wh3_combi_tms_generator_group_horde	wh3_combi_tms_generator_group_lizardmen_nakai	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_oxyotl	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_tehenhauin	0	false
wh3_combi_tms_generator_group_lizardmen	wh3_combi_tms_generator_group_lizardmen_tiktaqto	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_lizardmen	0	false
wh3_combi_tms_generator_group_lizardmen_specific_additive	wh3_combi_tms_generator_group_lizardmen	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_minor	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_minor	0	true
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_norsca_minor	0	true
wh3_combi_tms_generator_group_norsca	wh3_combi_tms_generator_group_norsca_minor	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_norsca_throgg	0	true
wh3_combi_tms_generator_group_norsca	wh3_combi_tms_generator_group_norsca_throgg	0	false
wh3_combi_tms_generator_group_norsca_minor	wh3_combi_tms_generator_group_norsca_vassal	0	false
wh3_combi_tms_generator_group_norsca_vassal_additive	wh3_combi_tms_generator_group_norsca_vassal	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_norsca_wulfrik	0	true
wh3_combi_tms_generator_group_norsca	wh3_combi_tms_generator_group_norsca_wulfrik	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_norsca	0	false
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_combi_tms_generator_group_norsca	0	true
wh3_combi_tms_generator_group_norsca_specific_additive	wh3_combi_tms_generator_group_norsca	0	true
wh3_combi_tms_generator_group_nurgle	wh3_combi_tms_generator_group_nurgle_epidemius	0	false
wh3_combi_tms_generator_group_nurgle	wh3_combi_tms_generator_group_nurgle_kugath	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_nurgle_minor	0	true
wh3_combi_tms_generator_group_nurgle	wh3_combi_tms_generator_group_nurgle_minor	0	false
wh3_combi_tms_generator_group_nurgle	wh3_combi_tms_generator_group_nurgle_tamurkhan	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_nurgle	0	false
wh3_combi_tms_generator_group_nurgle_specific_additive	wh3_combi_tms_generator_group_nurgle	0	true
wh3_combi_tms_generator_group_ogre	wh3_combi_tms_generator_group_ogre_greasus	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_ogre_minor	0	true
wh3_combi_tms_generator_group_ogre	wh3_combi_tms_generator_group_ogre_minor	0	false
wh3_combi_tms_generator_group_ogre	wh3_combi_tms_generator_group_ogre_skrag	0	false
wh3_combi_tms_generator_group_opportunistic_additive	wh3_combi_tms_generator_group_ogre_skrag	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_ogre	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_ogre	0	false
wh3_combi_tms_generator_group_ogre_specific_additive	wh3_combi_tms_generator_group_ogre	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_rogue	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_rogue	0	false
wh3_combi_tms_generator_group_dont_colonise_additive	wh3_combi_tms_generator_group_rogue	0	true
wh3_combi_tms_generator_group_raider_additive	wh3_combi_tms_generator_group_rogue	0	true
wh3_combi_tms_generator_group_rogue_specific_additive	wh3_combi_tms_generator_group_rogue	0	true
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_ikit	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_skaven_minor	0	true
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_minor	0	false
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_queek	0	false
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_skrolk	0	false
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_snikch	0	false
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_throt	0	false
wh3_combi_tms_generator_group_skaven	wh3_combi_tms_generator_group_skaven_tretch	0	false
wh3_combi_tms_generator_group_coloniser_additive	wh3_combi_tms_generator_group_skaven	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_skaven	0	false
wh3_combi_tms_generator_group_skaven_specific_additive	wh3_combi_tms_generator_group_skaven	0	true
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_slaanesh_minor	0	true
wh3_combi_tms_generator_group_slaanesh	wh3_combi_tms_generator_group_slaanesh_minor	0	false
wh3_combi_tms_generator_group_slaanesh	wh3_combi_tms_generator_group_slaanesh_nkari	0	false
wh3_combi_tms_generator_group_slaanesh_nkari_specific_additive	wh3_combi_tms_generator_group_slaanesh_nkari	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_slaanesh	0	false
wh3_combi_tms_generator_group_raider_additive	wh3_combi_tms_generator_group_slaanesh	0	true
wh3_combi_tms_generator_group_slaanesh_specific_additive	wh3_combi_tms_generator_group_slaanesh	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_teb	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_teb	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_tombking_arkhan	0	true
wh3_combi_tms_generator_group_tombking	wh3_combi_tms_generator_group_tombking_arkhan	0	false
wh3_combi_tms_generator_group_tombking	wh3_combi_tms_generator_group_tombking_khalida	0	false
wh3_combi_tms_generator_group_tombking	wh3_combi_tms_generator_group_tombking_khatep	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_tombking_minor	0	true
wh3_combi_tms_generator_group_tombking	wh3_combi_tms_generator_group_tombking_minor	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_tombking_settra	0	true
wh3_combi_tms_generator_group_tombking	wh3_combi_tms_generator_group_tombking_settra	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_tombking	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_tombking	0	true
wh3_combi_tms_generator_group_tombking_specific_additive	wh3_combi_tms_generator_group_tombking	0	true
wh3_combi_tms_generator_group_tzeentch	wh3_combi_tms_generator_group_tzeentch_changeling	0	false
wh3_combi_tms_generator_group_tzeentch	wh3_combi_tms_generator_group_tzeentch_kairos	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_tzeentch_minor	0	true
wh3_combi_tms_generator_group_tzeentch	wh3_combi_tms_generator_group_tzeentch_minor	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_tzeentch	0	false
wh3_combi_tms_generator_group_tzeentch_specific_additive	wh3_combi_tms_generator_group_tzeentch	0	true
wh3_combi_tms_generator_group_vampire	wh3_combi_tms_generator_group_vampire_ghorst	0	false
wh3_combi_tms_generator_group_vampire	wh3_combi_tms_generator_group_vampire_kemmler	0	false
wh3_combi_tms_generator_group_vampire	wh3_combi_tms_generator_group_vampire_mannfred	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_vampire_minor	0	true
wh3_combi_tms_generator_group_vampire	wh3_combi_tms_generator_group_vampire_minor	0	false
wh3_combi_tms_generator_group_vampire	wh3_combi_tms_generator_group_vampire_vlad	0	false
wh3_combi_tms_generator_group_vampirecoast	wh3_combi_tms_generator_group_vampirecoast_aranessa	0	false
wh3_combi_tms_generator_group_vampirecoast	wh3_combi_tms_generator_group_vampirecoast_cylostra	0	false
wh3_combi_tms_generator_group_vampirecoast	wh3_combi_tms_generator_group_vampirecoast_harkon	0	false
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_vampirecoast_minor	0	true
wh3_combi_tms_generator_group_vampirecoast	wh3_combi_tms_generator_group_vampirecoast_minor	0	false
wh3_combi_tms_generator_group_vampirecoast	wh3_combi_tms_generator_group_vampirecoast_noctilus	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_vampirecoast	0	false
wh3_combi_tms_generator_group_naval_aggressor_additive	wh3_combi_tms_generator_group_vampirecoast	0	true
wh3_combi_tms_generator_group_raider_additive	wh3_combi_tms_generator_group_vampirecoast	0	true
wh3_combi_tms_generator_group_vampirecoast_specific_additive	wh3_combi_tms_generator_group_vampirecoast	0	true
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_vampire	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_vampire	0	true
wh3_combi_tms_generator_group_vampire_specific_additive	wh3_combi_tms_generator_group_vampire	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_woodelf_drycha	0	true
wh3_combi_tms_generator_group_woodelf	wh3_combi_tms_generator_group_woodelf_drycha	0	false
wh3_combi_tms_generator_group_woodelf	wh3_combi_tms_generator_group_woodelf_durthu	0	false
wh3_combi_tms_generator_group_defensive_additive	wh3_combi_tms_generator_group_woodelf_minor	0	true
wh3_combi_tms_generator_group_minor_additive	wh3_combi_tms_generator_group_woodelf_minor	0	true
wh3_combi_tms_generator_group_woodelf	wh3_combi_tms_generator_group_woodelf_minor	0	false
wh3_combi_tms_generator_group_aggressive_additive	wh3_combi_tms_generator_group_woodelf_orion_aggressive	0	true
wh3_combi_tms_generator_group_woodelf_orion	wh3_combi_tms_generator_group_woodelf_orion_aggressive	0	false
wh3_combi_tms_generator_group_woodelf	wh3_combi_tms_generator_group_woodelf_orion	0	false
wh3_combi_tms_generator_group_woodelf	wh3_combi_tms_generator_group_woodelf_sisters	0	false
wh3_combi_tms_generator_group_default	wh3_combi_tms_generator_group_woodelf	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_combi_tms_generator_group_woodelf	0	true
wh3_combi_tms_generator_group_woodelf_specific_additive	wh3_combi_tms_generator_group_woodelf	0	true
wh3_tms_generator_group_beastmen	wh3_tms_generator_group_beastmen_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_beastmen_minor	0	true
wh3_combi_tms_generator_group_aggressive_additive	wh3_tms_generator_group_beastmen	0	true
wh3_combi_tms_generator_group_horde	wh3_tms_generator_group_beastmen	0	false
wh3_combi_tms_generator_group_raider_additive	wh3_tms_generator_group_beastmen	0	true
wh3_tms_generator_group_beastmen_specific_additive	wh3_tms_generator_group_beastmen	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_beastmen	0	true
wh3_tms_generator_group_bretonnia	wh3_tms_generator_group_bretonnia_minor	0	false
wh3_tms_generator_group_minor_additive	wh3_tms_generator_group_bretonnia_minor	0	true
wh3_tms_generator_group_rift_minor_nonchaos_override	wh3_tms_generator_group_bretonnia_minor	1	false
wh3_combi_tms_generator_group_default	wh3_tms_generator_group_bretonnia	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_bretonnia	0	true
wh3_tms_generator_group_bretonnia_specific_additive	wh3_tms_generator_group_bretonnia	0	true
wh3_tms_generator_group_rift_major_nonchaos_additive	wh3_tms_generator_group_bretonnia	0	true
wh3_tms_generator_group_roc_additive	wh3_tms_generator_group_bretonnia	0	true
wh3_tms_generator_group_cathay	wh3_tms_generator_group_cathay_gatecapture	0	false
wh3_tms_generator_group_cathay_gatecapture_additive	wh3_tms_generator_group_cathay_gatecapture	0	true
wh3_tms_generator_group_cathay_gatecapture_additive	wh3_tms_generator_group_cathay_miao_ying_gatecapture	0	true
wh3_tms_generator_group_cathay_miao_ying	wh3_tms_generator_group_cathay_miao_ying_gatecapture	0	false
wh3_combi_tms_generator_group_protective_additive	wh3_tms_generator_group_cathay_miao_ying	0	true
