army_special_ability	faction	is_hidden_in_ui
wh2_dlc15_army_abilities_waaagh	wh2_dlc14_grn_red_cloud_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc15_grn_bonerattlaz	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc15_grn_broken_axe	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc15_grn_broken_axe_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc15_grn_skull_crag	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc16_grn_creeping_death	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc16_grn_naggaroth_orcs	false
wh2_dlc15_army_abilities_waaagh	wh2_dlc16_grn_savage_invasion	false
wh2_dlc15_army_abilities_waaagh	wh2_main_grn_arachnos	false
wh2_dlc15_army_abilities_waaagh	wh2_main_grn_arachnos_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh2_main_grn_blue_vipers	false
wh2_dlc15_army_abilities_waaagh	wh2_main_grn_blue_vipers_mp	false
wh2_dlc15_army_abilities_waaagh	wh2_main_grn_blue_vipers_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh3_dlc24_grn_chaos_dwarfs_labourer_rebels	false
wh2_dlc15_army_abilities_waaagh	wh3_dlc25_rogue_da_mad_howlerz	false
wh2_dlc15_army_abilities_waaagh	wh3_dlc26_grn_cluster_eye_tribe	false
wh2_dlc15_army_abilities_waaagh	wh3_dlc26_grn_gorbad_ironclaw	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_da_cage_breakaz	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_dark_land_orcs	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_dark_land_orcs_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_dimned_sun	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_dimned_sun_mp	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_dimned_sun_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_drippin_fangs	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_drippin_fangs_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_moon_howlerz	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_moon_howlerz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_slaves_of_zharr	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_tusked_sunz	false
wh2_dlc15_army_abilities_waaagh	wh3_main_grn_tusked_sunz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_dlc03_grn_black_pit	false
wh2_dlc15_army_abilities_waaagh	wh_dlc03_grn_black_pit_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_black_venom	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_black_venom_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_bloody_spearz	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_bloody_spearz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_broken_nose	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_broken_nose_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_crooked_moon	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_crooked_moon_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_qb1	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_qb2	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_qb3	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_qb4	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_rebels	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_rebels_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_greenskins_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_necksnappers	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_necksnappers_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_orcs_of_the_bloody_hand	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_orcs_of_the_bloody_hand_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_red_eye	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_red_eye_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_red_fangs	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_red_fangs_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_scabby_eye	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_scabby_eye_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_skull-takerz	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_skull-takerz_mp	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_skull-takerz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_skullsmasherz	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_skullsmasherz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_teef_snatchaz	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_teef_snatchaz_waaagh	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_top_knotz	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_top_knotz_mp	false
wh2_dlc15_army_abilities_waaagh	wh_main_grn_top_knotz_waaagh	false
wh3_dlc29_army_abilities_mark_plague_spawned_i	wh3_dlc29_chs_host_of_the_triplets	false
wh3_dlc29_army_abilities_mark_rot_forged_legionaries_i	wh3_dlc29_chs_host_of_the_triplets	false
wh3_dlc29_army_abilities_realm_of_souls_ushabti_hidden	wh3_dlc29_nag_host_of_nagash	false
wh3_main_army_abilities_arcane_surge	wh3_dlc20_tze_apostles_of_change	false
wh3_main_army_abilities_arcane_surge	wh3_dlc20_tze_the_sightless	false
wh3_main_army_abilities_arcane_surge	wh3_dlc24_tze_the_deceivers	false
wh3_main_army_abilities_arcane_surge	wh3_dlc29_tzeentch_vassal_owner	false
wh3_main_army_abilities_arcane_surge	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_arcane_surge	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_all_seeing_eye	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_broken_wheel	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_flaming_scribes	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_oracles_of_tzeentch	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_sarthoraels_watchers	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_tzeentch	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_tzeentch_invasion	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_tzeentch_qb1	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_tzeentch_qb2	false
wh3_main_army_abilities_arcane_surge	wh3_main_tze_tzeentch_rebels	false
wh3_main_army_abilities_blade_of_khorne	wh3_dlc20_kho_blood_keepers	false
wh3_main_army_abilities_blade_of_khorne	wh3_dlc26_kho_arbaal	false
wh3_main_army_abilities_blade_of_khorne	wh3_dlc26_kho_skulltaker	false
wh3_main_army_abilities_blade_of_khorne	wh3_dlc29_khorne_vassal_owner	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_bloody_sword	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_brazen_throne	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_crimson_skull	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_exiles_of_khorne	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_karneths_sons	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_khorne	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_khorne_qb1	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_khorne_qb2	false
wh3_main_army_abilities_blade_of_khorne	wh3_main_kho_khorne_rebels	false
wh3_main_army_abilities_bolt_of_change	wh3_dlc20_tze_apostles_of_change	false
wh3_main_army_abilities_bolt_of_change	wh3_dlc20_tze_the_sightless	false
wh3_main_army_abilities_bolt_of_change	wh3_dlc24_tze_the_deceivers	false
wh3_main_army_abilities_bolt_of_change	wh3_dlc29_tzeentch_vassal_owner	false
wh3_main_army_abilities_bolt_of_change	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_bolt_of_change	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_all_seeing_eye	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_broken_wheel	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_flaming_scribes	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_oracles_of_tzeentch	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_sarthoraels_watchers	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_tzeentch	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_tzeentch_invasion	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_tzeentch_qb1	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_tzeentch_qb2	false
wh3_main_army_abilities_bolt_of_change	wh3_main_tze_tzeentch_rebels	false
wh3_main_army_abilities_curse_of_the_slug	wh3_dlc20_nur_pallid_nurslings	false
wh3_main_army_abilities_curse_of_the_slug	wh3_dlc25_nur_epidemius	false
wh3_main_army_abilities_curse_of_the_slug	wh3_dlc25_nur_tamurkhan	false
wh3_main_army_abilities_curse_of_the_slug	wh3_dlc29_chs_host_of_the_triplets	false
wh3_main_army_abilities_curse_of_the_slug	wh3_dlc29_nurgle_vassal_owner	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_bubonic_swarm	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_maggoth_kin	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_nurgle	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_nurgle_qb1	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_nurgle_qb2	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_nurgle_rebels	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_poxmakers_of_nurgle	false
wh3_main_army_abilities_curse_of_the_slug	wh3_main_nur_septic_claw	false
wh3_main_army_abilities_fascination	wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_army_abilities_fascination	wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_army_abilities_fascination	wh3_dlc27_sla_the_tormentors	false
wh3_main_army_abilities_fascination	wh3_dlc29_slaanesh_vassal_owner	false
wh3_main_army_abilities_fascination	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_fascination	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_fascination	wh3_main_sla_exquisite_pain	false
wh3_main_army_abilities_fascination	wh3_main_sla_rapturous_excess	false
wh3_main_army_abilities_fascination	wh3_main_sla_seducers_of_slaanesh	false
wh3_main_army_abilities_fascination	wh3_main_sla_slaanesh	false
wh3_main_army_abilities_fascination	wh3_main_sla_slaanesh_qb1	false
wh3_main_army_abilities_fascination	wh3_main_sla_slaanesh_rebels	false
wh3_main_army_abilities_fascination	wh3_main_sla_subtle_torture	false
wh3_main_army_abilities_fecundity	wh3_dlc20_nur_pallid_nurslings	false
wh3_main_army_abilities_fecundity	wh3_dlc25_nur_epidemius	false
wh3_main_army_abilities_fecundity	wh3_dlc25_nur_tamurkhan	false
wh3_main_army_abilities_fecundity	wh3_dlc29_chs_host_of_the_triplets	false
wh3_main_army_abilities_fecundity	wh3_dlc29_nurgle_vassal_owner	false
wh3_main_army_abilities_fecundity	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_fecundity	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_fecundity	wh3_main_nur_bubonic_swarm	false
wh3_main_army_abilities_fecundity	wh3_main_nur_maggoth_kin	false
wh3_main_army_abilities_fecundity	wh3_main_nur_nurgle	false
wh3_main_army_abilities_fecundity	wh3_main_nur_nurgle_qb1	false
wh3_main_army_abilities_fecundity	wh3_main_nur_nurgle_qb2	false
wh3_main_army_abilities_fecundity	wh3_main_nur_nurgle_rebels	false
wh3_main_army_abilities_fecundity	wh3_main_nur_poxmakers_of_nurgle	false
wh3_main_army_abilities_fecundity	wh3_main_nur_septic_claw	false
wh3_main_army_abilities_horn_of_khorne	wh3_dlc20_kho_blood_keepers	false
wh3_main_army_abilities_horn_of_khorne	wh3_dlc26_kho_arbaal	false
wh3_main_army_abilities_horn_of_khorne	wh3_dlc26_kho_skulltaker	false
wh3_main_army_abilities_horn_of_khorne	wh3_dlc29_khorne_vassal_owner	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_bloody_sword	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_brazen_throne	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_crimson_skull	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_exiles_of_khorne	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_karneths_sons	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_khorne	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_khorne_qb1	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_khorne_qb2	false
wh3_main_army_abilities_horn_of_khorne	wh3_main_kho_khorne_rebels	false
wh3_main_army_abilities_narcissism	wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_army_abilities_narcissism	wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_army_abilities_narcissism	wh3_dlc27_sla_the_tormentors	false
wh3_main_army_abilities_narcissism	wh3_dlc29_slaanesh_vassal_owner	false
wh3_main_army_abilities_narcissism	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_narcissism	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_narcissism	wh3_main_sla_exquisite_pain	false
wh3_main_army_abilities_narcissism	wh3_main_sla_rapturous_excess	false
wh3_main_army_abilities_narcissism	wh3_main_sla_seducers_of_slaanesh	false
wh3_main_army_abilities_narcissism	wh3_main_sla_slaanesh	false
wh3_main_army_abilities_narcissism	wh3_main_sla_slaanesh_qb1	false
wh3_main_army_abilities_narcissism	wh3_main_sla_slaanesh_rebels	false
wh3_main_army_abilities_narcissism	wh3_main_sla_subtle_torture	false
wh3_main_army_abilities_relentless_rage	wh3_dlc20_kho_blood_keepers	false
wh3_main_army_abilities_relentless_rage	wh3_dlc26_kho_arbaal	false
wh3_main_army_abilities_relentless_rage	wh3_dlc26_kho_skulltaker	false
wh3_main_army_abilities_relentless_rage	wh3_dlc29_khorne_vassal_owner	false
wh3_main_army_abilities_relentless_rage	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_relentless_rage	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_bloody_sword	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_brazen_throne	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_crimson_skull	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_exiles_of_khorne	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_karneths_sons	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_khorne	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_khorne_qb1	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_khorne_qb2	false
wh3_main_army_abilities_relentless_rage	wh3_main_kho_khorne_rebels	false
wh3_main_army_abilities_rot_glorious_rot	wh3_dlc20_nur_pallid_nurslings	false
wh3_main_army_abilities_rot_glorious_rot	wh3_dlc25_nur_epidemius	false
wh3_main_army_abilities_rot_glorious_rot	wh3_dlc25_nur_tamurkhan	false
wh3_main_army_abilities_rot_glorious_rot	wh3_dlc29_chs_host_of_the_triplets	false
wh3_main_army_abilities_rot_glorious_rot	wh3_dlc29_nurgle_vassal_owner	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_bubonic_swarm	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_maggoth_kin	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_nurgle	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_nurgle_qb1	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_nurgle_qb2	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_nurgle_rebels	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_poxmakers_of_nurgle	false
wh3_main_army_abilities_rot_glorious_rot	wh3_main_nur_septic_claw	false
wh3_main_army_abilities_storm_of_fire	wh3_dlc20_tze_apostles_of_change	false
wh3_main_army_abilities_storm_of_fire	wh3_dlc20_tze_the_sightless	false
wh3_main_army_abilities_storm_of_fire	wh3_dlc24_tze_the_deceivers	false
wh3_main_army_abilities_storm_of_fire	wh3_dlc29_tzeentch_vassal_owner	false
wh3_main_army_abilities_storm_of_fire	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_storm_of_fire	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_all_seeing_eye	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_broken_wheel	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_flaming_scribes	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_oracles_of_tzeentch	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_sarthoraels_watchers	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_tzeentch	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_tzeentch_invasion	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_tzeentch_qb1	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_tzeentch_qb2	false
wh3_main_army_abilities_storm_of_fire	wh3_main_tze_tzeentch_rebels	false
wh3_main_army_abilities_sweet_sorrow	wh3_dlc20_sla_keepers_of_bliss	false
wh3_main_army_abilities_sweet_sorrow	wh3_dlc27_sla_masque_of_slaanesh	false
wh3_main_army_abilities_sweet_sorrow	wh3_dlc27_sla_the_tormentors	false
wh3_main_army_abilities_sweet_sorrow	wh3_dlc29_slaanesh_vassal_owner	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_dae_daemon_prince	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_dae_daemons_qb1	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_exquisite_pain	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_rapturous_excess	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_seducers_of_slaanesh	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_slaanesh	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_slaanesh_qb1	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_slaanesh_rebels	false
wh3_main_army_abilities_sweet_sorrow	wh3_main_sla_subtle_torture	false
wh3_main_prisoners_butcher	wh3_dlc26_ogr_golgfag	false
wh3_main_prisoners_butcher	wh3_main_ogr_blood_guzzlers	false
wh3_main_prisoners_butcher	wh3_main_ogr_bloodmaw	false
wh3_main_prisoners_butcher	wh3_main_ogr_crossed_clubs	false
wh3_main_prisoners_butcher	wh3_main_ogr_disciples_of_the_maw	false
wh3_main_prisoners_butcher	wh3_main_ogr_eyebiter	false
wh3_main_prisoners_butcher	wh3_main_ogr_feastmaster	false
wh3_main_prisoners_butcher	wh3_main_ogr_fleshgreeders	false
wh3_main_prisoners_butcher	wh3_main_ogr_fulg	false
wh3_main_prisoners_butcher	wh3_main_ogr_goldtooth	false
wh3_main_prisoners_butcher	wh3_main_ogr_lazarghs	false
wh3_main_prisoners_butcher	wh3_main_ogr_loose_tooth	false
wh3_main_prisoners_butcher	wh3_main_ogr_mountaineaters	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_kingdoms	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_kingdoms_invasion	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_kingdoms_qb1	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_kingdoms_qb2	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_kingdoms_qb3	false
wh3_main_prisoners_butcher	wh3_main_ogr_ogre_rebels	false
wh3_main_prisoners_butcher	wh3_main_ogr_rock_skulls	false
wh3_main_prisoners_butcher	wh3_main_ogr_sabreskin	false
wh3_main_prisoners_butcher	wh3_main_ogr_sons_of_the_mountain	false
wh3_main_prisoners_butcher	wh3_main_ogr_thunderguts	false
wh3_main_prisoners_butcher	wh3_main_ogr_treehammers	false
wh3_main_prisoners_butcher	wh3_main_ogre_flamegullets	false
wh3_main_prisoners_butcher	wh3_main_ogre_sharktooth	false
wh3_main_prisoners_butcher	wh3_main_ogre_stoneshatter	false
wh3_main_prisoners_butcher	wh3_main_ogre_the_famished	false
wh3_main_prisoners_dismember	wh3_dlc26_ogr_golgfag	false
wh3_main_prisoners_dismember	wh3_main_ogr_blood_guzzlers	false
wh3_main_prisoners_dismember	wh3_main_ogr_bloodmaw	false
wh3_main_prisoners_dismember	wh3_main_ogr_crossed_clubs	false
wh3_main_prisoners_dismember	wh3_main_ogr_disciples_of_the_maw	false
wh3_main_prisoners_dismember	wh3_main_ogr_eyebiter	false
wh3_main_prisoners_dismember	wh3_main_ogr_feastmaster	false
wh3_main_prisoners_dismember	wh3_main_ogr_fleshgreeders	false
wh3_main_prisoners_dismember	wh3_main_ogr_fulg	false
wh3_main_prisoners_dismember	wh3_main_ogr_goldtooth	false
wh3_main_prisoners_dismember	wh3_main_ogr_lazarghs	false
wh3_main_prisoners_dismember	wh3_main_ogr_loose_tooth	false
wh3_main_prisoners_dismember	wh3_main_ogr_mountaineaters	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_kingdoms	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_kingdoms_invasion	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_kingdoms_qb1	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_kingdoms_qb2	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_kingdoms_qb3	false
wh3_main_prisoners_dismember	wh3_main_ogr_ogre_rebels	false
wh3_main_prisoners_dismember	wh3_main_ogr_rock_skulls	false
wh3_main_prisoners_dismember	wh3_main_ogr_sabreskin	false
wh3_main_prisoners_dismember	wh3_main_ogr_sons_of_the_mountain	false
