unique_id	ability	agent	attribute	cannot_fail	critical_failure	critical_success	failure	opportune_failure	success	localised_action_name	localised_action_description	target_attribute	critical_success_proportion_modifier	opportune_failure_proportion_modifier	critical_failure_proportion_modifier	chance_of_success	voiceover	icon_path	show_action_info_in_ui	subculture	succeed_always_override	order
wh2_dlc11_agent_action_runesmith_hinder_settlement_treasure_hunt	hinder_settlement	runesmith	subterfuge	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	{{tr:agent_action_name_treasure_hunt}}	[[col:yellow]]Searches the ruined settlement, leading to either a good or bad outcome.[[/col]]	subterfuge	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_dlc11_agent_action_spy_assist_province_dig_for_treasure	assist_province	spy	subterfuge	wh_main_agent_action_dummy_province_cannot_fail	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_critical_success	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_success	Dig for Treasure	[[col:yellow]]Solve Treasure Maps by digging for treasure at the locations hinted at in the riddles.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_region	UI/skins/warhammer2/icon_digging_for_treasure.png	false		true	0
wh2_dlc11_agent_action_spy_hinder_province_dig_for_treasure	hinder_province	spy	subterfuge	wh_main_agent_action_dummy_province_cannot_fail	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_critical_success	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_critical_failure	wh_main_agent_action_dummy_province_success	Dig for Treasure	[[col:yellow]]Solve Treasure Maps by digging for treasure at the locations hinted at in the riddles.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_enemy_region	UI/skins/warhammer2/icon_digging_for_treasure.png	false		true	0
wh2_dlc11_agent_action_spy_hinder_settlement_treasure_hunt	hinder_settlement	spy	subterfuge	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	{{tr:agent_action_name_treasure_hunt}}	[[col:yellow]]Searches the ruined settlement, leading to either a good or bad outcome.[[/col]]	subterfuge	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_dlc11_agent_action_wizard_hinder_settlement_treasure_hunt	hinder_settlement	wizard	authority	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	wh_main_agent_action_dummy_region_failure	wh_main_agent_action_dummy_region_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_treasure_hunt	{{tr:agent_action_name_treasure_hunt}}	[[col:yellow]]Searches the ruined settlement, leading to either a good or bad outcome.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_passive		false		true	0
wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire	hinder_settlement	engineer	authority	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	{{tr:agent_action_name_expand_underempire}}	[[col:yellow]]Establish an Under-City beneath the target settlement.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		false	0
wh2_dlc12_agent_action_dignitary_hinder_settlement_expand_underempire_unique	hinder_settlement	engineer	authority	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire_unique	Establish Warlock Laboratory	[[col:yellow]]Establish an Under-City beneath the target settlement and instantly create a Laboratory building.[[/col]]\n[[col:red]]This action will kill the Warlock Engineer![[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		false	0
wh2_dlc12_agent_action_kroak_assist_army_replenish_troops	assist_army	wizard	authority	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
wh2_dlc12_agent_action_kroak_assist_army_training	assist_army	wizard	authority	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Increases experience gain by %n% for units serving in the parent army.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
wh2_dlc12_agent_action_kroak_passive_boost_income	passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_boost_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_boost_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by buildings in the local province by %n% (reduces in enemy provinces).[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/income.png	true		true	0
wh2_dlc12_agent_action_kroak_passive_stimulate_growth	passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_settlement	hinder_settlement	wizard	authority	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_settlement	Ultimate Deliverance	[[col:yellow]]Damages the walls, buildings, and lowers the settlement level of the target settlement.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		true	0
wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_1	hinder_settlement	wizard	authority	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_1	Colossal Deliverance	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		true	0
wh2_dlc12_agent_action_wizard_hinder_settlement_kroak_walls_2	hinder_settlement	wizard	authority	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	wh2_dlc12_agent_action_kroak_hinder_settlement_success_lord_kroak_success_walls_2	Colossal Deliverance	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		true	0
wh2_dlc15_agent_action_runesmith_assist_army_replenish_troops	assist_army	runesmith	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
wh2_dlc15_agent_action_runesmith_hinder_army_assault_unit	hinder_army	runesmith	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_unit	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_unit	{{tr:agent_action_name_assault_unit}}	[[col:yellow]]Inflicts damage upon a unit in the target army.[[/col]]	subterfuge	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/attrition.png	true		false	0
wh2_dlc15_agent_action_runesmith_hinder_settlement_steal_technology	hinder_settlement	runesmith	subterfuge	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	{{tr:agent_action_name_steal_technology}}	[[col:yellow]]Reduces research time by %n% for 3 turns.[[/col]]	subterfuge	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/technology.png	true		false	0
wh2_dlc16_agent_action_champion_hinder_settlement_expand_underempire	hinder_settlement	champion	zeal	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	wh2_dlc12_agent_action_hinder_settlement_success_expand_underempire	{{tr:agent_action_name_expand_underempire}}	[[col:yellow]]Establish an Under-City beneath the target settlement.[[/col]]	zeal	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		false	0
wh2_dlc16_agent_action_dignitary_assist_army_increase_mobility	assist_army	dignitary	authority	wh2_main_agent_action_assist_army_cannot_fail_increase_mobility	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_mobility}}	[[col:yellow]]Increases the campaign movement range of the parent army by %n%.[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		true	0
wh2_dlc16_agent_action_dignitary_hinder_army_assault_unit	hinder_army	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_unit	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_unit	{{tr:agent_action_name_assault_unit}}	[[col:yellow]]Inflicts damage upon a unit in the target army.[[/col]]	authority	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/attrition.png	true		false	0
wh2_dlc16_agent_action_dignitary_passive_boost_income	passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_boost_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_boost_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by buildings in the local province by %n% (reduces in enemy provinces).[[/col]]	authority	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/income.png	true		true	1
wh2_dlc16_agent_action_runesmith_assist_army_scavenge_buff	assist_army	runesmith	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_scavenge	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scavenge}}	[[col:yellow]]Increases the {{tr:icon_income}}income of post-battle loot earned by the parent army by %n%.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/income.png	true		true	0
wh2_dlc16_agent_action_runesmith_hinder_settlement_damage_building	hinder_settlement	runesmith	zeal	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	authority	0.0000	0.0000	1.0000	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
wh2_dlc16_agent_action_runesmith_passive_stimulate_growth	passive_ability	runesmith	subterfuge	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
wh2_dlc16_agent_action_wizard_hinder_settlement_ariel	hinder_settlement	wizard	authority	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	wh2_dlc16_agent_action_wizard_hinder_settlement_success_ariel	{{tr:agent_action_name_natures_wrath}}	[[col:yellow]]Damages the walls, buildings, and lowers the settlement level of the target settlement.[[/col]]	authority	0.0000	0.0000	0.0000	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		true	0
wh2_dlc17_agent_action_runesmith_assist_army_improve_armour	assist_army	runesmith	subterfuge	wh2_dlc17_agent_action_assist_army_cannot_fail_harden_armour	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Harden Armour	[[col:yellow]]Increases the armour of all units in the parent army by %n. Only one Runesmith can apply this effect at a time.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/armour.png	true		true	0
wh2_dlc17_agent_action_runesmith_assist_army_improve_weapons	assist_army	runesmith	subterfuge	wh2_dlc17_agent_action_assist_army_cannot_fail_sharpen_weapons	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Sharpen Weapons	[[col:yellow]]Increases the missile and melee damage of all units in the parent army by %n%. Only one Runesmith can apply this effect at a time.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/armour_piercing.png	true		true	0
wh2_dlc17_agent_action_runesmith_assist_army_increase_mobility	assist_army	runesmith	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_increase_mobility	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_mobility}}	[[col:yellow]]Increases the campaign movement range of the parent army by %n%.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		true	0
wh2_dlc17_agent_action_runesmith_hinder_settlement_assault_garrison	hinder_settlement	runesmith	subterfuge	wh_main_agent_action_dummy_region_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	subterfuge	0.0000	0.0000	0.7500	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
wh2_dlc17_agent_action_spy_passive_spread_corruption_chs	passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_chs]][[/img]]Chaos Undivided corruption in the local province by %n.[[/col]]	subterfuge	0.0000	0.0000	1.0000	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/corruption_chaos.png	true		true	0
wh2_main_agent_action_champion_assist_army_green_knight	assist_army	champion	zeal	wh_main_agent_action_dummy_success	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Join Army	[[col:yellow]]Joins the parent army to serve in battle.[[/col]]	zeal	0.0000	0.0000	1.0000	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/army.png	false		true	0
