key	display_model	impact	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood	mirroring_start	mirroring_trail	scale
wh2_dlc09_tmb_skull_projectile_dropped	projectiles\tmb_skull_projectile.rigid_model_v2	wh2_main_unit_abilities_drop_rocks		wh_main_fire_piercing_bolts_of_burning_bomb_trail				0.0000	false		wh2_main_unit_abilities_drop_rocks	wh2_main_unit_abilities_drop_rocks				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc09_tmb_stalker_gaze		wh2_dlc09_sepulturalstalker_impact	wh2_dlc09_lib_sepulturalstalkers_gaze	wh2_dlc09_lib_sepulturalstalkers_projectile				-0.0200	false		wh_main_bounce_impact	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc10_abilities_everqueen_court_guard	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	wh2_dlc10_everqueen_court_guard_impact		wh2_dlc10_everqueen_court_guard_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc10_abilities_sisterofavalorn	projectiles/hef_sisters_of_avelorn_arrow.wsmodel	wh2_dlc10_sisterofavalorn_impact		wh2_dlc10_sisterofavalorn_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc10_alith_anar_arrow	projectiles/hef_archers_arrow_01.wsmodel	arrow		wh2_dlc10_alith_anar_arrow_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc10_assault_of_stone	projectiles\wh_brt_trebuchet_stone.rigid_model_v2			wh2_dlc10_stone_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc10_blast		wh2_dlc10_blast_impact	wh2_dlc10_blast_launch	wh2_dlc10_blast_trail				0.0000	false	wh_main_unit_launch_light	wh2_dlc10_blast_impact	wh2_dlc10_blast_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc10_frostbreath			wh2_dlc10_frostbreath	wh2_dlc10_frostbreath_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc10_tmb_bone_giant_arrow	projectiles\wh_tmb_necrolith_colossus_arrow_01_projectile.rigid_model_v2		wh2_dlc10_bone_giant_launch	wh2_dlc10_bone_giant_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_very_large				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc10_weapon_abilities_the_moonbow	projectiles/wh_bst_amber_spear.wsmodel			wh2_dlc10_moonbow_trail				0.0000	false	wh_main_unit_launch_light						wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc11_abilities_cackle_fruit	projectiles/cst_grenade_projectile_01.wsmodel	wh2_dlc11_abilities_cackle_fruit_impact		wh2_dlc11_abilities_cackle_fruit_trail				0.0000	false		wh_main_bounce_impact	wh2_dlc11_abilities_cackle_fruit_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc11_ability_pyromaniac	projectiles\wh_dwf_copter_bomb.rigid_model_v2	wh_main_unit_abilities_gyrocopter_grenade		wh_main_weapon_trail_arrow_medium				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc11_army_abilities_wraith_storm		wh2_dlc11_army_abilities_wraith_storm_impact		wh2_dlc11_abilities_wraith_storm_trails				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc11_cst_deck_gunner_ror_bullet	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc11_cst_deck_gunner_ror_bullet_impact		wh2_dlc11_weapon_gunner_ethereal_trail				0.0000	true		wh2_dlc11_cst_deck_gunner_ror_bullet_impact	wh2_dlc11_cst_deck_gunner_ror_bullet_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc11_cst_necrofex_colossus_cannonball	projectiles/cst_necrofex_colossus_projectile_01.wsmodel	wh_main_weapon_cannonball_impact		wh_main_weapon_trail_smoke_medium				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc11_cst_queen_bess	projectiles/cst_queen_bess_projectile_01.wsmodel	wh2_dlc11_cst_queen_bess_impact	wh_main_cannon_muzzle_flash_vlarge	wh2_dlc11_machine_queen_bess_trail				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_dlc11_cst_zombie_gunnery_grenade	projectiles/cst_grenade_projectile_01.wsmodel			wh_main_weapon_trail_smoke_small				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc11_necrofex_flamethrower		wh_main_weapon_flamethrower_impact	wh_main_weapon_flamethrower_beam_large					0.0000	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc11_unit_abilities_bomb_throw	projectiles\wh_dwf_bomber_bomb.rigid_model_v2	wh2_dlc11_unit_abilities_bomb_throw		wh2_dlc11_bomb_throw_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lord_abilities_drop_rocks_of_chotec	projectiles/wh_lzd_terradon_rock_02.rigid_model_v2	wh2_dlc12_lord_abilities_drop_rocks_of_chotec		wh2_main_weapon_lzd_drop_rocks_trail				0.0000	false		wh2_main_unit_abilities_drop_rocks	wh2_main_unit_abilities_drop_rocks				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lord_abilities_drop_rocks_of_sundering	projectiles/wh_lzd_terradon_rock_02.rigid_model_v2	wh2_dlc12_lord_abilities_drop_rocks_of_sundering		wh2_main_weapon_lzd_drop_rocks_trail				0.0000	false		wh2_main_unit_abilities_drop_rocks	wh2_main_unit_abilities_drop_rocks				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lord_abilities_drop_sphere_of_tepok	projectiles/wh_lzd_terradon_rock_02.rigid_model_v2	wh2_dlc12_abilities_drop_sphere		wh2_dlc12_abilities_drop_sphere_trail				0.0000	false		wh2_dlc12_abilities_drop_sphere	wh2_dlc12_abilities_drop_sphere				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lzd_salamander_flame		wh2_dlc12_lzd_salamander_flame		wh2_dlc12_lizard_fireball_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lzd_salamander_flame_large		wh2_dlc12_lzd_salamander_flame_large		wh2_dlc12_lizard_fireball_large_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_lzd_salamander_ror_flame		wh2_dlc12_lzd_salamander_flame_ror		wh2_dlc12_lizard_ror_fireball_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_skv_ratling_gun	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_rattling_gun_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc12_skv_ratling_gun_ror	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small		wh2_dlc12_machine_rattling_gun_ror_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc12_skv_storm_daemon_lightning		wh2_main_skv_warp_lightning	wh2_main_machine_warp_lightning_cannon_launch	wh2_dlc12_ability_storm_daemon_trail				0.0000	false	wh_main_unit_launch_light	wh2_main_skv_warp_lightning	wh2_main_skv_warp_lightning				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_skv_warp_jezzails	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact		wh2_dlc12_machine_warp_lightning_rifle_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc12_skv_warp_jezzails_ror	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc12_skv_warp_jezzails_impact_ror		wh2_dlc12_machine_warp_lightning_rifle_trail_purple				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc12_skv_warp_lightning_doomwheel_ror		wh2_dlc12_skv_warp_lightning_doomwheel_ror		wh2_dlc12_machine_doomwheel_blue_trail				0.0000	false		wh2_dlc12_skv_warp_lightning_doomwheel_ror	wh2_dlc12_skv_warp_lightning_doomwheel_ror				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc12_warpstorm_doomrocket	projectiles\wh_skv_rocketglaive_rocket.rigid_model_v2	wh2_dlc12_warpstorm_doomrocket_impact	wh2_dlc12_warpstorm_doomrocket_spawn	wh2_dlc12_warpstorm_doomrocket_trail				0.0000	false	wh_main_unit_launch_heavy	wh2_dlc12_warpstorm_doomrocket_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_dlc13_abilities_big_boom	projectiles/cst_grenade_projectile_01.wsmodel	wh2_dlc13_abilities_big_boom_impact		wh2_dlc13_magic_flying_parts_fire_purple_smoke				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_dlc13_abilities_oil_flask		wh2_dlc13_abilities_oil_flask		wh2_dlc13_abilities_oil_flask_trail				0.0000	false		wh_main_bounce_impact	wh2_dlc11_abilities_cackle_fruit_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc13_character_ability_ishas_rain		wh2_dlc13_ability_ishas_rain_impact		wh2_dlc13_water_arrow_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_emp_bow_arrow	projectiles\wh_brt_longbow_arrow.rigid_model_v2	arrow		wh_main_weapon_trail_arrow_small				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_emp_crossbow_bolt_ror	projectiles\wh_emp_crossbow_bolt.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0200	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_emp_mortar_art_mortar_ror_0	projectiles/wh2_dlc13_emp_mortar_blessed.wsmodel	wh_main_emp_mortar_impact		wh2_dlc13_weapon_trail_blessed_mortar				0.0000	false	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc13_lzd_razordon_spike	projectiles/lzd_razordon_projectile.wsmodel	wh_main_impact_small		wh2_dlc13_razordon_spike_trail				0.0000	false		wh_main_impact_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_lzd_razordon_spike_ror	projectiles/lzd_razordon_projectile.wsmodel	wh_dlc07_weapon_pox_arrow		wh2_dlc13_razordon_spike_ror_trail				0.0000	false		wh3_main_arrow_bounce	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_markus_wulfhart_arrow	projectiles\wh2_dlc13_emp_markus_arrow_glow.wsmodel	wh2_dlc13_magic_arrow		wh2_dlc13_wulfhart_arrow_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_weapon_abilities_amber_bow	projectiles/wh2_dlc13_amber_bow_arrow.wsmodel	wh2_dlc13_abilities_amber_bow_impact		wh2_dlc13_abilities_amber_bow_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce					wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc13_weapon_abilities_fire_arrow	projectiles/wh2_dlc13_amber_bow_arrow.wsmodel	wh2_dlc13_weapon_abilities_fire_arrow		wh2_dlc13_ability_fire_arrow_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce					wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc13_weapon_abilities_kill_shot	projectiles/wh2_dlc13_amber_bow_arrow.wsmodel	wh2_dlc13_abilities_amber_bow_impact		wh2_dlc13_ability_kill_shot_trail				0.0000	false	wh_main_unit_launch_light	wh3_main_arrow_bounce					wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc14_def_medusa_gaze		wh2_dlc14_medusa_projectile_impact	wh2_dlc14_medusa_projectile_launch	wh2_dlc14_medusa_projectile_trail				-0.0200	false		wh_main_bounce_impact	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc14_scourgerunner_harpoon	projectiles/def_harpoon_gun_2h_01_projectile.wsmodel	wh_main_impact_medium		wh_dlc03_weapon_trail_hunting_spear				-0.0200	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc14_scourgerunner_harpoon_ror	projectiles/def_harpoon_gun_2h_01_projectile.wsmodel	wh2_dlc14_spear_large_poison_impact		wh2_dlc14_spear_large_trail_poison				-0.0200	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc14_skv_cracklebomb	projectiles/skv_poison_globe.wsmodel			wh2_dlc12_machine_warp_lightning_rifle_trail				0.0000	false		wh_main_impact_very_small	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc14_skv_poison_wind_mortar_globe	projectiles/skv_poisoned_wind_mortar_globe_1h_01.wsmodel	wh2_dlc14_poisoned_wind_mortar	wh2_dlc14_poisoned_wind_mortar_muzzle	wh2_dlc14_poisoned_wind_mortar_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc14_skv_poison_wind_mortar_globe_ror	projectiles/skv_death_wind_mortar_globe_1h_01.wsmodel	wh2_dlc14_poisoned_wind_mortar_ror_shrapnel	wh2_dlc14_poisoned_wind_mortar_ror_muzzle	wh2_dlc14_poisoned_wind_mortar_ror_trail				0.0000	false							wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc14_skv_poison_wind_mortar_globe_ror_shrapnel	projectiles/skv_death_wind_globe.wsmodel	wh2_dlc14_poisoned_wind_mortar_ror_shrapnel		wh2_dlc14_poisoned_wind_mortar_ror_shrapnel_trail				0.0000	false	wh_main_unit_launch_light	wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc14_spell_bound_warpfireball		wh2_dlc14_spell_bound_warpfireball		wh2_dlc14_warp_fireball_trail				0.0000	false	wh_main_unit_launch_light	wh2_dlc14_spell_bound_warpfireball	wh2_dlc14_spell_bound_warpfireball				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc14_spell_stealth_warp_stars	projectiles/skv_throwing_star_01.wsmodel	wh2_dlc14_warp_stars		wh2_dlc14_warp_stars_trail				0.0000	true							wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc15_abilities_mist_walkers_barrage_trail	projectiles/hef_archers_arrow_01.wsmodel	wh2_dlc15_hef_magic_arrow_impact		wh2_dlc15_bombardment_hef_barrage_trail				-0.0500	false		wh3_main_arrow_bounce	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc15_brt_arrow_fire	projectiles\wh_brt_longbow_arrow.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0500	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc15_grn_goblin_arrow_fire	projectiles\wh_grn_goblin_arrow.rigid_model_v2	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0500	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc15_hef_arrow_fire	projectiles/hef_archers_arrow_01.wsmodel	wh2_dlc13_weapon_fire_arrow		wh2_dlc13_weapon_fire_arrow_trail				-0.0800	false		wh3_main_arrow_bounce	wh2_dlc13_entity_fire_impact_penetrate				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc15_main_hef_bow_arrow_skyhawk	projectiles/hef_archers_arrow_01.wsmodel	arrow		wh_main_weapon_trail_arrow_small				-0.0800	false		wh3_main_arrow_bounce	wh_main_impact_very_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc15_rogue_idol_boulder	VariantMeshes/wh_variantmodels/hu4e/grn/grn_idol_of_gork/grn_idol_of_gork_da_big_un_rock_01.wsmodel	wh_main_impact_very_large		wh2_dlc15_rogue_idol_boulder_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_large	wh3_main_spell_yin_missile_mirror_trail_large	1.0000
wh2_dlc15_rogue_idol_rubble_and_ruin	projectiles\wh_grn_idol.rigid_model_v2	wh_main_impact_medium						0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc15_swamp_breath_impact		wh2_dlc15_swamp_breath_impact		wh2_dlc15_swamp_breath_trail				0.0000	false	wh_main_unit_launch_light		wh2_dlc15_swamp_breath_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc16_item_abilities_dart_of_doom		wh2_dlc16_item_abilities_dart_of_doom		wh2_dlc16_abilities_dart_of_doom_trail				0.0000	false	wh_main_unit_launch_light						wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc16_talon_of_dawn_arrow		wh2_dlc16_talon_of_dawn_arrow		wh2_dlc16_talon_of_dawn_trail				-0.0500	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc16_talon_of_dusk_arrow		wh2_dlc16_talon_of_dusk_arrow		wh2_dlc16_talon_of_dusk_trail				-0.0500	false			wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir		wh2_dlc17_ability_ancestral_rune_of_grimnir_impact						0.0000	false	wh_main_unit_launch_heavy						wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc17_dwf_rune_of_flight	projectiles\dwf_throwing_axe_01.rigid_model_v2	wh_main_impact_medium		wh_main_metal_searing_doom_bomb_trail				0.0000	false		wh_main_bounce_impact	wh_main_entity_impact				wh3_main_yin_missile_mirror_impact_medium	wh3_main_spell_yin_missile_mirror_trail_medium	1.0000
wh2_dlc17_lzd_blowpipe_dart_explosive	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_main_impact_small	wh_main_weapon_muzzle_flash_small	wh_main_weapon_trail_rifle				0.0000	false		wh_main_impact_very_small	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc17_lzd_blowpipe_dart_hero	projectiles\wh_lzd_blowpipe_dart_01.rigid_model_v2	wh_dlc07_weapon_pox_arrow		wh2_dlc17_weapon_trail_blowpipe_hero				0.0000	false		wh_dlc07_weapon_pox_arrow	wh_dlc07_weapon_pox_arrow				wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
wh2_dlc17_lzd_troglodon_spit		wh2_dlc14_spear_large_poison_impact		wh2_dlc17_entity_poison_trail_large				-0.0200	false		wh_main_bounce_impact	wh_main_impact_small				wh3_main_yin_missile_mirror_impact_small	wh3_main_yin_missile_mirror_impact_small	1.0000
wh2_dlc17_weapon_abilities_cinderblast_shell	projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh2_dlc13_weapon_abilities_fire_arrow		wh2_dlc13_ability_fire_arrow_trail				0.0000	false	wh_main_unit_launch_light						wh3_main_yin_missile_mirror_impact_small	wh3_main_spell_yin_missile_mirror_trail_small	1.0000
