key	armory_item	is_removal
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	false
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	false
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	false
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	wh3_main_dae_cha_daemon_prince_arm_l_scythe_2	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	wh3_main_dae_cha_daemon_prince_arm_l_scythe_3	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	wh3_main_dae_cha_daemon_prince_arm_l_scythe_4	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	wh3_main_dae_cha_daemon_prince_arm_l_scythe_5	false
wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	wh3_main_dae_cha_daemon_prince_arm_l_scythe_6	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	false
wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	false
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_dae_cha_daemon_prince_arm_r_base_2	false
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_cha_daemon_prince_arm_r_base_3	false
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_dae_cha_daemon_prince_arm_r_base_4	false
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_dae_cha_daemon_prince_arm_r_base_5	false
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_cha_daemon_prince_arm_r_base_6	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_1	wh3_main_dae_cha_daemon_prince_arm_r_bird_1	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_2	wh3_main_dae_cha_daemon_prince_arm_r_bird_2	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_3	wh3_main_dae_cha_daemon_prince_arm_r_bird_3	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_4	wh3_main_dae_cha_daemon_prince_arm_r_bird_4	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_5	wh3_main_dae_cha_daemon_prince_arm_r_bird_5	false
wh3_main_dae_cha_daemon_prince_arm_r_bird_6	wh3_main_dae_cha_daemon_prince_arm_r_bird_6	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	false
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	wh3_main_dae_cha_daemon_prince_arm_r_scythe_2	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	wh3_main_dae_cha_daemon_prince_arm_r_scythe_3	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	wh3_main_dae_cha_daemon_prince_arm_r_scythe_4	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	wh3_main_dae_cha_daemon_prince_arm_r_scythe_5	false
wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	wh3_main_dae_cha_daemon_prince_arm_r_scythe_6	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_1	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_1	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_2	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_2	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_3	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_3	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_4	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_4	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_5	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_5	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_6	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_6	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_7	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_7	false
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_8	wh3_main_dae_cha_daemon_prince_head_adornedhelmet_8	false
wh3_main_dae_cha_daemon_prince_head_base_10	wh3_main_dae_cha_daemon_prince_head_base_10	false
wh3_main_dae_cha_daemon_prince_head_base_11	wh3_main_dae_cha_daemon_prince_head_base_11	false
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_dae_cha_daemon_prince_head_base_2	false
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_dae_cha_daemon_prince_head_base_3	false
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_dae_cha_daemon_prince_head_base_4	false
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_dae_cha_daemon_prince_head_base_5	false
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_cha_daemon_prince_head_base_6	false
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_dae_cha_daemon_prince_head_base_7	false
wh3_main_dae_cha_daemon_prince_head_base_8	wh3_main_dae_cha_daemon_prince_head_base_8	false
wh3_main_dae_cha_daemon_prince_head_base_9	wh3_main_dae_cha_daemon_prince_head_base_9	false
wh3_main_dae_cha_daemon_prince_head_beast_1	wh3_main_dae_cha_daemon_prince_head_beast_1	false
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_dae_cha_daemon_prince_head_beast_2	false
wh3_main_dae_cha_daemon_prince_head_beast_3	wh3_main_dae_cha_daemon_prince_head_beast_3	false
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_dae_cha_daemon_prince_head_beast_4	false
wh3_main_dae_cha_daemon_prince_head_beast_5	wh3_main_dae_cha_daemon_prince_head_beast_5	false
wh3_main_dae_cha_daemon_prince_head_beast_6	wh3_main_dae_cha_daemon_prince_head_beast_6	false
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_dae_cha_daemon_prince_head_bird_1	false
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_dae_cha_daemon_prince_head_bird_2	false
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_dae_cha_daemon_prince_head_bird_3	false
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_dae_cha_daemon_prince_head_bird_4	false
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_dae_cha_daemon_prince_head_bird_5	false
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_dae_cha_daemon_prince_head_bird_6	false
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_dae_cha_daemon_prince_head_bird_7	false
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_dae_cha_daemon_prince_head_bird_8	false
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_dae_cha_daemon_prince_head_corpulent_1	false
wh3_main_dae_cha_daemon_prince_head_corpulent_2	wh3_main_dae_cha_daemon_prince_head_corpulent_2	false
wh3_main_dae_cha_daemon_prince_head_corpulent_3	wh3_main_dae_cha_daemon_prince_head_corpulent_3	false
wh3_main_dae_cha_daemon_prince_head_corpulent_4	wh3_main_dae_cha_daemon_prince_head_corpulent_4	false
wh3_main_dae_cha_daemon_prince_head_corpulent_5	wh3_main_dae_cha_daemon_prince_head_corpulent_5	false
wh3_main_dae_cha_daemon_prince_head_corpulent_6	wh3_main_dae_cha_daemon_prince_head_corpulent_6	false
wh3_main_dae_cha_daemon_prince_legs_base_2	wh3_main_dae_cha_daemon_prince_legs_base_2	false
wh3_main_dae_cha_daemon_prince_legs_base_3	wh3_main_dae_cha_daemon_prince_legs_base_3	false
wh3_main_dae_cha_daemon_prince_legs_base_4	wh3_main_dae_cha_daemon_prince_legs_base_4	false
wh3_main_dae_cha_daemon_prince_legs_base_5	wh3_main_dae_cha_daemon_prince_legs_base_5	false
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_cha_daemon_prince_legs_base_6	false
wh3_main_dae_cha_daemon_prince_legs_beast_1	wh3_main_dae_cha_daemon_prince_legs_beast_1	false
wh3_main_dae_cha_daemon_prince_legs_beast_2	wh3_main_dae_cha_daemon_prince_legs_beast_2	false
wh3_main_dae_cha_daemon_prince_legs_beast_3	wh3_main_dae_cha_daemon_prince_legs_beast_3	false
wh3_main_dae_cha_daemon_prince_legs_beast_4	wh3_main_dae_cha_daemon_prince_legs_beast_4	false
wh3_main_dae_cha_daemon_prince_legs_beast_5	wh3_main_dae_cha_daemon_prince_legs_beast_5	false
wh3_main_dae_cha_daemon_prince_legs_beast_6	wh3_main_dae_cha_daemon_prince_legs_beast_6	false
wh3_main_dae_cha_daemon_prince_legs_beast_7	wh3_main_dae_cha_daemon_prince_legs_beast_7	false
wh3_main_dae_cha_daemon_prince_legs_beast_8	wh3_main_dae_cha_daemon_prince_legs_beast_8	false
wh3_main_dae_cha_daemon_prince_legs_bird_1	wh3_main_dae_cha_daemon_prince_legs_bird_1	false
wh3_main_dae_cha_daemon_prince_legs_bird_2	wh3_main_dae_cha_daemon_prince_legs_bird_2	false
wh3_main_dae_cha_daemon_prince_legs_bird_3	wh3_main_dae_cha_daemon_prince_legs_bird_3	false
wh3_main_dae_cha_daemon_prince_legs_bird_4	wh3_main_dae_cha_daemon_prince_legs_bird_4	false
wh3_main_dae_cha_daemon_prince_legs_bird_5	wh3_main_dae_cha_daemon_prince_legs_bird_5	false
wh3_main_dae_cha_daemon_prince_legs_bird_6	wh3_main_dae_cha_daemon_prince_legs_bird_6	false
wh3_main_dae_cha_daemon_prince_legs_bird_7	wh3_main_dae_cha_daemon_prince_legs_bird_7	false
wh3_main_dae_cha_daemon_prince_legs_bird_8	wh3_main_dae_cha_daemon_prince_legs_bird_8	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_1	wh3_main_dae_cha_daemon_prince_legs_corpulent_1	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_2	wh3_main_dae_cha_daemon_prince_legs_corpulent_2	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_3	wh3_main_dae_cha_daemon_prince_legs_corpulent_3	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_4	wh3_main_dae_cha_daemon_prince_legs_corpulent_4	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_5	wh3_main_dae_cha_daemon_prince_legs_corpulent_5	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_6	wh3_main_dae_cha_daemon_prince_legs_corpulent_6	false
wh3_main_dae_cha_daemon_prince_legs_corpulent_7	wh3_main_dae_cha_daemon_prince_legs_corpulent_7	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_1	wh3_main_dae_cha_daemon_prince_legs_daemonette_1	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_2	wh3_main_dae_cha_daemon_prince_legs_daemonette_2	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_3	wh3_main_dae_cha_daemon_prince_legs_daemonette_3	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_4	wh3_main_dae_cha_daemon_prince_legs_daemonette_4	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_5	wh3_main_dae_cha_daemon_prince_legs_daemonette_5	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_6	wh3_main_dae_cha_daemon_prince_legs_daemonette_6	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_7	wh3_main_dae_cha_daemon_prince_legs_daemonette_7	false
wh3_main_dae_cha_daemon_prince_legs_daemonette_8	wh3_main_dae_cha_daemon_prince_legs_daemonette_8	false
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_cha_daemon_prince_tail_base_2	false
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_cha_daemon_prince_tail_base_3	false
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_cha_daemon_prince_tail_base_4	false
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_cha_daemon_prince_tail_base_5	false
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_cha_daemon_prince_tail_base_6	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_1	wh3_main_dae_cha_daemon_prince_tail_corpulent_1	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_2	wh3_main_dae_cha_daemon_prince_tail_corpulent_2	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_3	wh3_main_dae_cha_daemon_prince_tail_corpulent_3	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_4	wh3_main_dae_cha_daemon_prince_tail_corpulent_4	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_5	wh3_main_dae_cha_daemon_prince_tail_corpulent_5	false
wh3_main_dae_cha_daemon_prince_tail_corpulent_6	wh3_main_dae_cha_daemon_prince_tail_corpulent_6	false
wh3_main_dae_cha_daemon_prince_tail_fiend_1	wh3_main_dae_cha_daemon_prince_tail_fiend_1	false
wh3_main_dae_cha_daemon_prince_tail_fiend_2	wh3_main_dae_cha_daemon_prince_tail_fiend_2	false
wh3_main_dae_cha_daemon_prince_tail_fiend_3	wh3_main_dae_cha_daemon_prince_tail_fiend_3	false
wh3_main_dae_cha_daemon_prince_tail_fiend_4	wh3_main_dae_cha_daemon_prince_tail_fiend_4	false
wh3_main_dae_cha_daemon_prince_tail_fiend_5	wh3_main_dae_cha_daemon_prince_tail_fiend_5	false
wh3_main_dae_cha_daemon_prince_tail_fiend_6	wh3_main_dae_cha_daemon_prince_tail_fiend_6	false
wh3_main_dae_cha_daemon_prince_tail_living_1	wh3_main_dae_cha_daemon_prince_tail_living_1	false
wh3_main_dae_cha_daemon_prince_tail_living_2	wh3_main_dae_cha_daemon_prince_tail_living_2	false
wh3_main_dae_cha_daemon_prince_tail_living_3	wh3_main_dae_cha_daemon_prince_tail_living_3	false
wh3_main_dae_cha_daemon_prince_tail_living_4	wh3_main_dae_cha_daemon_prince_tail_living_4	false
wh3_main_dae_cha_daemon_prince_tail_living_5	wh3_main_dae_cha_daemon_prince_tail_living_5	false
wh3_main_dae_cha_daemon_prince_tail_living_6	wh3_main_dae_cha_daemon_prince_tail_living_6	false
wh3_main_dae_cha_daemon_prince_tail_snapping_1	wh3_main_dae_cha_daemon_prince_tail_snapping_1	false
wh3_main_dae_cha_daemon_prince_tail_snapping_2	wh3_main_dae_cha_daemon_prince_tail_snapping_2	false
wh3_main_dae_cha_daemon_prince_tail_snapping_3	wh3_main_dae_cha_daemon_prince_tail_snapping_3	false
wh3_main_dae_cha_daemon_prince_tail_snapping_4	wh3_main_dae_cha_daemon_prince_tail_snapping_4	false
wh3_main_dae_cha_daemon_prince_tail_snapping_5	wh3_main_dae_cha_daemon_prince_tail_snapping_5	false
wh3_main_dae_cha_daemon_prince_tail_snapping_6	wh3_main_dae_cha_daemon_prince_tail_snapping_6	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_1	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_2	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_3	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_3	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_4	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_4	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_5	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_5	false
wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	wh3_main_dae_cha_daemon_prince_torso_adornedarmour_6	false
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_cha_daemon_prince_torso_base_10	false
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_cha_daemon_prince_torso_base_2	false
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_cha_daemon_prince_torso_base_3	false
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_cha_daemon_prince_torso_base_4	false
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_cha_daemon_prince_torso_base_5	false
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_cha_daemon_prince_torso_base_6	false
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_cha_daemon_prince_torso_base_7	false
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_cha_daemon_prince_torso_base_8	false
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_cha_daemon_prince_torso_base_9	false
wh3_main_dae_cha_daemon_prince_torso_bird_1	wh3_main_dae_cha_daemon_prince_torso_bird_1	false
wh3_main_dae_cha_daemon_prince_torso_bird_2	wh3_main_dae_cha_daemon_prince_torso_bird_2	false
wh3_main_dae_cha_daemon_prince_torso_bird_3	wh3_main_dae_cha_daemon_prince_torso_bird_3	false
wh3_main_dae_cha_daemon_prince_torso_bird_4	wh3_main_dae_cha_daemon_prince_torso_bird_4	false
wh3_main_dae_cha_daemon_prince_torso_bird_5	wh3_main_dae_cha_daemon_prince_torso_bird_5	false
wh3_main_dae_cha_daemon_prince_torso_bird_6	wh3_main_dae_cha_daemon_prince_torso_bird_6	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_1	wh3_main_dae_cha_daemon_prince_torso_brasscollar_1	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_2	wh3_main_dae_cha_daemon_prince_torso_brasscollar_2	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_3	wh3_main_dae_cha_daemon_prince_torso_brasscollar_3	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_4	wh3_main_dae_cha_daemon_prince_torso_brasscollar_4	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_5	wh3_main_dae_cha_daemon_prince_torso_brasscollar_5	false
wh3_main_dae_cha_daemon_prince_torso_brasscollar_6	wh3_main_dae_cha_daemon_prince_torso_brasscollar_6	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_1	wh3_main_dae_cha_daemon_prince_torso_corpulent_1	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_2	wh3_main_dae_cha_daemon_prince_torso_corpulent_2	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_3	wh3_main_dae_cha_daemon_prince_torso_corpulent_3	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_4	wh3_main_dae_cha_daemon_prince_torso_corpulent_4	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_5	wh3_main_dae_cha_daemon_prince_torso_corpulent_5	false
wh3_main_dae_cha_daemon_prince_torso_corpulent_6	wh3_main_dae_cha_daemon_prince_torso_corpulent_6	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	false
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	false
wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	false
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_1	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_1	false
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_2	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_3	wh3_main_dae_cha_daemon_prince_weapon_bloodletter_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_1	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_1	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_2	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_2	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_3	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_axe_3	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_1	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_1	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_2	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_2	false
wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_3	wh3_main_dae_cha_daemon_prince_weapon_bloodthirster_great_axe_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_1	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_lance_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_1	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_knight_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_1	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_shield_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_1	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_sorcerer_staff_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_1	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_2	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_2	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_3	wh3_main_dae_cha_daemon_prince_weapon_chaos_sword_3	false
wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_1	wh3_main_dae_cha_daemon_prince_weapon_chaos_warrior_sword_1	false
