army_name	ai_army_tactic	approach_angle	army_emblem	army_model	deployment_zone_id	faction	is_allied_to_player	is_reinforcement_army	is_frontend_player_army	use_default_deployment_zones	is_hidden_army	should_merge_army	reinforcement_is_support	override_uniform_colours	uniform_colour_primary_override	uniform_colour_secondary_override	uniform_colour_tertiary_override	override_banner_colours	banner_colour_primary_override	banner_colour_secondary_override	banner_colour_tertiary_override	flag_path	is_primary_army
wh2_dlc09_qb_tmb_final_battle_khatep_player		0	test_emblem_army_01	242444387	0	wh2_dlc09_tmb_exiles_of_nehek	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_final_battle_settra_1		0	test_emblem_army_01	1034628616	1	wh2_dlc09_tmb_tombking_qb_khemri	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_final_battle_settra_2		0	test_emblem_army_01	1034628616	2	wh2_dlc09_tmb_tombking_qb_khemri	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_final_battle_settra_player		0	test_emblem_army_01	1034628616	0	wh2_dlc09_tmb_khemri	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01		0	test_emblem_army_01	3394	0	wh_main_vmp_vampire_counts_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02		0	test_emblem_army_01	3394	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_03		220	test_emblem_army_01	3394	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_04		140	test_emblem_army_01	3394	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player		0	test_emblem_army_01	942038784	0	wh2_dlc09_tmb_lybaras	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01		0	test_emblem_army_01	242444387	0	wh2_dlc09_tmb_exiles_of_nehek	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01		0	test_emblem_army_01	4036	0	wh_dlc03_bst_beastmen_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02		90	test_emblem_army_01	4036	0	wh_dlc03_bst_beastmen_qb2	false	true	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03		270	test_emblem_army_01	4036	0	wh_dlc03_bst_beastmen_qb3	false	true	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker		0	test_emblem_army_01	1034628616	0	wh2_dlc09_tmb_khemri	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1		0	test_emblem_army_01	5284	0	wh2_main_rogue_gerhardts_mercenaries_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2		0	test_emblem_army_01	4652	1	wh2_main_rogue_doomseekers_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_1		0	test_emblem_army_01	4147	0	wh_main_grn_greenskins_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_2		360	test_emblem_army_01	4119	0	wh_main_grn_greenskins_qb3	false	true	false	false	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_3		240	test_emblem_army_01	85311450	0	wh2_main_skv_skaven_qb2	false	true	false	false	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_4		180	test_emblem_army_01	85311450	0	wh2_main_skv_skaven_qb3	false	true	false	false	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_player		0	test_emblem_army_01	2131094978	0	wh2_dlc09_skv_clan_rictus	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker		0	test_emblem_army_01	1034628616	0	wh2_dlc09_tmb_khemri	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender		0	test_emblem_army_01	3440	0	wh_main_chs_chaos_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_attacker_01		0	test_emblem_army_01	5540	0	wh2_main_hef_avelorn	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_01		0	test_emblem_army_01	3440	1	wh_main_chs_chaos_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_02		0	test_emblem_army_01	3440	0	wh_main_chs_chaos_qb2	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_03		0	test_emblem_army_01	3440	1	wh_main_chs_chaos_qb3	false	false	false	false	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_01		0	test_emblem_army_01	3258	0	wh_dlc03_bst_beastmen_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_02		0	test_emblem_army_01	1380263921	1	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_03		0	test_emblem_army_01	1744947524	2	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_01		0	test_emblem_army_01	418530552	0	wh2_main_def_har_ganeth	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_01		0	test_emblem_army_01	5540	0	wh2_main_hef_nagarythe	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_02		0	test_emblem_army_01	5540	1	wh2_main_hef_high_elves_qb1	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_01		0	test_emblem_army_01	1744947524	0	wh2_main_def_dark_elves_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_02		180	test_emblem_army_01	1744947524	0	wh2_main_def_dark_elves_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1		0	test_emblem_army_01	3509	0	wh2_dlc11_nor_norsca_qb4	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_2		0	test_emblem_army_01	5302	1	wh_main_nor_norsca_qb1	false	false	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_defender_1		270	test_emblem_army_01	3298	0	wh2_dlc11_emp_empire_qb5	true	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	FALSE	0	test_emblem_army_01	1702132749	0	wh2_dlc11_cst_pirates_of_sartosa	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia		0	test_emblem_army_01	5691	0	wh_main_brt_bretonnia_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia_reinforcement		160	test_emblem_army_01	4864	0	wh_main_brt_bretonnia_qb1	false	true	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_cylostra_shifting_isles_player_01	FALSE	0	test_emblem_army_01	1692004273	0	wh2_dlc11_cst_the_drowned	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_aranessa_reinforcement	0	0	test_emblem_army_01	1051890561	1	wh2_dlc11_cst_pirates_of_sartosa	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_attacker_01		0	test_emblem_army_01	717893252	0	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_attacker_02_left		155	test_emblem_army_01	1380263921	0	wh2_dlc11_cst_vampire_coast_qb2	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_attacker_02_right		215	test_emblem_army_01	1380263921	0	wh2_dlc11_cst_vampire_coast_qb3	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_attacker_03_left		180	test_emblem_army_01	1380263921	0	wh2_dlc11_cst_vampire_coast_qb4	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_attacker_03_right		180	test_emblem_army_01	1380263921	0	wh2_dlc11_cst_vampire_coast_qb4	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_cylostra_reinforcement	0	0	test_emblem_army_01	1051890561	1	wh2_dlc11_cst_the_drowned	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_fellheart		0	test_emblem_army_01	5555	0	wh2_main_def_dark_elves_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_luthor	FALSE	0	test_emblem_army_01	1165794969	0	wh2_dlc11_cst_vampire_coast	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_luthor_reinforcement		0	test_emblem_army_01	1165794969	1	wh2_dlc11_cst_vampire_coast	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_final_battle_noctilus_reinforcement	0	0	test_emblem_army_01	1051890561	1	wh2_dlc11_cst_noctilus	true	true	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_attacker_01		0	test_emblem_army_01	1165794969	0	wh2_dlc11_cst_vampire_coast	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_defender_01		0	test_emblem_army_01	5596	0	wh2_main_lzd_lizardmen_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_reinforcement		180	test_emblem_army_01	5596	0	wh2_main_lzd_lizardmen_qb2	false	true	false	false	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_attacker_01		0	test_emblem_army_01	1362155271	0	wh2_main_skv_skaven_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_defender_01	FALSE	0	test_emblem_army_01	12145341	0	wh2_dlc11_def_the_blessed_dread	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_01		180	test_emblem_army_01	5657	0	wh2_main_skv_skaven_qb2	false	true	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_02		350	test_emblem_army_01	761309665	0	wh2_main_skv_skaven_qb2	false	true	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_noctilus_piece_of_8_attacker_01		0	test_emblem_army_01	3301	0	wh2_dlc11_cst_noctilus	false	false	true	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc11_qb_noctilus_piece_of_8_defender_01		0	test_emblem_army_01	3463	0	wh_main_emp_empire_qb1	false	false	false	false	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3_player		0	test_emblem_army_01	5570	0	wh2_main_lzd_last_defenders	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements		0	test_emblem_army_01	5584	0	wh2_main_lzd_lizardmen_qb1	true	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1		0	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements		180	test_emblem_army_01	1362155271	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2		180	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb1	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3_player		0	test_emblem_army_01	5702	0	wh2_main_lzd_hexoatl	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3_player		0	test_emblem_army_01	5702	0	wh2_dlc12_lzd_cult_of_sotek	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3_player		0	test_emblem_army_01	5702	0	wh2_main_lzd_tlaqua	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy		0	test_emblem_army_01	1405923379	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_1		0	test_emblem_army_01	5657	1	wh2_main_skv_skaven_qb2	false	false	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_2		0	test_emblem_army_01	5657	2	wh2_main_skv_skaven_qb3	false	false	false	true	false	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player		0	test_emblem_army_01	730976815	0	wh2_dlc12_lzd_cult_of_sotek	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_1		270	test_emblem_army_01	5600	0	wh2_main_lzd_lizardmen_qb1	true	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_2		90	test_emblem_army_01	5600	0	wh2_main_lzd_lizardmen_qb2	true	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy		0	test_emblem_army_01	1362155271	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_1		90	test_emblem_army_01	5657	0	wh2_main_skv_skaven_qb2	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_2		270	test_emblem_army_01	5660	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_3		270	test_emblem_army_01	5625	0	wh2_main_skv_skaven_qb4	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player		0	test_emblem_army_01	5702	0	wh2_main_lzd_tlaqua	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy		0	test_emblem_army_01	5584	0	wh2_main_lzd_lizardmen_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements		0	test_emblem_army_01	5596	0	wh2_main_lzd_lizardmen_qb3	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc12_skv_ikit_claw_storm_daemon_player		0	test_emblem_army_01	1362155271	0	wh2_main_skv_clan_skryre	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_gorrok_enemy		180	test_emblem_army_01	285610576	0	wh2_main_lzd_itza	false	true	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_nakai_enemy		0	test_emblem_army_01	1405880853	0	wh2_dlc13_lzd_spirits_of_the_jungle	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_summoner_1_enemy		0	test_emblem_army_01	5584	1	wh2_main_lzd_lizardmen_qb1	false	false	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_summoner_2_enemy		0	test_emblem_army_01	5584	2	wh2_main_lzd_lizardmen_qb2	false	false	false	true	true	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_wulfhart_player		0	test_emblem_army_01	1373046027	0	wh2_dlc13_emp_the_huntmarshals_expedition	false	false	true	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_final_battle_wulfhart_reinf_player		270	test_emblem_army_01	1814920193	0	wh_main_emp_empire_qb1	true	true	false	true	true	true	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1		270	test_emblem_army_01	1341918476	0	wh2_main_lzd_lizardmen_qb1	false	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2		0	test_emblem_army_01	5584	1	wh2_main_lzd_lizardmen_qb2	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3		0	test_emblem_army_01	51709210	0	wh2_main_lzd_lizardmen_qb3	false	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1		0	test_emblem_army_01	3463	1	wh_main_emp_empire_qb1	true	false	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2		0	test_emblem_army_01	4898	0	wh_main_emp_empire_qb2	true	true	false	true	false	false	false	false	000000	000000	000000	false	000000	000000	000000		false
