faction	region	tag	campaign
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_bridge_of_brass	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_cliff_of_beasts	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_granite_spikes	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_infernius	norscan_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_the_blighted_grove	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_the_brass_glacier	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_the_forest_of_decay	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_the_silvered_tower_of_sorcerers	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_chaos_region_volcanos_heart	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_dolgan	wh3_main_combi_region_blizzardpeak	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_floating_mountain	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_fortress_of_eyes	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_icespewer	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_sabre_mountain	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_the_challenge_stone	norscan_homeland	wh3_main_combi
wh3_dlc20_nor_dolgan	wh3_main_combi_region_the_volary	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kuj	wh3_main_chaos_region_bloodwind_keep	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_dragons_crossroad	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_fortress_of_eyes	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_foundry_of_bones	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_iron_storm	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_red_fortress	norscan_homeland	wh3_main_chaos
wh3_dlc20_nor_kuj	wh3_main_chaos_region_the_volary	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_blood_mountain	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_chasm_of_torment	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_fortress_of_the_damned	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_palace_of_princes	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_the_fetid_catacombs	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_the_folly_of_malofex	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_the_palace_of_ruin	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_chaos_region_the_shifting_monolith	norscan_homeland	wh3_main_chaos
wh3_dlc20_nor_kul	wh3_main_combi_region_karak_dum	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_monolith_of_bubonicus	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_pillar_of_skulls	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_stormvrack_mount	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_the_bleeding_spire	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_the_gallows_tree	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_the_writhing_fortress	norscan_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_tribeslaughter	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_kul	wh3_main_combi_region_zanbaijin	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_bilious_cliffs	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_monolith_of_festerlung	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_port_of_secrets	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_burning_monolith	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_crystal_spires	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_forest_of_decay	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_howling_citadel	norscan_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_tower_of_flies	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_the_tower_of_torment	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_tong	wh3_main_combi_region_volcanos_heart	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_yusak	wh3_main_chaos_region_black_rock	norscan_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_blood_haven	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_pillar_of_skulls	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_the_burning_monolith	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_the_tower_of_flies	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_the_tower_of_torment	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_chaos_region_the_twisted_towers	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh3_dlc20_nor_yusak	wh3_main_combi_region_bloodwind_keep	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_yusak	wh3_main_combi_region_dragons_crossroad	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_yusak	wh3_main_combi_region_foundry_of_bones	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_yusak	wh3_main_combi_region_iron_storm	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh3_dlc20_nor_yusak	wh3_main_combi_region_red_fortress	norscan_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_chaos_region_frozen_landing	norscan_homeland	wh3_main_chaos
wh_dlc08_nor_goromadny_tribe	wh3_main_chaos_region_kraka_dorden	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_goromadny_tribe	wh3_main_chaos_region_kraka_drak	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_goromadny_tribe	wh3_main_chaos_region_sjoktraken	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_goromadny_tribe	wh3_main_chaos_region_temple_of_heimkel	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_frozen_landing	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_karak_vlag	norscan_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_khazid_bordkarag	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_kraka_drak	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_novchozy	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_sjoktraken	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_temple_of_heimkel	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_goromadny_tribe	wh3_main_combi_region_yetchitch	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_chimera_plateau	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_fortress_of_the_damned	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_the_bleeding_spire	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_the_crystal_spires	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_the_monolith_of_the_void	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_the_vale_of_nightmares	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_helspire_tribe	wh3_main_chaos_region_the_writhing_fortress	norscan_homeland	wh3_main_chaos
wh_dlc08_nor_naglfarlings	wh3_main_chaos_region_zerulous	norscan_homeland	wh3_main_chaos
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_altar_of_the_crimson_harvest	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_doomkeep	norscan_homeland	wh3_main_combi
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_graeling_moot	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_longship_graveyard	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_naglfari_plain	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_naglfarlings	wh3_main_combi_region_pack_ice_bay	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_vanaheimlings	wh3_dlc20_chaos_region_citadel_of_lead	norscan_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_dlc20_chaos_region_losteriksons_landing	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_dlc20_chaos_region_neuland	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_main_chaos_region_bay_of_blades	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_main_chaos_region_doomkeep	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_main_chaos_region_icedrake_fjord	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_main_chaos_region_longship_graveyard	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_dlc08_nor_vanaheimlings	wh3_main_combi_region_citadel_of_lead	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_vanaheimlings	wh3_main_combi_region_isle_of_wights	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_vanaheimlings	wh3_main_combi_region_konquata	norscan_homeland	wh3_main_combi
wh_dlc08_nor_vanaheimlings	wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_dlc08_nor_vanaheimlings	wh3_main_combi_region_troll_fjord	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_emp_averland	wh3_main_combi_region_averheim	elector_region	wh3_main_combi
wh_main_emp_averland	wh3_main_combi_region_grenzstadt	elector_region	wh3_main_combi
wh_main_emp_empire	wh3_main_combi_region_altdorf	elector_capital	wh3_main_combi
wh_main_emp_empire	wh3_main_combi_region_eilhart	elector_region	wh3_main_combi
wh_main_emp_empire	wh3_main_combi_region_grunburg	elector_region	wh3_main_combi
wh_main_emp_empire	wh3_main_combi_region_helmgart	elector_region	wh3_main_combi
wh_main_emp_empire	wh3_main_combi_region_ubersreik	elector_region	wh3_main_combi
wh_main_emp_hochland	wh3_dlc20_combi_region_krudenwald	elector_region	wh3_main_combi
wh_main_emp_hochland	wh3_main_combi_region_brass_keep	elector_region	wh3_main_combi
wh_main_emp_hochland	wh3_main_combi_region_hergig	elector_capital	wh3_main_combi
wh_main_emp_middenland	wh3_main_combi_region_carroburg	elector_region	wh3_main_combi
wh_main_emp_middenland	wh3_main_combi_region_middenheim	elector_capital	wh3_main_combi
wh_main_emp_middenland	wh3_main_combi_region_middenstag	elector_region	wh3_main_combi
wh_main_emp_middenland	wh3_main_combi_region_the_black_pit	elector_region	wh3_main_combi
wh_main_emp_middenland	wh3_main_combi_region_weismund	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_aarnau	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_dietershafen	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_gorssel	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_laurelorn_forest	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_marienburg	elector_region	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_salzenmund	elector_capital	wh3_main_combi
wh_main_emp_nordland	wh3_main_combi_region_wreckers_point	elector_region	wh3_main_combi
wh_main_emp_ostermark	wh3_main_combi_region_bechafen	elector_capital	wh3_main_combi
wh_main_emp_ostermark	wh3_main_combi_region_essen	elector_region	wh3_main_combi
wh_main_emp_ostermark	wh3_main_combi_region_gryphon_wood	elector_region	wh3_main_combi
wh_main_emp_ostermark	wh3_main_combi_region_mordheim	elector_region	wh3_main_combi
wh_main_emp_ostermark	wh3_main_combi_region_nagenhof	elector_region	wh3_main_combi
wh_main_emp_ostland	wh3_main_combi_region_castle_von_rauken	elector_region	wh3_main_combi
wh_main_emp_ostland	wh3_main_combi_region_norden	elector_region	wh3_main_combi
wh_main_emp_ostland	wh3_main_combi_region_wolfenburg	elector_capital	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_castle_drakenhof	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_castle_templehof	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_eschen	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_flensburg	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_fort_oberstyre	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_niedling	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_swartzhafen	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_the_moot	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_waldenhof	elector_region	wh3_main_combi
wh_main_emp_stirland	wh3_main_combi_region_wurtbad	elector_capital	wh3_main_combi
wh_main_emp_talabecland	wh3_main_combi_region_kappelburg	elector_region	wh3_main_combi
wh_main_emp_talabecland	wh3_main_combi_region_kemperbad	elector_region	wh3_main_combi
wh_main_emp_talabecland	wh3_main_combi_region_krugenheim	elector_region	wh3_main_combi
wh_main_emp_talabecland	wh3_main_combi_region_talabheim	elector_capital	wh3_main_combi
wh_main_emp_wissenland	wh3_main_combi_region_dotternbach	elector_region	wh3_main_combi
wh_main_emp_wissenland	wh3_main_combi_region_nuln	elector_capital	wh3_main_combi
wh_main_emp_wissenland	wh3_main_combi_region_wissenburg	elector_region	wh3_main_combi
wh_main_nor_baersonling	wh3_main_chaos_region_dragons_death	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_floating_mountain	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_hellcade_drove	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_the_challenge_stone	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_the_gallows_tree	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_the_red_abyss	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_chaos_region_zanbaijin	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_baersonling	wh3_main_combi_region_novchozy	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_baersonling	wh3_main_combi_region_praag	norscan_homeland	wh3_main_combi
wh_main_nor_baersonling	wh3_main_combi_region_volksgrad	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_baersonling	wh3_main_combi_region_yetchitch	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_sarl	wh3_main_chaos_region_altar_of_spawns	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_altar_of_the_crimson_harvest	norscan_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_black_gulch	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_fort_straghov	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_the_forbidden_citadel	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_the_tower_of_khrakk	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_chaos_region_winter_pyre	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_sarl	wh3_main_combi_region_bay_of_blades	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_sarl	wh3_main_combi_region_castle_alexandronov	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_sarl	wh3_main_combi_region_sarl_encampment	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_sarl	wh3_main_combi_region_the_tower_of_khrakk	norscan_homeland	wh3_main_combi
wh_main_nor_sarl	wh3_main_combi_region_zoishenk	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_chaos_region_foul_fortress	norscan_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_chaos_region_graeling_moot	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_chaos_region_pack_ice_bay	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_chaos_region_serpent_jetty	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_chaos_region_the_monolith_of_katam	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_chaos_region_troll_fjord	gift_region_to_norscan_faction_homeland	wh3_main_chaos
wh_main_nor_varg	wh3_main_combi_region_altar_of_spawns	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_monolith_of_flesh	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_serpent_jetty	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_the_forbidden_citadel	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_the_monolith_of_katam	norscan_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_varg_camp	gift_region_to_norscan_faction_homeland	wh3_main_combi
wh_main_nor_varg	wh3_main_combi_region_winter_pyre	gift_region_to_norscan_faction_homeland	wh3_main_combi
