chain	chain_set	slot_template	super_chain	remove
	wh3_main_secondary_addon_landmark_lost_underway_junction	wh2_dlc17_mine_of_bearded_skulls_major_secondary		false
	wh3_main_secondary_addon_res_iron	wh2_dlc17_mine_of_bearded_skulls_major_secondary		false
	wh3_main_secondary_core_generic_major	wh2_dlc17_mine_of_bearded_skulls_major_secondary		false
	wh3_main_foreign_slot_core_generic	wh2_dlc17_silent_sanctum		false
	wh3_main_foreign_slot_core_generic	wh2_main_foreign		false
	wh3_main_secondary_addon_garrison_major	wh2_main_human_major_secondary_animals		false
	wh3_main_secondary_addon_res_exotic_animals	wh2_main_human_major_secondary_animals		false
	wh3_main_secondary_core_generic_major	wh2_main_human_major_secondary_animals		false
	wh3_main_secondary_addon_garrison_major	wh2_main_human_major_secondary_gems		false
	wh3_main_secondary_addon_res_gemstones	wh2_main_human_major_secondary_gems		false
	wh3_main_secondary_core_generic_major	wh2_main_human_major_secondary_gems		false
	wh3_main_secondary_addon_garrison_major	wh2_main_human_major_secondary_medicine		false
	wh3_main_secondary_addon_res_medicinal_plants	wh2_main_human_major_secondary_medicine		false
	wh3_main_secondary_core_generic_major	wh2_main_human_major_secondary_medicine		false
	wh3_main_secondary_addon_garrison_major	wh2_main_human_major_secondary_obsidian		false
	wh3_main_secondary_addon_res_carved_obsidian	wh2_main_human_major_secondary_obsidian		false
	wh3_main_secondary_core_generic_major	wh2_main_human_major_secondary_obsidian		false
	wh3_main_secondary_addon_garrison_major	wh2_main_human_major_secondary_spices		false
	wh3_main_secondary_addon_res_spices	wh2_main_human_major_secondary_spices		false
	wh3_main_secondary_core_generic_major	wh2_main_human_major_secondary_spices		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_human_minor_secondary_animals		false
	wh3_main_secondary_addon_res_exotic_animals	wh2_main_human_minor_secondary_animals		false
	wh3_main_secondary_core_generic_minor	wh2_main_human_minor_secondary_animals		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_human_minor_secondary_gems		false
	wh3_main_secondary_addon_res_gemstones	wh2_main_human_minor_secondary_gems		false
	wh3_main_secondary_core_generic_minor	wh2_main_human_minor_secondary_gems		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_human_minor_secondary_medicine		false
	wh3_main_secondary_addon_res_medicinal_plants	wh2_main_human_minor_secondary_medicine		false
	wh3_main_secondary_core_generic_minor	wh2_main_human_minor_secondary_medicine		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_human_minor_secondary_obsidian		false
	wh3_main_secondary_addon_res_carved_obsidian	wh2_main_human_minor_secondary_obsidian		false
	wh3_main_secondary_core_generic_minor	wh2_main_human_minor_secondary_obsidian		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_human_minor_secondary_spices		false
	wh3_main_secondary_addon_res_spices	wh2_main_human_minor_secondary_spices		false
	wh3_main_secondary_core_generic_minor	wh2_main_human_minor_secondary_spices		false
	wh3_main_secondary_addon_garrison_major	wh2_main_oreons_camp_secondary		false
	wh3_main_secondary_addon_landmark_oreons_camp	wh2_main_oreons_camp_secondary		false
	wh3_main_secondary_core_generic_major_variant_wef_forest	wh2_main_oreons_camp_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_altar_of_ultimate_darkness_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_altar_of_ultimate_darkness_secondary		false
	wh3_main_secondary_addon_landmark_altar_of_ultimate_darkness	wh2_main_special_altar_of_ultimate_darkness_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_altar_of_ultimate_darkness_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_axlotl_minor_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_axlotl_minor_secondary		false
	wh3_main_secondary_addon_landmark_axlotl	wh2_main_special_axlotl_minor_secondary		false
	wh3_main_secondary_addon_res_timber	wh2_main_special_axlotl_minor_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_axlotl_minor_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_castle_drachenfels_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_castle_drachenfels_secondary		false
	wh3_main_secondary_addon_landmark_castle_drachenfels	wh2_main_special_castle_drachenfels_secondary		false
	wh3_main_secondary_addon_res_iron	wh2_main_special_castle_drachenfels_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_castle_drachenfels_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_chamber_of_visions_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_chamber_of_visions_secondary		false
	wh3_main_secondary_addon_landmark_chamber_of_visions	wh2_main_special_chamber_of_visions_secondary		false
	wh3_main_secondary_addon_res_medicinal_plants	wh2_main_special_chamber_of_visions_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_chamber_of_visions_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_clar_karond_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_clar_karond_secondary		false
	wh3_main_secondary_addon_landmark_clar_karond	wh2_main_special_clar_karond_secondary		false
	wh3_main_secondary_addon_res_timber	wh2_main_special_clar_karond_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_clar_karond_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_def_vauls_anvil_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_def_vauls_anvil_secondary		false
	wh3_main_secondary_addon_landmark_vauls_anvil_def	wh2_main_special_def_vauls_anvil_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_def_vauls_anvil_secondary		false
	wh3_main_primary_core_special_major_elven_colony	wh2_main_special_elven_colony_major_primary		false
	wh3_main_primary_core_special_minor_elven_colony	wh2_main_special_elven_colony_minor_primary		false
	wh3_main_primary_core_special_fort_emp	wh2_main_special_empire_fort_primary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_fallen_gates_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_fallen_gates_secondary		false
	wh3_main_secondary_addon_landmark_fallen_gates	wh2_main_special_fallen_gates_secondary		false
	wh3_main_secondary_addon_res_spices	wh2_main_special_fallen_gates_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_fallen_gates_secondary		false
	wh3_main_primary_core_special_fort_eagle_gate	wh2_main_special_fortress_gate_eagle_primary		false
	wh3_main_primary_core_special_fort_gryphon_gate	wh2_main_special_fortress_gate_griffon_primary		false
	wh3_main_primary_core_special_fort_phoenix_gate	wh2_main_special_fortress_gate_phoenix_primary		false
	wh3_dlc20_secondary_addon_garrison_high_elf_gates	wh2_main_special_fortress_gate_secondary		false
	wh3_dlc20_secondary_remove_altar_improvements_special_gates	wh2_main_special_fortress_gate_secondary		true
	wh3_dlc20_secondary_remove_garrison_bastion	wh2_main_special_fortress_gate_secondary		true
	wh3_main_secondary_core_generic_minimal	wh2_main_special_fortress_gate_secondary		false
	wh3_main_primary_core_special_fort_unicorn_gate	wh2_main_special_fortress_gate_unicorn_primary		false
	wh3_main_primary_core_generic_major	wh2_main_special_galbaraz_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_galbaraz_secondary		false
	wh3_main_secondary_addon_landmark_galbaraz	wh2_main_special_galbaraz_secondary		false
	wh3_main_secondary_addon_res_savage_orcs	wh2_main_special_galbaraz_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_galbaraz_secondary		false
	wh3_main_port_core_generic	wh2_main_special_galleons_graveyard_port		false
	wh3_main_primary_core_special_major_galleons_graveyard	wh2_main_special_galleons_graveyard_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_galleons_graveyard_secondary		false
	wh3_main_secondary_addon_landmark_galleons_graveyard	wh2_main_special_galleons_graveyard_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_galleons_graveyard_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_ghrond_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_ghrond_secondary		false
	wh3_main_secondary_addon_landmark_ghrond	wh2_main_special_ghrond_secondary		false
	wh3_main_secondary_addon_res_gold	wh2_main_special_ghrond_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_ghrond_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_golden_tower_of_the_gods_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_golden_tower_of_the_gods_secondary		false
	wh3_main_secondary_addon_landmark_golden_tower_of_the_gods	wh2_main_special_golden_tower_of_the_gods_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_golden_tower_of_the_gods_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_gor_gazan_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_gor_gazan_secondary		false
	wh3_main_secondary_addon_res_iron	wh2_main_special_gor_gazan_secondary		false
	wh3_main_secondary_addon_res_savage_orcs	wh2_main_special_gor_gazan_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_gor_gazan_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_hag_graef_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_hag_graef_secondary		false
	wh3_main_secondary_addon_landmark_hag_graef	wh2_main_special_hag_graef_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_hag_graef_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_har_ganeth_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_har_ganeth_secondary		false
	wh3_main_secondary_addon_landmark_har_ganeth	wh2_main_special_har_ganeth_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_har_ganeth_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_hef_vauls_anvil_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_hef_vauls_anvil_secondary		false
	wh3_main_secondary_addon_landmark_vauls_anvil_hef	wh2_main_special_hef_vauls_anvil_secondary		false
	wh3_main_secondary_addon_res_iron	wh2_main_special_hef_vauls_anvil_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_hef_vauls_anvil_secondary		false
	wh3_main_primary_core_special_major_hellpit	wh2_main_special_hellpit_primary		false
		wh2_main_special_hellpit_secondary	wh2_main_sch_special_hellpit_pits	false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_hellpit_secondary		false
	wh3_main_secondary_addon_res_exotic_animals	wh2_main_special_hellpit_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_hellpit_secondary		false
	wh3_main_primary_core_special_major_hexoatl	wh2_main_special_hexoatl_primary		false
		wh2_main_special_hexoatl_secondary	wh3_dlc24_cth_special_jade_dragon_astromantic_relay	false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_hexoatl_secondary		false
	wh3_main_secondary_addon_landmark_hexoatl	wh2_main_special_hexoatl_secondary		false
	wh3_main_secondary_addon_res_gold	wh2_main_special_hexoatl_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_hexoatl_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_iron_rock_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_iron_rock_secondary		false
	wh3_main_secondary_addon_landmark_iron_rock	wh2_main_special_iron_rock_secondary		false
	wh3_main_secondary_addon_res_iron	wh2_main_special_iron_rock_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_iron_rock_secondary		false
wh2_main_def_port		wh2_main_special_isle_of_wights_port		true
	wh3_main_port_core_generic	wh2_main_special_isle_of_wights_port		false
	wh3_main_secondary_addon_landmark_nagronath	wh2_main_special_isle_of_wights_port		false
	wh3_main_primary_core_special_major_itza	wh2_main_special_itza_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_itza_secondary		false
	wh3_main_secondary_addon_landmark_itza	wh2_main_special_itza_secondary		false
	wh3_main_secondary_addon_res_gold	wh2_main_special_itza_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_itza_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_karag_orrud_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_karag_orrud_secondary		false
	wh3_main_secondary_addon_res_carved_obsidian	wh2_main_special_karag_orrud_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_karag_orrud_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_karak_izor_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_karak_izor_secondary		false
	wh3_main_secondary_addon_landmark_karak_izor	wh2_main_special_karak_izor_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_karak_izor_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_karak_zorn_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_karak_zorn_secondary		false
	wh3_main_secondary_addon_landmark_karak_zorn	wh2_main_special_karak_zorn_secondary		false
	wh3_main_secondary_addon_res_gold	wh2_main_special_karak_zorn_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_karak_zorn_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_karond_kar_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_karond_kar_secondary		false
	wh3_main_secondary_addon_landmark_karond_kar	wh2_main_special_karond_kar_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_karond_kar_secondary		false
	wh3_main_primary_core_special_major_khemri	wh2_main_special_khemri_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_khemri_secondary		false
	wh3_main_secondary_addon_landmark_khemri	wh2_main_special_khemri_secondary		false
	wh3_main_secondary_addon_res_gold	wh2_main_special_khemri_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_khemri_secondary		false
	wh3_main_primary_core_generic_major_variant_konquata	wh2_main_special_konquata_primary		false
	wh3_dlc20_primary_core_generic_major_variant_woc_dark_fortress	wh2_main_special_kraka_drak_primary		false
	wh3_dlc20_secondary_addon_woc_dark_fortress	wh2_main_special_kraka_drak_secondary		false
	wh3_dlc20_secondary_remove_woc_chaos_altar	wh2_main_special_kraka_drak_secondary		true
	wh3_main_secondary_addon_garrison_major	wh2_main_special_kraka_drak_secondary		false
	wh3_main_secondary_addon_landmark_kraka_drak	wh2_main_special_kraka_drak_secondary		false
	wh3_main_secondary_addon_res_gemstones	wh2_main_special_kraka_drak_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_kraka_drak_secondary		false
	wh3_main_primary_core_special_major_lahmia	wh2_main_special_lahmia_primary		false
wh3_dlc24_special_hall_of_of_rebirth		wh2_main_special_lahmia_secondary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_lahmia_secondary		false
	wh3_main_secondary_addon_res_gemstones	wh2_main_special_lahmia_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_lahmia_secondary		false
	wh3_main_primary_core_special_major_forest	wh2_main_special_laurelorn_forest_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_laurelorn_forest_secondary		false
	wh3_main_secondary_addon_landmark_laurelorn_forest	wh2_main_special_laurelorn_forest_secondary		false
	wh3_main_secondary_core_generic_major_variant_wef_forest	wh2_main_special_laurelorn_forest_secondary		false
	wh3_main_port_core_special_lothern	wh2_main_special_lothern_port		false
	wh3_main_primary_core_special_major_lothern	wh2_main_special_lothern_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_lothern_secondary		false
	wh3_main_secondary_addon_landmark_lothern	wh2_main_special_lothern_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_lothern_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_mousillon_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_mousillon_secondary		false
	wh3_main_secondary_addon_landmark_mousillon	wh2_main_special_mousillon_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_mousillon_secondary		false
	wh3_main_primary_core_special_major_naggarond	wh2_main_special_naggarond_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_naggarond_secondary		false
	wh3_main_secondary_addon_landmark_naggarond	wh2_main_special_naggarond_secondary		false
	wh3_main_secondary_addon_res_marble	wh2_main_special_naggarond_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_naggarond_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_oyxl_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_oyxl_secondary		false
	wh3_main_secondary_addon_landmark_oyxl	wh2_main_special_oyxl_secondary		false
	wh3_main_secondary_addon_res_exotic_animals	wh2_main_special_oyxl_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_oyxl_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_parravon_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_parravon_secondary		false
	wh3_main_secondary_addon_landmark_parravon	wh2_main_special_parravon_secondary		false
	wh3_main_secondary_addon_res_marble	wh2_main_special_parravon_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_parravon_secondary		false
	wh3_main_primary_core_special_major_pyramid_of_nagash	wh2_main_special_pyramid_of_nagash_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_pyramid_of_nagash_secondary		false
	wh3_main_secondary_addon_landmark_pyramid_of_nagash	wh2_main_special_pyramid_of_nagash_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_pyramid_of_nagash_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_quetza_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_quetza_secondary		false
	wh3_main_secondary_addon_landmark_quetza	wh2_main_special_quetza_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_quetza_secondary		false
	wh3_dlc20_primary_core_generic_major_variant_woc_dark_fortress	wh2_main_special_quintex_primary		false
	wh3_dlc20_secondary_addon_woc_dark_fortress	wh2_main_special_quintex_secondary		false
	wh3_dlc20_secondary_remove_woc_chaos_altar	wh2_main_special_quintex_secondary		true
	wh3_main_secondary_addon_garrison_major	wh2_main_special_quintex_secondary		false
	wh3_main_secondary_addon_landmark_quintex	wh2_main_special_quintex_secondary		false
	wh3_main_secondary_addon_res_carved_obsidian	wh2_main_special_quintex_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_quintex_secondary		false
	wh3_main_primary_core_generic_major	wh2_main_special_salzenmund_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_salzenmund_secondary		false
	wh3_main_secondary_addon_res_timber	wh2_main_special_salzenmund_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_salzenmund_secondary		false
	wh3_main_primary_core_special_major_sartosa	wh2_main_special_sartosa_primary		false
	wh3_main_secondary_addon_garrison_major	wh2_main_special_sartosa_secondary		false
	wh3_main_secondary_addon_landmark_sartosa	wh2_main_special_sartosa_secondary		false
	wh3_main_secondary_addon_res_wine	wh2_main_special_sartosa_secondary		false
	wh3_main_secondary_core_generic_major	wh2_main_special_sartosa_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_shrine_of_asuryan_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_shrine_of_asuryan_secondary		false
	wh3_main_secondary_addon_landmark_shrine_of_asuryan	wh2_main_special_shrine_of_asuryan_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_shrine_of_asuryan_secondary		false
	wh3_main_primary_core_generic_minor	wh2_main_special_shrine_of_khaine_primary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_shrine_of_khaine_secondary		false
	wh3_main_secondary_addon_landmark_shrine_of_khaine	wh2_main_special_shrine_of_khaine_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_shrine_of_khaine_secondary		false
	wh3_main_secondary_addon_garrison_minor	wh2_main_special_shrine_of_sotek_secondary		false
	wh3_main_secondary_addon_landmark_shrine_of_sotek	wh2_main_special_shrine_of_sotek_secondary		false
	wh3_main_secondary_addon_res_dyes	wh2_main_special_shrine_of_sotek_secondary		false
	wh3_main_secondary_core_generic_minor	wh2_main_special_shrine_of_sotek_secondary		false
	wh3_main_primary_core_special_major_skavenblight	wh2_main_special_skavenblight_primary		false
