campaign_group	ritual	unlock_mission	unlock_turn	initially_unlocked
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_strength		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_enchanted_item_potion_of_toughness		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_enchanted_item_shroud_of_sokth		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_enchanted_item_vambraces_of_the_sun		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_necropolis_knights		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_nehekhara_horsemen		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_nehekhara_warriors		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_amulet_of_pha_stah		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_collar_of_shakkara		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_dawnstone		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_golden_ankhra		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_golden_eye_of_rah_nutt		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_talisman_obsidian_lodestone		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_enchanted_lapis_mace		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_geheb		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_khsar		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_ptra		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_tahoth		0	true
wh2_dlc09_ritual_tmb	wh3_main_ritual_crafting_tmb_liche_priest_capacity		0	true
wh2_dlc09_ritual_tmb	wh3_main_ritual_crafting_tmb_necrotect_capacity		0	true
wh2_dlc09_ritual_tmb	wh3_main_ritual_crafting_tmb_prince_capacity		0	true
wh2_dlc10_rite_def_har_ganeth	wh2_dlc10_ritual_def_drakira		0	true
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_atharti		0	true
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_khaine		0	true
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_mathlann		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_alriks_plate		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_dragon_slayers_scale		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_gate_keepers_helm		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_ironbeards_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_ironwardens_shield		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_miners_helm		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_old_guards_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_prospectors_mail		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_rangers_cloak		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_slayers_gauntlets		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_starmetal_plate		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_troll_slayers_hide		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_veterans_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_dragon_slayers_boots		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_gate_keepers_belt		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_horn_of_the_ancestors		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_ironbeards_bracers		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_ironwardens_tankard		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_miners_drinking_horn		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_old_guards_keg		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_prospectors_spyglass		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_rangers_broach		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_sceptre_of_stone		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_slayers_belt		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_troll_slayers_gauntlets		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_veterans_bracers		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_dragon_slayers_fang		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_gate_keepers_rat_catcher		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ironbeards_ring		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ironwardens_wardstone		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_miners_lattern		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_old_guards_tankard		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_prospectors_charge		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_rangers_pouch		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ring_of_grimnir		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_slayers_ring		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_the_ankor_chain		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_troll_slayers_amulet		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_veterans_flask		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_dragon_slayers_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_elfbane		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_gate_keepers_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_ironbeards_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_ironwardens_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_miners_pickaxe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_old_guards_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_prospectors_pickaxe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_rangers_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_slayers_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_starbreaker		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_trollslayer_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_veterans_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_flakksons_rune_of_seeking		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_disguise		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_master_rune_of_immolation		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_burning		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_penetration		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_alaric_the_mad		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_adamant		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_flight		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_gromril		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_passage		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_skalf_blackhammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_snorri_spangelhelm		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_spite		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_cleaving		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_dismay		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fire		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_impact		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_iron		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_luck		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_shielding		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_ancestor_rune		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_battle		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_courage		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_groth_one-eye		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_grungni		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stromni_redbeard		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_valaya		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_parrying		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune		0	true
wh2_dlc10_ritual_hef_avelorn	wh2_dlc10_ritual_hef_lileath		0	true
wh2_dlc10_ritual_hef_avelorn	wh2_dlc15_ritual_hef_isha_greater		0	true
wh2_dlc10_ritual_hef_nagarythe	wh2_dlc10_ritual_hef_morai_heg		0	true
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_bountiful_treasure		0	true
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_eternal_service		0	true
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_queens_cannon		0	true
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_sea_mist		0	true
wh2_dlc11_rite_def_the_blessed_dread	wh2_dlc11_ritual_def_anath_raema		0	true
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_atharti		0	true
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_hekarti		0	true
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_khaine		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_amaxon		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_axlotl		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_aymara		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_capac		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_chaqua		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_chiquibol		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_gwakmol		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_gwangee		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_huanabic		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_incatol		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_malliente		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_oyxl		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_pahuax		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_pokhopak		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_quetza		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_quittax		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_qurveza		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_sotek		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_xahutec		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_xlaxgor		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_of_xuhua		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_0_hunters_gaze		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_1_skink_chief		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_2_saurus_warriors		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_3_horned_ones		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_4_kroxigors		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_itzl_5_carnosaur		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_1_skink_skirms		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_2_saurus_spears		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_4_cold_one_spears		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_quetzl_5_stegadon		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_0_plenty		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_1_skink_priest		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_2_terradon		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_3_slann		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_4_temple_guard		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_ritual_temple_xholankha_5_stegadon_solar		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_rituals_lzd_allegiance		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_rituals_lzd_mastery		0	true
wh2_dlc13_rituals_nakai	wh2_dlc13_rituals_lzd_rebirth		0	true
wh2_dlc13_rituals_nakai	wh2_main_ritual_lzd_awakening		0	true
wh2_dlc14_ritual_hag_graef	wh2_dlc14_malus_call_tzarkan		0	true
wh2_dlc14_ritual_hag_graef	wh2_dlc14_ritual_def_warmaster		0	true
wh2_dlc14_ritual_hag_graef	wh2_dlc14_ritual_def_witch_king		0	true
wh2_dlc14_ritual_hag_graef	wh2_main_ritual_def_khaine		0	true
wh2_dlc14_ritual_hag_graef	wh2_main_ritual_def_mathlann		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_influence_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_influence_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_influence_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_interrogation_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_interrogation_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_interrogation_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_melee_mistwalkers_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_melee_mistwalkers_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_melee_mistwalkers_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mist_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mist_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mist_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_prison_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_prison_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_ranged_mistwalkers_1		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_ranged_mistwalkers_2		0	true
wh2_dlc15_feature_eltharion	wh2_dlc15_athel_tamarha_ranged_mistwalkers_3		0	true
wh2_dlc15_ritual_hef_caledor	wh2_dlc15_ritual_hef_eldrazor		0	true
wh2_dlc15_ritual_hef_caledor	wh2_dlc15_ritual_hef_vaul_greater		0	true
wh2_dlc15_ritual_hef_yvresse	wh2_dlc15_ritual_hef_ladrielle		0	true
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_buff		0	true
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_mask_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_mask_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_mask_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_mask_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_pendant_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_pendant_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_pendant_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_pendant_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_spear_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_spear_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_spear_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dragon_spear_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_boots_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_boots_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_boots_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_boots_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_bow_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_bow_level_2		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_bow_level_3		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_bow_level_4		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_buff		0	true
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_1		0	false
wh2_dlc16_forge_rites	wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_2		0	false
