army_name	character_name	script_name
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_03	wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_skink_chief_01	Third
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_qb_tmb_final_battle_arkhan_general_01	enemy_left
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_qb_tmb_final_battle_arkhan_general_02	enemy_right
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_qb_tmb_final_battle_arkhan	
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_qb_tmb_final_battle_arkhan_tomb_prince	
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_qb_tmb_final_battle_arkhan_player	
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_qb_tmb_final_battle_arkhan_tomb_prince	
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_qb_tmb_final_battle_necrotect_alt	
wh2_dlc09_qb_tmb_final_battle_fon_khalida_1	wh2_dlc09_qb_tmb_final_battle_khalida	khalida
wh2_dlc09_qb_tmb_final_battle_fon_khalida_2	wh2_dlc09_qb_tmb_final_battle_liche_priest	khalida_alt
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_qb_tmb_final_battle_khatep	khatep
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_qb_tmb_final_battle_necrotect	khatep
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_qb_tmb_final_battle_settra_player	settra
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_qb_tmb_final_battle_tomb_prince	settra
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_qb_tmb_final_battle_khalida	left
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_qb_tmb_final_battle_khalida_player	player
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_qb_tmb_final_battle_liche_priest	player
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_qb_tmb_final_battle_necrotect	player
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_qb_tmb_final_battle_khatep	right
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_qb_tmb_final_battle_khatep_player	player
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_qb_tmb_final_battle_necrotect	player
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_qb_tmb_final_battle_tomb_prince	player
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_qb_tmb_final_battle_settra	left
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_qb_tmb_final_battle_settra	right
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_qb_tmb_final_battle_liche_priest	player
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_qb_tmb_final_battle_necrotect	player
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_qb_tmb_final_battle_settra_player	player
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	enemy_vanguard
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	enemy_main
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	player_army
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	player_army
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	player_army
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_02	player_army
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	enemy_army_1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	enemy_army_2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	enemy_army_3
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker_01	player_army
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_01	enemy_army_1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_02	enemy_army_2
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_1	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	main_enemy
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_3	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_3	skaven_reinforcements
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_player	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_player	player
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	player_army
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender	enemy_army_5
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_attacker_01	wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	player_army
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_attacker_01	wh2_dlc10_qb_hef_cha_alarielle	player_army
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_01	wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_1	enemy_army_2
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_02	wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_2	enemy_army_1
wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_03	wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_3	enemy_army_3
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_beastlord_01	enemy_army
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_gorebull_01	enemy_army
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_02	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	enemy_reinforcements_1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_03	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	enemy_reinforcements_2
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_crone_hellebron_01	player_army
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_01	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_khainite_assassin_01	player_army
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_01	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	player_army
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_01	wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	player_army
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_02	wh2_dlc10_alith_anar_the_moon_bow_stage_4_hef_princess	reinforcements
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_01	wh2_dlc10_alith_anar_the_moon_bow_stage_4_def_dreadlord	enemy_army
wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_02	wh2_dlc10_qb_alith_anar_the_moon_bow_stage_4_def_supreme_sorceress_fire	enemy_reinforcements
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1_general	enemy_main
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1_sorcerer	enemy_main
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_defender_1	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_defender_1_general	empire_reinforcements
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	player_army
wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player_agent	player_army
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia_reinforcement	wh_main_brt_cha_paladin_0	reinforcements
wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia	wh2_dlc11_qb_cst_cylostra_bretonnia	enemy_army
wh2_dlc11_qb_cst_cylostra_shifting_isles_player_01	wh2_dlc11_qb_cst_cylostra_shifting_isles	player_army
wh2_dlc11_qb_cst_final_battle_attacker_01	wh2_dlc11_cst_final_battle_def_general	
wh2_dlc11_qb_cst_final_battle_fellheart	wh2_dlc11_cst_final_battle_fellheart	
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_cst_final_battle_fleet_captain	
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_cst_final_battle_gunnery_wight	
wh2_dlc11_qb_cst_final_battle_luthor	wh2_dlc11_cst_final_battle_harkon_player	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_attacker_01	wh2_dlc11_qb_cst_harkon_quest_for_slann_gold	player_army
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_attacker_01	wh2_dlc11_qb_harkon_mourngul_haunter	player_army
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_defender_01	wh2_dlc11_qb_lzd_harkon_quest_for_slann_gold_saurus_old_blood_1	enemy_defenders
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_reinforcement	wh2_dlc11_qb_lzd_harkon_quest_for_slann_gold_mage_priest	enemy_army
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_attacker_01	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_attacker	enemy_army
wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_defender_01	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_defender	player_army
wh2_dlc11_qb_noctilus_piece_of_8_attacker_01	wh2_dlc11_cst_qb_noctilus_fleet_captain_player	player_army
wh2_dlc11_qb_noctilus_piece_of_8_attacker_01	wh2_dlc11_cst_qb_noctilus_general	player_army
wh2_dlc11_qb_noctilus_piece_of_8_attacker_01	wh2_dlc11_cst_qb_noctilus_gunnery_wight_player	player_army
wh2_dlc11_qb_noctilus_piece_of_8_defender_01	wh_dlc11_emp_qb_noctilus_cha_general	enemy_siege
wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3_player	wh2_dlc12_lzd_cha_skink_priest_heavens_0_kroak_kroqgar	player_army
wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3_player	wh2_dlc12_lzd_lord_kroak_kroqgar	player_army
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_lzd_cha_lord_kroak_0_qb	lord_kroak
wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	wh2_dlc12_lzd_lord_kroak_cha_saurus_oldblood_0	lord_kroak_guardians
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	wh2_dlc12_skv_lord_kroak_warlord	enemy_army
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	wh2_dlc12_skv_lord_kroak_warlock_master_3	enemy_reinforcements_2
wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	wh2_dlc12_skv_lord_kroak_grey_seer_2	enemy_reinforcements
wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3_player	wh2_dlc12_lzd_lord_kroak_mazdamundi	player_army
wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3_player	wh2_dlc12_lzd_lord_kroak_tehenhauin_01	player_army
wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3_player	wh2_dlc12_lzd_cha_skink_priest_heavens_0_kroak_tiktaqto	player_army
wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3_player	wh2_dlc12_lzd_lord_kroak_tiktaqto	player_army
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_1	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_plague_priest_1	enemy_reinforcements_1
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_2	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_plague_priest_2	enemy_reinforcements_2
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_grey_seer	enemy_army
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_1	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_skink_chief_1	player_reinforcements_1
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_2	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_skink_chief_2	player_reinforcements_2
wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_tehenhauin	player_army
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_1	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_plague_priest	enemy_reinforcements_1
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_2	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_warlock_engineer	enemy_reinforcements_2
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_3	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_warlock_master	enemy_reinforcements_3
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_grey_seer	enemy_force_1
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	player_army
wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_skink_priest	player_army
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	wh2_main_lzd_cha_slann_mage_priest_0_ikit_qb	enemy_reinforcements
wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	wh2_dlc12_lzd_cha_skink_chief_red_crested_0_qb_ikit	enemy_army
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_qb_skv_ikit_claw_warlock_engineer_02	player_army
wh2_dlc12_skv_ikit_claw_storm_daemon_player	wh2_dlc12_skv_cha_ikit_claw_qb	player_army
wh2_dlc13_emp_final_battle_gorrok_enemy	wh2_dlc13_lzd_lord_kroak_gorrok	gorrok
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc12_lzd_cha_skink_priest_heavens_nakai	nakai
wh2_dlc13_emp_final_battle_nakai_enemy	wh2_dlc13_lzd_lord_kroak_nakai	nakai
wh2_dlc13_emp_final_battle_summoner_1_enemy	wh2_dlc13_final_battle_slann_life	summoner1
wh2_dlc13_emp_final_battle_summoner_2_enemy	wh2_qb_dlc13_nakai_golden_tributes_fire_slann	summoner2
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_emp_cha_markus_wulfhart_0_final_battle	wulfhart
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_final_battle_emp_cha_hunter_doctor_hertwig_van_hal_0	wulfhart
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_final_battle_emp_cha_hunter_jorek_grimm_0	wulfhart
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_final_battle_emp_cha_hunter_kalara_of_wydrioth_0	wulfhart
wh2_dlc13_emp_final_battle_wulfhart_player	wh2_dlc13_final_battle_emp_cha_hunter_rodrik_l_anguille_0	wulfhart
wh2_dlc13_emp_final_battle_wulfhart_reinf_player	wh2_dlc13_emp_final_battle_huntsmarshal_reinforcement	reinforcements
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_1_slann	enemy_main
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_2_saurus_old_blood	enemy_walls
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_attacker_3_red_crested_skink_chief	enemy_port
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_1_general	empire_ally
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_defender_2_general	empire_reinforcements
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_hertwig	player_army
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_kalara	player_army
wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player	wh2_dlc13_emp_wulfhart_amber_bow_stage_4_player_wulfhart	player_army
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_dlc12_lzd_cha_skink_priest_heavens_0_kroak_tiktaqto	player_army
wh2_dlc13_great_vortex_gorrok_lord_kroak_stage_3_player	wh2_dlc13_lzd_lord_kroak_gorrok	player_army
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc12_lzd_cha_skink_priest_heavens_0_kroak_tiktaqto	player_army
wh2_dlc13_great_vortex_nakai_lord_kroak_stage_3_player	wh2_dlc13_lzd_lord_kroak_nakai	player_army
wh2_dlc13_lzd_final_battle_emp_harass	wh2_dlc13_emp_final_battle_huntsmarshal_nakai_harass	emp_harass_1
wh2_dlc13_lzd_final_battle_gorrok_ally	wh2_dlc13_lzd_lord_kroak_gorrok	gorrok
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc12_lzd_cha_skink_priest_heavens_nakai	nakai
wh2_dlc13_lzd_final_battle_nakai_player	wh2_dlc13_lzd_lord_kroak_nakai	nakai
wh2_dlc13_lzd_final_battle_summoner_1_ally	wh2_dlc13_final_battle_slann_life	summoner1
wh2_dlc13_lzd_final_battle_summoner_2_ally	wh2_qb_dlc13_nakai_golden_tributes_fire_slann	summoner2
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_emp_cha_markus_wulfhart_0_final_battle	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_final_battle_bright_wizard	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_final_battle_emp_cha_hunter_doctor_hertwig_van_hal_0	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_final_battle_emp_cha_hunter_jorek_grimm_0	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_final_battle_emp_cha_hunter_kalara_of_wydrioth_0	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_enemy	wh2_dlc13_final_battle_emp_cha_hunter_rodrik_l_anguille_0	wulfhart
wh2_dlc13_lzd_final_battle_wulfhart_reinf_enemy	wh2_dlc13_emp_cha_huntsmarshal_0	reinforcements
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_ally_nakai	wh2_dlc13_lzd_nakai_qb	ally_nakai
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_2_skaven	wh2_qb_dlc13_nakai_golden_tributes_skv_warlock_master_east	enemy_skaven_east
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_enemy_3_vampirates	wh2_qb_dlc13_nakai_golden_tributes_vampire_admiral_west	enemy_vampirates_west
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_dlc12_lzd_cha_lord_kroak_0_qb	player_army
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_dlc13_lzd_gorrok_qb	player_army
wh2_dlc13_qb_gor_rok_the_shield_of_aeons_player	wh2_dlc13_lzd_shield_of_aeons_gorrok_saurus_scar_veteran	player_army
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh2_dlc13_chs_sorcerer_lord_metal_qb_nakai_albion_ogham_shard	enemy_army
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_1	wh2_dlc13_qb_chs_exalted_hero_nakai_albion_the_ogham_shard	enemy_army
wh2_dlc13_qb_nakai_albion_ogham_shard_enemy_2	wh2_dlc13_chs_lord_qb_nakai_albion_ogham_shard	enemy_reinforcements
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_dlc12_lzd_cha_skink_priest_heavens_nakai	player_army
wh2_dlc13_qb_nakai_albion_ogham_shard_player	wh2_dlc13_lzd_nakai_qb	player_army
wh2_dlc13_qb_nakai_golden_tributes_ally_1_high_ground	wh2_qb_dlc13_nakai_golden_tributes_fire_slann	ally_cinematic
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_dlc13_lzd_gorrok_qb	ally_gor_rok
wh2_dlc13_qb_nakai_golden_tributes_ally_2_gor_rok	wh2_dlc13_lzd_shield_of_aeons_gorrok_saurus_scar_veteran	ally_gor_rok
wh2_dlc13_qb_nakai_golden_tributes_enemy_1_vampirates	wh2_qb_dlc13_nakai_golden_tributes_vampire_admiral_cinematic	enemy_cinematic
wh2_dlc13_qb_nakai_golden_tributes_enemy_2_skaven	wh2_qb_dlc13_nakai_golden_tributes_skv_warlock_master_east	enemy_skaven_east
wh2_dlc13_qb_nakai_golden_tributes_enemy_3_vampirates	wh2_qb_dlc13_nakai_golden_tributes_vampire_admiral_west	enemy_vampirates_west
wh2_dlc13_qb_nakai_golden_tributes_enemy_6_vampirates	wh2_dlc11_qb_cst_harkon_quest_for_slann_gold	enemy_harkon_boss
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc12_lzd_cha_skink_priest_heavens_nakai	player_army
wh2_dlc13_qb_nakai_golden_tributes_player	wh2_dlc13_lzd_nakai_qb	player_army
