key	option	group	string
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionDwarfs_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKhorne	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKhorne_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKhorne_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKislev	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKislev_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionKislev_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionNurgle	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionNurgle_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionNurgle_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionOgre	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionOgre_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionOgre_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionSlaanesh	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionSlaanesh_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionSlaanesh_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionTzeentch	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionTzeentch_&_Negative	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_OtherFactionTzeentch_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet1_&_Positive	chd_sorcerer_prophet_1_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionCathay	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionCathay_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionCathay_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionChaosDwarfs	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionChaosDwarfs_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionChaosDwarfs_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDaemon	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDaemon_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDaemon_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDwarfs	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDwarfs_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionDwarfs_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKhorne	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKhorne_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKhorne_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKislev	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKislev_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionKislev_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionNurgle	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionNurgle_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionNurgle_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionOgre	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionOgre_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionOgre_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionSlaanesh	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionSlaanesh_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionSlaanesh_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionTzeentch	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionTzeentch_&_Negative	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_OtherFactionTzeentch_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_CHD_SorcererProphet2_&_Positive	chd_sorcerer_prophet_2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionCathay	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionChaosDwarfs	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionChaosDwarfs_&_Negative	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionChaosDwarfs_&_Positive	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionDaemon	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionKhorne	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionKislev	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionNurgle	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionOgre	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionSlaanesh	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionTzeentch	kor_herald_of_khorne1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionCathay	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionChaosDwarfs	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionChaosDwarfs_&_Negative	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionChaosDwarfs_&_Positive	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionDaemon	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionKhorne	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionKislev	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionNurgle	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionOgre	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionSlaanesh	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfKhorne2_&_OtherFactionTzeentch	kor_herald_of_khorne2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionCathay	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionChaosDwarfs	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionChaosDwarfs_&_Negative	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionChaosDwarfs_&_Positive	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionDaemon	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionKhorne	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionKislev	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionNurgle	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionOgre	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionSlaanesh	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle1_&_OtherFactionTzeentch	nur_herald_of_nurgle1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionCathay	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionChaosDwarfs	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionChaosDwarfs_&_Negative	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionChaosDwarfs_&_Positive	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionDaemon	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionKhorne	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionKislev	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionNurgle	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionOgre	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionSlaanesh	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfNurgle2_&_OtherFactionTzeentch	nur_herald_of_nurgle2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionCathay	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionChaosDwarfs	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionChaosDwarfs_&_Negative	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionChaosDwarfs_&_Positive	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionDaemon	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionKhorne	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionKislev	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionNurgle	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionOgre	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionSlaanesh	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh1_&_OtherFactionTzeentch	sla_herald_of_slaanesh1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionCathay	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionChaosDwarfs	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionChaosDwarfs_&_Negative	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionChaosDwarfs_&_Positive	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionDaemon	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionKhorne	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionKislev	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionNurgle	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionOgre	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionSlaanesh	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfSlaanesh2_&_OtherFactionTzeentch	sla_herald_of_slaanesh2_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionCathay	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionChaosDwarfs	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionChaosDwarfs_&_Negative	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionChaosDwarfs_&_Positive	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionDaemon	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionKhorne	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionKislev	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionNurgle	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionOgre	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionSlaanesh	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_HeraldOfTzeentch1_&_OtherFactionTzeentch	tze_herald_of_tzeentch1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionCathay	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionChaosDwarfs	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionChaosDwarfs_&_Negative	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionChaosDwarfs_&_Positive	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionDaemon	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionKhorne	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionKislev	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionNurgle	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionOgre	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionSlaanesh	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate1_&_OtherFactionTzeentch	cat_lord_magistrate1_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionCathay	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionChaosDwarfs	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionChaosDwarfs_&_Negative	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionChaosDwarfs_&_Positive	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionDaemon	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionKhorne	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionKislev	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionNurgle	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionOgre	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionSlaanesh	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Magistrate2_&_OtherFactionTzeentch	cat_lord_magistrate2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionCathay	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionChaosDwarfs	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionChaosDwarfs_&_Negative	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionChaosDwarfs_&_Positive	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionDaemon	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionKhorne	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionKislev	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionNurgle	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionOgre	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionSlaanesh	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_Shugengan2_&_OtherFactionTzeentch	cat_shugengan_lord2_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionCathay	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionChaosDwarfs	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionChaosDwarfs_&_Negative	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionChaosDwarfs_&_Positive	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionDaemon	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionKhorne	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionKislev	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionNurgle	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionOgre	ogr_slaughtermaster1_dip_accept_01
accept	0	diplomacy_FactionGroup_SlaughterMaster1_&_OtherFactionSlaanesh	ogr_slaughtermaster1_dip_accept_01
