attrition	faction
chaos_territory	wh2_main_rogue_vmp_heirs_of_mourkain
chaos_territory	wh2_main_rogue_wef_hunters_of_kurnous
chaos_territory	wh2_main_rogue_worldroot_rangers
chaos_territory	wh2_main_rogue_wrath_of_nature
chaos_territory	wh3_dlc20_chs_azazel
chaos_territory	wh3_dlc20_chs_festus
chaos_territory	wh3_dlc20_chs_kholek
chaos_territory	wh3_dlc20_chs_sigvald
chaos_territory	wh3_dlc20_chs_valkia
chaos_territory	wh3_dlc20_chs_vilitch
chaos_territory	wh3_dlc20_kho_blood_keepers
chaos_territory	wh3_dlc20_nor_dolgan
chaos_territory	wh3_dlc20_nor_kuj
chaos_territory	wh3_dlc20_nor_kul
chaos_territory	wh3_dlc20_nor_tong
chaos_territory	wh3_dlc20_nor_yusak
chaos_territory	wh3_dlc20_nur_pallid_nurslings
chaos_territory	wh3_dlc20_sla_keepers_of_bliss
chaos_territory	wh3_dlc20_tze_apostles_of_change
chaos_territory	wh3_dlc20_tze_the_sightless
chaos_territory	wh3_dlc21_nor_wyrmkins
chaos_territory	wh3_dlc23_chd_astragoth
chaos_territory	wh3_dlc23_chd_chaos_dwarfs
chaos_territory	wh3_dlc23_chd_chaos_dwarfs_qb1
chaos_territory	wh3_dlc23_chd_chaos_dwarfs_qb2
chaos_territory	wh3_dlc23_chd_chaos_dwarfs_rebels
chaos_territory	wh3_dlc23_chd_conclave
chaos_territory	wh3_dlc23_chd_legion_of_azgorh
chaos_territory	wh3_dlc23_chd_minor_faction
chaos_territory	wh3_dlc23_chd_zhatan
chaos_territory	wh3_dlc23_rogue_karaz_a_karak_expedition
chaos_territory	wh3_dlc23_rogue_sacred_host_of_tepok
chaos_territory	wh3_dlc23_rogue_the_cult_of_morgrim
chaos_territory	wh3_dlc24_grn_chaos_dwarfs_labourer_rebels
chaos_territory	wh3_dlc24_lzd_lizardmen_invasion
chaos_territory	wh3_dlc24_tze_the_deceivers
chaos_territory	wh3_main_chs_dreaded_wo
chaos_territory	wh3_main_chs_gharhar
chaos_territory	wh3_main_chs_khazag
chaos_territory	wh3_main_chs_kvellig
chaos_territory	wh3_main_chs_shadow_legion
chaos_territory	wh3_main_chs_tong
chaos_territory	wh3_main_dae_daemon_prince
chaos_territory	wh3_main_kho_bloody_sword
chaos_territory	wh3_main_kho_brazen_throne
chaos_territory	wh3_main_kho_crimson_skull
chaos_territory	wh3_main_kho_exiles_of_khorne
chaos_territory	wh3_main_kho_karneths_sons
chaos_territory	wh3_main_kho_khorne
chaos_territory	wh3_main_kho_khorne_qb1
chaos_territory	wh3_main_kho_khorne_rebels
chaos_territory	wh3_main_nur_bubonic_swarm
chaos_territory	wh3_main_nur_maggoth_kin
chaos_territory	wh3_main_nur_nurgle
chaos_territory	wh3_main_nur_nurgle_qb1
chaos_territory	wh3_main_nur_nurgle_rebels
chaos_territory	wh3_main_nur_poxmakers_of_nurgle
chaos_territory	wh3_main_nur_septic_claw
chaos_territory	wh3_main_rogue_alliance_of_order
chaos_territory	wh3_main_rogue_argfluxs_pyrocasters
chaos_territory	wh3_main_rogue_doombreeds_followers
chaos_territory	wh3_main_rogue_kurgan_warband
chaos_territory	wh3_main_rogue_legion_of_gorehath
chaos_territory	wh3_main_rogue_scaberaxs_gluttons
chaos_territory	wh3_main_rogue_scriveners_of_fate
chaos_territory	wh3_main_rogue_shadow_legion
chaos_territory	wh3_main_rogue_the_baleful_princes_muses
chaos_territory	wh3_main_rogue_the_bloody_harvest
chaos_territory	wh3_main_rogue_the_challenge_stone_pact
chaos_territory	wh3_main_rogue_the_convent
chaos_territory	wh3_main_rogue_the_fluxion_host
chaos_territory	wh3_main_rogue_the_glothal_brood
chaos_territory	wh3_main_rogue_the_pleasure_tide
chaos_territory	wh3_main_rogue_the_putrid_swarm
chaos_territory	wh3_main_rogue_the_treaty_of_ashshair
chaos_territory	wh3_main_sla_exquisite_pain
chaos_territory	wh3_main_sla_rapturous_excess
chaos_territory	wh3_main_sla_seducers_of_slaanesh
chaos_territory	wh3_main_sla_slaanesh
chaos_territory	wh3_main_sla_slaanesh_qb1
chaos_territory	wh3_main_sla_slaanesh_rebels
chaos_territory	wh3_main_sla_subtle_torture
chaos_territory	wh3_main_tze_all_seeing_eye
chaos_territory	wh3_main_tze_broken_wheel
chaos_territory	wh3_main_tze_flaming_scribes
chaos_territory	wh3_main_tze_oracles_of_tzeentch
chaos_territory	wh3_main_tze_sarthoraels_watchers
chaos_territory	wh3_main_tze_tzeentch
chaos_territory	wh3_main_tze_tzeentch_invasion
chaos_territory	wh3_main_tze_tzeentch_qb1
chaos_territory	wh3_main_tze_tzeentch_rebels
chaos_territory	wh3_prologue_kislev_expedition
chaos_territory	wh_dlc03_bst_beastmen
chaos_territory	wh_dlc03_bst_beastmen_ally
chaos_territory	wh_dlc03_bst_beastmen_chaos
chaos_territory	wh_dlc03_bst_beastmen_rebels
chaos_territory	wh_dlc03_bst_jagged_horn
chaos_territory	wh_dlc03_bst_redhorn
chaos_territory	wh_dlc05_bst_morghur_herd
chaos_territory	wh_dlc08_chs_chaos_challenger_khorne
chaos_territory	wh_dlc08_chs_chaos_challenger_nurgle
chaos_territory	wh_dlc08_chs_chaos_challenger_slaanesh
chaos_territory	wh_dlc08_chs_chaos_challenger_tzeentch
chaos_territory	wh_dlc08_nor_goromadny_tribe
chaos_territory	wh_dlc08_nor_helspire_tribe
chaos_territory	wh_dlc08_nor_naglfarlings
chaos_territory	wh_dlc08_nor_norsca
chaos_territory	wh_dlc08_nor_vanaheimlings
chaos_territory	wh_dlc08_nor_wintertooth
chaos_territory	wh_main_chs_chaos
chaos_territory	wh_main_chs_chaos_rebels
chaos_territory	wh_main_chs_chaos_separatists
chaos_territory	wh_main_nor_aesling
chaos_territory	wh_main_nor_baersonling
chaos_territory	wh_main_nor_bjornling
chaos_territory	wh_main_nor_graeling
chaos_territory	wh_main_nor_norsca_rebels
chaos_territory	wh_main_nor_sarl
chaos_territory	wh_main_nor_skaeling
chaos_territory	wh_main_nor_varg
chaos_wastes	wh2_dlc09_rogue_black_creek_raiders
chaos_wastes	wh2_dlc09_rogue_dwellers_of_zardok
chaos_wastes	wh2_dlc09_rogue_eyes_of_the_jungle
chaos_wastes	wh2_dlc09_rogue_pilgrims_of_myrmidia
chaos_wastes	wh2_dlc11_brt_bretonnia_dil
chaos_wastes	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
chaos_wastes	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
chaos_wastes	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
chaos_wastes	wh2_dlc11_cst_rogue_freebooters_of_port_royale
chaos_wastes	wh2_dlc11_cst_rogue_grey_point_scuttlers
chaos_wastes	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
chaos_wastes	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
chaos_wastes	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
chaos_wastes	wh2_dlc11_cst_shanty_dragon_spine_privateers
chaos_wastes	wh2_dlc11_cst_shanty_middle_sea_brigands
chaos_wastes	wh2_dlc11_cst_shanty_shark_straight_seadogs
chaos_wastes	wh2_dlc11_def_dark_elves_dil
chaos_wastes	wh2_dlc11_emp_empire_dil
chaos_wastes	wh2_dlc11_nor_norsca_dil
chaos_wastes	wh2_dlc13_bst_beastmen_invasion
chaos_wastes	wh2_dlc13_lzd_avengers
chaos_wastes	wh2_dlc13_nor_norsca_invasion
chaos_wastes	wh2_dlc16_chs_acolytes_of_the_keeper
chaos_wastes	wh2_dlc16_emp_empire_qb8
chaos_wastes	wh2_dlc17_bst_beastmen_qb4
chaos_wastes	wh2_dlc17_bst_beastmen_qb5
chaos_wastes	wh2_dlc17_bst_beastmen_qb6
chaos_wastes	wh2_dlc17_bst_beastmen_qb7
chaos_wastes	wh2_dlc17_bst_malagor
chaos_wastes	wh2_dlc17_bst_taurox
chaos_wastes	wh2_dlc17_lzd_oxyotl
chaos_wastes	wh2_dlc17_nor_deadwood_ravagers
chaos_wastes	wh2_main_bst_blooded_axe
chaos_wastes	wh2_main_bst_manblight
chaos_wastes	wh2_main_bst_ripper_horn
chaos_wastes	wh2_main_bst_shadowgor
chaos_wastes	wh2_main_bst_skrinderkin
chaos_wastes	wh2_main_bst_stone_horn
chaos_wastes	wh2_main_chs_chaos_incursion_def
chaos_wastes	wh2_main_chs_chaos_incursion_hef
chaos_wastes	wh2_main_chs_chaos_incursion_lzd
chaos_wastes	wh2_main_chs_chaos_incursion_skv
chaos_wastes	wh2_main_nor_aghol
chaos_wastes	wh2_main_nor_hung_incursion_def
chaos_wastes	wh2_main_nor_hung_incursion_hef
chaos_wastes	wh2_main_nor_hung_incursion_lzd
chaos_wastes	wh2_main_nor_hung_incursion_skv
chaos_wastes	wh2_main_nor_mung
chaos_wastes	wh2_main_nor_skeggi
chaos_wastes	wh2_main_rogue_abominations
chaos_wastes	wh2_main_rogue_beastcatchas
chaos_wastes	wh2_main_rogue_bernhoffs_brigands
chaos_wastes	wh2_main_rogue_black_spider_tribe
chaos_wastes	wh2_main_rogue_boneclubbers_tribe
chaos_wastes	wh2_main_rogue_celestial_storm
chaos_wastes	wh2_main_rogue_college_of_pyrotechnics
chaos_wastes	wh2_main_rogue_def_chs_vashnaar
chaos_wastes	wh2_main_rogue_def_mengils_manflayers
chaos_wastes	wh2_main_rogue_doomseekers
chaos_wastes	wh2_main_rogue_gerhardts_mercenaries
chaos_wastes	wh2_main_rogue_hef_tor_elithis
chaos_wastes	wh2_main_rogue_hung_warband
chaos_wastes	wh2_main_rogue_jerrods_errantry
chaos_wastes	wh2_main_rogue_mangy_houndz
chaos_wastes	wh2_main_rogue_morrsliebs_howlers
chaos_wastes	wh2_main_rogue_pirates_of_the_far_sea
chaos_wastes	wh2_main_rogue_pirates_of_the_southern_ocean
chaos_wastes	wh2_main_rogue_pirates_of_trantio
chaos_wastes	wh2_main_rogue_scions_of_tesseninck
chaos_wastes	wh2_main_rogue_scourge_of_aquitaine
chaos_wastes	wh2_main_rogue_stuff_snatchers
chaos_wastes	wh2_main_rogue_teef_snatchaz
chaos_wastes	wh2_main_rogue_the_wandering_dead
chaos_wastes	wh2_main_rogue_troll_skullz
chaos_wastes	wh2_main_rogue_vauls_expedition
chaos_wastes	wh2_main_rogue_vmp_heirs_of_mourkain
chaos_wastes	wh2_main_rogue_wef_hunters_of_kurnous
chaos_wastes	wh2_main_rogue_worldroot_rangers
chaos_wastes	wh2_main_rogue_wrath_of_nature
chaos_wastes	wh3_dlc20_chs_azazel
chaos_wastes	wh3_dlc20_chs_festus
chaos_wastes	wh3_dlc20_chs_kholek
chaos_wastes	wh3_dlc20_chs_sigvald
chaos_wastes	wh3_dlc20_chs_valkia
chaos_wastes	wh3_dlc20_chs_vilitch
chaos_wastes	wh3_dlc20_kho_blood_keepers
chaos_wastes	wh3_dlc20_nor_dolgan
chaos_wastes	wh3_dlc20_nor_kuj
chaos_wastes	wh3_dlc20_nor_kul
chaos_wastes	wh3_dlc20_nor_tong
chaos_wastes	wh3_dlc20_nor_yusak
chaos_wastes	wh3_dlc20_nur_pallid_nurslings
chaos_wastes	wh3_dlc20_sla_keepers_of_bliss
chaos_wastes	wh3_dlc20_tze_apostles_of_change
chaos_wastes	wh3_dlc20_tze_the_sightless
chaos_wastes	wh3_dlc21_nor_wyrmkins
chaos_wastes	wh3_dlc23_chd_astragoth
chaos_wastes	wh3_dlc23_chd_chaos_dwarfs
chaos_wastes	wh3_dlc23_chd_chaos_dwarfs_qb1
chaos_wastes	wh3_dlc23_chd_chaos_dwarfs_qb2
chaos_wastes	wh3_dlc23_chd_chaos_dwarfs_rebels
chaos_wastes	wh3_dlc23_chd_conclave
chaos_wastes	wh3_dlc23_chd_legion_of_azgorh
chaos_wastes	wh3_dlc23_chd_minor_faction
chaos_wastes	wh3_dlc23_chd_zhatan
chaos_wastes	wh3_dlc23_rogue_karaz_a_karak_expedition
chaos_wastes	wh3_dlc23_rogue_sacred_host_of_tepok
chaos_wastes	wh3_dlc23_rogue_the_cult_of_morgrim
chaos_wastes	wh3_dlc24_grn_chaos_dwarfs_labourer_rebels
chaos_wastes	wh3_dlc24_lzd_lizardmen_invasion
chaos_wastes	wh3_dlc24_tze_the_deceivers
chaos_wastes	wh3_main_chs_dreaded_wo
chaos_wastes	wh3_main_chs_gharhar
chaos_wastes	wh3_main_chs_khazag
chaos_wastes	wh3_main_chs_kvellig
chaos_wastes	wh3_main_chs_shadow_legion
chaos_wastes	wh3_main_chs_tong
chaos_wastes	wh3_main_dae_daemon_prince
chaos_wastes	wh3_main_kho_bloody_sword
chaos_wastes	wh3_main_kho_brazen_throne
chaos_wastes	wh3_main_kho_crimson_skull
chaos_wastes	wh3_main_kho_exiles_of_khorne
chaos_wastes	wh3_main_kho_karneths_sons
chaos_wastes	wh3_main_kho_khorne
chaos_wastes	wh3_main_kho_khorne_qb1
chaos_wastes	wh3_main_kho_khorne_rebels
chaos_wastes	wh3_main_nur_bubonic_swarm
chaos_wastes	wh3_main_nur_maggoth_kin
chaos_wastes	wh3_main_nur_nurgle
chaos_wastes	wh3_main_nur_nurgle_qb1
chaos_wastes	wh3_main_nur_nurgle_rebels
chaos_wastes	wh3_main_nur_poxmakers_of_nurgle
chaos_wastes	wh3_main_nur_septic_claw
chaos_wastes	wh3_main_rogue_alliance_of_order
chaos_wastes	wh3_main_rogue_argfluxs_pyrocasters
chaos_wastes	wh3_main_rogue_doombreeds_followers
chaos_wastes	wh3_main_rogue_kurgan_warband
chaos_wastes	wh3_main_rogue_legion_of_gorehath
chaos_wastes	wh3_main_rogue_scaberaxs_gluttons
chaos_wastes	wh3_main_rogue_scriveners_of_fate
chaos_wastes	wh3_main_rogue_shadow_legion
chaos_wastes	wh3_main_rogue_the_baleful_princes_muses
chaos_wastes	wh3_main_rogue_the_bloody_harvest
chaos_wastes	wh3_main_rogue_the_challenge_stone_pact
chaos_wastes	wh3_main_rogue_the_convent
chaos_wastes	wh3_main_rogue_the_fluxion_host
chaos_wastes	wh3_main_rogue_the_glothal_brood
chaos_wastes	wh3_main_rogue_the_pleasure_tide
chaos_wastes	wh3_main_rogue_the_putrid_swarm
chaos_wastes	wh3_main_rogue_the_treaty_of_ashshair
chaos_wastes	wh3_main_sla_exquisite_pain
chaos_wastes	wh3_main_sla_rapturous_excess
chaos_wastes	wh3_main_sla_seducers_of_slaanesh
chaos_wastes	wh3_main_sla_slaanesh
chaos_wastes	wh3_main_sla_slaanesh_qb1
chaos_wastes	wh3_main_sla_slaanesh_rebels
chaos_wastes	wh3_main_sla_subtle_torture
chaos_wastes	wh3_main_tze_all_seeing_eye
chaos_wastes	wh3_main_tze_broken_wheel
chaos_wastes	wh3_main_tze_flaming_scribes
chaos_wastes	wh3_main_tze_oracles_of_tzeentch
chaos_wastes	wh3_main_tze_sarthoraels_watchers
chaos_wastes	wh3_main_tze_tzeentch
chaos_wastes	wh3_main_tze_tzeentch_invasion
chaos_wastes	wh3_main_tze_tzeentch_qb1
chaos_wastes	wh3_main_tze_tzeentch_rebels
chaos_wastes	wh_dlc03_bst_beastmen
chaos_wastes	wh_dlc03_bst_beastmen_ally
chaos_wastes	wh_dlc03_bst_beastmen_chaos
chaos_wastes	wh_dlc03_bst_beastmen_rebels
chaos_wastes	wh_dlc03_bst_jagged_horn
chaos_wastes	wh_dlc03_bst_redhorn
chaos_wastes	wh_dlc05_bst_morghur_herd
chaos_wastes	wh_dlc08_chs_chaos_challenger_khorne
chaos_wastes	wh_dlc08_chs_chaos_challenger_nurgle
chaos_wastes	wh_dlc08_chs_chaos_challenger_slaanesh
chaos_wastes	wh_dlc08_chs_chaos_challenger_tzeentch
chaos_wastes	wh_dlc08_nor_goromadny_tribe
chaos_wastes	wh_dlc08_nor_helspire_tribe
chaos_wastes	wh_dlc08_nor_naglfarlings
chaos_wastes	wh_dlc08_nor_norsca
chaos_wastes	wh_dlc08_nor_vanaheimlings
chaos_wastes	wh_dlc08_nor_wintertooth
chaos_wastes	wh_main_chs_chaos
chaos_wastes	wh_main_chs_chaos_rebels
chaos_wastes	wh_main_chs_chaos_separatists
chaos_wastes	wh_main_nor_aesling
chaos_wastes	wh_main_nor_baersonling
chaos_wastes	wh_main_nor_bjornling
chaos_wastes	wh_main_nor_graeling
chaos_wastes	wh_main_nor_norsca_rebels
chaos_wastes	wh_main_nor_sarl
chaos_wastes	wh_main_nor_skaeling
chaos_wastes	wh_main_nor_varg
compass	wh3_dlc24_cth_the_celestial_court
compass	wh3_main_cth_burning_wind_nomads
compass	wh3_main_cth_cathay_mp
compass	wh3_main_cth_celestial_loyalists
compass	wh3_main_cth_dissenter_lords_of_jinshen
compass	wh3_main_cth_eastern_river_lords
compass	wh3_main_cth_imperial_wardens
compass	wh3_main_cth_rebel_lords_of_nan_yang
compass	wh3_main_cth_the_jade_custodians
compass	wh3_main_cth_the_northern_provinces
compass	wh3_main_cth_the_western_provinces
deep_sea	wh2_dlc09_rogue_black_creek_raiders
deep_sea	wh2_dlc09_rogue_dwellers_of_zardok
deep_sea	wh2_dlc09_rogue_eyes_of_the_jungle
deep_sea	wh2_dlc09_rogue_pilgrims_of_myrmidia
deep_sea	wh2_dlc11_brt_bretonnia_dil
deep_sea	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
deep_sea	wh2_dlc11_cst_noctilus
deep_sea	wh2_dlc11_cst_noctilus_separatists
deep_sea	wh2_dlc11_cst_pirates_of_sartosa
deep_sea	wh2_dlc11_cst_pirates_of_sartosa_separatists
deep_sea	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
deep_sea	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
deep_sea	wh2_dlc11_cst_rogue_freebooters_of_port_royale
deep_sea	wh2_dlc11_cst_rogue_grey_point_scuttlers
deep_sea	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
deep_sea	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
deep_sea	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
deep_sea	wh2_dlc11_cst_shanty_dragon_spine_privateers
deep_sea	wh2_dlc11_cst_shanty_middle_sea_brigands
deep_sea	wh2_dlc11_cst_shanty_shark_straight_seadogs
deep_sea	wh2_dlc11_cst_the_drowned
deep_sea	wh2_dlc11_cst_the_drowned_separatists
deep_sea	wh2_dlc11_cst_vampire_coast
deep_sea	wh2_dlc11_cst_vampire_coast_rebellion_rebels
deep_sea	wh2_dlc11_cst_vampire_coast_rebels
deep_sea	wh2_dlc11_cst_vampire_coast_separatists
deep_sea	wh2_dlc11_def_dark_elves_dil
deep_sea	wh2_dlc11_emp_empire_dil
deep_sea	wh2_dlc11_nor_norsca_dil
deep_sea	wh2_dlc13_lzd_avengers
deep_sea	wh2_dlc13_nor_norsca_invasion
deep_sea	wh2_dlc16_emp_empire_qb8
deep_sea	wh2_dlc17_bst_beastmen_qb4
deep_sea	wh2_dlc17_bst_beastmen_qb5
deep_sea	wh2_dlc17_bst_beastmen_qb6
deep_sea	wh2_dlc17_bst_beastmen_qb7
deep_sea	wh2_main_nor_hung_incursion_def
deep_sea	wh2_main_nor_hung_incursion_hef
deep_sea	wh2_main_nor_hung_incursion_lzd
deep_sea	wh2_main_nor_hung_incursion_skv
deep_sea	wh3_dlc21_cst_dead_flag_fleet
deep_sea	wh3_dlc23_rogue_karaz_a_karak_expedition
deep_sea	wh3_dlc23_rogue_sacred_host_of_tepok
deep_sea	wh3_dlc23_rogue_the_cult_of_morgrim
deep_sea	wh3_dlc24_cst_vampire_coast_bloated_rebels
deep_sea	wh3_dlc24_lzd_lizardmen_invasion
deep_sea	wh3_main_cst_dread_rock_privateers
deep_sea	wh_main_nor_bjornling
desertion	wh2_dlc11_brt_bretonnia_dil
desertion	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
desertion	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
desertion	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
desertion	wh2_dlc11_cst_rogue_freebooters_of_port_royale
desertion	wh2_dlc11_cst_rogue_grey_point_scuttlers
desertion	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
desertion	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
desertion	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
desertion	wh2_dlc11_cst_shanty_dragon_spine_privateers
desertion	wh2_dlc11_cst_shanty_middle_sea_brigands
desertion	wh2_dlc11_cst_shanty_shark_straight_seadogs
desertion	wh2_dlc11_def_dark_elves_dil
desertion	wh2_dlc11_emp_empire_dil
desertion	wh2_dlc11_nor_norsca_dil
desertion	wh2_dlc13_bst_beastmen_invasion
desertion	wh2_dlc13_grn_greenskins_invasion
desertion	wh2_dlc13_lzd_avengers
desertion	wh2_dlc13_nor_norsca_invasion
desertion	wh2_dlc13_skv_skaven_invasion
desertion	wh2_dlc16_chs_acolytes_of_the_keeper
desertion	wh2_dlc16_emp_empire_qb8
desertion	wh2_dlc17_bst_beastmen_qb4
desertion	wh2_dlc17_bst_beastmen_qb5
desertion	wh2_dlc17_bst_beastmen_qb6
desertion	wh2_dlc17_bst_beastmen_qb7
desertion	wh2_main_chs_chaos_incursion_def
desertion	wh2_main_chs_chaos_incursion_hef
desertion	wh2_main_chs_chaos_incursion_lzd
desertion	wh2_main_chs_chaos_incursion_skv
desertion	wh2_main_nor_hung_incursion_def
desertion	wh2_main_nor_hung_incursion_hef
desertion	wh2_main_nor_hung_incursion_lzd
desertion	wh2_main_nor_hung_incursion_skv
desertion	wh2_main_skv_unknown_clan_def
desertion	wh2_main_skv_unknown_clan_hef
desertion	wh2_main_skv_unknown_clan_lzd
desertion	wh2_main_skv_unknown_clan_skv
desertion	wh3_dlc23_rogue_karaz_a_karak_expedition
