key	effects	duration	expended_cost	required_cost	image_path	upkeep_cost	point_cost	cooldown	swap_cost	sort_order	on_trigger_vo_event
wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_1	wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_1	-1			UI\skins\default\cp1_cth_tiger_court\icons_decrees\wh3_cp1_tiger_court_decree_thousand_gods_3.png		0	1		0	
wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_2	wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_2	-1			UI\skins\default\cp1_cth_tiger_court\icons_decrees\wh3_cp1_tiger_court_decree_thousand_gods_2.png		0	1		0	
wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_3	wh3_cp1_feature_initiatives_cth_court_decrees_spiritual_3	-1			UI\skins\default\cp1_cth_tiger_court\icons_decrees\wh3_cp1_tiger_court_decree_thousand_gods_1.png		0	1		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_kho	wh3_dlc20_character_mark_daemon_prince_kho	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_khorne.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_khorne_from_und	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_kho_from_und	wh3_dlc20_character_mark_daemon_prince_kho_from_und	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_khorne.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_nur	wh3_dlc20_character_mark_daemon_prince_nur	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle_from_und	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_nur_from_und	wh3_dlc20_character_mark_daemon_prince_nur_from_und	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_sla	wh3_dlc20_character_mark_daemon_prince_sla	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_from_und	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_sla_from_und	wh3_dlc20_character_mark_daemon_prince_sla_from_und	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_tze	wh3_dlc20_character_mark_daemon_prince_tze	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch_from_und	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_tze_from_und	wh3_dlc20_character_mark_daemon_prince_tze_from_und	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_upgrade_effects	1	wh3_dlc20_character_mark_daemon_prince_und	wh3_dlc20_character_mark_daemon_prince_und	UI\skins\default\path_to_glory\mark_of_chaos_daemon_prince_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_01	wh3_dlc20_character_initiative_chs_chaos_lord_kho_01	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_02	wh3_dlc20_character_initiative_chs_chaos_lord_kho_02	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_03	wh3_dlc20_character_initiative_chs_chaos_lord_kho_03	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_04	wh3_dlc20_character_initiative_chs_chaos_lord_kho_04	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_05	wh3_dlc20_character_initiative_chs_chaos_lord_kho_05	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_06	wh3_dlc20_character_initiative_chs_chaos_lord_kho_06	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_07	wh3_dlc20_character_initiative_chs_chaos_lord_kho_07	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_08	wh3_dlc20_character_initiative_chs_chaos_lord_kho_08	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_kho_09	wh3_dlc20_character_initiative_chs_chaos_lord_kho_09	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_01	wh3_dlc20_character_initiative_chs_chaos_lord_sla_01	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_02	wh3_dlc20_character_initiative_chs_chaos_lord_sla_02	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_03	wh3_dlc20_character_initiative_chs_chaos_lord_sla_03	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_04	wh3_dlc20_character_initiative_chs_chaos_lord_sla_04	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_05	wh3_dlc20_character_initiative_chs_chaos_lord_sla_05	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_06	wh3_dlc20_character_initiative_chs_chaos_lord_sla_06	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_07	wh3_dlc20_character_initiative_chs_chaos_lord_sla_07	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_08	wh3_dlc20_character_initiative_chs_chaos_lord_sla_08	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_sla_09	wh3_dlc20_character_initiative_chs_chaos_lord_sla_09	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_01	wh3_dlc20_character_initiative_chs_chaos_lord_und_01	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_02	wh3_dlc20_character_initiative_chs_chaos_lord_und_02	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_03	wh3_dlc20_character_initiative_chs_chaos_lord_und_03	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_04	wh3_dlc20_character_initiative_chs_chaos_lord_und_04	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_05	wh3_dlc20_character_initiative_chs_chaos_lord_und_05	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_06	wh3_dlc20_character_initiative_chs_chaos_lord_und_06	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_07	wh3_dlc20_character_initiative_chs_chaos_lord_und_07	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_08	wh3_dlc20_character_initiative_chs_chaos_lord_und_08	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_lord_und_09	wh3_dlc20_character_initiative_chs_chaos_lord_und_09	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_01	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_02	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_03	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_04	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_05	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_06	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_07	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_08	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_09	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_nur_10	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_01	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_02	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_03	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_04	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_05	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_06	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_07	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_08	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_09	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_tze_10	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_01	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_02	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_03	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_04	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_05	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_06	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_07	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_08	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_09	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_lord_und_10	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_01	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_02	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_03	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_04	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_05	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_06	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_07	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_08	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_09	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_10	-1			UI\skins\default\path_to_glory\boon_background_image_slaanesh.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_01	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_02	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_03	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_04	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_05	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_06	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_07	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_08	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_09	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_10	-1			UI\skins\default\path_to_glory\boon_background_image_tzeentch.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_01	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_01	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_02	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_02	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_03	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_03	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_04	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_04	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_05	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_05	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_06	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_06	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_07	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_07	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_08	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_08	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_09	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_09	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_10	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_10	-1			UI\skins\default\path_to_glory\boon_background_image_undivided.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_01	wh3_dlc20_character_initiative_chs_daemon_prince_kho_01	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_02	wh3_dlc20_character_initiative_chs_daemon_prince_kho_02	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_03	wh3_dlc20_character_initiative_chs_daemon_prince_kho_03	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_04	wh3_dlc20_character_initiative_chs_daemon_prince_kho_04	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_05	wh3_dlc20_character_initiative_chs_daemon_prince_kho_05	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_06	wh3_dlc20_character_initiative_chs_daemon_prince_kho_06	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_07	wh3_dlc20_character_initiative_chs_daemon_prince_kho_07	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_08	wh3_dlc20_character_initiative_chs_daemon_prince_kho_08	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_kho_09	wh3_dlc20_character_initiative_chs_daemon_prince_kho_09	-1			UI\skins\default\path_to_glory\boon_background_image_khorne.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_01	wh3_dlc20_character_initiative_chs_daemon_prince_nur_01	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_02	wh3_dlc20_character_initiative_chs_daemon_prince_nur_02	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_03	wh3_dlc20_character_initiative_chs_daemon_prince_nur_03	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_04	wh3_dlc20_character_initiative_chs_daemon_prince_nur_04	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_05	wh3_dlc20_character_initiative_chs_daemon_prince_nur_05	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_06	wh3_dlc20_character_initiative_chs_daemon_prince_nur_06	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_07	wh3_dlc20_character_initiative_chs_daemon_prince_nur_07	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
wh3_dlc20_character_initiative_chs_daemon_prince_nur_08	wh3_dlc20_character_initiative_chs_daemon_prince_nur_08	-1			UI\skins\default\path_to_glory\boon_background_image_nurgle.png		0	0		0	
