key	hit_points	model	battle_entity	gun_type	docking_clearance	engine	image_path	recruitment_cap	uses_8m_wall	uses_15m_wall	cost	category_image_path	special_edition_mask	ignition_threshold	attack_damage	selection_priority	sort_order	autoresolver_effectiveness	audio_type
kho_siege_tower_15m	12000	kho_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	6	1.0000	wh3_siege_tower_khorne
ksl_battering_ram	16000	ksl_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
ksl_siege_tower_15m	12000	ksl_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	13	1.0000	
lzd_battering_ram	16000	lzd_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	1	0.5000	wh2_siege_tower_lizardmen
lzd_siege_tower_15m	12000	lzd_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	7	1.0000	wh2_siege_tower_lizardmen
nor_battering_ram	16000	nor_batteringram	nor_battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	1	1.0000	
nor_siege_tower_15m	12000	nor_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	7	1.0000	
nur_battering_ram	16000	nur_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
nur_siege_tower_15m	12000	nur_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	6	1.0000	wh3_siege_tower_nurgle
skv_battering_ram	16000	skv_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
skv_siege_tower_15m	12000	skv_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	10	1.0000	wh2_siege_tower_skaven
sla_battering_ram	16000	sla_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
sla_batteringram	500	sla_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/siege_tower.png	-1	false	false	0	PLACEHOLDER	0	100	0.0000	1.0000	0	0.0000	
sla_siege_tower_15m	12000	sla_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	6	1.0000	wh_war_machine_wef_large
tmb_battering_ram	16000	tmb_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
tmb_siege_tower_15m	12000	tmb_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	10	1.0000	wh_war_machine_wood_large
tze_battering_ram	16000	tze_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	3	0.5000	
tze_batteringram	500	tze_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/siege_tower.png	-1	false	false	0	PLACEHOLDER	0	100	0.0000	1.0000	0	0.0000	
tze_siege_tower_15m	12000	tze_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	6	1.0000	wh_war_machine_wef_large
vmp_battering_ram	16000	vmp_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	5	0.5000	wh_war_machine_vampire_large
vmp_siege_tower_15m	12000	vmp_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	12	1.0000	wh_war_machine_vampire_large
wef_battering_ram	16000	wef_batteringram	battering_ram		2.0000		UI/Battle UI/siege_vehicle_icons/battering_ram_medium.png	-1	true	true	0	UI/Battle UI/siege_vehicle_icons/battering_ram_cat.png	0	3000	3000.0000	1.0000	0	0.5000	wh_war_machine_wef_large
wef_siege_tower_15m	12000	wef_siege_tower_15m	siege_tower		3.2000		UI/Battle UI/siege_vehicle_icons/siege_tower_medium.png	-1	false	true	0	UI/Battle UI/siege_vehicle_icons/tower_cat.png	0	2000	0.0000	2.0000	6	1.0000	wh_war_machine_wef_large
