event	target	icon	instant_open	located	persistent	primary_detail	target_criteria	ignore_instant_open_filters
conquest_battle	event_feed_target_conquest_battle_defender_parent_army_faction	event_military_neutral.png	true	event_feed_location_character_battle_attacker_primary_general	true	wh_event_feed_string_conquest_battle_primary_detail_defender_result_parent	event_feed_target_criteria_attack_outcome	false
conquest_enemy_raid_settlement	event_feed_target_raided_faction	event_military_negative.png	false	event_feed_location_raided	false	wh_event_feed_string_conquest_enemy_raid_primary_detail	event_feed_none	false
conquest_province_contested	event_feed_target_owner	event_province_neutral.png	false	event_feed_none	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
conquest_province_secured	event_feed_target_province_faction	event_province_positive.png	true	event_feed_location_province	true	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_none	false
conquest_sea_region_contested	event_feed_target_owner	event_navy_negative.png	false	event_feed_none	true	wh_event_feed_string_conquest_sea_region_all_primary_detail	event_feed_none	false
conquest_sea_region_controlled	event_feed_target_owner	event_navy_positive.png	false	event_feed_none	true	wh_event_feed_string_conquest_sea_region_all_primary_detail	event_feed_none	false
conquest_settlement_capital_captured	event_feed_target_conquest_captured_from	event_region_negative.png	true	event_feed_location_character_occupier	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_settlement_capital_captured	event_feed_target_conquest_occupier_faction	event_region_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_settlement_captured	event_feed_target_conquest_captured_from	event_region_negative.png	true	event_feed_location_character_occupier	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_settlement_captured	event_feed_target_conquest_occupier_faction	event_region_positive.png	false	event_feed_location_character_occupier	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_settlement_surrender_warning	event_feed_target_settlement_faction	event_military_neutral.png	true	event_feed_location_settlement	false	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_siege_established	event_feed_target_conquest_besieged_faction	event_city_negative.png	true	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_siege_established	event_feed_target_conquest_besieger_faction	event_city_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_siege_lifted	event_feed_target_conquest_besieged_faction	event_city_positive.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
conquest_siege_lifted	event_feed_target_conquest_besieger_faction	event_city_neutral.png	false	event_feed_location_settlement	true	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_none	false
diplomacy_enemy_discovered	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_criteria_recipient_culture	false
diplomacy_enemy_discovered	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_criteria_actor_culture	false
diplomacy_faction_destroyed	event_feed_target_faction_known_to	event_diplomacy_neutral.png	true	event_feed_location_faction	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_target_criteria_faction_culture	false
diplomacy_faction_emerges	event_feed_target_faction_known_to	event_diplomacy_neutral.png	false	event_feed_location_faction	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_faction_encountered	event_feed_target_diplomacy_faction_1	event_diplomacy_neutral.png	false	event_feed_location_faction_2	true	wh_event_feed_string_diplomacy_faction_encountered_primary_detail	event_feed_target_criteria_faction_2_culture	false
diplomacy_faction_joins_war	event_feed_target_diplomacy_war_faction_1_b	event_diplomacy_negative.png	true	event_feed_location_faction_joining_faction	true	wh_event_feed_string_diplomacy_faction_joins_war_primary_detail_joined_against	event_feed_none	false
diplomacy_faction_joins_war	event_feed_target_diplomacy_war_faction_2	event_diplomacy_positive.png	false	event_feed_location_faction_war_faction_1	true	wh_event_feed_string_diplomacy_faction_joins_war_primary_detail_joined_by	event_feed_none	false
diplomacy_manipulation_complete_break_alliance	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_target_owner_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_break_alliance_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_break_alliance	event_feed_target_ritual_target_faction	event_cotw_negative.png	true	event_feed_target_source_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_break_alliance_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_break_alliance	event_feed_target_source_faction	event_cotw_negative.png	true	event_feed_target_ritual_target_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_break_alliance_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_peace	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_target_owner_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_peace	event_feed_target_ritual_target_faction	event_cotw_neutral.png	true	event_feed_target_source_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_peace	event_feed_target_source_faction	event_cotw_neutral.png	true	event_feed_target_ritual_target_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_war	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_target_owner_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_war	event_feed_target_ritual_target_faction	event_cotw_negative.png	true	event_feed_target_source_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_force_war	event_feed_target_source_faction	event_cotw_negative.png	true	event_feed_target_ritual_target_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_force_war_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_give_war_coordination_military_force_target	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_target_owner_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_give_war_coordination_military_force_target_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_give_war_coordination_region_target	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_target_owner_faction	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_give_war_coordination_region_target_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_transfer_settlement	event_feed_target_owner_faction	event_cotw_positive.png	true	event_feed_location_objective_settlement	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_transfer_settlement_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_transfer_settlement	event_feed_target_ritual_target_faction	event_cotw_positive.png	true	event_feed_location_objective_settlement	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_transfer_settlement_primary_detail	event_feed_none	false
diplomacy_manipulation_complete_transfer_settlement	event_feed_target_source_faction	event_cotw_negative.png	true	event_feed_location_objective_settlement	true	wh3_main_event_feed_string_diplomacy_manipulation_complete_transfer_settlement_primary_detail	event_feed_none	false
diplomacy_region_trade	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_region	true	wh3_main_event_feed_string_diplomacy_region_trade_primary_detail	event_feed_none	false
diplomacy_region_trade	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_region	true	wh3_main_event_feed_string_diplomacy_region_trade_primary_detail	event_feed_none	false
diplomacy_treaty_broken_defensive_alliance_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_defensive_alliance	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_defensive_alliance	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_military_alliance_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_military_alliance	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_military_alliance	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_non_aggression_pact_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_non_aggression_pact	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_non_aggression_pact	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_soft_military_access_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_soft_military_access	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_trade_dissolved	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_trade_dissolved	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_trade_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_trade	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_trade	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_vassal_manipulated	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_broken_vassal	event_feed_target_diplomacy_actor	event_diplomacy_neutral.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_broken_vassal	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	true	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_defensive_alliance	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_defensive_alliance	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_negotiated_military_alliance	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_military_alliance	event_feed_target_diplomacy_known_to	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_none	false
diplomacy_treaty_negotiated_military_alliance	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_negotiated_non_aggression_pact	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_non_aggression_pact	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_negotiated_peace	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_peace	event_feed_target_diplomacy_known_to	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_none	false
diplomacy_treaty_negotiated_peace	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_negotiated_soft_military_access	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_trade	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_treaty_negotiated_trade	event_feed_target_diplomacy_recipient	event_diplomacy_positive.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
diplomacy_treaty_negotiated_vassal	event_feed_target_diplomacy_actor	event_diplomacy_positive.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_trespassing	event_feed_target_faction	event_diplomacy_negative.png	false	event_feed_location_military_force_general	true	wh_event_feed_string_diplomacy_trespassing_primary_detail	event_feed_none	false
diplomacy_trespassing	event_feed_target_military_force_faction	event_diplomacy_negative.png	false	event_feed_location_military_force_general	true	wh_event_feed_string_diplomacy_trespassing_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_force_invalidated	event_feed_target_ally	event_diplomacy_negative.png	true	event_feed_location_target_general	false	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_force_pursued	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target_general	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_force_success	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target_general	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_region_invalidated	event_feed_target_ally	event_diplomacy_negative.png	true	event_feed_location_target	false	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_region_pursued	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_defensive_target_region_success	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_available	event_feed_target_faction	event_diplomacy_positive.png	false	event_feed_none	false	wh_event_feed_string_diplomacy_war_coordination_target_available_primary_details	event_feed_none	false
diplomacy_war_coordination_target_force_invalidated	event_feed_target_ally	event_diplomacy_negative.png	true	event_feed_location_target_general	false	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_force_invalidated	event_feed_target_faction	event_diplomacy_negative.png	true	event_feed_location_target_general	false	wh_event_feed_string_diplomacy_war_coordination_target_force_pursued_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_force_pursued	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target_general	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_force_success	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target_general	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_force_success	event_feed_target_faction	event_diplomacy_positive.png	true	event_feed_location_target_general	true	wh_event_feed_string_diplomacy_war_coordination_target_force_pursued_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_invalidated	event_feed_target_ally	event_diplomacy_negative.png	true	event_feed_location_target	false	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_invalidated	event_feed_target_faction	event_diplomacy_negative.png	true	event_feed_location_target	false	wh_event_feed_string_diplomacy_war_coordination_target_force_pursued_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_occupation_invalidated	event_feed_target_ally	event_diplomacy_negative.png	true	event_feed_location_target	false	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_occupation_pursued	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_occupation_success	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_pursued	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_success	event_feed_target_ally	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_none	false
diplomacy_war_coordination_target_region_success	event_feed_target_faction	event_diplomacy_positive.png	true	event_feed_location_target	true	wh_event_feed_string_diplomacy_war_coordination_target_force_pursued_primary_detail	event_feed_none	false
diplomacy_war_declared	event_feed_target_diplomacy_actor	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_none	false
diplomacy_war_declared	event_feed_target_diplomacy_known_to	event_diplomacy_negative.png	false	event_feed_location_faction_recipient	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_none	false
diplomacy_war_declared	event_feed_target_diplomacy_recipient	event_diplomacy_negative.png	false	event_feed_location_faction_actor	true	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_none	false
