key	character_for_vo
cat_zhao_ming_bat_speeches_01	zhao_ming
cat_zhao_ming_bat_speeches_02	zhao_ming
cat_zhao_ming_bat_speeches_03	zhao_ming
cat_zhao_ming_bat_speeches_04	zhao_ming
cat_zhao_ming_bat_speeches_05	zhao_ming
dlc09_qb_skv_tretch_craventail_lucky_skullhelm_stage_5_intro_01	tretch
dlc09_qb_skv_tretch_craventail_lucky_skullhelm_stage_5_intro_02	tretch
dlc09_qb_skv_tretch_craventail_lucky_skullhelm_stage_5_intro_03	tretch
esc_to_skip_cutscene	
topic_leader_new_objective	
topic_leader_new_topic	
wh2_dlc09_qb_skv_tretch_craventail_final_battle_pt_01	tretch
wh2_dlc09_qb_skv_tretch_craventail_final_battle_pt_02	tretch
wh2_dlc09_qb_skv_tretch_craventail_final_battle_pt_03	tretch
wh2_dlc09_qb_skv_tretch_craventail_final_battle_pt_04	tretch
wh2_dlc09_qb_tmb_arkhan_the_staff_of_nagash_stage_5_staff_of_nagash_part_01	
wh2_dlc09_qb_tmb_arkhan_the_staff_of_nagash_stage_5_staff_of_nagash_part_02	
wh2_dlc09_qb_tmb_arkhan_the_staff_of_nagash_stage_5_staff_of_nagash_part_03	
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_4_mortuary_of_tzulaqua_part_01	
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_4_mortuary_of_tzulaqua_part_02	
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_4_mortuary_of_tzulaqua_part_03	
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_4_mortuary_of_tzulaqua_part_04	
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_pt_01	khalida
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_pt_02	khalida
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_pt_03	khalida
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_part_01	
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_part_02	
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_part_03	
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_part_01	
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_part_02	
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_part_03	
wh2_dlc09_tmb_arkhan_qb_final_battle_01	
wh2_dlc09_tmb_arkhan_qb_final_battle_02	
wh2_dlc09_tmb_arkhan_qb_final_battle_03	
wh2_dlc09_tmb_arkhan_qb_final_battle_04	
wh2_dlc09_tmb_khalida_qb_final_battle_01	
wh2_dlc09_tmb_khalida_qb_final_battle_02	
wh2_dlc09_tmb_khalida_qb_final_battle_03	
wh2_dlc09_tmb_khatep_qb_final_battle_01	
wh2_dlc09_tmb_khatep_qb_final_battle_02	
wh2_dlc09_tmb_khatep_qb_final_battle_03	
wh2_dlc09_tmb_khatep_qb_final_battle_04	
wh2_dlc09_tmb_settra_qb_final_battle_pt_01	
wh2_dlc09_tmb_settra_qb_final_battle_pt_02	
wh2_dlc09_tmb_settra_qb_final_battle_pt_03	
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_part_01	
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_part_02	
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_part_03	
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_intro_01	
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_intro_02	
wh2_dlc10_qb_def_hellebron_final_battle_pt_01	hellebron
wh2_dlc10_qb_def_hellebron_final_battle_pt_02	hellebron
wh2_dlc10_qb_def_hellebron_final_battle_pt_03	hellebron
wh2_dlc10_qb_def_hellebron_final_battle_pt_04	hellebron
wh2_dlc10_qb_hef_alarielle_final_battle_pt_01	alarielle
wh2_dlc10_qb_hef_alarielle_final_battle_pt_02	alarielle
wh2_dlc10_qb_hef_alarielle_final_battle_pt_03	alarielle
wh2_dlc10_qb_hef_alarielle_final_battle_pt_04	alarielle
wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5_intro_01	
wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5_intro_02	
wh2_dlc10_qb_hef_alarielle_star_of_avelorn_stage_5_intro_03	
wh2_dlc10_qb_hef_alith_anar_final_battle_pt_01	alith_anar
wh2_dlc10_qb_hef_alith_anar_final_battle_pt_02	alith_anar
wh2_dlc10_qb_hef_alith_anar_final_battle_pt_03	alith_anar
wh2_dlc10_qb_hef_alith_anar_final_battle_pt_04	alith_anar
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_intro_01	
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_intro_02	
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_intro_03	
wh2_dlc11_Aranessa_Saltspite_QB_Krakens_Bane_pt_01	
wh2_dlc11_Aranessa_Saltspite_QB_Krakens_Bane_pt_02	
wh2_dlc11_Aranessa_Saltspite_QB_Krakens_Bane_pt_03	
wh2_dlc11_CylostaDirefin_QB_Bordeleaux_Flabellum_alt_pt_01	
wh2_dlc11_CylostaDirefin_QB_Bordeleaux_Flabellum_alt_pt_02	
wh2_dlc11_CylostaDirefin_QB_Bordeleaux_Flabellum_pt_01	
wh2_dlc11_CylostaDirefin_QB_Bordeleaux_Flabellum_pt_02	
wh2_dlc11_Lokhir_Fellheart_QB_Helm_Of_Kraken_pt_01	
wh2_dlc11_Lokhir_Fellheart_QB_Helm_Of_Kraken_pt_02	
wh2_dlc11_Lokhir_Fellheart_QB_Helm_Of_Kraken_pt_03	
wh2_dlc11_Lokhir_Fellheart_VC_Final_Battle_pt_01	
wh2_dlc11_Lokhir_Fellheart_VC_Final_Battle_pt_02	
wh2_dlc11_Lokhir_Fellheart_VC_Final_Battle_pt_03	
wh2_dlc11_Lokhir_Fellheart_VC_Final_Battle_pt_04	
wh2_dlc11_Lokhir_Fellheart_VC_Final_Battle_pt_05	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_stage_4_intro_01	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_stage_4_intro_02	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_stage_4_intro_03	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_stage_4_intro_04	
wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_stage_4_intro_05	
wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_stage_4_intro_01	
wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_stage_4_intro_02	
wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_stage_4_intro_03	
wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_stage_4_intro_04	
wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_stage_4_intro_05	
wh2_dlc11_qb_def_lokhir_final_battle_pt_01	lokhir
wh2_dlc11_qb_def_lokhir_final_battle_pt_02	lokhir
wh2_dlc11_qb_def_lokhir_final_battle_pt_03	lokhir
wh2_dlc11_qb_def_lokhir_final_battle_pt_04	lokhir
wh2_dlc11_sea_shanty_01	
wh2_dlc11_sea_shanty_02	
wh2_dlc11_sea_shanty_03	
wh2_dlc12_lzd_lordkroak_qb_pt_01	
wh2_dlc12_lzd_lordkroak_qb_pt_02_kroqgar	
wh2_dlc12_lzd_lordkroak_qb_pt_02_mazdamundi	
wh2_dlc12_lzd_lordkroak_qb_pt_02_tehenhauin	
wh2_dlc12_lzd_lordkroak_qb_pt_02_tiktaqto	
wh2_dlc12_lzd_lordkroak_qb_pt_03	
wh2_dlc12_lzd_lordkroak_qb_pt_04	
wh2_dlc12_lzd_tehenhauin_QB_plaque_of_sotek_pt_01	
wh2_dlc12_lzd_tehenhauin_QB_plaque_of_sotek_pt_02	
wh2_dlc12_lzd_tehenhauin_QB_plaque_of_sotek_pt_03	
wh2_dlc12_lzd_tehenhauin_QB_plaque_of_sotek_pt_04	
wh2_dlc12_lzd_tehenhauin_final_battle_pt_01	
wh2_dlc12_lzd_tehenhauin_final_battle_pt_02	
wh2_dlc12_lzd_tehenhauin_final_battle_pt_03	
wh2_dlc12_lzd_tehenhauin_final_battle_pt_04	
wh2_dlc12_lzd_tehenhauin_final_battle_pt_05	
wh2_dlc12_lzd_tiktaqto_QB_mask_of_heavens_pt_01	
wh2_dlc12_lzd_tiktaqto_QB_mask_of_heavens_pt_02	
wh2_dlc12_lzd_tiktaqto_QB_mask_of_heavens_pt_03	
wh2_dlc12_lzd_tiktaqto_QB_mask_of_heavens_pt_04	
wh2_dlc12_lzd_tiktaqto_QB_mask_of_heavens_pt_05	
wh2_dlc12_lzd_tiktaqto_final_battle_pt_01	
wh2_dlc12_lzd_tiktaqto_final_battle_pt_02	
wh2_dlc12_lzd_tiktaqto_final_battle_pt_03	
wh2_dlc12_lzd_tiktaqto_final_battle_pt_04	
wh2_dlc12_skv_ikit_claw_QB_storm_daemon_pt_01	
wh2_dlc12_skv_ikit_claw_QB_storm_daemon_pt_02	
wh2_dlc12_skv_ikit_claw_QB_storm_daemon_pt_03	
wh2_dlc12_skv_ikit_claw_QB_storm_daemon_pt_04	
wh2_dlc12_skv_ikit_claw_QB_storm_daemon_pt_05	
wh2_dlc12_skv_ikit_claw_qb_final_battle_pt_01	
wh2_dlc12_skv_ikit_claw_qb_final_battle_pt_02	
wh2_dlc12_skv_ikit_claw_qb_final_battle_pt_03	
wh2_dlc12_skv_ikit_claw_qb_final_battle_pt_04	
wh2_dlc12_skv_ikit_claw_qb_final_battle_pt_05	
wh2_dlc13_emp_markus_wulfhart_amber_bow_pt_01	
wh2_dlc13_emp_markus_wulfhart_amber_bow_pt_02	
wh2_dlc13_emp_markus_wulfhart_amber_bow_pt_03	
wh2_dlc13_emp_markus_wulfhart_amber_bow_pt_04	
wh2_dlc13_emp_markus_wulfhart_amber_bow_pt_05	
wh2_dlc13_emp_markus_wulfhart_final_battle_pt_01	
wh2_dlc13_emp_markus_wulfhart_final_battle_pt_02	
wh2_dlc13_emp_markus_wulfhart_final_battle_pt_03	
wh2_dlc13_emp_markus_wulfhart_final_battle_pt_04	
wh2_dlc13_lzd_gor_rok_final_battle_pt_01	
wh2_dlc13_lzd_gor_rok_final_battle_pt_02	
wh2_dlc13_lzd_gor_rok_final_battle_pt_03	
wh2_dlc13_lzd_gor_rok_final_battle_pt_04	
wh2_dlc13_lzd_gor_rok_shield_of_aeons_pt_01	
wh2_dlc13_lzd_gor_rok_shield_of_aeons_pt_02	
wh2_dlc13_lzd_gor_rok_shield_of_aeons_pt_03	
wh2_dlc13_lzd_gor_rok_shield_of_aeons_pt_04	
wh2_dlc13_lzd_nakai_QB_golden_tributes_pt_01	
wh2_dlc13_lzd_nakai_QB_golden_tributes_pt_02	
wh2_dlc13_lzd_nakai_QB_golden_tributes_pt_03	
wh2_dlc13_lzd_nakai_QB_ogham_shard_pt_02	
wh2_dlc13_lzd_nakai_QB_ogham_shard_pt_03	
wh2_dlc13_lzd_nakai_QB_ogham_shard_pt_04	
wh2_dlc13_lzd_nakai_QB_ogham_shard_pt_05	
wh2_dlc13_lzd_nakai_final_battle_pt_02	
wh2_dlc13_lzd_nakai_final_battle_pt_03	
wh2_dlc13_lzd_nakai_final_battle_pt_04	
wh2_dlc13_lzd_nakai_final_battle_pt_05	
wh2_dlc14_Repanse_Sword_of_Lyonesse_pt_01	
wh2_dlc14_Repanse_Sword_of_Lyonesse_pt_02	
wh2_dlc14_Repanse_Sword_of_Lyonesse_pt_03	
wh2_dlc14_Repanse_Sword_of_Lyonesse_pt_04	
wh2_dlc14_Repanse_de_Lyonese_final_battle_guardian_pt_01	
wh2_dlc14_Repanse_de_Lyonese_final_battle_guardian_pt_02	
wh2_dlc14_Repanse_de_Lyonese_final_battle_pt_03	
wh2_dlc14_Repanse_de_Lyonese_final_battle_pt_04	
wh2_dlc14_Repanse_de_Lyonese_final_battle_pt_05	
wh2_dlc14_Repanse_de_Lyonese_final_battle_vanquisher_pt_01	
wh2_dlc14_Repanse_de_Lyonese_final_battle_vanquisher_pt_02	
wh2_dlc14_Snikch_Cloak_of_Shadows_pt_01	
wh2_dlc14_Snikch_Cloak_of_Shadows_pt_02	
wh2_dlc14_Snikch_Cloak_of_Shadows_pt_03	
wh2_dlc14_Snikch_final_battle_pt_01	
wh2_dlc14_Snikch_final_battle_pt_02	
wh2_dlc14_Snikch_final_battle_pt_03	
wh2_dlc14_Snikch_final_battle_pt_04	
wh2_dlc14_Snikch_final_battle_pt_05	
wh2_dlc14_emp_Malus_Darkblade_Warpsword_of_Khaine_pt_01	
wh2_dlc14_emp_Malus_Darkblade_Warpsword_of_Khaine_pt_02	
wh2_dlc14_emp_Malus_Darkblade_Warpsword_of_Khaine_pt_03	
wh2_dlc14_emp_Malus_Darkblade_Warpsword_of_Khaine_pt_04	
wh2_dlc14_emp_Malus_Darkblade_Warpsword_of_Khaine_pt_05	
wh2_dlc14_emp_Malus_Darkblade_final_battle_pt_01	
wh2_dlc14_emp_Malus_Darkblade_final_battle_pt_02	
wh2_dlc14_emp_Malus_Darkblade_final_battle_pt_03	
wh2_dlc14_emp_Malus_Darkblade_final_battle_pt_04	
wh2_dlc15_GOB_Grom_Axe_of_Grom_pt_01	
wh2_dlc15_GOB_Grom_Axe_of_Grom_pt_02	
wh2_dlc15_GOB_Grom_Axe_of_Grom_pt_03	
wh2_dlc15_GOB_Grom_Axe_of_Grom_pt_04	
wh2_dlc15_GOB_Grom_Axe_of_Grom_pt_05	
wh2_dlc15_GOB_Grom_final_battle_pt_01	
wh2_dlc15_GOB_Grom_final_battle_pt_02	
wh2_dlc15_GOB_Grom_final_battle_pt_03	
wh2_dlc15_GOB_Grom_final_battle_pt_04	
wh2_dlc15_GOB_Grom_final_battle_pt_05	
wh2_dlc15_HEF_Imrik_Armour_of_Caledor_pt_01	
wh2_dlc15_HEF_Imrik_Armour_of_Caledor_pt_02	
wh2_dlc15_HEF_Imrik_Armour_of_Caledor_pt_03	
wh2_dlc15_HEF_Imrik_Armour_of_Caledor_pt_04	
wh2_dlc15_HEF_Imrik_final_battle_pt_01	
wh2_dlc15_HEF_Imrik_final_battle_pt_02	
wh2_dlc15_HEF_Imrik_final_battle_pt_03	
wh2_dlc15_HEF_Imrik_final_battle_pt_04	
wh2_dlc15_hef_Eltharion_Talisman_of_Hoeth_pt_01	
wh2_dlc15_hef_Eltharion_Talisman_of_Hoeth_pt_02	
wh2_dlc15_hef_Eltharion_Talisman_of_Hoeth_pt_03	
wh2_dlc15_hef_Eltharion_Talisman_of_Hoeth_pt_04	
wh2_dlc15_hef_Eltharion_final_battle_pt_01	
wh2_dlc15_hef_Eltharion_final_battle_pt_02	
wh2_dlc15_hef_Eltharion_final_battle_pt_03	
wh2_dlc15_hef_Eltharion_final_battle_pt_04	
wh2_dlc15_hef_Eltharion_final_battle_pt_05	
wh2_dlc16_Drycha_Coeddil_Unchained_IGC01_01	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC01_02	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC02_01	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC02_02	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC03_01	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC03_02	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC03_03	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC03_04	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_IGC03_05	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_pt_01	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_pt_02	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_pt_03	drycha
wh2_dlc16_Drycha_Coeddil_Unchained_pt_04	drycha
wh2_dlc16_Drycha_final_battle_Sisters_pt_01	drycha
wh2_dlc16_Drycha_final_battle_Sisters_pt_02	drycha
wh2_dlc16_Drycha_final_battle_Sisters_pt_03	drycha
wh2_dlc16_Drycha_final_battle_Thrott_pt_01	drycha
wh2_dlc16_Drycha_final_battle_Thrott_pt_02	drycha
wh2_dlc16_Drycha_final_battle_Thrott_pt_03	drycha
wh2_dlc16_Sisters_Ceithin_Har_pt_01	sisters
wh2_dlc16_Sisters_Ceithin_Har_pt_02	sisters
wh2_dlc16_Sisters_Ceithin_Har_pt_03	sisters
wh2_dlc16_Sisters_Ceithin_Har_pt_04	sisters
wh2_dlc16_Sisters_Ceithin_Har_pt_05	sisters
wh2_dlc16_Sisters_Ceithin_Har_pt_06	sisters
wh2_dlc16_Sisters_Final_Battle_pt_01	sisters
wh2_dlc16_Sisters_Final_Battle_pt_02	sisters
wh2_dlc16_Sisters_Final_Battle_pt_03	sisters
wh2_dlc16_Sisters_Final_Battle_pt_04	sisters
wh2_dlc16_Sisters_Final_Battle_pt_05	sisters
wh2_dlc16_Sisters_Final_Battle_pt_06	sisters
wh2_dlc16_Sisters_Final_Battle_pt_07	sisters
wh2_dlc16_Sisters_Final_Battle_pt_08	sisters
wh2_dlc16_Sisters_Final_Battle_pt_09	sisters
wh2_dlc16_Sisters_Final_Battle_pt_10	sisters
wh2_dlc16_Sisters_Final_Battle_pt_11	sisters
wh2_dlc16_Sisters_Final_Battle_pt_12	sisters
wh2_dlc16_Throt_Whip_of_Domination_pt_01	throt
wh2_dlc16_Throt_Whip_of_Domination_pt_02	throt
wh2_dlc16_Throt_Whip_of_Domination_pt_03	throt
wh2_dlc16_Throt_Whip_of_Domination_pt_04	throt
wh2_dlc16_Throt_Whip_of_Domination_pt_05	throt
wh2_dlc16_Throt_final_battle_pt_01	throt
wh2_dlc16_Throt_final_battle_pt_02	throt
wh2_dlc16_Throt_final_battle_pt_03	throt
wh2_dlc16_Throt_final_battle_pt_04	throt
wh2_dlc16_Throt_final_battle_pt_05	throt
wh2_dlc16_Throt_final_battle_pt_06	throt
wh2_dlc16_Throt_final_battle_pt_07	throt
wh2_dlc16_Throt_final_battle_pt_08	throt
wh2_dlc16_Throt_final_battle_pt_09	throt
wh2_dlc17_bst_taurox_final_battle_phase_2a	
wh2_dlc17_bst_taurox_final_battle_phase_2b	
wh2_dlc17_bst_taurox_final_battle_phase_3a	
wh2_dlc17_bst_taurox_final_battle_phase_3b	
wh2_dlc17_bst_taurox_final_battle_phase_3c	
wh2_dlc17_bst_taurox_final_battle_pt_01	
wh2_dlc17_bst_taurox_final_battle_pt_02	
wh2_dlc17_bst_taurox_final_battle_pt_03	
wh2_dlc17_bst_taurox_final_battle_pt_04	
wh2_dlc17_bst_taurox_final_battle_pt_05	
wh2_dlc17_bst_taurox_rune_tortured_axes_pt_01	
wh2_dlc17_bst_taurox_rune_tortured_axes_pt_02	
wh2_dlc17_bst_taurox_rune_tortured_axes_pt_03	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_01	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_02	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_03	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_04	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_05	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_06	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_07	
wh2_dlc17_dwf_thorek_ironbrow_final_battle_pt_08	
wh2_dlc17_dwf_thorek_ironbrow_klad_brakak_pt_01	
wh2_dlc17_dwf_thorek_ironbrow_klad_brakak_pt_02	
wh2_dlc17_dwf_thorek_ironbrow_klad_brakak_pt_03	
wh2_dlc17_dwf_thorek_ironbrow_klad_brakak_pt_04	
wh2_dlc17_dwf_thorek_ironbrow_klad_brakak_pt_05	
wh2_dlc17_lzd_oxyotl_final_battle_phase_1_pt_01	
wh2_dlc17_lzd_oxyotl_final_battle_phase_1_pt_02	
wh2_dlc17_lzd_oxyotl_final_battle_phase_1_pt_03	
wh2_dlc17_lzd_oxyotl_final_battle_phase_1_pt_04	
wh2_dlc17_lzd_oxyotl_final_battle_phase_1_pt_05	
wh2_dlc17_lzd_oxyotl_final_battle_phase_2a	
wh2_dlc17_lzd_oxyotl_final_battle_phase_2b	
wh2_dlc17_lzd_oxyotl_final_battle_phase_3a	
wh2_dlc17_lzd_oxyotl_final_battle_phase_3b	
wh2_dlc17_lzd_oxyotl_final_battle_phase_3c	
wh2_dlc17_lzd_oxyotl_final_battle_phase_3d	
wh2_dlc17_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_pt_01	
wh2_dlc17_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_pt_02	
wh2_dlc17_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_pt_03	
wh2_dlc17_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_pt_04a	
wh2_dlc17_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_pt_04b	
wh2_intro_battle_def_1	malekith
wh2_intro_battle_def_2	malekith
wh2_intro_battle_def_3	malekith
wh2_intro_battle_hef_1	tyrion
wh2_intro_battle_hef_2	tyrion
wh2_intro_battle_hef_3	tyrion
wh2_intro_battle_hef_4	tyrion
wh2_intro_battle_lzd_1	lord_mazdamundi
wh2_intro_battle_lzd_2	lord_mazdamundi
wh2_intro_battle_lzd_3	lord_mazdamundi
wh2_intro_battle_skv_1	queek_headtaker
wh2_intro_battle_skv_2	queek_headtaker
wh2_intro_battle_skv_3	queek_headtaker
wh2_intro_battle_skv_4	queek_headtaker
wh2_main_great_vortex_liz_kroq_gar_hand_of_gods_stage_3_pt_01	kroqgar
wh2_main_great_vortex_liz_kroq_gar_hand_of_gods_stage_3_pt_02	kroqgar
wh2_main_great_vortex_liz_kroq_gar_hand_of_gods_stage_3_pt_03	kroqgar
wh2_main_great_vortex_liz_kroq_gar_hand_of_gods_stage_3_pt_04	kroqgar
wh2_main_great_vortex_liz_kroq_gar_hand_of_gods_stage_3_pt_05	kroqgar
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_pt_01	malekith
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_pt_02	malekith
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_pt_03	malekith
wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_pt_04	malekith
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_pt_01	malekith
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_pt_02	malekith
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_pt_03	malekith
wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_pt_04	malekith
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_pt_01	malekith
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_pt_02	malekith
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_pt_03	malekith
wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_pt_04	malekith
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_pt_01	morathi
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_pt_02	morathi
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_pt_03	morathi
wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_pt_04	morathi
wh2_main_qb_hef_teclis_sword_of_teclis_stage_vauls_anvil_3_pt_01	teclis
wh2_main_qb_hef_teclis_sword_of_teclis_stage_vauls_anvil_3_pt_02	teclis
wh2_main_qb_hef_teclis_sword_of_teclis_stage_vauls_anvil_3_pt_03	teclis
wh2_main_qb_hef_teclis_sword_of_teclis_stage_vauls_anvil_3_pt_04	teclis
wh2_main_qb_hef_teclis_sword_of_teclis_stage_vauls_anvil_3_pt_05	teclis
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat_pt_01	teclis
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat_pt_02	teclis
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat_pt_03	teclis
wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat_pt_04	teclis
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_pt_01	tyrion
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_pt_02	tyrion
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_pt_03	tyrion
wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_pt_04	tyrion
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_pt_01	tyrion
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_pt_02	tyrion
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_pt_03	tyrion
wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_pt_04	tyrion
