key	event	max_time	min_time	use_reverb	use_obstruction	limitation_scale	min_probability	max_probability
wh2_cst_luthor_harkon_running	Battle_Individual_Vocalisation_Luthor_Harkon_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_cst_luthor_harkon_walking	Battle_Individual_Vocalisation_Luthor_Harkon_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_female_default_fatigue_stop	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Fatigue_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_female_default_idle	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_female_default_running	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_female_default_walking	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_default_fatigue_stop	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Fatigue_Stop	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_default_idle	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_default_running	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_default_walking	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_lokhir_fatigue_stop	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Fatigue_Stop	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_lokhir_idle	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_lokhir_running	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_lokhir_walking	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_malekith_fatigue_stop	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Fatigue_Stop	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_malekith_idle	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_def_elf_male_malekith_running	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_def_elf_male_malekith_walking	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_aranessa_fatigue_stop	Battle_Individual_Vocalisation_Aranessa_Fatigue_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_aranessa_idle	Battle_Individual_Vocalisation_Aranessa_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_aranessa_running	Battle_Individual_Vocalisation_Aranessa_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_aranessa_walking	Battle_Individual_Vocalisation_Aranessa_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_bloated_corpse_flies_idle	Battle_Individual_Foley_Bloated_Corpse_Flies_Start	3.0000	2.0000	true	false	0.0000	100.0000	0.0000
wh2_dlc11_cst_deck_dropper_bat_idle	Battle_Individual_Vocalisation_Deck_Dropper_Bat_Idle	30.0000	7.0000	true	false	0.5000	100.0000	25.0000
wh2_dlc11_cst_deck_dropper_bat_running	Battle_Individual_Vocalisation_Deck_Dropper_Bat_Running	25.0000	10.0000	true	false	0.5000	100.0000	25.0000
wh2_dlc11_cst_deck_dropper_bat_walking	Battle_Individual_Vocalisation_Deck_Dropper_Bat_Walking	30.0000	10.0000	true	false	0.5000	100.0000	25.0000
wh2_dlc11_cst_mourngul_running	Battle_Individual_Vocalisation_Mourngul_Running	20.0000	10.0000	false	false	0.1000	100.0000	0.0000
wh2_dlc11_cst_mourngul_walking	Battle_Individual_Vocalisation_Mourngul_Walking	20.0000	10.0000	false	false	0.1000	100.0000	0.0000
wh2_dlc11_cst_syreens_idle	Battle_Individual_Vocalisation_Syreen_Idle	12.0000	6.0000	true	false	0.2000	100.0000	100.0000
wh2_dlc11_cst_syreens_moving	Battle_Individual_Vocalisation_Syreen_Moving	12.0000	6.0000	true	false	0.2000	100.0000	100.0000
wh2_dlc11_cst_zombie_idle	Battle_Individual_Vocalisation_cst_zombie_Idle	14.0000	7.0000	false	false	0.4000	100.0000	100.0000
wh2_dlc11_cst_zombie_running	Battle_Individual_Vocalisation_cst_zombie_Moving	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_dlc11_cst_zombie_walking	Battle_Individual_Vocalisation_cst_zombie_Moving	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_dlc11_noctilus_fatigue	Battle_Individual_Vocalisation_Noctilus_Fatigue_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc11_noctilus_idle	Battle_Individual_Vocalisation_Noctilus_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_dlc11_noctilus_running	Battle_Individual_Vocalisation_Noctilus_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc11_noctilus_walking	Battle_Individual_Vocalisation_Noctilus_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc12_ripperdactyl_idle	Battle_Individual_Vocalisation_Ripperdactyl_Idle	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_dlc12_ripperdactyl_idle_lh	Battle_Individual_Vocalisation_Ripperdactyl_Idle_lh	15.0000	5.0000	true	false	1.0000	100.0000	100.0000
wh2_dlc12_ripperdactyl_running	Battle_Individual_Vocalisation_Ripperdactyl_Running	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_dlc12_ripperdactyl_running_lh	Battle_Individual_Vocalisation_Ripperdactyl_Running_lh	15.0000	5.0000	true	false	1.0000	100.0000	100.0000
wh2_dlc12_ripperdactyl_walking	Battle_Individual_Vocalisation_Ripperdactyl_Walking	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_dlc12_ripperdactyl_walking_lh	Battle_Individual_Vocalisation_Ripperdactyl_Walking_lh	15.0000	5.0000	true	false	1.0000	100.0000	100.0000
wh2_dlc12_tehenhauin_idle	Battle_Individual_Vocalisation_Tehenhauin_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc12_tehenhauin_running	Battle_Individual_Vocalisation_Tehenhauin_Running	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc12_tehenhauin_walking	Battle_Individual_Vocalisation_Tehenhauin_Walking	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_empire_huntsman_fatigue	Battle_Individual_Vocalisation_Huntsman_Breathing_To_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc13_empire_huntsman_idle	Battle_Individual_Vocalisation_Huntsman_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc13_empire_huntsman_running	Battle_Individual_Vocalisation_Huntsman_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc13_empire_markus_wulfhart_fatigue	Battle_Individual_Vocalisation_Markus_Wolfheart_Breathing_To_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc13_empire_markus_wulfhart_idle	Battle_Individual_Vocalisation_Markus_Wolfheart_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc13_empire_markus_wulfhart_running	Battle_Individual_Vocalisation_Markus_Wolfheart_Breathing	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc13_empire_markus_wulfhart_walking	Battle_Individual_Vocalisation_Markus_Wolfheart_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc13_gor_rok_fatigue	Battle_Individual_Vocalisation_Gor_Rok_Breathing_To_Stop	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_gor_rok_idle	Battle_Individual_Vocalisation_Gor_Rok_Breathing	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_gor_rok_running	Battle_Individual_Vocalisation_Gor_Rok_Breathing	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_nakai_fatigue	Battle_Individual_Vocalisation_Nakai_Breathing_To_Stop	25.0000	20.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_nakai_running	Battle_Individual_Vocalisation_Nakai_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc13_nakai_walking	Battle_Individual_Vocalisation_Nakai_Breathing	25.0000	15.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc14_medusa_moving	Battle_Individual_Vocalisation_DEF_Bloodwrack_Medusa_Walking	20.0000	10.0000	true	false	0.1000	100.0000	0.0000
wh2_dlc15_Gob_Black_Tooth_fatigue	Battle_Individual_Vocalisation_Black_Tooth_Fatigue	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc15_Gob_Black_Tooth_idle	Battle_Individual_Vocalisation_Black_Tooth_Idle	20.0000	10.0000	false	false	0.0500	100.0000	100.0000
wh2_dlc15_Gob_Black_Tooth_running	Battle_Individual_Vocalisation_Black_Tooth_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_Gob_Black_Tooth_walking	Battle_Individual_Vocalisation_Black_Tooth_walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_grn_snotling_incidental_combat	Battle_Individual_Vocalisation_Snotling_DLC15_Wagon_Incidentals	20.0000	10.0000	true	false	1.0000	100.0000	0.0000
wh2_dlc15_grn_snotling_incidental_idle	Battle_Individual_Vocalisation_Snotling_DLC15_Wagon_Incidentals	40.0000	20.0000	true	false	1.0000	100.0000	0.0000
wh2_dlc15_grn_snotling_incidental_idle_low	Battle_Individual_Vocalisation_Snotling_DLC15_Wagon_Incidentals_idle_low	60.0000	25.0000	true	false	1.0000	100.0000	0.0000
wh2_dlc15_orc_black_orc_bigboss_fatigue	Battle_Individual_Vocalisation_Black_Orc_Bigboss_Fatigue	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc15_orc_black_orc_bigboss_idle	Battle_Individual_Vocalisation_Black_Orc_Bigboss_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_orc_black_orc_bigboss_running	Battle_Individual_Vocalisation_Black_Orc_Bigboss_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_orc_black_orc_bigboss_walking	Battle_Individual_Vocalisation_Black_Orc_Bigboss_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_orc_black_orc_warboss_fatigue	Battle_Individual_Vocalisation_Black_Orc_Warboss_Fatigue	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc15_orc_black_orc_warboss_idle	Battle_Individual_Vocalisation_Black_Orc_Warboss_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_orc_black_orc_warboss_running	Battle_Individual_Vocalisation_Black_Orc_Warboss_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc15_orc_black_orc_warboss_walking	Battle_Individual_Vocalisation_Black_Orc_Warboss_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_Ghoritch_default_running	Battle_Individual_Vocalisation_Skaven_Ghoritch_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_Ghoritch_default_walking	Battle_Individual_Vocalisation_Skaven_Ghoritch_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_brood_horror_running	Battle_Individual_Vocalisation_DLC16_Brood_Horror_Running	10.0000	5.0000	true	false	0.1000	100.0000	20.0000
wh2_dlc16_brood_horror_walking	Battle_Individual_Vocalisation_DLC16_Brood_Horror_Walking	12.0000	5.0000	true	false	0.2000	100.0000	20.0000
wh2_dlc16_wef_glade_captain_fatigue	Play_Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Fatigue	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc16_wef_glade_captain_idle	Play_Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wef_glade_captain_running	Play_Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wef_glade_captain_walking	Play_Battle_Individual_Vocalisation_Elf_Female_Glade_Captain_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wef_spellweaver_fatigue	Play_Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Fatigue	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
wh2_dlc16_wef_spellweaver_idle	Play_Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wef_spellweaver_running	Play_Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wef_spellweaver_walking	Play_Battle_Individual_Vocalisation_Elf_Female_Spellweaver_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc16_wolfrat_running	Battle_Individual_Vocalisation_dlc16_Wolfrat_Running	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_wolfrat_walking	Battle_Individual_Vocalisation_dlc16_Wolfrat_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_zoat_idle	Battle_Individual_Vocalisation_DLC16_Zoat_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_zoat_running	Battle_Individual_Vocalisation_DLC16_Zoat_Running	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc16_zoat_walking	Battle_Individual_Vocalisation_DLC16_Zoat_Walking	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_dwf_thorek_fatigue	Battle_Individual_Vocalisation_DWF_Thorek_Breathing_to_stop	20.0000	10.0000	true	false	0.2000	100.0000	100.0000
wh2_dlc17_dwf_thorek_idle	Battle_Individual_Vocalisation_DWF_Thorek_Idle	20.0000	10.0000	true	false	0.0500	100.0000	100.0000
wh2_dlc17_dwf_thorek_running	Battle_Individual_Vocalisation_DWF_Thorek_Breathing	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_chameleon_stalkers_fatigue	Battle_Individual_Vocalisation_Chameleon_Stalkers_Fatigue	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_chameleon_stalkers_idle	Battle_Individual_Vocalisation_Chameleon_Stalkers_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_chameleon_stalkers_running	Battle_Individual_Vocalisation_Chameleon_Stalkers_Running	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_chameleon_stalkers_walking	Battle_Individual_Vocalisation_Chameleon_Stalkers_Walking	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_oxyotl_fatigue	Battle_Individual_Vocalisation_LZD_Oxyotl_Breathing_to_stop	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_oxyotl_idle	Battle_Individual_Vocalisation_LZD_Oxyotl_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_oxyotl_running	Battle_Individual_Vocalisation_LZD_Oxyotl_Breathing	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_skink_oracle_fatigue	Battle_Individual_Vocalisation_LZD_Oxyotl_Breathing_to_stop	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_skink_oracle_idle	Battle_Individual_Vocalisation_Skink_Oracle_Idle	20.0000	10.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_skink_oracle_running	Battle_Individual_Vocalisation_Skink_Oracle_Fatigue	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_lzd_skink_oracle_walking	Battle_Individual_Vocalisation_Skink_Oracle_Walking	4.0000	2.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_wargor_fatigue	Battle_Individual_Vocalisation_Wargor_Breathing_to_Stop	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_wargor_idle	Battle_Individual_Vocalisation_Wargor_Idle	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_wargor_running	Battle_Individual_Vocalisation_Wargor_Breathing	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc17_wargor_walking	Battle_Individual_Vocalisation_Wargor_Idle	5.0000	1.0000	true	false	0.1000	100.0000	100.0000
wh2_dlc_12_skaven_ikit_running	Battle_Individual_Vocalisation_Skaven_Ikit_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_12_skaven_ikit_walking	Battle_Individual_Vocalisation_Skaven_Ikit_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_cst_animated_hulk_idle	Battle_Individual_Vocalisation_Animated_Hulk_idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_cst_animated_hulk_running	Battle_Individual_Vocalisation_Animated_Hulk_Running	10.0000	5.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_cst_animated_hulk_walking	Battle_Individual_Vocalisation_Animated_Hulk_Walking	10.0000	5.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_skaven_tretch_running	Battle_Individual_Vocalisation_Skaven_Tretch_Running	16.0000	8.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_skaven_tretch_walking	Battle_Individual_Vocalisation_Skaven_Ikit_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_arkhan_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_Arkhan	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_arkhan_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_Arkhan	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_arkhan_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_Arkhan	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khalida_idle	Battle_Individual_Vocalisation_Khalida_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khalida_running	Battle_Individual_Vocalisation_Khalida_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khalida_walking	Battle_Individual_Vocalisation_Khalida_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khatep_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_Khatep	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khatep_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_Khatep	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_khatep_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_Khatep	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_liche_priest_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_tmb_Liche_Priest	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_liche_priest_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_tmb_Liche_Priest	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_liche_priest_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_tmb_Liche_Priest	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_necrotect_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_tmb_Necrotect	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_necrotect_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_tmb_Necrotect	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_necrotect_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_tmb_Necrotect	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_settra_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_Settra	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_settra_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_Settra	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_settra_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_Settra	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_king_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_tmb_Tomb_King	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_king_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_tmb_Tomb_King	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_king_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_tmb_Tomb_King	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_prince_idle	Battle_Individual_Vocalisation_Humanoid_Male_Idle_tmb_Tomb_Prince	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_prince_running	Battle_Individual_Vocalisation_Humanoid_Male_Running_tmb_Tomb_Prince	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_dlc_tmb_tomb_prince_walking	Battle_Individual_Vocalisation_Humanoid_Male_Walking_tmb_Tomb_Prince	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_female_default_fatigue_stop	Battle_Individual_Vocalisation_Elf_Female_High_Default_Fatigue_Stop	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_female_default_idle	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_female_default_running	Battle_Individual_Vocalisation_Elf_Female_High_Default_Running	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_female_default_walking	Battle_Individual_Vocalisation_Elf_Female_High_Default_Walking	20.0000	10.0000	false	false	0.1000	100.0000	100.0000
wh2_hef_elf_male_default_fatigue_stop	Battle_Individual_Vocalisation_Elf_Male_High_Default_Fatigue_Stop	20.0000	10.0000	false	false	0.2000	100.0000	100.0000
