token	token_set	weight	amount
wh3_dlc29_any_red_basic_alarm_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_alarm_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_alarm_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_alarm_3	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_alarm_4	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_alarm_5	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_alarm_6_economy	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_basic_alarm_6_economy	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_6_economy	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_6_economy	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_alarm_6_military	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_basic_alarm_6_military	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_alarm_6_military	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_alarm_6_military	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_elite_1	wh3_dlc29_any_red_green_economic_region_2	6	1
wh3_dlc29_any_red_basic_elite_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_elite_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_elite_2	wh3_dlc29_any_red_green_economic_region_2	3	1
wh3_dlc29_any_red_basic_elite_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_elite_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_elite_x2	wh3_dlc29_any_red_green_economic_region_2	3	1
wh3_dlc29_any_red_basic_elite_x2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_elite_x2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_1	10	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_guard_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_guard_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_basic_guard_3	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_deserters	wh3_dlc29_skv_hidden_chaotic_draw_1	1	1
wh3_dlc29_any_red_embezzlement	wh3_dlc29_skv_hidden_chaotic_draw_1	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_eshin_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_mors_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_moulder_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_pestilens_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_rictus_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_rival_grey_seer_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_any_red_skryre_alarm_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_any_red_warlock_alarm_1	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_warlock_alarm_2	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_warlock_economic_alarm_1	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_warlock_military_alarm_1	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_warlock_risk_1	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_any_red_warlock_risk_1	wh3_dlc29_skv_hidden_chaotic_draw_1	1	1
wh3_dlc29_any_yellow_warlock_experience_1	wh3_dlc29_any_action_draw_warlock_negative	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_1	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_2	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_3	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_4	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_large_5	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_1	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_2	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_3	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_4	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_gdp_small_5	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_large_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economic_green_basic_treasury_large_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_large_1	wh3_dlc29_treasury_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_large_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economic_green_basic_treasury_large_2	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_large_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economic_green_basic_treasury_large_3	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_large_4	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economic_green_basic_treasury_large_4	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_large_5	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economic_green_basic_treasury_large_5	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_mid_1	wh3_dlc29_treasury_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_small_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economic_green_basic_treasury_small_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economic_green_basic_treasury_small_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_small_1	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_treasury_small_1	wh3_dlc29_treasury_tokens_draw	1	1
wh3_dlc29_economic_green_basic_treasury_small_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economic_green_basic_treasury_small_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economic_green_basic_treasury_small_2	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_small_2	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_treasury_small_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economic_green_basic_treasury_small_3	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_small_3	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_treasury_very_large_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_treasury_very_large_1	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_treasury_very_large_1	wh3_dlc29_treasury_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_1	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_2	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_3	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_4	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_large_5	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_1	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_2	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_3	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_4	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_gdp_small_5	wh3_dlc29_vault_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_large_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economic_green_basic_warpstone_large_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_large_1	wh3_dlc29_warpstone_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_large_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economic_green_basic_warpstone_large_2	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_large_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economic_green_basic_warpstone_large_3	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_large_4	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economic_green_basic_warpstone_large_4	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_large_5	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economic_green_basic_warpstone_large_5	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_mid_1	wh3_dlc29_warpstone_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_warpstone_small_1	wh3_dlc29_warpstone_tokens_draw	1	1
wh3_dlc29_economic_green_basic_warpstone_small_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economic_green_basic_warpstone_small_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economic_green_basic_warpstone_small_2	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_small_2	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_warpstone_small_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economic_green_basic_warpstone_small_3	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_small_3	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_basic_warpstone_very_large_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_basic_warpstone_very_large_1	wh3_dlc29_warpstone_tokens_draw	1	1
wh3_dlc29_economic_green_eshin_all_1	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_eshin_all_2	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_eshin_all_3	wh3_dlc29_economic_action_draw_assassin	1	1
wh3_dlc29_economic_green_skill_food_huge	wh3_dlc29_schemer_economic_line_8	1	1
wh3_dlc29_economic_green_skill_treasury_huge	wh3_dlc29_schemer_economic_line_6	1	1
wh3_dlc29_economic_green_skill_warpstone_huge	wh3_dlc29_schemer_economic_line_7	1	1
wh3_dlc29_economic_green_skryre_treasury_1	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_treasury_1	wh3_dlc29_economic_green_skryre_treasury_1	1	1
wh3_dlc29_economic_green_skryre_treasury_2	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_treasury_2	wh3_dlc29_economic_green_skryre_treasury_2	1	1
wh3_dlc29_economic_green_skryre_treasury_3	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_treasury_3	wh3_dlc29_economic_green_skryre_treasury_3	1	1
wh3_dlc29_economic_green_skryre_warpstone_1	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_warpstone_1	wh3_dlc29_economic_green_skryre_warpstone_1	1	1
wh3_dlc29_economic_green_skryre_warpstone_2	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_warpstone_2	wh3_dlc29_economic_green_skryre_warpstone_2	1	1
wh3_dlc29_economic_green_skryre_warpstone_3	wh3_dlc29_economic_action_draw_warlock	1	1
wh3_dlc29_economic_green_skryre_warpstone_3	wh3_dlc29_economic_green_skryre_warpstone_3	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_food_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_food_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economy_red_alarm_food_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_food_3	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_food_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_treasury_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_treasury_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_treasury_3	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_warpstone_1	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_0	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_1	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_3	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_4	1	1
wh3_dlc29_economy_red_alarm_warpstone_2	wh3_dlc29_any_red_green_economic_region_gdp_based	1	1
wh3_dlc29_economy_red_alarm_warpstone_3	wh3_dlc29_any_red_green_economic_region_2	1	1
wh3_dlc29_economy_red_alarm_warpstone_3	wh3_dlc29_any_red_green_economic_region_3	1	1
