effect_bundle	payload	duration
wh2_dlc12_tehenhauin_sacrifice_tier3_follower	wh2_dlc12_tehenhauin_sacrifice_tier3_follower	10
wh2_dlc12_tehenhauin_sacrifice_tier4_banner	wh2_dlc12_tehenhauin_sacrifice_tier4_banner	10
wh2_dlc12_tehenhauin_sacrifice_tier4_follower	wh2_dlc12_tehenhauin_sacrifice_tier5_follower	10
wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	10
wh2_dlc13_ritual_temple_itzl_0_hunters_gaze	wh2_dlc13_ritual_temple_itzl_0_hunters_gaze	5
wh2_dlc13_ritual_temple_itzl_1_skink_chief	wh2_dlc13_ritual_temple_itzl_1_skink_chief	3
wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders	wh2_dlc13_ritual_temple_quetzl_0_stalwart_defenders	5
wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran	wh2_dlc13_ritual_temple_quetzl_3_saurus_scar_veteran	3
wh2_dlc13_ritual_temple_xholanka_0_plenty	wh2_dlc13_ritual_temple_xholankha_0_plenty	5
wh2_dlc13_ritual_temple_xholankha_1_skink_priest	wh2_dlc13_ritual_temple_xholankha_1_skink_priest	3
wh2_dlc13_ritual_temple_xholankha_3_slann	wh2_dlc13_ritual_temple_xholankha_3_slann	3
wh2_dlc13_rituals_lzd_allegiance	wh2_dlc13_rituals_lzd_allegiance	5
wh2_dlc13_rituals_lzd_mastery	wh2_dlc13_rituals_lzd_mastery	5
wh2_dlc13_rituals_lzd_rebirth	wh2_dlc13_rituals_lzd_rebirth	1
wh2_dlc13_rituals_lzd_resilience	wh2_dlc13_rituals_lzd_resilience	5
wh2_dlc14_payload_eshin_actions_steal_money	wh2_dlc14_eshin_actions_payload_big_robbery	5
wh2_dlc14_payload_eshin_actions_cause_disorder	wh2_dlc14_eshin_actions_payload_cause_disorder	5
wh2_dlc14_payload_eshin_actions_ambush_camp	wh2_dlc14_eshin_actions_payload_cause_trouble	5
wh2_dlc14_payload_eshin_actions_sewer_pestilence	wh2_dlc14_eshin_actions_payload_sewer_pestilence	10
wh2_dlc14_payload_eshin_actions_steal_ancillary	wh2_dlc14_eshin_actions_payload_steal_ancillary	1
wh2_dlc14_payload_eshin_actions_steal_money	wh2_dlc14_eshin_actions_payload_steal_money	5
wh2_dlc14_ritual_eshin_sudden_kill	wh2_dlc14_ritual_eshin_sudden_kill	1
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_influence_1	0
wh2_dlc15_bundle_athel_tamarha_influence_1	wh2_dlc15_athel_tamarha_influence_2	0
wh2_dlc15_bundle_athel_tamarha_influence_2	wh2_dlc15_athel_tamarha_influence_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_interrogation_1	0
wh2_dlc15_bundle_athel_tamarha_interrogation_1	wh2_dlc15_athel_tamarha_interrogation_2	0
wh2_dlc15_bundle_athel_tamarha_interrogation_2	wh2_dlc15_athel_tamarha_interrogation_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_melee_mistwalkers_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_1	wh2_dlc15_athel_tamarha_melee_mistwalkers_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_2	wh2_dlc15_athel_tamarha_melee_mistwalkers_3	0
wh2_dlc15_bundle_athel_tamarha_mist_0	wh2_dlc15_athel_tamarha_mist_1	0
wh2_dlc15_bundle_athel_tamarha_mist_1	wh2_dlc15_athel_tamarha_mist_2	0
wh2_dlc15_bundle_athel_tamarha_mist_2	wh2_dlc15_athel_tamarha_mist_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1	0
wh2_dlc15_bundle_athel_tamarha_hq_1	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2	0
wh2_dlc15_bundle_athel_tamarha_hq_2	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_1	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_2	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3	0
wh2_dlc15_bundle_athel_tamarha_prison_1	wh2_dlc15_athel_tamarha_prison_1	0
wh2_dlc15_bundle_athel_tamarha_prison_2	wh2_dlc15_athel_tamarha_prison_2	0
wh2_dlc15_bundle_athel_tamarha_ruin	wh2_dlc15_athel_tamarha_ranged_mistwalkers_1	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_1	wh2_dlc15_athel_tamarha_ranged_mistwalkers_2	0
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_2	wh2_dlc15_athel_tamarha_ranged_mistwalkers_3	0
wh2_dlc15_ritual_hef_eldrazor	wh2_dlc15_ritual_hef_eldrazor	10
wh2_dlc15_ritual_hef_isha_greater	wh2_dlc15_ritual_hef_isha_greater	10
wh2_dlc15_ritual_hef_ladrielle	wh2_dlc15_ritual_hef_ladrielle	10
wh2_dlc15_ritual_hef_vaul_greater	wh2_dlc15_ritual_hef_vaul_greater	10
wh2_dlc16_ritual_wef_forge_dragon_armour_4	wh2_dlc16_ritual_wef_forge_dragon_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_enchanted_item	wh2_dlc16_ritual_wef_forge_dragon_buff	5
wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_dragon_talisman_4	wh2_dlc16_ritual_wef_forge_dragon_talisman_4	5
wh2_dlc16_ritual_wef_forge_dragon_weapon_4	wh2_dlc16_ritual_wef_forge_dragon_weapon_4	5
wh2_dlc16_ritual_wef_forge_dreaming_armour_4	wh2_dlc16_ritual_wef_forge_dreaming_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_talisman	wh2_dlc16_ritual_wef_forge_dreaming_buff	5
wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	5
wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	5
wh2_dlc16_ritual_wef_forge_eagle_armour_4	wh2_dlc16_ritual_wef_forge_eagle_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_weapon	wh2_dlc16_ritual_wef_forge_eagle_buff	5
wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_eagle_talisman_4	wh2_dlc16_ritual_wef_forge_eagle_talisman_4	5
wh2_dlc16_ritual_wef_forge_eagle_weapon_4	wh2_dlc16_ritual_wef_forge_eagle_weapon_4	5
wh2_dlc16_ritual_wef_forge_twilight_armour_4	wh2_dlc16_ritual_wef_forge_twilight_armour_4	5
wh2_dlc16_wef_sisters_forge_buff_armour	wh2_dlc16_ritual_wef_forge_twilight_buff	5
wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_4	5
wh2_dlc16_ritual_wef_forge_twilight_talisman_4	wh2_dlc16_ritual_wef_forge_twilight_talisman_4	5
wh2_dlc16_ritual_wef_forge_twilight_weapon_4	wh2_dlc16_ritual_wef_forge_twilight_weapon_4	5
wh2_dlc16_bundle_throt_flesh_lab_replenish_payload	wh2_dlc16_throt_flesh_lab_replenish_payload	2
wh2_dlc16_bundle_throt_flesh_lab_thrott_payload_dummy	wh2_dlc16_throt_flesh_lab_thrott_payload	5
wh2_dlc16_throt_flesh_lab_upgrade_0	wh2_dlc16_throt_flesh_lab_upgrade_0	0
wh2_dlc16_throt_flesh_lab_upgrade_1	wh2_dlc16_throt_flesh_lab_upgrade_1	0
wh2_dlc16_throt_flesh_lab_upgrade_2	wh2_dlc16_throt_flesh_lab_upgrade_2	0
wh2_dlc16_throt_flesh_lab_upgrade_3	wh2_dlc16_throt_flesh_lab_upgrade_3	0
wh2_dlc16_throt_flesh_lab_upgrade_4	wh2_dlc16_throt_flesh_lab_upgrade_4	0
wh2_dlc16_throt_flesh_lab_upgrade_5	wh2_dlc16_throt_flesh_lab_upgrade_5	0
wh2_dlc16_throt_flesh_lab_upgrade_6	wh2_dlc16_throt_flesh_lab_upgrade_6	0
wh2_dlc16_throt_flesh_lab_upgrade_7	wh2_dlc16_throt_flesh_lab_upgrade_7	0
wh2_dlc16_throt_flesh_lab_upgrade_8	wh2_dlc16_throt_flesh_lab_upgrade_8	0
wh2_dlc16_throt_flesh_lab_upgrade_9	wh2_dlc16_throt_flesh_lab_upgrade_9	0
wh2_dlc17_bst_ritual_army_cap_upgrade	wh2_dlc17_bst_ritual_army_cap_upgrade	0
wh2_dlc17_bst_ritual_herdstone_upgrade_1	wh2_dlc17_bst_ritual_herdstone_upgrade_1	0
wh2_dlc17_bst_ritual_herdstone_upgrade_2	wh2_dlc17_bst_ritual_herdstone_upgrade_2	0
wh2_dlc17_bst_ritual_herdstone_upgrade_3	wh2_dlc17_bst_ritual_herdstone_upgrade_3	0
wh2_dlc17_bst_ritual_herdstone_upgrade_4	wh2_dlc17_bst_ritual_herdstone_upgrade_4	0
wh2_dlc17_bst_ritual_item_unique	wh2_dlc17_bst_ritual_item_rare_1	0
wh2_dlc17_bst_ritual_legendary_lord_khazrak	wh2_dlc17_bst_ritual_legendary_lord_khazrak	0
wh2_dlc17_bst_ritual_legendary_lord_malagor	wh2_dlc17_bst_ritual_legendary_lord_malagor	0
wh2_dlc17_bst_ritual_legendary_lord_morgur	wh2_dlc17_bst_ritual_legendary_lord_morgur	0
wh2_dlc17_bst_ritual_legendary_lord_taurox	wh2_dlc17_bst_ritual_legendary_lord_taurox	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_1	wh2_dlc17_bst_ritual_upgrade_horde_lvl_1	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_2	wh2_dlc17_bst_ritual_upgrade_horde_lvl_2	0
wh2_dlc17_bst_ritual_upgrade_horde_buildings_3	wh2_dlc17_bst_ritual_upgrade_horde_lvl_3	0
wh2_dlc17_bst_ritual_upgrade_lord_level_10	wh2_dlc17_bst_ritual_upgrade_lord_level_10	-1
wh2_dlc17_bst_ritual_upgrade_lord_level_15	wh2_dlc17_bst_ritual_upgrade_lord_level_15	-1
wh2_dlc17_bst_ritual_upgrade_lord_level_5	wh2_dlc17_bst_ritual_upgrade_lord_level_5	-1
wh2_dlc17_payload_thorek_artifact_1_ritual_dummy	wh2_dlc17_dwf_ritual_thorek_artifact_1	0
wh2_dlc17_payload_thorek_artifact_2_ritual_dummy	wh2_dlc17_dwf_ritual_thorek_artifact_2	0
wh2_dlc17_payload_thorek_artifact_3_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_3	0
wh2_dlc17_payload_thorek_artifact_4_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_4	0
wh2_dlc17_payload_thorek_artifact_5_ritual	wh2_dlc17_dwf_ritual_thorek_artifact_5	0
wh2_dlc17_taurox_bst_rampage_tier_1_option_1_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_2_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_3_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_1_option_4_dummy	wh2_dlc17_taurox_bst_rampage_tier_1_option_4	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_1_dummy	wh2_dlc17_taurox_bst_rampage_tier_2_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_2_dummy	wh2_dlc17_taurox_bst_rampage_tier_2_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_3	wh2_dlc17_taurox_bst_rampage_tier_2_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_2_option_4	wh2_dlc17_taurox_bst_rampage_tier_2_option_4	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_1	wh2_dlc17_taurox_bst_rampage_tier_3_option_1	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_2	wh2_dlc17_taurox_bst_rampage_tier_3_option_2	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_3	wh2_dlc17_taurox_bst_rampage_tier_3_option_3	5
wh2_dlc17_taurox_bst_rampage_tier_3_option_4	wh2_dlc17_taurox_bst_rampage_tier_3_option_4	5
wh2_main_ritual_def_atharti	wh2_main_ritual_def_atharti	5
wh2_main_ritual_def_hekarti	wh2_main_ritual_def_hekarti	5
wh2_main_ritual_def_khaine	wh2_main_ritual_def_khaine	15
wh2_main_ritual_hef_asuryan	wh2_main_ritual_hef_asuryan	5
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth	5
wh2_main_ritual_hef_isha	wh2_main_ritual_hef_isha	10
wh2_main_ritual_hef_vaul	wh2_main_ritual_hef_vaul	10
wh2_main_ritual_lzd_ferocity	wh2_main_ritual_lzd_ferocity	5
wh2_main_ritual_lzd_primeval_glory	wh2_main_ritual_lzd_primeval_glory	15
wh2_main_ritual_lzd_sotek	wh2_main_ritual_lzd_sotek	15
wh2_main_ritual_skv_ascendancy	wh2_main_ritual_skv_ascendancy	5
wh2_main_ritual_skv_thirteen_eshin	wh2_main_ritual_skv_thirteen_eshin	13
wh2_main_ritual_skv_thirteen_mors	wh2_main_ritual_skv_thirteen_mors	13
wh2_main_ritual_skv_thirteen_moulder	wh2_main_ritual_skv_thirteen_moulder	13
wh2_main_ritual_skv_thirteen_pestilens	wh2_main_ritual_skv_thirteen_pestilens	13
wh2_main_ritual_skv_thirteen_skryre	wh2_main_ritual_skv_thirteen_skryre	13
wh3_main_ritual_belakor_gg_1	wh3_main_ritual_belakor_gg_1_upgraded	8
wh3_main_ritual_belakor_gg_1	wh3_main_ritual_belakor_gg_1	8
wh3_main_ritual_belakor_gg_2	wh3_main_ritual_belakor_gg_2_upgraded	7
wh3_main_ritual_belakor_gg_2	wh3_main_ritual_belakor_gg_2	7
wh3_main_ritual_belakor_gg_3	wh3_main_ritual_belakor_gg_3_upgraded	0
wh3_main_ritual_belakor_gg_3	wh3_main_ritual_belakor_gg_3	0
wh3_main_ritual_belakor_gg_4	wh3_main_ritual_belakor_gg_4_upgraded	0
wh3_main_ritual_belakor_gg_4	wh3_main_ritual_belakor_gg_4	0
wh3_main_ritual_crafting_tmb_hero_capacity_priest	wh3_main_ritual_crafting_tmb_liche_priest_capacity	0
wh3_main_ritual_crafting_tmb_hero_capacity_necrotect	wh3_main_ritual_crafting_tmb_necrotect_capacity	0
wh3_main_ritual_crafting_tmb_hero_capacity_prince	wh3_main_ritual_crafting_tmb_prince_capacity	0
wh3_main_ritual_dae_ascend_khorne	wh3_main_ritual_dae_ascend_khorne	0
wh3_main_ritual_dae_ascend_nurgle	wh3_main_ritual_dae_ascend_nurgle	0
wh3_main_ritual_dae_ascend_slaanesh	wh3_main_ritual_dae_ascend_slaanesh	0
wh3_main_ritual_dae_ascend_tzeentch	wh3_main_ritual_dae_ascend_tzeentch	0
wh3_main_ritual_dae_ascend_undivided	wh3_main_ritual_dae_ascend_undivided	0
wh3_main_ritual_def_slave_action_1	wh3_main_ritual_def_slave_action_1	5
wh3_main_ritual_def_slave_action_2	wh3_main_ritual_def_slave_action_2	5
wh3_main_ritual_def_slave_action_3	wh3_main_ritual_def_slave_action_3	5
wh3_main_ritual_kho_gg_1_upgraded	wh3_main_ritual_kho_gg_1_upgraded	0
wh3_main_ritual_kho_gg_1	wh3_main_ritual_kho_gg_1	0
wh3_main_ritual_kho_gg_2_upgraded	wh3_main_ritual_kho_gg_2_upgraded	1
wh3_main_ritual_kho_gg_2	wh3_main_ritual_kho_gg_2	1
wh3_main_ritual_kho_gg_3_upgraded	wh3_main_ritual_kho_gg_3_upgraded	4
wh3_main_ritual_kho_gg_3	wh3_main_ritual_kho_gg_3	4
wh3_main_ritual_kho_gg_4_start	wh3_main_ritual_kho_gg_4_start	3
wh3_main_ritual_kho_the_skull_throne	wh3_main_ritual_kho_the_skull_throne	5
wh3_main_ritual_ksl_revitalists_followers_action_ice_court	wh3_main_ritual_ksl_revitalists_followers_action_ice_court	5
wh3_main_ritual_ksl_revitalists_followers_action_orthodoxy	wh3_main_ritual_ksl_revitalists_followers_action_orthodoxy	5
wh3_main_ritual_nur_gg_1_upgraded	wh3_main_ritual_nur_gg_1_upgraded	2
wh3_main_ritual_nur_gg_1	wh3_main_ritual_nur_gg_1	2
wh3_main_ritual_nur_gg_2_upgraded	wh3_main_ritual_nur_gg_2_upgraded	3
wh3_main_ritual_nur_gg_2	wh3_main_ritual_nur_gg_2	3
wh3_main_ritual_nur_gg_3_upgraded	wh3_main_ritual_nur_gg_3_upgraded	3
wh3_main_ritual_nur_gg_3	wh3_main_ritual_nur_gg_3	3
wh3_main_ritual_nur_gg_4_start	wh3_main_ritual_nur_gg_4_start	3
wh3_main_ogr_great_maw_bloody_and_raw	wh3_main_ritual_ogr_great_maw_bloody_and_raw	10
wh3_main_ogr_great_maw_come_and_get_it	wh3_main_ritual_ogr_great_maw_come_and_get_it	10
wh3_main_ogr_great_maw_fill_yer_bellies	wh3_main_ritual_ogr_great_maw_fill_yer_bellies	10
wh3_main_ogr_great_maw_give_me_gut_magic	wh3_main_ritual_ogr_great_maw_give_me_gut_magic	10
wh3_main_ritual_sla_gg_1_upgraded	wh3_main_ritual_sla_gg_1_upgraded	6
wh3_main_ritual_sla_gg_1	wh3_main_ritual_sla_gg_1	6
wh3_main_ritual_sla_gg_2_start	wh3_main_ritual_sla_gg_2_start	2
wh3_main_ritual_sla_gg_2_upgraded	wh3_main_ritual_sla_gg_2_upgraded	1
wh3_main_ritual_sla_gg_2	wh3_main_ritual_sla_gg_2	1
wh3_main_ritual_sla_gg_3_upgraded	wh3_main_ritual_sla_gg_3_upgraded	4
wh3_main_ritual_sla_gg_3	wh3_main_ritual_sla_gg_3	4
wh3_main_ritual_sla_gg_4	wh3_main_ritual_sla_gg_4_upgraded	7
wh3_main_ritual_sla_gg_4	wh3_main_ritual_sla_gg_4	5
wh3_main_ritual_sla_pleasure_arena	wh3_main_ritual_sla_pleasure_arena	5
