group_key	personality_key	starting_weight	turn1	turn2	turn3	turn4	weight1	weight2	weight3	weight4
wh3_combi_personality_group_cathay_zhao_ming	wh3_combi_cathay_zhao_ming	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_daemon_prince_major	wh3_combi_daemon_prince_khorne_tzeentch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_daemon_prince_major	wh3_combi_daemon_prince_main	0.0000	50	100	150	200	0.0000	0.0000	0.0000	0.0000
wh3_combi_personality_group_chaos_daemon_prince_major	wh3_combi_daemon_prince_nurgle_slaanesh	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_khorne_minor	wh3_combi_khorne_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_khorne_skarbrand	wh3_combi_khorne_skarbrand	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_nurgle_kugath	wh3_combi_nurgle_kugath	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_nurgle_minor	wh3_combi_nurgle_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_archaon	wh3_combi_chaos_settled_archaon	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_azazel	wh3_combi_chaos_settled_azazel	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_belakor	wh3_combi_chaos_settled_belakor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_festus	wh3_combi_chaos_settled_festus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_kholek	wh3_combi_chaos_settled_kholek	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_minor	wh3_combi_chaos_settled_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_sigvald	wh3_combi_chaos_settled_sigvald	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_valkia	wh3_combi_chaos_settled_valkia	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_settled_vilitch	wh3_combi_chaos_settled_vilitch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_slaanesh_minor	wh3_combi_slaanesh_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_slaanesh_nkari	wh3_combi_slaanesh_nkari	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_tzeentch_kairos	wh3_combi_tzeentch_kairos	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_chaos_tzeentch_minor	wh3_combi_tzeentch_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_blood_voyage	wh3_combi_darkelf_blood_voyage	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_hellebron	wh3_combi_darkelf_hellebron	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_lokhir	wh3_combi_darkelf_lokhir	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_malekith	wh3_combi_darkelf_malekith	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_malus	wh3_combi_darkelf_malus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_minor	wh3_combi_darkelf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_morathi	wh3_combi_darkelf_morathi	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_darkelf_rakarth	wh3_combi_darkelf_rakarth	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_default	wh3_combi_default	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_belegar	wh3_combi_dwarf_belegar	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_grombrindal	wh3_combi_dwarf_grombrindal	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_minor	wh3_combi_dwarf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_thorek	wh3_combi_dwarf_thorek	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_thorgrim	wh3_combi_dwarf_thorgrim	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_dwarf_ungrim	wh3_combi_dwarf_ungrim	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_empire_franz	wh3_combi_empire_franz	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_empire_gelt	wh3_combi_empire_gelt	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_empire_minor	wh3_combi_empire_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_empire_volkmar	wh3_combi_empire_volkmar	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_empire_wulfhart	wh3_combi_empire_wulfhart	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_forest_dweller	wh3_combi_forest_dweller	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_azhag	wh3_combi_greenskin_azhag	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_grimgor	wh3_combi_greenskin_grimgor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_grom	wh3_combi_greenskin_grom	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_minor	wh3_combi_greenskin_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_skarsnik	wh3_combi_greenskin_skarsnik	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_greenskin_wurrzag	wh3_combi_greenskin_wurrzag	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_alarielle	wh3_combi_highelf_alarielle	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_alithanar	wh3_combi_highelf_alithanar	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_eltharion	wh3_combi_highelf_eltharion	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_imrik	wh3_combi_highelf_imrik	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_minor	wh3_combi_highelf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_teclis	wh3_combi_highelf_teclis	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_highelf_tyrion	wh3_combi_highelf_tyrion	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_khorne_skarbrand	wh3_combi_khorne_skarbrand	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_kislev_boris	wh3_combi_kislev_boris	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_kislev_katarin	wh3_combi_kislev_katarin	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_kislev_kostaltyn	wh3_combi_kislev_kostaltyn	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_kislev_minor	wh3_combi_kislev_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_gorrok	wh3_combi_lizardmen_gorrok	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_kroqgar	wh3_combi_lizardmen_kroqgar	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_mazdamundi	wh3_combi_lizardmen_mazdamundi	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_minor	wh3_combi_lizardmen_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_nakai	wh3_combi_lizardmen_nakai	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_oxyotl	wh3_combi_lizardmen_oxyotl	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_tehenhauin	wh3_combi_lizardmen_tehenhauin	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_tiktaqto	wh3_combi_lizardmen_tiktaqto	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_lizardmen_vassal	wh3_combi_lizardmen_vassal	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_norsca_minor	wh3_combi_norsca_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_norsca_throgg	wh3_combi_norsca_throgg	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_norsca_wulfrik	wh3_combi_norsca_wulfrik	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_ogre_greasus	wh3_combi_ogre_greasus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_ogre_minor	wh3_combi_ogre_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_ogre_skrag	wh3_combi_ogre_skrag	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_rogue	wh3_combi_rogue	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_sentinels	wh3_combi_sentinels	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_ikit	wh3_combi_skaven_ikit	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_minor	wh3_combi_skaven_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_queek	wh3_combi_skaven_queek	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_skrolk	wh3_combi_skaven_skrolk	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_snikch	wh3_combi_skaven_snikch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_throt	wh3_combi_skaven_throt	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_skaven_tretch	wh3_combi_skaven_tretch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_teb_minor	wh3_combi_teb_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_tombking_arkhan	wh3_combi_tombking_arkhan	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_tombking_khalida	wh3_combi_tombking_khalida	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_tombking_khatep	wh3_combi_tombking_khatep	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_tombking_minor	wh3_combi_tombking_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_tombking_settra	wh3_combi_tombking_settra	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampire_ghorst	wh3_combi_vampire_ghorst	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampire_kemmler	wh3_combi_vampire_kemmler	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampire_mannfred	wh3_combi_vampire_mannfred	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampire_minor	wh3_combi_vampire_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampire_vlad	wh3_combi_vampire_vlad	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampirecoast_aranessa	wh3_combi_vampirecoast_aranessa	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampirecoast_cylostra	wh3_combi_vampirecoast_cylostra	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampirecoast_harkon	wh3_combi_vampirecoast_harkon	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampirecoast_minor	wh3_combi_vampirecoast_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_vampirecoast_noctilus	wh3_combi_vampirecoast_noctilus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_drycha	wh3_combi_woodelf_drycha	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_durthu	wh3_combi_woodelf_durthu	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_minor	wh3_combi_woodelf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_orion	wh3_combi_woodelf_orion	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_orion	wh3_combi_woodelf_orion_aggressive	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_combi_personality_group_woodelf_sisters	wh3_combi_woodelf_sisters	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_active	wh3_prologue_active	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_diplomatic	wh3_prologue_diplomatic	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_passive	wh3_prologue_defensive	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_petrenkos_raiders	wh3_prologue_active	0.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_petrenkos_raiders	wh3_prologue_defensive	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_group_prologue_survivor	wh3_prologue_survivors	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_beastmen_minor	wh3_beastmen_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_bretonnia_minor	wh3_bretonnia_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_cathay_major	wh3_cathay_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_cathay_miao_ying	wh3_cathay_miao_ying	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_cathay_minor	wh3_cathay_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_cathay_zhao_ming	wh3_cathay_zhao_ming	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_daemon_prince_major	wh3_daemon_prince_khorne_tzeentch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_daemon_prince_major	wh3_daemon_prince_main	0.0000	50	100	150	200	0.0000	0.0000	0.0000	0.0000
wh3_personality_group_chaos_daemon_prince_major	wh3_daemon_prince_nurgle_slaanesh	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_gatedestroyer	wh3_chaos_gatedestroyer	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_khorne_major	wh3_khorne_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_khorne_minor	wh3_khorne_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_khorne_skarbrand	wh3_khorne_skarbrand	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_nurgle_kugath	wh3_nurgle_kugath	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_nurgle_major	wh3_nurgle_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_nurgle_minor	wh3_nurgle_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_settled_azazel	wh3_chaos_settled_azazel	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_settled_festus	wh3_chaos_settled_festus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_settled_minor	wh3_chaos_settled_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_settled_valkia	wh3_chaos_settled_valkia	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_settled_vilitch	wh3_chaos_settled_vilitch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_slaanesh_major	wh3_slaanesh_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_slaanesh_minor	wh3_slaanesh_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_slaanesh_nkari	wh3_slaanesh_nkari	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_tzeentch_kairos	wh3_tzeentch_kairos	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_tzeentch_major	wh3_tzeentch_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_chaos_tzeentch_minor	wh3_tzeentch_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_dwarf_minor	wh3_dwarf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_empire_minor	wh3_empire_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_greenskin_minor	wh3_greenskin_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_kislev_boris	wh3_kislev_boris	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_kislev_katarin	wh3_kislev_katarin	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_kislev_kostaltyn	wh3_kislev_kostaltyn	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_kislev_major	wh3_kislev_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_kislev_minor	wh3_kislev_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_lizardmen_minor	wh3_lizardmen_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_norsca_minor	wh3_norsca_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_norsca_noretreat	wh3_norsca_noretreat	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_ogre_greasus	wh3_ogre_greasus	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_ogre_major	wh3_ogre_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_ogre_minor	wh3_ogre_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_ogre_skrag	wh3_ogre_skrag	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_realms	wh3_realms	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rift_spawned_khorne	wh3_rift_spawned_khorne	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rift_spawned_legion	wh3_rift_spawned_legion	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rift_spawned_nurgle	wh3_rift_spawned_nurgle	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rift_spawned_slaanesh	wh3_rift_spawned_slaanesh	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rift_spawned_tzeentch	wh3_rift_spawned_tzeentch	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_rogue	wh3_rogue	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_skaven_minor	wh3_skaven_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_teb_minor	wh3_teb_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_vampire_major	wh3_vampire_main	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_vampire_minor	wh3_vampire_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh3_personality_group_woodelf_minor	wh3_woodelf_minor	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
wh_group_empire_default	wh_empire_default	1.0000	50	100	150	200	1.0000	1.0000	1.0000	1.0000
