unit_record	height_offset	campaign_height_offset
wh2_dlc11_vmp_inf_crossbowmen	0.5000	0.0000
wh2_dlc11_vmp_inf_handgunners	0.5000	0.0000
wh2_dlc12_lzd_cav_cold_one_spearriders_ror_0	1.0000	0.0000
wh2_dlc12_lzd_cha_tehenhauin_3	3.0000	0.0000
wh2_dlc12_lzd_inf_saurus_warriors_ror_0	0.5000	0.0000
wh2_dlc12_lzd_inf_temple_guards_ror_0	0.5000	0.0000
wh2_dlc12_lzd_lzd_cha_kroak_0	6.0000	0.0000
wh2_dlc12_lzd_lzd_cha_kroak_0_boss	6.0000	0.0000
wh2_dlc12_lzd_mon_ancient_stegadon_1	3.0000	0.0000
wh2_dlc12_lzd_mon_ancient_stegadon_1_nakai	3.0000	0.0000
wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	3.0000	0.0000
wh2_dlc12_lzd_mon_salamander_pack_0	1.0000	0.0000
wh2_dlc12_lzd_mon_salamander_pack_ror_0	1.0000	0.0000
wh2_dlc12_skv_cha_ikit_claw_2	1.0000	0.0000
wh2_dlc12_skv_cha_warlock_master_0	1.0000	0.0000
wh2_dlc12_skv_cha_warlock_master_2	1.0000	0.0000
wh2_dlc12_skv_veh_doomwheel_ror_0	1.0000	0.0000
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	1.0000	0.0000
wh2_dlc13_emp_art_mortar_ror_0	0.5000	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_0	1.0000	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_1	1.0000	0.0000
wh2_dlc13_emp_cav_empire_knights_ror_2	1.0000	0.0000
wh2_dlc13_emp_cav_outriders_ror_0	1.0000	0.0000
wh2_dlc13_emp_cav_pistoliers_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_archers_0	1.0000	0.0000
wh2_dlc13_emp_inf_archers_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_crossbowmen_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_greatswords_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_halberdiers_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_handgunners_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_huntsmen_0	1.0000	0.0000
wh2_dlc13_emp_inf_huntsmen_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_spearmen_ror_0	1.0000	0.0000
wh2_dlc13_emp_inf_swordsmen_ror_0	1.0000	0.0000
wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	5.0000	0.0000
wh2_dlc13_lzd_cha_slann_mage_priest_life_0	5.0000	0.0000
wh2_dlc13_lzd_mon_razordon_pack_0	1.0000	0.0000
wh2_dlc13_lzd_mon_razordon_pack_ror_0	1.0000	0.0000
wh2_dlc13_lzd_mon_razordon_pack_summoned_0	1.0000	0.0000
wh2_dlc13_lzd_mon_sacred_kroxigors_0	0.5000	0.0000
wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	0.5000	0.0000
wh2_dlc14_def_cav_scourgerunner_chariot_0	2.0000	0.0000
wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	2.0000	0.0000
wh2_dlc14_def_cha_high_beastmaster_1	1.0000	0.0000
wh2_dlc14_def_cha_high_beastmaster_2	2.0000	0.0000
wh2_dlc14_def_cha_master_3	2.0000	0.0000
wh2_dlc14_def_cha_master_4	2.0000	0.0000
wh2_dlc14_def_inf_harpies_ror_0	1.0000	0.0000
wh2_dlc14_def_veh_bloodwrack_shrine_0	6.0000	0.0000
wh2_dlc15_grn_cha_grom_the_paunch_0	2.0000	0.0000
wh2_dlc15_grn_mon_river_trolls_0	0.5000	0.0000
wh2_dlc15_grn_mon_river_trolls_ror_0	0.5000	0.0000
wh2_dlc15_grn_mon_stone_trolls_0	1.0000	0.0000
wh2_dlc15_grn_mon_wyvern_waaagh_0	3.0000	0.0000
wh2_dlc15_grn_veh_snotling_pump_wagon_0	1.0000	0.0000
wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	1.0000	0.0000
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	1.0000	0.0000
wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	1.0000	0.0000
wh2_dlc15_hef_cha_archmage_beasts_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_beasts_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_death_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_death_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_fire_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_fire_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_heavens_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_heavens_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_high_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_high_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_life_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_life_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_light_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_light_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_metal_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_metal_4	6.0000	0.0000
wh2_dlc15_hef_cha_archmage_shadows_3	2.0000	0.0000
wh2_dlc15_hef_cha_archmage_shadows_4	6.0000	0.0000
wh2_dlc15_hef_cha_eltharion_the_grim_2	3.0000	0.0000
wh2_dlc15_hef_cha_imrik_2	6.0000	0.0000
wh2_dlc15_hef_cha_mage_fire_3	6.0000	0.0000
wh2_dlc15_hef_cha_prince_6	6.0000	0.0000
wh2_dlc15_hef_cha_princess_6	6.0000	0.0000
wh2_dlc15_hef_cha_teclis_2	2.0000	0.0000
wh2_dlc15_hef_inf_archers_ror_0	1.0000	0.0000
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	1.0000	0.0000
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	1.0000	0.0000
wh2_dlc15_hef_inf_mistwalkers_sentinels_0	1.0000	0.0000
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	1.0000	0.0000
wh2_dlc15_hef_inf_mistwalkers_spireguard_0	1.0000	0.0000
wh2_dlc15_hef_inf_rangers_0	1.0000	0.0000
wh2_dlc15_hef_inf_silverin_guard_0	1.0000	0.0000
wh2_dlc15_hef_mon_arcane_phoenix_0	1.0000	0.0000
wh2_dlc15_hef_mon_black_dragon_imrik	6.0000	0.0000
wh2_dlc15_hef_mon_black_dragon_imrik_boss	6.0000	0.0000
wh2_dlc15_hef_mon_forest_dragon_0	6.0000	0.0000
wh2_dlc15_hef_mon_forest_dragon_imrik	6.0000	0.0000
wh2_dlc15_hef_mon_forest_dragon_imrik_boss	6.0000	0.0000
wh2_dlc15_hef_mon_moon_dragon_imrik	6.0000	0.0000
wh2_dlc15_hef_mon_moon_dragon_imrik_boss	6.0000	0.0000
wh2_dlc15_hef_mon_star_dragon_imrik	6.0000	0.0000
wh2_dlc15_hef_mon_star_dragon_imrik_boss	6.0000	0.0000
wh2_dlc15_hef_mon_sun_dragon_imrik	6.0000	0.0000
wh2_dlc15_hef_mon_sun_dragon_imrik_boss	6.0000	0.0000
wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	3.0000	0.0000
wh2_dlc16_skv_cha_chieftain_1	1.0000	0.0000
wh2_dlc16_skv_cha_ghoritch_0	2.0000	0.0000
wh2_dlc16_skv_cha_ghoritch_0_boss	2.0000	0.0000
wh2_dlc16_skv_cha_packmaster_2	1.0000	0.0000
wh2_dlc16_skv_cha_throt_the_unclean_2	1.0000	0.0000
wh2_dlc16_skv_cha_warlord_2	1.0000	0.0000
wh2_dlc16_wef_cav_glade_riders_2	1.0000	0.0000
wh2_dlc16_wef_cav_great_stag_knights_0	2.0000	0.0000
wh2_dlc16_wef_cav_great_stag_knights_ror_0	2.0000	0.0000
wh2_dlc16_wef_cha_ariel_0	5.0000	0.0000
wh2_dlc16_wef_cha_sisters_of_twilight_0	2.0000	0.0000
wh2_dlc16_wef_cha_sisters_of_twilight_1	6.0000	0.0000
wh2_dlc16_wef_cha_spellweaver_beasts_3	2.0000	0.0000
wh2_dlc16_wef_cha_spellweaver_dark_3	2.0000	0.0000
wh2_dlc16_wef_cha_spellweaver_high_3	2.0000	0.0000
wh2_dlc16_wef_cha_spellweaver_life_3	2.0000	0.0000
wh2_dlc16_wef_cha_spellweaver_shadows_3	2.0000	0.0000
wh2_dlc16_wef_inf_bladesingers_0	0.5000	0.0000
wh2_dlc16_wef_inf_dryads_ror_0	0.5000	0.0000
wh2_dlc16_wef_inf_malicious_dryads_0	0.5000	0.0000
wh2_dlc16_wef_mon_ceithin_har_summoned	6.0000	0.0000
wh2_dlc16_wef_mon_feral_manticore	2.0000	0.0000
wh2_dlc16_wef_mon_giant_spiders_0	1.0000	0.0000
wh2_dlc16_wef_mon_gwindalor_summoned	2.0000	0.0000
wh2_dlc16_wef_mon_zoats	1.0000	0.0000
wh2_dlc16_wef_mon_zoats_ror_0	1.0000	0.0000
wh2_dlc17_bst_cav_tuskgor_chariot_0	2.0000	0.0000
wh2_dlc17_dwf_cha_thane_ghost_2	1.0000	0.0000
wh2_dlc17_dwf_cha_thorek_ironbrow_0	1.0000	0.0000
wh2_dlc17_dwf_cha_thorek_ironbrow_1	0.0000	-1.0000
wh2_dlc17_dwf_mon_carnosaur_thorek_0	1.0000	0.0000
wh2_dlc17_lzd_mon_coatl_0	6.0000	0.0000
wh2_dlc17_lzd_mon_coatl_ror_0	6.0000	0.0000
wh2_main_def_art_reaper_bolt_thrower	1.0000	0.0000
wh2_main_def_cav_cold_one_chariot	2.0000	0.0000
wh2_main_def_cav_cold_one_knights_0	1.0000	0.0000
wh2_main_def_cav_cold_one_knights_1	1.0000	0.0000
wh2_main_def_cav_dark_riders_0	1.0000	0.0000
wh2_main_def_cav_dark_riders_1	1.0000	0.0000
wh2_main_def_cav_dark_riders_2	1.0000	0.0000
wh2_main_def_cha_death_hag_1	6.0000	0.0000
wh2_main_def_cha_dreadlord_4	3.0000	0.0000
wh2_main_def_cha_dreadlord_5	2.0000	0.0000
wh2_main_def_cha_dreadlord_female_4	3.0000	0.0000
wh2_main_def_cha_dreadlord_female_5	2.0000	0.0000
wh2_main_def_cha_malekith_3	3.0000	0.0000
wh2_main_def_cha_morathi_1	2.0000	0.0000
wh2_main_def_cha_sorceress_dark_3	2.0000	0.0000
wh2_main_def_cha_sorceress_fire_3	2.0000	0.0000
wh2_main_def_cha_sorceress_shadow_3	2.0000	0.0000
wh2_main_def_inf_black_ark_corsairs_0	0.5000	0.0000
wh2_main_def_inf_black_ark_corsairs_1	0.5000	0.0000
wh2_main_def_inf_black_guard_0	0.5000	0.0000
wh2_main_def_inf_bleakswords_0	0.5000	0.0000
wh2_main_def_inf_darkshards_0	0.5000	0.0000
wh2_main_def_inf_darkshards_1	0.5000	0.0000
wh2_main_def_inf_dreadspears_0	0.5000	0.0000
wh2_main_def_inf_har_ganeth_executioners_0	0.5000	0.0000
wh2_main_def_inf_harpies	1.0000	0.0000
wh2_main_def_inf_shades_0	0.5000	0.0000
wh2_main_def_inf_shades_1	0.5000	0.0000
wh2_main_def_inf_shades_2	0.5000	0.0000
wh2_main_def_mon_black_dragon	3.0000	0.0000
wh2_main_def_mon_war_hydra	4.0000	0.0000
wh2_main_hef_art_eagle_claw_bolt_thrower	1.0000	0.0000
wh2_main_hef_cav_dragon_princes	2.0000	0.0000
wh2_main_hef_cav_ellyrian_reavers_0	2.0000	0.0000
wh2_main_hef_cav_ellyrian_reavers_1	2.0000	0.0000
wh2_main_hef_cav_ithilmar_chariot	2.0000	0.0000
wh2_main_hef_cav_silver_helms_0	2.0000	0.0000
wh2_main_hef_cav_silver_helms_1	2.0000	0.0000
wh2_main_hef_cav_tiranoc_chariot	2.0000	0.0000
wh2_main_hef_cha_alastair_3	2.0000	0.0000
wh2_main_hef_cha_alastair_4	6.0000	0.0000
wh2_main_hef_cha_alastair_5	6.0000	0.0000
wh2_main_hef_cha_noble_3	2.0000	0.0000
wh2_main_hef_cha_prince_3	2.0000	0.0000
wh2_main_hef_cha_prince_4	3.0000	0.0000
wh2_main_hef_cha_prince_5	3.0000	0.0000
wh2_main_hef_cha_princess_3	2.0000	0.0000
wh2_main_hef_cha_princess_4	3.0000	0.0000
wh2_main_hef_cha_princess_5	3.0000	0.0000
wh2_main_hef_inf_archers_0	1.0000	0.0000
wh2_main_hef_inf_archers_1	1.0000	0.0000
wh2_main_hef_inf_gate_guard	1.0000	0.0000
wh2_main_hef_inf_lothern_sea_guard_0	1.0000	0.0000
wh2_main_hef_inf_lothern_sea_guard_1	1.0000	0.0000
wh2_main_hef_inf_phoenix_guard	1.0000	0.0000
wh2_main_hef_inf_spearmen_0	1.0000	0.0000
wh2_main_hef_inf_swordmasters_of_hoeth_0	1.0000	0.0000
wh2_main_hef_inf_white_lions_of_chrace_0	1.0000	0.0000
wh2_main_hef_mon_great_eagle	2.0000	0.0000
wh2_main_hef_mon_great_eagle_summoned	2.0000	0.0000
wh2_main_hef_mon_moon_dragon	3.0000	0.0000
wh2_main_hef_mon_phoenix_flamespyre	1.0000	0.0000
wh2_main_hef_mon_phoenix_frostheart	1.0000	0.0000
wh2_main_hef_mon_star_dragon	3.0000	0.0000
wh2_main_hef_mon_sun_dragon	3.0000	0.0000
wh2_main_lzd_cav_cold_one_spearmen_1	1.0000	0.0000
wh2_main_lzd_cav_cold_one_spearriders_blessed_0	1.0000	0.0000
wh2_main_lzd_cav_cold_ones_1	1.0000	0.0000
wh2_main_lzd_cav_horned_ones_0	1.0000	0.0000
wh2_main_lzd_cav_horned_ones_blessed_0	1.0000	0.0000
wh2_main_lzd_cha_lord_mazdamundi_0	5.0000	0.0000
wh2_main_lzd_cha_lord_mazdamundi_1	5.0000	0.0000
wh2_main_lzd_cha_slann_mage_priest_campaign_0	5.0000	0.0000
wh2_main_lzd_cha_slann_mage_priest_heavens_0	5.0000	0.0000
wh2_main_lzd_cha_slann_mage_priest_high_0	5.0000	0.0000
wh2_main_lzd_cha_slann_mage_priest_light_0	5.0000	0.0000
wh2_main_lzd_inf_saurus_spearmen_0	0.5000	0.0000
wh2_main_lzd_inf_saurus_spearmen_1	0.5000	0.0000
wh2_main_lzd_inf_saurus_spearmen_blessed_1	0.5000	0.0000
wh2_main_lzd_inf_saurus_warriors_0	0.5000	0.0000
wh2_main_lzd_inf_saurus_warriors_1	0.5000	0.0000
wh2_main_lzd_inf_saurus_warriors_blessed_1	0.5000	0.0000
wh2_main_lzd_inf_temple_guards	0.5000	0.0000
wh2_main_lzd_mon_ancient_stegadon	3.0000	0.0000
wh2_main_lzd_mon_kroxigors	0.5000	0.0000
wh2_main_lzd_mon_kroxigors_blessed	0.5000	0.0000
wh2_main_skv_cha_grey_seer_plague_1	3.0000	0.0000
wh2_main_skv_cha_grey_seer_ruin_1	3.0000	0.0000
wh2_main_skv_cha_plague_priest_2	3.0000	0.0000
wh2_main_skv_cha_warlock_engineer	1.0000	0.0000
wh2_main_skv_cha_warlord_1	1.0000	0.0000
wh2_main_skv_mon_hell_pit_abomination	2.0000	0.0000
wh2_main_skv_veh_doomwheel	1.0000	0.0000
wh2_pro08_neu_cha_gotrek	1.0000	0.0000
wh2_twa02_wef_cha_glade_captain_2	2.0000	0.0000
wh2_twa03_def_cha_rakarth_1	2.0000	0.0000
wh2_twa03_def_cha_rakarth_2	3.0000	0.0000
wh2_twa03_def_cha_rakarth_3	3.0000	0.0000
wh2_twa03_grn_mon_wyvern_0	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_chariot_mkho	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_chariot_mnur	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_chariot_msla	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_chariot_msla_ror	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_chariot_mtze	3.0000	0.0000
wh3_dlc20_chs_cav_chaos_knights_mkho	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_mkho_lances	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_mnur	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_mnur_lances	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_msla	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_msla_lances	1.5000	0.0000
wh3_dlc20_chs_cav_chaos_knights_mtze_lances	1.5000	0.0000
wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	1.0000	0.0000
wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	1.0000	0.0000
wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins	1.0000	0.0000
wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_mkho	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot	3.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_msla	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot	3.0000	0.0000
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur	1.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	2.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine	4.0000	0.0000
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze	1.0000	0.0000
