id	component_type	payload	unit	amount	xp
1379589817	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_1	wh3_main_dae_inf_chaos_furies_0	4	0
1385301660	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_1	wh3_main_kho_veh_skullcannon_0	1	0
1415736684	add_mercenaries_to_faction	wh3_main_nur_rot_flies_x1	wh3_main_nur_mon_rot_flies_0	1	0
1416103479	add_mercenaries_to_faction	wh3_dlc20_lord_of_change_x1	wh3_main_tze_mon_lord_of_change_0	1	0
1433289303	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_1	wh_main_chs_art_hellcannon	1	0
144085738	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_greatweapons_x1_forsaken_mnur_x1	wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons	1	0
1478469208	add_mercenaries_to_faction	wh3_dlc20_seeker_chariots_x1	wh3_main_sla_veh_seeker_chariot_0	1	0
151713489	add_mercenaries_to_faction	wh3_dlc20_warshrine_und_x1	wh3_dlc20_chs_mon_warshrine	1	0
1564248013	add_mercenaries_to_faction	wh3_main_nur_spawn_of_nurgle_x1	wh3_main_nur_mon_spawn_of_nurgle_0	1	0
1582042349	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_2	wh3_main_nur_inf_plaguebearers_0	4	0
1616603414	add_mercenaries_to_faction	wh3_main_nur_plague_drones_death_x1	wh3_main_nur_cav_plague_drones_1	1	0
1652865601	add_mercenaries_to_faction	wh3_main_nur_beast_of_nurgle_x1	wh3_main_nur_mon_beast_of_nurgle_0	1	0
1654542708	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_lances_mnur_x1_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0
16588864	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_1	wh3_main_nur_cav_plague_drones_0	1	0
1682157183	add_mercenaries_to_faction	wh3_dlc20_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0
1686940496	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_mnur_x1_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0
171822796	add_mercenaries_to_faction	wh3_dlc20_nur_plague_drones_death_x1_chosen_mnur_x1	wh3_dlc20_chs_inf_chosen_mnur	1	0
1720748190	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_x1_forsaken_mnur_x1	wh3_main_nur_inf_forsaken_0	1	0
1721270585	add_mercenaries_to_faction	wh3_dlc20_hellcannons_x1	wh_main_chs_art_hellcannon	1	0
1728816244	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1_beast_x1	wh3_main_nur_mon_beast_of_nurgle_0	1	0
1731315980	add_mercenaries_to_faction	wh3_dlc20_marauders_mnur_x1_forsaken_mnur_x1	wh3_dlc20_chs_inf_chaos_marauders_mnur	1	0
1737639315	add_mercenaries_to_faction	wh3_dlc20_flesh_hounds_x1	wh3_main_kho_inf_flesh_hounds_of_khorne_0	1	0
1836833107	add_mercenaries_to_faction	wh3_main_nur_nurglings_x4	wh3_main_nur_inf_nurglings_0	4	0
1863478581	add_mercenaries_to_faction	wh3_dlc20_screamers_x1	wh3_main_tze_mon_screamers_0	1	0
1875166364	add_mercenaries_to_faction	wh3_dlc20_plague_drones_x1	wh3_main_nur_inf_nurglings_0	1	0
1893731694	add_mercenaries_to_faction	wh3_main_nur_plague_toads_x1_warhounds_x1	wh3_main_nur_mon_plague_toads_0	1	0
1924436253	add_mercenaries_to_faction	wh3_dlc20_furies_x1	wh3_main_dae_inf_chaos_furies_0	1	0
1941629665	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1	wh3_main_nur_inf_nurglings_0	1	0
1944364661	add_mercenaries_to_faction	wh3_dlc20_nur_plague_drones_death_x1_chosen_mnur_x1	wh3_main_nur_cav_plague_drones_1	1	0
1964736869	add_mercenaries_to_faction	wh3_dlc20_daemonettes_x1	wh3_main_sla_inf_daemonette_0	1	0
1964933191	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_3	wh_dlc01_chs_mon_dragon_ogre_shaggoth	1	0
1996841590	add_mercenaries_to_faction	wh3_main_nur_pox_riders_of_nurgle_x1	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0
201820390	add_mercenaries_to_faction	wh3_main_nur_rot_flies_x1	wh3_main_nur_mon_rot_flies_0	1	0
20344140	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_1	wh3_main_sla_mon_fiends_of_slaanesh_0	1	0
2043672292	add_mercenaries_to_faction	wh3_main_nur_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0
2071927609	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_tze_x1	wh3_main_tze_mon_soul_grinder_0	1	0
2130902930	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_3	wh3_main_sla_mon_keeper_of_secrets_0	1	0
242849136	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_1	wh3_main_nur_inf_nurglings_0	5	0
246573534	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1	wh3_dlc20_chs_mon_warshrine_mnur	1	0
249180788	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_x1_chaos_spawn_x1	wh3_dlc20_chs_inf_chaos_warriors_mnur	1	0
273628046	add_mercenaries_to_faction	wh3_dlc20_great_unclean_one_x1	wh3_main_nur_inf_nurglings_0	1	0
300510887	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_kho_x1	wh3_main_kho_mon_soul_grinder_0	1	0
309641604	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_tze_3	wh3_main_tze_mon_lord_of_change_0	1	0
311206058	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_tze_2	wh3_main_tze_mon_screamers_0	4	0
334363102	add_mercenaries_to_faction	wh3_dlc20_plaguebearers_x1	wh3_main_nur_inf_plaguebearers_0	1	0
361714529	add_mercenaries_to_faction	wh3_dlc20_skullcannons_x1	wh3_main_kho_veh_skullcannon_0	1	0
365190563	add_mercenaries_to_faction	wh3_main_nur_soul_grinder_x1	wh3_main_nur_mon_soul_grinder_0	1	0
390957677	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_3	wh3_main_nur_mon_great_unclean_one_0	1	0
439583828	add_mercenaries_to_faction	wh3_dlc20_great_unclean_one_x1	wh3_main_nur_mon_great_unclean_one_0	1	0
441036054	add_mercenaries_to_faction	wh3_dlc20_keeper_of_secrets_x1	wh3_main_sla_mon_keeper_of_secrets_0	1	0
452835794	add_mercenaries_to_faction	wh3_dlc20_fiends_x1	wh3_main_sla_mon_fiends_of_slaanesh_0	1	0
453355700	add_mercenaries_to_faction	wh3_dlc20_bloodletters_x1	wh3_main_kho_inf_bloodletters_0	1	0
456337109	add_mercenaries_to_faction	wh3_dlc20_pink_horrors_x1	wh3_main_tze_inf_pink_horrors_0	1	0
461710183	add_mercenaries_to_faction	wh3_dlc20_nur_plague_toads_x1_marauder_horsmen_mnur_x1	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	1	0
466515821	add_mercenaries_to_faction	wh3_dlc20_warshrine_kho_x1	wh3_dlc20_chs_mon_warshrine_mkho	1	0
494660945	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_1	wh3_main_kho_inf_flesh_hounds_of_khorne_0	4	0
533517491	remove_unit	wh3_main_caravan_kill_unit	wh3_main_ogr_inf_ogres_0	1	0
571788204	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_sla_x1	wh3_main_sla_mon_soul_grinder_0	1	0
575759120	add_mercenaries_to_faction	wh3_main_dilemma_nur_2_first	wh3_main_nur_inf_plaguebearers_0	4	0
589154610	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_x1_chaos_spawn_x1	wh3_main_nur_mon_spawn_of_nurgle_0	1	0
612299954	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_1	wh3_main_sla_inf_daemonette_0	4	0
629634384	add_mercenaries_to_faction	wh3_dlc20_warriors_mnur_gw_x1_soul_grinder_x1	wh3_main_nur_mon_soul_grinder_0	1	0
642420267	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_nur_x1	wh3_main_nur_inf_nurglings_0	1	0
642646248	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_mnur_x1_plague_drones_x1	wh3_dlc20_chs_cav_chaos_knights_mnur	1	0
681555864	add_mercenaries_to_faction	wh3_main_nur_plaguebearer_x1	wh3_main_nur_inf_plaguebearers_0	1	0
700629940	add_mercenaries_to_faction	wh3_dlc20_chariot_mnur_x1_pox_riders_x1	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0
708007200	add_mercenaries_to_faction	wh3_dlc20_nurglings_x1	wh3_main_nur_inf_nurglings_0	1	0
718649390	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_3	wh3_main_kho_mon_bloodthirster_0	1	0
72297999	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_2	wh3_main_sla_veh_seeker_chariot_0	3	0
79278549	add_unit	wh3_dlc20_ritual_tze_cotw_vilitch_spawnification	wh3_main_tze_mon_spawn_of_tzeentch_0	3	0
794970020	add_mercenaries_to_faction	wh3_dlc20_bloodthirsters_x1	wh3_main_kho_mon_bloodthirster_0	1	0
826526670	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_lances_mnur_x1_plague_drones_x1	wh3_dlc20_chs_cav_chaos_knights_mnur_lances	1	0
857976648	add_mercenaries_to_faction	wh3_dlc20_flamers_x2	wh3_main_tze_mon_flamers_0	2	0
858388417	add_mercenaries_to_faction	wh3_dlc20_warshrine_sla_x1	wh3_dlc20_chs_mon_warshrine_msla	1	0
862635942	add_mercenaries_to_faction	wh3_dlc20_beasts_of_nurgle_x1	wh3_main_nur_mon_beast_of_nurgle_0	1	0
878614279	add_mercenaries_to_faction	wh3_dlc20_beasts_of_nurgle_x1	wh3_main_nur_inf_nurglings_0	1	0
890767011	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons_x1_chaos_spawn_x1	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	1	0
920234590	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1_beast_x1	wh3_dlc20_chs_mon_warshrine_mnur	1	0
930669297	add_mercenaries_to_faction	wh3_dlc20_plaguebearers_x1	wh3_main_nur_inf_nurglings_0	1	0
959953129	add_mercenaries_to_faction	wh3_main_nur_plaguebearer_x2	wh3_main_nur_inf_plaguebearers_0	1	0
975289093	add_mercenaries_to_faction	wh3_dlc20_warriors_mnur_gw_x1_soul_grinder_x1	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	1	0
984825788	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons_x1_chaos_spawn_x1	wh3_main_nur_mon_spawn_of_nurgle_0	1	0
989418182	add_mercenaries_to_faction	wh3_main_nur_forsaken_x1	wh3_main_nur_inf_forsaken_0	1	0
