key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constant	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies
fauna_deer	fauna	1.0	3.0	2.0	2.0	5.0	10.0	10.0	10.0	1.0	ellipse	0.4	1000.0	1.5	90.0	45.0	8	true	true	2.0	0.0	0.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_elephant_adult	fauna	0.7	3.0	1.0	1.0	9.0	10.0	10.0	10.0	3.5	capsule	0.4	5000.0	3.5	90.0	45.0	8	true	true	0.5	0.0	0.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_elephant_baby	fauna	1.0	6.0	1.0	1.0	9.0	10.0	10.0	10.0	1.0	ellipse	0.5	500.0	2.0	90.0	45.0	8	true	true	1.0	0.0	0.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_ibis	fauna	4.0	10.0	2.0	2.0	6.0	35.0	35.0	35.0	1.5	capsule	0.5	1000.0	0.5	90.0	120.0	8	true	true	0.0	10.0	10.0	small	2.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.0	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_lion	fauna	1.0	5.0	3.0	3.0	12.0	12.0	12.0	12.0	2.5	capsule	0.4	1500.0	1.0	90.0	45.0	8	true	true	2.0	0.0	0.0	small	0.5	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_milan	fauna	2.0	18.0	2.0	2.0	6.0	35.0	35.0	35.0	0.5	ellipse	0.5	1000.0	1.5	90.0	120.0	8	true	true	0.0	18.0	18.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.0	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_peasant	fauna	2.0	4.0	2.0	2.0	6.0	10.0	10.0	10.0	0.4	circle	1.0	200.0	2.0	90.0	45.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	none	0.0	infantry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_seagull	fauna	2.0	18.0	2.0	2.0	6.0	35.0	35.0	35.0	1.25	ellipse	0.5	1000.0	1.5	90.0	120.0	8	true	true	0.0	18.0	18.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.0	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_turtle_dove	fauna	2.0	8.0	2.0	2.0	6.0	35.0	35.0	35.0	1.0	ellipse	0.5	1000.0	1.5	90.0	120.0	8	true	true	0.0	8.0	8.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.0	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_vulture	fauna	4.0	10.0	2.0	2.0	6.0	35.0	35.0	35.0	1.0	ellipse	0.5	1000.0	0.5	90.0	120.0	8	true	true	0.0	10.0	10.0	small	2.0	ignore	none	0.0	infantry_effects	0	0	0.0	false	1.0	0.8999999	2			0.0	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_whale	fauna	2.0	4.0	2.0	2.0	6.0	10.0	10.0	10.0	7.0	capsule	0.5	4000.0	3.0	90.0	10.0	8	false	false	2.0	0.0	0.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
fauna_wolf	fauna	1.0	8.0	3.0	3.0	12.0	12.0	12.0	12.0	1.0	ellipse	0.5	1000.0	1.0	90.0	120.0	8	true	true	2.0	0.0	0.0	small	1.0	ignore	none	0.0	cavalry_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
nor_battering_ram	artillery	3.0	1.8	5.0	5.0	2.0	30.0	25.0	25.0	6.0	capsule	0.6	2000.0	16.0	40.0	5.0	150	false	false	0.0	0.0	0.0	very_large	1.0	rotation	wh_war_machine_wood_large	0.0	artillery_effects	0	0	0.0	false	1.0	0.75	5			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	wheeled_entity	false	1.0	1.0	1.0	1.0		false
siege_tower	artillery	2.5	2.5	1.5	1.5	2.0	5.0	5.0	1.0	6.0	capsule	0.8999999	4000.0	25.0	40.0	30.0	500	false	false	0.0	0.0	0.0	very_large	1.3	rotation	wh_war_machine_wood_large	0.0	artillery_effects	0	0	0.0	false	1.0	0.75	5			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	wheeled_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_skv_infantry_fast_hero_tretch_craventail	man	1.5	4.2	3.0	4.0	4.9	35.0	30.0	30.0	0.7	circle	1.0	450.0	1.9	60.0	180.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	2.0	infantry_light_effects	75	40	0.0	true	1.0	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	false		true	false	wh_main_unit_combat	-1.0	-1.0	70	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_art_screaming_skull_catapult	man	2.0	2.0	2.0	3.0	2.0	30.0	20.0	20.0	2.6	capsule	0.5	3000.0	2.0	50.0	45.0	425	true	true	0.0	0.0	0.0	very_large	1.2	rotation	wh2_wm_screaming_skull_catapult	0.0	artillery_effects	0	0	0.0	false	1.0	0.75	5		emp_great_cannon	0.5	1.4499999	0	false	composite_scene\porthole\tmb_screaming_skull_catapult_porthole_01.csc	false	false	wh_main_unit_combat	-1.0	-1.0	30	wheeled_entity	true	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_necroserpent	horse	2.8	6.6	8.0	9.0	10.0	40.0	35.0	30.0	1.3499999	circle	1.0	1300.0	3.7	360.0	120.0	8	true	true	0.0	0.0	0.0	large	3.0	rotation_x	wh_horse_normal	3.0	monstrous_infantry_effects	20	20	0.0	false	0.75	0.85	3			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	15	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_necroserpent_khalida	horse	2.8	6.6	8.0	9.0	10.0	40.0	35.0	30.0	1.3499999	circle	1.0	1300.0	3.7	360.0	120.0	8	true	true	0.0	0.0	0.0	large	3.0	rotation_x	wh_horse_normal	3.0	monstrous_infantry_effects	60	85	0.0	false	0.75	0.85	3			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	15	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_necroserpent_ror	horse	2.8	7.6	8.0	9.0	10.5	40.0	35.0	30.0	1.3499999	circle	1.0	1300.0	3.7	360.0	120.0	8	true	true	0.0	0.0	0.0	large	3.0	rotation_x	wh_horse_normal	3.0	monstrous_infantry_effects	20	20	0.0	false	0.75	0.85	3			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	15	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_skeletal_steed	horse	1.8	7.6	5.0	6.0	10.8	35.0	30.0	30.0	1.2	ellipse	0.5	700.0	2.3	360.0	120.0	8	true	true	1.0	0.0	0.0	medium	3.0	rotation_x	wh_horse_normal	0.0	cavalry_effects	0	0	0.0	false	1.0	0.85	3			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	medium_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_skeletal_steed_barded	horse	1.8	7.8	5.0	6.0	10.8	35.0	30.0	30.0	1.4	ellipse	0.5	900.0	2.0	360.0	90.0	8	true	true	1.0	0.0	0.0	medium	3.0	rotation_x	wh_horse_normal	0.0	cavalry_effects	0	0	0.0	false	1.0	0.85	2			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	medium_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_skeletal_steed_chariot	horse	1.8	7.4	4.5	6.0	10.3	45.0	40.0	40.0	1.4	ellipse	0.5	900.0	2.0	360.0	120.0	8	true	true	1.0	0.0	0.0	medium	3.0	rotation_x	wh_horse_skeleton	3.0	cavalry_effects	0	0	0.0	false	1.0	0.85	3			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	medium_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_skeletal_steed_hero	horse	1.8	7.6	5.0	6.0	11.0	35.0	30.0	25.0	1.4	ellipse	0.5	900.0	2.0	360.0	120.0	8	true	true	1.0	0.0	0.0	medium	3.0	rotation_x	wh_horse_normal	0.0	cavalry_effects	60	30	0.0	false	1.0	0.85	3			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	medium_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_cav_skeletal_steed_ror	horse	2.0	8.5	5.0	6.0	11.5	35.0	30.0	25.0	1.4	ellipse	0.5	1000.0	2.0	360.0	120.0	8	true	true	1.0	0.0	0.0	medium	3.0	rotation_x	wh_horse_normal	0.0	cavalry_effects	0	0	0.0	false	1.0	0.85	3			0.5	1.4499999	42	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	medium_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_chariot_rider_bow_360	man	1.4	3.3	2.0	3.0	4.5	35.0	30.0	30.0	0.6	circle	1.0	100.0	1.8	360.0	90.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	none	3.0	infantry_light_effects	0	0	0.0	false	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_flying_carrion	giant	3.0	8.0	8.0	10.0	9.0	35.0	35.0	35.0	1.0	circle	1.0	80.0	1.6	120.0	180.0	8	true	true	1.0	10.0	12.0	small	1.0	ignore	wh2_tmb_carrion	0.0	infantry_light_effects	0	0	0.0	false	1.2	0.8999999	2			0.0	1.4499999	38	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_flying_carrion_ror	giant	4.0	9.0	8.0	10.0	11.0	35.0	35.0	35.0	1.8	circle	1.0	200.0	2.1	120.0	180.0	8	true	true	1.0	12.0	15.0	large	1.0	ignore	wh2_tmb_carrion	0.0	infantry_light_effects	0	0	0.0	false	1.2	0.8999999	2			0.0	1.4499999	39	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_inf_casket_of_souls	artillery	1.7	2.6	2.0	2.2	3.0	30.0	20.0	20.0	2.2	circle	1.0	4000.0	1.7	70.0	45.0	8	true	true	0.0	0.0	0.0	very_large	1.2	rotation	wh2_tmb_war_machine_casket_of_souls	0.0	artillery_effects	0	0	0.0	false	1.0	0.75	10		emp_great_cannon	0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	very_large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_hierotitan	giant	2.6	3.2	2.0	3.0	3.8	35.0	30.0	30.0	2.4	circle	1.0	6500.0	9.0	60.0	60.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh2_tmb_hierotitan	6.0	giant_effects	50	50	0.0	false	0.8	0.75	5			0.3	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	very_large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_necrosphinx	giant	2.6	6.8	3.0	3.0	10.0	35.0	30.0	30.0	4.0	capsule	0.6	5500.0	6.75	60.0	120.0	8	true	true	0.0	0.0	0.0	very_large	1.0	rotation_x	wh2_tmb_necrosphinx	6.0	giant_effects	70	70	0.0	false	0.8	0.75	5			0.5	1.4499999	3	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	very_large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_sepulchral_stalker	giant	2.0	5.0	5.0	6.0	7.5	40.0	35.0	30.0	1.3499999	circle	1.0	900.0	3.2	60.0	120.0	8	true	true	0.0	0.0	0.0	large	3.0	rotation	wh_troll	6.0	monstrous_infantry_effects	20	20	0.0	false	0.75	0.75	3			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_tomb_scorpion	giant	3.0	5.0	4.0	6.0	7.5	35.0	30.0	30.0	2.5	capsule	0.7	2400.0	2.0	60.0	60.0	8	true	true	0.0	0.0	0.0	very_large	1.0	rotation	wh2_tmb_scorpion	10.0	war_beast_effects	40	40	-1.7	false	0.8	0.75	5			0.25	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	very_large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_ushabti	giant	2.0	5.4	4.0	4.0	7.8	40.0	35.0	35.0	1.0	circle	1.0	1500.0	3.2	60.0	80.0	8	true	true	0.0	0.0	0.0	large	1.0	ignore	wh_troll	5.0	monstrous_infantry_effects	15	15	0.0	false	0.8	0.75	3			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_mon_warsphinx	giant	3.3	6.8	3.0	3.0	10.0	40.0	35.0	35.0	4.0	capsule	0.6	5500.0	6.75	60.0	120.0	8	true	true	0.0	0.0	0.0	very_large	1.0	rotation_x	wh2_tmb_warsphinx	6.0	giant_effects	70	70	0.0	false	0.8	0.75	5			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	5	very_large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeletal_steed_chariot_arkhan	horse	1.5	8.4	5.0	6.0	10.8	35.0	30.0	30.0	1.4	ellipse	0.5	1000.0	2.0	360.0	60.0	8	true	true	2.0	0.0	0.0	large	1.0	rotation_x	wh2_dlc09_horse_chariot_arkhan	3.0	cavalry_effects	0	0	0.0	false	1.0	0.8	4			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeletal_steed_chariot_settra	horse	1.5	8.4	6.0	7.0	10.8	35.0	30.0	30.0	1.4	ellipse	0.5	1100.0	2.0	360.0	60.0	8	true	true	2.8	0.0	0.0	large	3.0	rotation	wh_horse_skeleton	3.0	cavalry_effects	0	25	0.0	false	1.0	0.8	4			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton	man	1.3	2.8	2.0	3.0	3.1	30.0	25.0	25.0	0.6	circle	1.0	80.0	1.8	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	0	0	0.0	true	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_chariot	man	1.3	2.8	2.0	3.0	3.1	30.0	25.0	25.0	0.5	circle	1.0	80.0	1.8	360.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	3.0	infantry_light_effects	0	0	0.0	true	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_heavy	man	1.3	2.8	2.0	3.0	3.1	30.0	25.0	25.0	0.6	circle	1.0	120.0	1.8	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	0	0	0.0	true	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_infantry_hero	man	1.4	3.1	2.0	3.0	4.1	35.0	30.0	30.0	0.7	circle	1.0	600.0	2.2	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	2.0	infantry_light_effects	70	40	0.0	true	1.0	0.8999999	2	wh_main_generic_character_aura		0.5	1.4499999	1	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	man	1.4	3.1	2.0	3.0	4.1	35.0	30.0	30.0	0.7	circle	1.0	600.0	2.2	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	2.0	infantry_light_effects	70	20	0.0	true	1.0	0.8999999	2	wh_main_generic_character_aura		0.5	1.4499999	44	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_infantry_hero_lord	man	1.4	3.1	2.0	3.0	4.1	35.0	30.0	30.0	0.7	circle	1.0	800.0	2.2	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	2.0	infantry_light_effects	70	40	0.0	true	1.0	0.8999999	2	wh_main_generic_character_aura		0.5	1.4499999	45	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_khalida	man	1.6	4.6	5.0	6.0	5.4	35.0	30.0	30.0	0.7	circle	1.0	550.0	2.2	60.0	180.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	2.0	infantry_light_effects	70	40	0.0	true	1.0	0.8999999	2	wh_main_generic_character_aura		0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	15	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_missile	man	1.4	3.1	2.0	3.0	3.5	30.0	25.0	25.0	0.6	circle	1.0	80.0	1.8	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	0	0	0.0	true	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_skeleton_missile_mounted	man	1.3	2.8	2.0	3.0	3.1	30.0	25.0	25.0	0.6	circle	1.0	80.0	1.8	360.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	0	0	0.0	true	1.0	0.8999999	2			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	small_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_vehicle_chariot	horse	1.5	7.4	4.5	6.0	10.3	35.0	30.0	30.0	1.6	capsule	0.75	900.0	1.8	360.0	60.0	8	true	true	2.8	0.0	0.0	large	1.0	rotation	wh2_dlc09_chariot_tmb	3.0	artillery_effects	0	0	0.0	false	1.0	0.8	4			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_vehicle_chariot_arkhan	horse	1.5	8.4	5.0	6.0	10.8	35.0	30.0	30.0	1.6	capsule	0.75	1100.0	1.8	60.0	60.0	8	true	true	2.8	0.0	0.0	large	1.0	rotation	wh2_dlc09_chariot_arkhan	3.0	artillery_effects	0	0	0.0	false	1.0	0.8	4			0.5	1.4499999	40	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	large_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_vehicle_chariot_arkhan_articulation	chariot	1.5	8.4	5.0	6.0	10.8	35.0	30.0	30.0	3.6499999	capsule	0.37	1100.0	2.0	360.0	80.0	8	true	true	2.8	0.0	0.0	large	1.0	rotation	wh2_dlc09_horse_chariot_arkhan	3.0	artillery_effects	0	0	0.0	false	1.0	0.8	20			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	articulated_entity	false	1.0	1.0	1.0	1.0		false
wh2_dlc09_tmb_vehicle_chariot_horse_articulation	chariot	1.5	7.4	4.5	6.0	10.3	35.0	30.0	30.0	3.6	capsule	0.34	1000.0	2.0	360.0	80.0	1	true	true	2.8	0.0	0.0	large	1.0	rotation	wh2_chariot_articulation	3.0	artillery_effects	0	0	0.0	false	1.0	0.8	20			0.5	1.4499999	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	articulated_entity	false	1.0	1.0	1.0	1.0		false
