key	building_level_key	building_model_id
wh2_dlc09_tmb_settlement_major_ruin	wh2_dlc09_tmb_settlement_major_ruin	wh2_dlc09_tmb_settlement_major_ruin
wh2_dlc09_tmb_settlement_minor_1	wh2_dlc09_tmb_settlement_minor_1	wh2_dlc09_tmb_settlement_minor_1
wh2_dlc09_tmb_settlement_minor_2	wh2_dlc09_tmb_settlement_minor_2	wh2_dlc09_tmb_settlement_minor_2
wh2_dlc09_tmb_settlement_minor_3	wh2_dlc09_tmb_settlement_minor_3	wh2_dlc09_tmb_settlement_minor_3
wh2_dlc09_tmb_settlement_minor_ruin	wh2_dlc09_tmb_settlement_minor_ruin	wh2_dlc09_tmb_settlement_minor_ruin
wh2_dlc11_special_settlement_galleons_graveyard_1	wh2_dlc11_special_settlement_galleons_graveyard_1	wh2_dlc11_special_galleons_graveyard
wh2_dlc11_special_settlement_galleons_graveyard_2	wh2_dlc11_special_settlement_galleons_graveyard_2	wh2_dlc11_special_galleons_graveyard
wh2_dlc11_special_settlement_galleons_graveyard_3	wh2_dlc11_special_settlement_galleons_graveyard_3	wh2_dlc11_special_galleons_graveyard
wh2_dlc11_special_settlement_galleons_graveyard_4	wh2_dlc11_special_settlement_galleons_graveyard_4	wh2_dlc11_special_galleons_graveyard
wh2_dlc11_special_settlement_galleons_graveyard_5	wh2_dlc11_special_settlement_galleons_graveyard_5	wh2_dlc11_special_galleons_graveyard
wh2_dlc11_special_settlement_galleons_graveyard_ruin	wh2_dlc11_special_settlement_galleons_graveyard_ruin	wh2_dlc11_special_galleons_graveyard_ruin
wh2_dlc11_vampirecoast_settlement_major_1	wh2_dlc11_vampirecoast_settlement_major_1	wh2_dlc11_vampirecoast_settlement_major_1
wh2_dlc11_vampirecoast_settlement_major_2	wh2_dlc11_vampirecoast_settlement_major_2	wh2_dlc11_vampirecoast_settlement_major_2
wh2_dlc11_vampirecoast_settlement_major_3	wh2_dlc11_vampirecoast_settlement_major_3	wh2_dlc11_vampirecoast_settlement_major_3
wh2_dlc11_vampirecoast_settlement_major_4	wh2_dlc11_vampirecoast_settlement_major_4	wh2_dlc11_vampirecoast_settlement_major_4
wh2_dlc11_vampirecoast_settlement_major_5	wh2_dlc11_vampirecoast_settlement_major_5	wh2_dlc11_vampirecoast_settlement_major_5
wh2_dlc11_vampirecoast_settlement_major_ruin	wh2_dlc11_vampirecoast_settlement_major_ruin	wh_main_building_human_ruin
wh2_dlc11_vampirecoast_settlement_minor_1	wh2_dlc11_vampirecoast_settlement_minor_1	wh2_dlc11_vampirecoast_settlement_minor_1
wh2_dlc11_vampirecoast_settlement_minor_2	wh2_dlc11_vampirecoast_settlement_minor_2	wh2_dlc11_vampirecoast_settlement_minor_2
wh2_dlc11_vampirecoast_settlement_minor_3	wh2_dlc11_vampirecoast_settlement_minor_3	wh2_dlc11_vampirecoast_settlement_minor_3
wh2_dlc11_vampirecoast_settlement_minor_ruin	wh2_dlc11_vampirecoast_settlement_minor_ruin	wh_main_building_human_ruin
wh2_dlc11_vampirecoast_ship_captains_cabin_1	wh2_dlc11_vampirecoast_ship_captains_cabin_1	wh2_dlc11_vampirecoast_ship_captains_cabin_1
wh2_dlc11_vampirecoast_ship_captains_cabin_2	wh2_dlc11_vampirecoast_ship_captains_cabin_2	wh2_dlc11_vampirecoast_ship_captains_cabin_2
wh2_dlc11_vampirecoast_ship_captains_cabin_3	wh2_dlc11_vampirecoast_ship_captains_cabin_3	wh2_dlc11_vampirecoast_ship_captains_cabin_3
wh2_dlc11_vampirecoast_ship_captains_cabin_4	wh2_dlc11_vampirecoast_ship_captains_cabin_4	wh2_dlc11_vampirecoast_ship_captains_cabin_4
wh2_dlc11_vampirecoast_ship_captains_cabin_5	wh2_dlc11_vampirecoast_ship_captains_cabin_5	wh2_dlc11_vampirecoast_ship_captains_cabin_5
wh2_dlc12_dummy_nuclear_ruins_0	wh2_dlc12_dummy_nuclear_ruins_0	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_1	wh2_dlc12_dummy_nuclear_ruins_1	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_2	wh2_dlc12_dummy_nuclear_ruins_2	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_3	wh2_dlc12_dummy_nuclear_ruins_3	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_4	wh2_dlc12_dummy_nuclear_ruins_4	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_5	wh2_dlc12_dummy_nuclear_ruins_5	wh2_dlc12_dummy_nuclear_ruins_human
wh2_dlc12_dummy_nuclear_ruins_lzd_0	wh2_dlc12_dummy_nuclear_ruins_lzd_0	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_lzd_1	wh2_dlc12_dummy_nuclear_ruins_lzd_1	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_lzd_2	wh2_dlc12_dummy_nuclear_ruins_lzd_2	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_lzd_3	wh2_dlc12_dummy_nuclear_ruins_lzd_3	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_lzd_4	wh2_dlc12_dummy_nuclear_ruins_lzd_4	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_lzd_5	wh2_dlc12_dummy_nuclear_ruins_lzd_5	wh2_dlc12_dummy_nuclear_ruins_lizardmen
wh2_dlc12_dummy_nuclear_ruins_tmb_0	wh2_dlc12_dummy_nuclear_ruins_tmb_0	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_1	wh2_dlc12_dummy_nuclear_ruins_tmb_1	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_2	wh2_dlc12_dummy_nuclear_ruins_tmb_2	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_3	wh2_dlc12_dummy_nuclear_ruins_tmb_3	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_4	wh2_dlc12_dummy_nuclear_ruins_tmb_4	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_5	wh2_dlc12_dummy_nuclear_ruins_tmb_5	wh2_dlc12_dummy_nuclear_ruins_tombking
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_0	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_0	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_1	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_1	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_2	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_2	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_3	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_3	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_4	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_4	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_5	wh2_dlc12_dummy_nuclear_ruins_tmb_nagash_5	wh2_dlc12_dummy_nuclear_ruins_tombking_nagash
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_0	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_0	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_1	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_1	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_2	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_2	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_3	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_3	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_4	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_4	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc12_dummy_nuclear_ruins_tmb_settra_5	wh2_dlc12_dummy_nuclear_ruins_tmb_settra_5	wh2_dlc12_dummy_nuclear_ruins_tombking_settra
wh2_dlc13_horde_lizardmen_ziggurat_1	wh2_dlc13_horde_lizardmen_ziggurat_1	wh2_dlc13_building_lzd_horde_settlement_major_1
wh2_dlc13_horde_lizardmen_ziggurat_2	wh2_dlc13_horde_lizardmen_ziggurat_2	wh2_dlc13_building_lzd_horde_settlement_major_2
wh2_dlc13_horde_lizardmen_ziggurat_3	wh2_dlc13_horde_lizardmen_ziggurat_3	wh2_dlc13_building_lzd_horde_settlement_major_3
wh2_dlc13_horde_lizardmen_ziggurat_4	wh2_dlc13_horde_lizardmen_ziggurat_4	wh2_dlc13_building_lzd_horde_settlement_major_4
wh2_dlc13_horde_lizardmen_ziggurat_5	wh2_dlc13_horde_lizardmen_ziggurat_5	wh2_dlc13_building_lzd_horde_settlement_major_5
wh2_dlc13_horde_lizardmen_ziggurat_minor_1	wh2_dlc13_horde_lizardmen_ziggurat_minor_1	wh2_dlc13_building_lzd_horde_settlement_minor_1
wh2_dlc13_horde_lizardmen_ziggurat_minor_2	wh2_dlc13_horde_lizardmen_ziggurat_minor_2	wh2_dlc13_building_lzd_horde_settlement_minor_2
wh2_dlc13_horde_lizardmen_ziggurat_minor_3	wh2_dlc13_horde_lizardmen_ziggurat_minor_3	wh2_dlc13_building_lzd_horde_settlement_minor_3
wh2_dlc13_lzd_nakai_settlement_major_1	wh2_dlc13_lzd_nakai_settlement_major_1	wh2_main_building_lzd_settlement_major_1
wh2_dlc13_lzd_nakai_settlement_major_ruin	wh2_dlc13_lzd_nakai_settlement_major_ruin	wh2_main_lzd_ruin
wh2_dlc13_lzd_nakai_settlement_minor_1	wh2_dlc13_lzd_nakai_settlement_minor_1	wh2_main_building_lzd_settlement_major_1
wh2_dlc13_lzd_nakai_settlement_minor_ruin	wh2_dlc13_lzd_nakai_settlement_minor_ruin	wh2_main_lzd_ruin
wh2_dlc15_sch_special_settlement_massif_orcal_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_dlc15_sch_special_settlement_massif_orcal_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_dlc15_sch_special_settlement_massif_orcal_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_dlc15_sch_special_settlement_massif_orcal_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_dlc15_sch_special_settlement_tor_yvresse_norscaruin_khorne		wh_dlc08_god_ruin_khorne
wh2_dlc15_sch_special_settlement_tor_yvresse_norscaruin_nurgle		wh_dlc08_god_ruin_nurgle
wh2_dlc15_sch_special_settlement_tor_yvresse_norscaruin_slaanesh		wh_dlc08_god_ruin_slaanesh
wh2_dlc15_sch_special_settlement_tor_yvresse_norscaruin_tzeentch		wh_dlc08_god_ruin_tzeentch
wh2_dlc15_special_settlement_massif_orcal_brt_1	wh2_dlc15_special_settlement_massif_orcal_brt_1	wh_main_building_brt_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_brt_2	wh2_dlc15_special_settlement_massif_orcal_brt_2	wh_main_building_grn_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_brt_3	wh2_dlc15_special_settlement_massif_orcal_brt_3	wh_main_building_grn_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_brt_4	wh2_dlc15_special_settlement_massif_orcal_brt_4	wh_main_building_grn_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_brt_5	wh2_dlc15_special_settlement_massif_orcal_brt_5	wh_main_building_grn_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_brt_ruin	wh2_dlc15_special_settlement_massif_orcal_brt_ruin	wh_main_building_human_ruin
wh2_dlc15_special_settlement_massif_orcal_grn_1	wh2_dlc15_special_settlement_massif_orcal_grn_1	wh_main_building_grn_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_grn_2	wh2_dlc15_special_settlement_massif_orcal_grn_2	wh_main_building_grn_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_grn_3	wh2_dlc15_special_settlement_massif_orcal_grn_3	wh_main_building_grn_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_grn_4	wh2_dlc15_special_settlement_massif_orcal_grn_4	wh_main_building_grn_settlement_major_4
wh2_dlc15_special_settlement_massif_orcal_grn_5	wh2_dlc15_special_settlement_massif_orcal_grn_5	wh_main_building_grn_settlement_major_5
wh2_dlc15_special_settlement_massif_orcal_grn_ruin	wh2_dlc15_special_settlement_massif_orcal_grn_ruin	wh_main_building_human_ruin
wh2_dlc15_special_settlement_massif_orcal_savage_1	wh2_dlc15_special_settlement_massif_orcal_savage_1	wh_main_building_grn_settlement_major_1
wh2_dlc15_special_settlement_massif_orcal_savage_2	wh2_dlc15_special_settlement_massif_orcal_savage_2	wh_main_building_grn_settlement_major_2
wh2_dlc15_special_settlement_massif_orcal_savage_3	wh2_dlc15_special_settlement_massif_orcal_savage_3	wh_main_building_grn_settlement_major_3
wh2_dlc15_special_settlement_massif_orcal_savage_ruin	wh2_dlc15_special_settlement_massif_orcal_savage_ruin	wh_main_building_human_ruin
wh2_dlc15_special_settlement_tor_yvresse_1	wh2_dlc15_special_settlement_tor_yvresse_hef_1	wh2_main_building_hef_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_2	wh2_dlc15_special_settlement_tor_yvresse_hef_2	wh2_main_building_hef_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_3	wh2_dlc15_special_settlement_tor_yvresse_hef_3	wh2_main_building_hef_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_4	wh2_dlc15_special_settlement_tor_yvresse_hef_4	wh2_main_building_hef_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_5	wh2_dlc15_special_settlement_tor_yvresse_hef_5	wh2_main_building_hef_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_eltharion_1	wh2_dlc15_special_settlement_tor_yvresse_eltharion_1	wh2_main_building_hef_settlement_major_1
wh2_dlc15_special_settlement_tor_yvresse_eltharion_2	wh2_dlc15_special_settlement_tor_yvresse_eltharion_2	wh2_main_building_hef_settlement_major_2
wh2_dlc15_special_settlement_tor_yvresse_eltharion_3	wh2_dlc15_special_settlement_tor_yvresse_eltharion_3	wh2_main_building_hef_settlement_major_3
wh2_dlc15_special_settlement_tor_yvresse_eltharion_4	wh2_dlc15_special_settlement_tor_yvresse_eltharion_4	wh2_main_building_hef_settlement_major_4
wh2_dlc15_special_settlement_tor_yvresse_eltharion_5	wh2_dlc15_special_settlement_tor_yvresse_eltharion_5	wh2_main_building_hef_settlement_major_5
wh2_dlc15_special_settlement_tor_yvresse_eltharion_ruin	wh2_dlc15_special_settlement_tor_yvresse_eltharion_ruin	wh_main_building_human_ruin
wh2_dlc15_special_settlement_tor_yvresse_ruin	wh2_dlc15_special_settlement_tor_yvresse_hef_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_settlement_major_1	wh2_dlc17_bst_settlement_major_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_settlement_major_2	wh2_dlc17_bst_settlement_major_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_settlement_major_3	wh2_dlc17_bst_settlement_major_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_settlement_major_4	wh2_dlc17_bst_settlement_major_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_settlement_major_5	wh2_dlc17_bst_settlement_major_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_settlement_major_ruin	wh2_dlc17_bst_settlement_major_ruin	wh_dlc03_HUMAN_settlement_minor_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_1	wh2_dlc17_bst_special_settlement_altdorf_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_2	wh2_dlc17_bst_special_settlement_altdorf_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_3	wh2_dlc17_bst_special_settlement_altdorf_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_4	wh2_dlc17_bst_special_settlement_altdorf_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_5	wh2_dlc17_bst_special_settlement_altdorf_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_altdorf_ruin	wh2_dlc17_bst_special_settlement_altdorf_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_black_crag_1	wh2_dlc17_bst_special_settlement_black_crag_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_black_crag_2	wh2_dlc17_bst_special_settlement_black_crag_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_black_crag_3	wh2_dlc17_bst_special_settlement_black_crag_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_black_crag_4	wh2_dlc17_bst_special_settlement_black_crag_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_black_crag_5	wh2_dlc17_bst_special_settlement_black_crag_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_black_crag_ruin	wh2_dlc17_bst_special_settlement_black_crag_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_1	wh2_dlc17_bst_special_settlement_castle_drakenhof_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_2	wh2_dlc17_bst_special_settlement_castle_drakenhof_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_3	wh2_dlc17_bst_special_settlement_castle_drakenhof_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_4	wh2_dlc17_bst_special_settlement_castle_drakenhof_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_5	wh2_dlc17_bst_special_settlement_castle_drakenhof_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_castle_drakenhof_ruin	wh2_dlc17_bst_special_settlement_castle_drakenhof_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_couronne_1	wh2_dlc17_bst_special_settlement_couronne_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_couronne_2	wh2_dlc17_bst_special_settlement_couronne_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_couronne_3	wh2_dlc17_bst_special_settlement_couronne_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_couronne_4	wh2_dlc17_bst_special_settlement_couronne_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_couronne_5	wh2_dlc17_bst_special_settlement_couronne_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_couronne_ruin	wh2_dlc17_bst_special_settlement_couronne_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_hexoatl_1	wh2_dlc17_bst_special_settlement_hexoatl_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_hexoatl_2	wh2_dlc17_bst_special_settlement_hexoatl_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_hexoatl_3	wh2_dlc17_bst_special_settlement_hexoatl_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_hexoatl_4	wh2_dlc17_bst_special_settlement_hexoatl_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_hexoatl_5	wh2_dlc17_bst_special_settlement_hexoatl_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_hexoatl_ruin	wh2_dlc17_bst_special_settlement_hexoatl_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_1	wh2_dlc17_bst_special_settlement_karaz_a_karak_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_2	wh2_dlc17_bst_special_settlement_karaz_a_karak_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_3	wh2_dlc17_bst_special_settlement_karaz_a_karak_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_4	wh2_dlc17_bst_special_settlement_karaz_a_karak_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_5	wh2_dlc17_bst_special_settlement_karaz_a_karak_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_karaz_a_karak_ruin	wh2_dlc17_bst_special_settlement_karaz_a_karak_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_lothern_1	wh2_dlc17_bst_special_settlement_lothern_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_lothern_2	wh2_dlc17_bst_special_settlement_lothern_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_lothern_3	wh2_dlc17_bst_special_settlement_lothern_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_lothern_4	wh2_dlc17_bst_special_settlement_lothern_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_lothern_5	wh2_dlc17_bst_special_settlement_lothern_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_lothern_ruin	wh2_dlc17_bst_special_settlement_lothern_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_naggarond_1	wh2_dlc17_bst_special_settlement_naggarond_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_naggarond_2	wh2_dlc17_bst_special_settlement_naggarond_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_naggarond_3	wh2_dlc17_bst_special_settlement_naggarond_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_naggarond_4	wh2_dlc17_bst_special_settlement_naggarond_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_naggarond_5	wh2_dlc17_bst_special_settlement_naggarond_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_naggarond_ruin	wh2_dlc17_bst_special_settlement_naggarond_ruin	wh_main_building_human_ruin
wh2_dlc17_bst_special_settlement_oak_of_ages_1	wh2_dlc17_bst_special_settlement_oak_of_ages_1	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_oak_of_ages_2	wh2_dlc17_bst_special_settlement_oak_of_ages_2	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_oak_of_ages_3	wh2_dlc17_bst_special_settlement_oak_of_ages_3	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_oak_of_ages_4	wh2_dlc17_bst_special_settlement_oak_of_ages_4	wh_dlc03_HUMAN_settlement_major_beastmenruin
wh2_dlc17_bst_special_settlement_oak_of_ages_5	wh2_dlc17_bst_special_settlement_oak_of_ages_5	wh_dlc03_HUMAN_settlement_major_beastmenruin
