existing_building_chain_key	existing_building_level_inclusive_end	existing_building_level_inclusive_start	potential_buiding_chain_key	potential_building_level_inclusive_end	potential_building_level_inclusive_start	synergy_policy_key	existing_building_instance	existing_building_super_chain	potential_building_instance	potential_building_super_chain	synergy_scope_key	synergy_level_key
wh2_main_def_industry	wh2_main_def_industry_3	wh2_main_def_industry_1	wh2_main_def_roads	wh2_main_def_roads_1	wh2_main_def_roads_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_barracks	wh2_main_def_barracks_3	wh2_main_def_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_low
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_exiles	wh2_main_def_exiles_2	wh2_main_def_exiles_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_1	wh2_main_def_riders	wh2_main_def_riders_2	wh2_main_def_riders_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_def_settlement_major	wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_5	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_minor	wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_1	wh2_main_def_beasts	wh2_main_def_beasts_3	wh2_main_def_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_def_settlement_minor	wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_1	wh2_main_def_worship	wh2_main_def_worship_1	wh2_main_def_worship_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_hef_order	wh2_main_hef_order_5	wh2_main_hef_order_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure3_order		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_hef_port	wh2_main_hef_port_3	wh2_main_hef_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh_main_sch_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_barracks	wh2_main_hef_barracks_3	wh2_main_hef_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_low
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_hef_settlement_major	wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_smith	wh2_main_hef_smith_2	wh2_main_hef_smith_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_hef_settlement_minor	wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_1	wh2_main_hef_worship	wh2_main_hef_worship_3	wh2_main_hef_worship_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_lzd_beasts	wh2_main_lzd_beasts_4	wh2_main_lzd_beasts_1	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_3	wh2_main_lzd_worship_oldones_1	cai_cs_synergy_policy_default		wh2_main_sch_military4_monsters		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_beasts	wh2_main_lzd_beasts_4	wh2_main_lzd_beasts_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_synergy_policy_default		wh2_main_sch_military4_monsters		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure6_other		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy_minor	wh2_main_lzd_energy_2	wh2_main_lzd_energy_1	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure7_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy	wh2_main_lzd_energy_5	wh2_main_lzd_energy_3	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure6_other	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_lzd_saurus	wh2_main_lzd_saurus_3	wh2_main_lzd_saurus_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_low
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_4	wh2_main_lzd_beasts_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_3	wh2_main_lzd_worship_oldones_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support4_other	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_lzd_terradons	wh2_dlc12_lzd_terradons_2	wh2_main_lzd_terradons_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_clanrats	wh2_main_skv_clanrats_3	wh2_main_skv_clanrats_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_5	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_assassins_eshin	wh2_dlc14_skv_eshin_assassins_3	wh2_dlc14_skv_eshin_assassins_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_skv_weaponteams	wh2_main_skv_weaponteams_1	wh2_main_skv_weaponteams_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_policy_default		wh2_main_sch_support1_smith		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh_main_EMPIRE_smiths	wh_main_emp_smiths_2	wh_main_emp_smiths_1	cai_cs_synergy_policy_default		wh2_main_sch_special_altdorf_castle_reikguard		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard	wh_main_special_reiksfort	wh_main_special_reiksfort	wh_main_special_reiksfort	cai_cs_synergy_policy_default		wh2_main_sch_special_altdorf_castle_reikguard		wh_main_sch_special_reiksfort	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh2_main_special_lothern_port_other	wh2_main_special_lothern_port_other_3	wh2_main_special_lothern_port_other_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_lothern_port	wh2_main_special_lothern_port_3	wh2_main_special_lothern_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_barracks	wh2_main_hef_barracks_3	wh2_main_hef_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_low
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_knights			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_knights	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_large_monsters			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_large_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_dlc20_woc_dark_fortress_income			wh3_dlc20_woc_dark_fortress_shrine			cai_cs_synergy_policy_default		wh3_dlc20_sch_woc_dark_fortress_income		wh3_dlc20_sch_woc_dark_fortress_shrine	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_kho_settlement_major	wh3_main_kho_settlement_major_5_a	wh3_main_kho_settlement_major_2_a	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_kho_settlement_major	wh3_main_kho_settlement_major_5	wh3_main_kho_settlement_major_2	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_kho_settlement_minor	wh3_main_kho_settlement_minor_3	wh3_main_kho_settlement_minor_1	wh3_main_kho_infra_growth_income	wh3_main_kho_infra_growth_income_3	wh3_main_kho_infra_growth_income_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_negative_level_high
wh3_main_ksl_growth_xp			wh3_main_ksl_corruption_land			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure3_order	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_high
wh3_main_tze_growth_gold			wh3_main_tze_corruption			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure7_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh3_main_tze_growth_gold			wh3_main_tze_library			cai_cs_synergy_policy_default		wh2_main_sch_infrastructure1_farm		wh2_main_sch_infrastructure8_major	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh_dlc05_wef_cavalry	wh_dlc05_wef_cavalry_3	wh_dlc05_wef_cavalry_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_cavalry		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh_dlc05_wef_melee	wh_dlc05_wef_melee_3	wh_dlc05_wef_melee_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_melee		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_medium
wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_ereth_khial		wh_dlc05_sch_temple_kurnous	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_low
wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_kurnous		wh_dlc05_sch_temple_ereth_khial	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_low
wh_main_BRETONNIA_farm_basic	wh_main_brt_farm_3	wh_main_brt_farm_1	wh_main_BRETONNIA_carpenter	wh_main_brt_carpenter_2	wh_main_brt_carpenter_1	cai_cs_synergy_policy_default		wh_main_sch_human_farm_basic		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE	cai_cs_synergy_level_high
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_1	wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_1	wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_4	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_policy_default		wh_main_sch_main_settlement		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_synergy_level_medium
wh_main_BRETONNIA_settlement_minor	wh_main_brt_settlement_minor_3	wh_main_brt_settlement_minor_1	wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
wh_main_BRETONNIA_settlement_minor	wh_main_brt_settlement_minor_3	wh_main_brt_settlement_minor_1	wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_REGIONWIDE	cai_cs_negative_level_medium
