key	description_text	faction	header_text	image_path	priority_index
wh2_dlc09_tmb_khemri_3	war.camp.hp.dynasties.002	wh2_dlc09_tmb_khemri	war.camp.hp.dynasties.001		3
wh2_dlc09_tmb_khemri_4	war.camp.hp.mortuary_cult.002	wh2_dlc09_tmb_khemri	war.camp.hp.mortuary_cult.001		4
wh2_dlc09_tmb_lybaras_1	war.camp.hp.books_of_nagash.002	wh2_dlc09_tmb_lybaras	war.camp.hp.books_of_nagash.001		1
wh2_dlc09_tmb_lybaras_2	war.camp.hp.day_of_awakening.002	wh2_dlc09_tmb_lybaras	war.camp.hp.day_of_awakening.001		2
wh2_dlc09_tmb_lybaras_3	war.camp.hp.dynasties.002	wh2_dlc09_tmb_lybaras	war.camp.hp.dynasties.001		3
wh2_dlc09_tmb_lybaras_4	war.camp.hp.mortuary_cult.002	wh2_dlc09_tmb_lybaras	war.camp.hp.mortuary_cult.001		4
wh2_dlc11_cst_noctilus_1	war.camp.hp.ship_building.002	wh2_dlc11_cst_noctilus	war.camp.hp.ship_building.001		1
wh2_dlc11_cst_noctilus_2	war.camp.hp.infamy.002	wh2_dlc11_cst_noctilus	war.camp.hp.infamy.001		2
wh2_dlc11_cst_noctilus_3	war.camp.hp.pirate_coves.002	wh2_dlc11_cst_noctilus	war.camp.hp.pirate_coves.001		3
wh2_dlc11_cst_pirates_of_sartosa_1	war.camp.hp.ship_building.002	wh2_dlc11_cst_pirates_of_sartosa	war.camp.hp.ship_building.001		1
wh2_dlc11_cst_pirates_of_sartosa_2	war.camp.hp.infamy.002	wh2_dlc11_cst_pirates_of_sartosa	war.camp.hp.infamy.001		2
wh2_dlc11_cst_pirates_of_sartosa_3	war.camp.hp.pirate_coves.002	wh2_dlc11_cst_pirates_of_sartosa	war.camp.hp.pirate_coves.001		3
wh2_dlc11_cst_the_drowned_1	war.camp.hp.ship_building.002	wh2_dlc11_cst_the_drowned	war.camp.hp.ship_building.001		1
wh2_dlc11_cst_the_drowned_2	war.camp.hp.infamy.002	wh2_dlc11_cst_the_drowned	war.camp.hp.infamy.001		2
wh2_dlc11_cst_the_drowned_3	war.camp.hp.pirate_coves.002	wh2_dlc11_cst_the_drowned	war.camp.hp.pirate_coves.001		3
wh2_dlc11_cst_vampire_coast_1	war.camp.hp.ship_building.002	wh2_dlc11_cst_vampire_coast	war.camp.hp.ship_building.001		1
wh2_dlc11_cst_vampire_coast_2	war.camp.hp.infamy.002	wh2_dlc11_cst_vampire_coast	war.camp.hp.infamy.001		2
wh2_dlc11_cst_vampire_coast_3	war.camp.hp.pirate_coves.002	wh2_dlc11_cst_vampire_coast	war.camp.hp.pirate_coves.001		3
wh2_dlc11_def_the_blessed_dread_1	war.camp.hp.slaves.002	wh2_dlc11_def_the_blessed_dread	war.camp.hp.slaves.001		1
wh2_dlc11_def_the_blessed_dread_2	war.camp.hp.black_arks.002	wh2_dlc11_def_the_blessed_dread	war.camp.hp.black_arks.001		2
wh2_dlc11_def_the_blessed_dread_3	war.camp.hp.sword_of_khaine.002	wh2_dlc11_def_the_blessed_dread	war.camp.hp.sword_of_khaine.001		3
wh2_dlc11_vmp_the_barrow_legion_1	war.camp.hp.bloodlines.002	wh2_dlc11_vmp_the_barrow_legion	war.camp.hp.bloodlines.001		1
wh2_dlc11_vmp_the_barrow_legion_2	war.camp.hp.raising_dead.002	wh2_dlc11_vmp_the_barrow_legion	war.camp.hp.raising_dead.001		2
wh2_dlc11_vmp_the_barrow_legion_3	war.camp.hp.vampiric_corruption.002	wh2_dlc11_vmp_the_barrow_legion	war.camp.hp.vampiric_corruption.001		3
wh2_dlc12_lzd_cult_of_sotek_1	war.camp.hp.lizardmen_sacrifice_to_sotek.002	wh2_dlc12_lzd_cult_of_sotek	war.camp.hp.lizardmen_sacrifice_to_sotek.001		1
wh2_dlc12_lzd_cult_of_sotek_2	war.camp.hp.lizardmen_lord_kroak.002	wh2_dlc12_lzd_cult_of_sotek	war.camp.hp.lizardmen_lord_kroak.001		2
wh2_dlc12_lzd_cult_of_sotek_3	war.camp.hp.geomantic_web.002	wh2_dlc12_lzd_cult_of_sotek	war.camp.hp.geomantic_web.001		3
wh2_dlc12_lzd_cult_of_sotek_4	war.camp.hp.blessed_spawnings.002	wh2_dlc12_lzd_cult_of_sotek	war.camp.hp.blessed_spawnings.001		4
wh2_dlc13_emp_golden_order_1	war.camp.hp.empire_imperial_authority.002	wh2_dlc13_emp_golden_order	war.camp.hp.empire_imperial_authority.001		1
wh2_dlc13_emp_golden_order_2	war.camp.hp.empire_summon_elector_counts.002	wh2_dlc13_emp_golden_order	war.camp.hp.empire_summon_elector_counts.001		2
wh2_dlc13_emp_the_huntmarshals_expedition_1	war.camp.hp.empire_emperors_mandate.002	wh2_dlc13_emp_the_huntmarshals_expedition	war.camp.hp.empire_emperors_mandate.001		1
wh2_dlc13_emp_the_huntmarshals_expedition_2	war.camp.hp.empire_hostility.002	wh2_dlc13_emp_the_huntmarshals_expedition	war.camp.hp.empire_hostility.001		2
wh2_dlc13_emp_the_huntmarshals_expedition_3	war.camp.hp.empire_wulfharts_hunters.002	wh2_dlc13_emp_the_huntmarshals_expedition	war.camp.hp.empire_wulfharts_hunters.001		3
wh2_dlc13_lzd_spirits_of_the_jungle_1	war.camp.hp.defence_of_the_great_plan.002	wh2_dlc13_lzd_spirits_of_the_jungle	war.camp.hp.defence_of_the_great_plan.001		1
wh2_dlc13_lzd_spirits_of_the_jungle_2	war.camp.hp.lizardmen_jungle_nexus.002	wh2_dlc13_lzd_spirits_of_the_jungle	war.camp.hp.lizardmen_jungle_nexus.001		2
wh2_dlc13_lzd_spirits_of_the_jungle_3	war.camp.hp.blessed_spawnings.002	wh2_dlc13_lzd_spirits_of_the_jungle	war.camp.hp.blessed_spawnings.001		3
wh2_dlc14_brt_chevaliers_de_lyonesse_1	war.camp.hp.bretonnian_vows.002	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.bretonnian_vows.001		1
wh2_dlc14_brt_chevaliers_de_lyonesse_2	war.camp.hp.chivalry.002	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.chivalry.001		2
wh2_dlc14_brt_chevaliers_de_lyonesse_3	war.camp.hp.bretonnian_desert_thirst.002	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.bretonnian_desert_thirst.001		3
wh2_dlc14_brt_chevaliers_de_lyonesse_4	war.camp.hp.peasants.002	wh2_dlc14_brt_chevaliers_de_lyonesse	war.camp.hp.peasants.001		4
wh2_dlc15_grn_bonerattlaz_1	war.camp.hp.waaagh.002	wh2_dlc15_grn_bonerattlaz	war.camp.hp.waaagh.001		1
wh2_dlc15_grn_bonerattlaz_2	war.camp.hp.underway.002	wh2_dlc15_grn_bonerattlaz	war.camp.hp.underway.001		2
wh2_dlc15_grn_bonerattlaz_3	wh2_dlc15.camp.advice.scrap.info_002	wh2_dlc15_grn_bonerattlaz	wh2_dlc15.camp.advice.scrap.info_001		3
wh2_dlc15_grn_broken_axe_1	war.camp.hp.waaagh.002	wh2_dlc15_grn_broken_axe	war.camp.hp.waaagh.001		1
wh2_dlc15_grn_broken_axe_2	war.camp.hp.underway.002	wh2_dlc15_grn_broken_axe	war.camp.hp.underway.001		2
wh2_dlc15_grn_broken_axe_3	wh2_dlc15.camp.advice.scrap.info_002	wh2_dlc15_grn_broken_axe	wh2_dlc15.camp.advice.scrap.info_001		3
wh2_dlc15_grn_broken_axe_4	war.camp.hp.greenskins_groms_cauldron.002	wh2_dlc15_grn_broken_axe	war.camp.hp.greenskins_groms_cauldron.001		4
wh2_dlc15_hef_imrik_1	wh2_dlc15.camp.advice.dragon_taming.info_002	wh2_dlc15_hef_imrik	wh2_dlc15.camp.advice.dragon_taming.info_001		1
wh2_dlc15_hef_imrik_2	war.camp.hp.influence.002	wh2_dlc15_hef_imrik	war.camp.hp.influence.001		2
wh2_dlc15_hef_imrik_3	war.camp.hp.intrigue_at_the_court.002	wh2_dlc15_hef_imrik	war.camp.hp.intrigue_at_the_court.001		3
wh2_dlc15_hef_imrik_4	war.camp.hp.espionage.002	wh2_dlc15_hef_imrik	war.camp.hp.espionage.001		4
wh2_dlc16_wef_drycha_1	war.camp.hp.wood_elves_new_worldroots.002	wh2_dlc16_wef_drycha	war.camp.hp.wood_elves_new_worldroots.001		1
wh2_dlc16_wef_drycha_2	war.camp.hp.oak_of_ages.002	wh2_dlc16_wef_drycha	war.camp.hp.oak_of_ages.001		2
wh2_dlc16_wef_drycha_3	war.camp.advice.offices.info_002	wh2_dlc16_wef_drycha	war.camp.advice.offices.info_001		3
wh2_dlc16_wef_drycha_4	war.camp.hp.wood_elves_forest_spirits_animals.002	wh2_dlc16_wef_drycha	war.camp.hp.wood_elves_forest_spirits_animals.001		4
wh2_dlc16_wef_sisters_of_twilight_1	war.camp.hp.wood_elves_new_worldroots.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.wood_elves_new_worldroots.001		1
wh2_dlc16_wef_sisters_of_twilight_2	war.camp.hp.wood_elves_forge_of_daith.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.wood_elves_forge_of_daith.001		2
wh2_dlc16_wef_sisters_of_twilight_3	war.camp.hp.oak_of_ages.002	wh2_dlc16_wef_sisters_of_twilight	war.camp.hp.oak_of_ages.001		3
wh2_dlc16_wef_sisters_of_twilight_4	war.camp.advice.offices.info_002	wh2_dlc16_wef_sisters_of_twilight	war.camp.advice.offices.info_001		4
wh2_dlc17_bst_malagor_1	war.camp.hp.hordes.002	wh2_dlc17_bst_malagor	war.camp.hp.hordes.001		1
wh2_dlc17_bst_malagor_2	war.camp.hp.bloodgrounds.002	wh2_dlc17_bst_malagor	war.camp.hp.bloodgrounds.001		2
wh2_dlc17_bst_malagor_3	war.camp.hp.dread_panel.002	wh2_dlc17_bst_malagor	war.camp.hp.dread_panel.001		3
wh2_dlc17_bst_malagor_4	war.camp.hp.beast_paths.002	wh2_dlc17_bst_malagor	war.camp.hp.beast_paths.001		4
wh2_dlc17_bst_taurox_1	war.camp.hp.rampage.002	wh2_dlc17_bst_taurox	war.camp.hp.rampage.001		1
wh2_dlc17_bst_taurox_2	war.camp.hp.hordes.002	wh2_dlc17_bst_taurox	war.camp.hp.hordes.001		2
wh2_dlc17_bst_taurox_3	war.camp.hp.bloodgrounds.002	wh2_dlc17_bst_taurox	war.camp.hp.bloodgrounds.001		3
wh2_dlc17_bst_taurox_4	war.camp.hp.dread_panel.002	wh2_dlc17_bst_taurox	war.camp.hp.dread_panel.001		4
wh2_dlc17_dwf_thorek_ironbrow_1	war.camp.hp.grudges.002	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.grudges.001	UI/help_images/dwarfs.png	1
wh2_dlc17_dwf_thorek_ironbrow_2	war.camp.hp.forging_magic_items.002	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.forging_magic_items.001		2
wh2_dlc17_dwf_thorek_ironbrow_3	war.camp.hp.oathgold.002	wh2_dlc17_dwf_thorek_ironbrow	war.camp.hp.oathgold.001		3
wh2_dlc17_lzd_oxyotl_1	war.camp.hp.oxyotl_visions.002	wh2_dlc17_lzd_oxyotl	war.camp.hp.oxyotl_visions.001		1
wh2_dlc17_lzd_oxyotl_2	war.camp.hp.lizardmen_silent_sanctums.002	wh2_dlc17_lzd_oxyotl	war.camp.hp.lizardmen_silent_sanctums.001		2
wh2_dlc17_lzd_oxyotl_3	war.camp.hp.geomantic_web.002	wh2_dlc17_lzd_oxyotl	war.camp.hp.geomantic_web.001		3
wh2_dlc17_lzd_oxyotl_4	war.camp.hp.blessed_spawnings.002	wh2_dlc17_lzd_oxyotl	war.camp.hp.blessed_spawnings.001		4
wh2_main_def_cult_of_pleasure_1	war.camp.hp.slaves.002	wh2_main_def_cult_of_pleasure	war.camp.hp.slaves.001		1
wh2_main_def_cult_of_pleasure_2	war.camp.hp.black_arks.002	wh2_main_def_cult_of_pleasure	war.camp.hp.black_arks.001		2
wh2_main_def_cult_of_pleasure_3	war.camp.hp.sword_of_khaine.002	wh2_main_def_cult_of_pleasure	war.camp.hp.sword_of_khaine.001		3
wh2_main_def_hag_graef_1	war.camp.hp.possession_tzarkan.002	wh2_main_def_hag_graef	war.camp.hp.possession_tzarkan.001		1
wh2_main_def_hag_graef_2	war.camp.hp.slaves.002	wh2_main_def_hag_graef	war.camp.hp.slaves.001		2
wh2_main_def_hag_graef_3	war.camp.hp.black_arks.002	wh2_main_def_hag_graef	war.camp.hp.black_arks.001		3
wh2_main_def_hag_graef_4	war.camp.hp.sword_of_khaine.002	wh2_main_def_hag_graef	war.camp.hp.sword_of_khaine.001		4
wh2_main_def_har_ganeth_1	war.camp.hp.death_night.002	wh2_main_def_har_ganeth	war.camp.hp.death_night.001		1
wh2_main_def_har_ganeth_2	war.camp.hp.blood_voyage.002	wh2_main_def_har_ganeth	war.camp.hp.blood_voyage.001		2
wh2_main_def_har_ganeth_3	war.camp.hp.slaves.002	wh2_main_def_har_ganeth	war.camp.hp.slaves.001		3
wh2_main_def_har_ganeth_4	war.camp.hp.black_arks.002	wh2_main_def_har_ganeth	war.camp.hp.black_arks.001		4
wh2_main_def_naggarond_1	war.camp.hp.slaves.002	wh2_main_def_naggarond	war.camp.hp.slaves.001		1
wh2_main_def_naggarond_2	war.camp.hp.black_arks.002	wh2_main_def_naggarond	war.camp.hp.black_arks.001		2
wh2_main_def_naggarond_3	war.camp.hp.sword_of_khaine.002	wh2_main_def_naggarond	war.camp.hp.sword_of_khaine.001		3
wh2_main_hef_avelorn_1	war.camp.hp.defender_of_ulthuan.002	wh2_main_hef_avelorn	war.camp.hp.defender_of_ulthuan.001		1
wh2_main_hef_avelorn_2	war.camp.hp.mortal_worlds_torment.002	wh2_main_hef_avelorn	war.camp.hp.mortal_worlds_torment.001		2
wh2_main_hef_avelorn_3	war.camp.hp.power_of_nature.002	wh2_main_hef_avelorn	war.camp.hp.power_of_nature.001		3
wh2_main_hef_avelorn_4	war.camp.hp.sword_of_khaine.002	wh2_main_hef_avelorn	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_eataine_1	war.camp.hp.influence.002	wh2_main_hef_eataine	war.camp.hp.influence.001		1
wh2_main_hef_eataine_2	war.camp.hp.intrigue_at_the_court.002	wh2_main_hef_eataine	war.camp.hp.intrigue_at_the_court.001		2
wh2_main_hef_eataine_3	war.camp.hp.espionage.002	wh2_main_hef_eataine	war.camp.hp.espionage.001		3
wh2_main_hef_eataine_4	war.camp.hp.sword_of_khaine.002	wh2_main_hef_eataine	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_nagarythe_1	war.camp.hp.marked_for_death.002	wh2_main_hef_nagarythe	war.camp.hp.marked_for_death.001		1
wh2_main_hef_nagarythe_2	war.camp.hp.sword_of_khaine.002	wh2_main_hef_nagarythe	war.camp.hp.sword_of_khaine.001		2
wh2_main_hef_nagarythe_3	war.camp.hp.influence.002	wh2_main_hef_nagarythe	war.camp.hp.influence.001		3
wh2_main_hef_nagarythe_4	war.camp.hp.intrigue_at_the_court.002	wh2_main_hef_nagarythe	war.camp.hp.intrigue_at_the_court.001		4
wh2_main_hef_order_of_loremasters_1	war.camp.hp.influence.002	wh2_main_hef_order_of_loremasters	war.camp.hp.influence.001		1
wh2_main_hef_order_of_loremasters_2	war.camp.hp.intrigue_at_the_court.002	wh2_main_hef_order_of_loremasters	war.camp.hp.intrigue_at_the_court.001		2
wh2_main_hef_order_of_loremasters_3	war.camp.hp.espionage.002	wh2_main_hef_order_of_loremasters	war.camp.hp.espionage.001		3
wh2_main_hef_order_of_loremasters_4	war.camp.hp.sword_of_khaine.002	wh2_main_hef_order_of_loremasters	war.camp.hp.sword_of_khaine.001		4
wh2_main_hef_yvresse_1	wh2_dlc15.camp.advice.athel_tamarha.info_002	wh2_main_hef_yvresse	wh2_dlc15.camp.advice.athel_tamarha.info_001		1
wh2_main_hef_yvresse_2	war.camp.hp.influence.002	wh2_main_hef_yvresse	war.camp.hp.influence.001		2
wh2_main_hef_yvresse_3	war.camp.hp.intrigue_at_the_court.002	wh2_main_hef_yvresse	war.camp.hp.intrigue_at_the_court.001		3
wh2_main_hef_yvresse_4	war.camp.hp.espionage.002	wh2_main_hef_yvresse	war.camp.hp.espionage.001		4
wh2_main_lzd_hexoatl_1	war.camp.hp.lizardmen_lord_kroak.002	wh2_main_lzd_hexoatl	war.camp.hp.lizardmen_lord_kroak.001		1
wh2_main_lzd_hexoatl_2	war.camp.hp.geomantic_web.002	wh2_main_lzd_hexoatl	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_hexoatl_3	war.camp.hp.blessed_spawnings.002	wh2_main_lzd_hexoatl	war.camp.hp.blessed_spawnings.001		3
wh2_main_lzd_itza_1	war.camp.hp.lizardmen_lord_kroak.002	wh2_main_lzd_itza	war.camp.hp.lizardmen_lord_kroak.001		1
wh2_main_lzd_itza_2	war.camp.hp.geomantic_web.002	wh2_main_lzd_itza	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_itza_3	war.camp.hp.blessed_spawnings.002	wh2_main_lzd_itza	war.camp.hp.blessed_spawnings.001		3
wh2_main_lzd_last_defenders_1	war.camp.hp.lizardmen_lord_kroak.002	wh2_main_lzd_last_defenders	war.camp.hp.lizardmen_lord_kroak.001		1
wh2_main_lzd_last_defenders_2	war.camp.hp.geomantic_web.002	wh2_main_lzd_last_defenders	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_last_defenders_3	war.camp.hp.blessed_spawnings.002	wh2_main_lzd_last_defenders	war.camp.hp.blessed_spawnings.001		3
wh2_main_lzd_tlaqua_1	war.camp.hp.lizardmen_lord_kroak.002	wh2_main_lzd_tlaqua	war.camp.hp.lizardmen_lord_kroak.001		1
wh2_main_lzd_tlaqua_2	war.camp.hp.geomantic_web.002	wh2_main_lzd_tlaqua	war.camp.hp.geomantic_web.001		2
wh2_main_lzd_tlaqua_3	war.camp.hp.blessed_spawnings.002	wh2_main_lzd_tlaqua	war.camp.hp.blessed_spawnings.001		3
wh2_main_skv_clan_eshin_1	war.camp.hp.shadowy_dealings.002	wh2_main_skv_clan_eshin	war.camp.hp.shadowy_dealings.001		1
wh2_main_skv_clan_eshin_2	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_eshin	war.camp.hp.skaven_underworld.001		2
wh2_main_skv_clan_eshin_3	war.camp.hp.food.002	wh2_main_skv_clan_eshin	war.camp.hp.food.001		3
wh2_main_skv_clan_eshin_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_eshin	war.camp.hp.skaven_corruption.001		4
wh2_main_skv_clan_mors_1	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_mors	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_mors_2	war.camp.hp.food.002	wh2_main_skv_clan_mors	war.camp.hp.food.001		2
wh2_main_skv_clan_mors_3	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_mors	war.camp.hp.skaven_corruption.001		3
wh2_main_skv_clan_moulder_1	war.camp.hp.skaven_flesh_lab.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_flesh_lab.001		1
wh2_main_skv_clan_moulder_2	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_underworld.001		2
wh2_main_skv_clan_moulder_3	war.camp.hp.food.002	wh2_main_skv_clan_moulder	war.camp.hp.food.001		3
wh2_main_skv_clan_moulder_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_moulder	war.camp.hp.skaven_corruption.001		4
wh2_main_skv_clan_pestilens_1	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_pestilens	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_pestilens_2	war.camp.hp.food.002	wh2_main_skv_clan_pestilens	war.camp.hp.food.001		2
wh2_main_skv_clan_pestilens_3	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_pestilens	war.camp.hp.skaven_corruption.001		3
wh2_main_skv_clan_skryre_1	war.camp.hp.skaven_underworld.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_underworld.001		1
wh2_main_skv_clan_skryre_2	war.camp.hp.skaven_forbidden_workshop.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_forbidden_workshop.001		2
wh2_main_skv_clan_skryre_3	war.camp.hp.food.002	wh2_main_skv_clan_skryre	war.camp.hp.food.001		3
wh2_main_skv_clan_skryre_4	war.camp.hp.skaven_corruption.002	wh2_main_skv_clan_skryre	war.camp.hp.skaven_corruption.001		4
wh2_twa03_def_rakarth_1	war.camp.hp.rakarth.002	wh2_twa03_def_rakarth	war.camp.hp.rakarth.001		1
wh2_twa03_def_rakarth_2	war.camp.hp.slaves.002	wh2_twa03_def_rakarth	war.camp.hp.slaves.001		2
wh2_twa03_def_rakarth_3	war.camp.hp.black_arks.002	wh2_twa03_def_rakarth	war.camp.hp.black_arks.001		3
wh2_twa03_def_rakarth_4	war.camp.hp.sword_of_khaine.002	wh2_twa03_def_rakarth	war.camp.hp.sword_of_khaine.001		4
wh3_dlc20_chs_azazel_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_azazel_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_azazel_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_azazel_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_azazel	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_festus_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_festus_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_festus_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_festus_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_festus	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_kholek_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_kholek_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_kholek_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_kholek_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_kholek	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_sigvald_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_sigvald_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_sigvald_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_sigvald_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_valkia_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_valkia_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_valkia_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_valkia_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_vilitch_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_vilitch_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_vilitch_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_vilitch_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_path_to_glory_header		4
wh3_main_chs_shadow_legion_1	war.camp.hp.chaos_warbands_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_warbands_header		1
wh3_main_chs_shadow_legion_2	war.camp.hp.chaos_souls_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_souls_header		2
wh3_main_chs_shadow_legion_3	war.camp.hp.chaos_dark_fortresses_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_dark_fortresses_header		3
wh3_main_chs_shadow_legion_4	war.camp.hp.chaos_path_to_glory_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_path_to_glory_header		4
wh3_main_cth_the_northern_provinces_1	war.camp.hp.cathay.004	wh3_main_cth_the_northern_provinces	war.camp.hp.cathay.003	UI/help_images/cathay.png	1
wh3_main_cth_the_northern_provinces_2	war.camp.hp.cathay.006	wh3_main_cth_the_northern_provinces	war.camp.hp.cathay.005		2
