army_name	unit_name	script_name	number_of_unit
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_01	wh2_main_lzd_mon_bastiladon_2_tier_3	First	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_02	wh2_main_lzd_cav_cold_ones_0	Second	2
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_03	wh2_main_lzd_cav_terradon_riders_0_tier_3	Third	2
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_03	wh2_main_lzd_inf_chameleon_skinks_0_tier_3	Third	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_03	wh2_main_lzd_inf_skink_cohort_0_tier_4	Third	3
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_attacker_03	wh2_main_lzd_mon_stegadon_0_tier_3	Third	1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_cav_skeleton_horsemen_0_tier_5		2
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0_tier_4		2
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_inf_nehekhara_warriors_0_tier_4		2
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6		4
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_inf_skeleton_spearmen_0_tier_6		3
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_inf_tomb_guard_0_tier_6		3
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_inf_tomb_guard_1_tier_3		1
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_3_mortuary_of_tzulaqua_defender_01	wh2_dlc09_tmb_mon_ushabti_0_tier_5		1
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_cav_necropolis_knights_0	enemy_left	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_cav_nehekhara_horsemen_0	enemy_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_inf_nehekhara_warriors_0	enemy_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_inf_skeleton_archers_0	enemy_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_inf_skeleton_warriors_0	enemy_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_inf_tomb_guard_0	enemy_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_1	wh2_dlc09_tmb_mon_ushabti_0	enemy_left	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_cav_necropolis_knights_0	enemy_right	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_cav_nehekhara_horsemen_0	enemy_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_inf_nehekhara_warriors_0	enemy_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_inf_skeleton_archers_0	enemy_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_inf_skeleton_warriors_0	enemy_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_inf_tomb_guard_0	enemy_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_2	wh2_dlc09_tmb_mon_ushabti_0	enemy_right	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_3	wh_main_vmp_inf_crypt_ghouls_tier_2	reinforcement_right	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_3	wh_main_vmp_inf_skeleton_warriors_0_tier_1	reinforcement_right	4
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_3	wh_main_vmp_mon_crypt_horrors_tier_3	reinforcement_right	1
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_3	wh_main_vmp_mon_dire_wolves_tier_1	reinforcement_right	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_3	wh_main_vmp_mon_fell_bats_tier_1	reinforcement_right	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_4	wh_main_vmp_inf_crypt_ghouls_tier_2	reinforcement_left	2
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_4	wh_main_vmp_inf_skeleton_warriors_0_tier_1	reinforcement_left	4
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_4	wh_main_vmp_mon_crypt_horrors_tier_3	reinforcement_left	1
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_4	wh_main_vmp_mon_dire_wolves_tier_1	reinforcement_left	3
wh2_dlc09_qb_tmb_final_battle_arkhan_minions_4	wh_main_vmp_mon_fell_bats_tier_1	reinforcement_left	2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_tmb_inf_nehekhara_warriors_0		4
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_tmb_inf_tomb_guard_0		2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_tmb_mon_heirotitan_0		2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_tmb_mon_necrosphinx_0		2
wh2_dlc09_qb_tmb_final_battle_arkhan	wh2_dlc09_tmb_mon_sepulchral_stalkers_0		3
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_vmp_mon_crypt_horrors_tier_3		3
wh2_dlc09_qb_tmb_final_battle_arkhan	wh_main_vmp_mon_fell_bats_tier_1		4
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_cav_necropolis_knights_1		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_inf_tomb_guard_1		3
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_mon_heirotitan_0		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_mon_necrosphinx_0		1
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_mon_tomb_scorpion_0		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_mon_ushabti_0		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh2_dlc09_tmb_mon_ushabti_1		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_player	wh_main_vmp_inf_crypt_ghouls_tier_2		2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_1	wh_main_vmp_inf_crypt_ghouls_tier_2	reinforce_1	1
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_1	wh_main_vmp_mon_crypt_horrors_tier_3	reinforce_1	2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_1	wh_main_vmp_mon_fell_bats_tier_1	reinforce_1	4
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_2	wh_main_vmp_inf_crypt_ghouls_tier_2	reinforce_2	2
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_2	wh_main_vmp_mon_crypt_horrors_tier_3	reinforce_2	3
wh2_dlc09_qb_tmb_final_battle_fon_arkhan_reinforcement_2	wh_main_vmp_mon_fell_bats_tier_1	reinforce_2	4
wh2_dlc09_qb_tmb_final_battle_fon_khalida_1	wh2_dlc09_tmb_cav_necropolis_knights_0	khalida	3
wh2_dlc09_qb_tmb_final_battle_fon_khalida_1	wh2_dlc09_tmb_cav_necropolis_knights_1	khalida	2
wh2_dlc09_qb_tmb_final_battle_fon_khalida_1	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	khalida	4
wh2_dlc09_qb_tmb_final_battle_fon_khalida_2	wh2_dlc09_tmb_cav_necropolis_knights_0	khalida_alt	3
wh2_dlc09_qb_tmb_final_battle_fon_khalida_2	wh2_dlc09_tmb_cav_necropolis_knights_1	khalida_alt	2
wh2_dlc09_qb_tmb_final_battle_fon_khalida_2	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	khalida_alt	4
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_cav_nehekhara_horsemen_0	khatep	4
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_inf_nehekhara_warriors_0	khatep	4
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_inf_skeleton_warriors_0	khatep	3
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_inf_tomb_guard_0	khatep	2
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_inf_tomb_guard_1	khatep	2
wh2_dlc09_qb_tmb_final_battle_fon_khatep	wh2_dlc09_tmb_mon_heirotitan_0	khatep	2
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_tmb_art_screaming_skull_catapult_0	settra	2
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_tmb_inf_tomb_guard_0	settra	3
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_tmb_mon_ushabti_0	settra	4
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	settra	3
wh2_dlc09_qb_tmb_final_battle_fon_settra	wh2_dlc09_tmb_veh_skeleton_chariot_0	settra	5
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_cav_necropolis_knights_0	left	2
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_cav_necropolis_knights_1	left	2
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_inf_nehekhara_warriors_0	left	2
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	left	4
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	left	2
wh2_dlc09_qb_tmb_final_battle_khalida_1	wh2_dlc09_tmb_mon_ushabti_1	left	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_art_casket_of_souls_0	player	1
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_cav_necropolis_knights_0	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_cav_necropolis_knights_1	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_inf_tomb_guard_0	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_mon_necrosphinx_0	player	1
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_mon_ushabti_0	player	2
wh2_dlc09_qb_tmb_final_battle_khalida_player	wh2_dlc09_tmb_mon_ushabti_1	player	3
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_cav_nehekhara_horsemen_0	right	2
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	right	2
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_inf_tomb_guard_0	right	3
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_inf_tomb_guard_1	right	1
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_mon_heirotitan_0	right	2
wh2_dlc09_qb_tmb_final_battle_khatep_2	wh2_dlc09_tmb_mon_tomb_scorpion_0	right	2
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_art_casket_of_souls_0	player	2
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_inf_skeleton_archers_0	player	2
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_inf_tomb_guard_0	player	3
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_inf_tomb_guard_1	player	3
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_mon_heirotitan_0	player	2
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_mon_tomb_scorpion_0	player	2
wh2_dlc09_qb_tmb_final_battle_khatep_player	wh2_dlc09_tmb_mon_ushabti_0	player	3
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_inf_skeleton_spearmen_0	left	1
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_inf_skeleton_warriors_0	left	2
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_inf_tomb_guard_0	left	3
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_inf_tomb_guard_1	left	2
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	left	2
wh2_dlc09_qb_tmb_final_battle_settra_1	wh2_dlc09_tmb_veh_skeleton_chariot_0	left	4
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_inf_skeleton_spearmen_0	right	1
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_inf_skeleton_warriors_0	right	2
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_inf_tomb_guard_0	right	3
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_inf_tomb_guard_1	right	2
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	right	2
wh2_dlc09_qb_tmb_final_battle_settra_2	wh2_dlc09_tmb_veh_skeleton_chariot_0	right	4
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_art_screaming_skull_catapult_0	player	1
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_inf_tomb_guard_0	player	2
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_inf_tomb_guard_1	player	2
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_mon_necrosphinx_0	player	2
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_mon_ushabti_0	player	3
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_mon_ushabti_1	player	2
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	player	2
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_tmb_veh_skeleton_chariot_0	player	3
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	wh_main_vmp_cav_black_knights_3_tier_3	enemy_vanguard	4
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh_dlc04_vmp_veh_corpse_cart_2_tier_4	enemy_zombies	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh_main_vmp_inf_grave_guard_1_tier_3	enemy_main	2
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh_main_vmp_inf_skeleton_warriors_0_tier_1	enemy_main	6
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh_main_vmp_inf_skeleton_warriors_1_tier_2	enemy_main	6
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh_main_vmp_inf_zombie_tier_6	enemy_zombies	10
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_03	wh_main_vmp_mon_fell_bats_tier_7	enemy_bats	2
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_03	wh_main_vmp_mon_vargheists_tier_4	enemy_bats	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_04	wh_main_vmp_mon_dire_wolves_tier_1	enemy_puppies	3
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_04	wh_main_vmp_mon_varghulf_tier_4	enemy_puppies	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_cav_necropolis_knights_0_tier_4	player_army	2
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_cav_nehekhara_horsemen_0_tier_4	player_army	2
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_inf_nehekhara_warriors_0_tier_4	player_army	4
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	player_army	5
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_inf_tomb_guard_0_tier_6	player_army	3
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_mon_sepulchral_stalkers_0_tier_4	player_army	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	wh2_dlc09_tmb_mon_ushabti_0_tier_5	player_army	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_art_casket_of_souls_0_tier_3	player_army	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_cav_skeleton_horsemen_0_tier_5	player_army	2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0_tier_4	player_army	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_inf_nehekhara_warriors_0_tier_4	player_army	4
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	player_army	5
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_inf_skeleton_spearmen_0_tier_6	player_army	2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_inf_tomb_guard_1_tier_6	player_army	2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_tmb_mon_heirotitan_0_tier_7	player_army	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	wh_dlc03_bst_inf_ungor_herd_1_tier_4	enemy_army_1	3
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	wh_dlc03_bst_inf_ungor_raiders_0_tier_3	enemy_army_1	3
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	wh_dlc03_bst_inf_ungor_spearmen_0_tier_4	enemy_army_1	3
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	wh_dlc03_bst_inf_ungor_herd_1_tier_4	enemy_army_2	3
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	wh_dlc03_bst_inf_ungor_raiders_0_tier_3	enemy_army_2	2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	wh_dlc03_bst_inf_ungor_spearmen_0_tier_4	enemy_army_2	3
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_bst_inf_centigors_0_tier_4	enemy_army_3	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_bst_inf_gor_herd_0_tier_3	enemy_army_3	2
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_bst_inf_minotaurs_0_tier_6	enemy_army_3	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_art_screaming_skull_catapult_0_tier_6	player_army	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_cav_necropolis_knights_0_tier_4	player_army	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_inf_nehekhara_warriors_0_tier_4	player_army	4
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_inf_skeleton_archers_0_tier_6	player_army	5
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_inf_tomb_guard_0_tier_6	player_army	2
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_inf_tomb_guard_1_tier_6	player_army	2
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_mon_carrion_0_tier_4	player_army	2
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_mon_necrosphinx_0_tier_4	player_army	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	wh2_dlc09_tmb_mon_tomb_scorpion_0_tier_3	player_army	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh_dlc04_emp_inf_free_company_militia_0_tier_5	enemy_army_1	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh_main_emp_art_mortar_tier_3	enemy_army_1	3
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh_main_emp_cav_outriders_0_tier_3	enemy_army_1	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh_main_emp_inf_swordsmen_tier_1	enemy_army_1	3
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	wh_main_grn_mon_giant_tier_3	enemy_army_1	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh_dlc06_grn_mon_squig_explosive_0	enemy_army_2	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh_dlc06_grn_squig_herd_tier_3	enemy_army_2	2
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh_main_dwf_inf_irondrakes_0_rank_3_tier_4	enemy_army_2	3
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	wh_main_dwf_inf_slayers_rank_1_tier_4	enemy_army_2	3
