name	deep_water	forest	grass	mud	rock	road	sand	scrub	shallow_water	snow	wooden_floor	effect_frequency	footstep_camera_shake
unit_cavalry_walking	wh_main_terrain_unit_move_medium_water	wh_main_terrain_unit_move_medium_grass	wh_main_terrain_unit_move_medium_grass	wh_main_terrain_unit_move_medium_mud	wh_main_terrain_unit_move_medium_rock	wh_main_terrain_unit_move_medium_rock	wh_main_terrain_unit_move_medium_sand	wh_main_terrain_unit_move_medium_grass	wh_main_terrain_unit_move_medium_wake	wh_main_terrain_unit_move_medium_snow	wh_main_terrain_unit_move_medium_rock	0.1	
unit_giant_combat	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.5	
unit_giant_impact	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_mud	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_sand	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_snow	wh_main_terrain_unit_impact_large_rock	1.0	
unit_giant_running	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.5	
unit_giant_walking	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.5	
unit_infantry_combat	wh_main_terrain_unit_move_small_water	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_mud	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_sand	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_wake	wh_main_terrain_unit_move_small_snow	wh_main_terrain_unit_move_small_rock	0.0	
unit_infantry_impact	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_mud	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_sand	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_snow	wh_main_terrain_unit_impact_small_rock	1.0	
unit_infantry_light_imapct	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_mud	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_sand	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_snow	wh_main_terrain_unit_impact_small_rock	1.0	
unit_infantry_running	wh_main_terrain_unit_move_small_water	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_mud	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_sand	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_wake	wh_main_terrain_unit_move_small_snow	wh_main_terrain_unit_move_small_rock	0.120000005	
unit_infantry_walking	wh_main_terrain_unit_move_small_water	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_mud	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_rock	wh_main_terrain_unit_move_small_sand	wh_main_terrain_unit_move_small_grass	wh_main_terrain_unit_move_small_wake	wh_main_terrain_unit_move_small_snow	wh_main_terrain_unit_move_small_rock	0.060000002	
unit_monstrous_infantry_impact	wh_main_terrain_unit_impact_medium_water	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_mud	wh_main_terrain_unit_impact_medium_rock	wh_main_terrain_unit_impact_medium_rock	wh_main_terrain_unit_impact_medium_sand	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_water	wh_main_terrain_unit_impact_medium_snow	wh_main_terrain_unit_impact_medium_rock	1.0	
unit_war_beast_combat	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.15	
unit_war_beast_impact	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_mud	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_sand	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_snow	wh_main_terrain_unit_impact_large_rock	1.0	
unit_war_beast_running	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.45	
unit_war_beast_walking	wh_main_terrain_unit_move_large_water	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_mud	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_rock	wh_main_terrain_unit_move_large_sand	wh_main_terrain_unit_move_large_grass	wh_main_terrain_unit_move_large_wake	wh_main_terrain_unit_move_large_snow	wh_main_terrain_unit_move_large_rock	0.2	
wh2_dlc09_entity_melee_impact_shockwave	wh2_dlc09_entity_melee_impact_shockwave_water	wh2_dlc09_entity_melee_impact_shockwave_grass	wh2_dlc09_entity_melee_impact_shockwave_grass	wh2_dlc09_entity_melee_impact_shockwave_mud	wh2_dlc09_entity_melee_impact_shockwave_rock	wh2_dlc09_entity_melee_impact_shockwave_rock	wh2_dlc09_entity_melee_impact_shockwave_sand	wh2_dlc09_entity_melee_impact_shockwave_grass	wh2_dlc09_entity_melee_impact_shockwave_water	wh2_dlc09_entity_melee_impact_shockwave_snow	wh2_dlc09_entity_melee_impact_shockwave_rock	1.0	
wh2_dlc09_entity_scorpion_burrowing	wh2_dlc09_entity_scorpion_burrowing_water	wh2_dlc09_entity_scorpion_burrowing_grass	wh2_dlc09_entity_scorpion_burrowing_grass	wh2_dlc09_entity_scorpion_burrowing_mud	wh2_dlc09_entity_scorpion_burrowing_rock	wh2_dlc09_entity_scorpion_burrowing_rock	wh2_dlc09_entity_scorpion_burrowing_sand	wh2_dlc09_entity_scorpion_burrowing_grass	wh2_dlc09_entity_scorpion_burrowing_water	wh2_dlc09_entity_scorpion_burrowing_snow	wh2_dlc09_entity_scorpion_burrowing_rock	1.0	
wh2_dlc09_terrain_entity_restless_dead	wh2_dlc09_terrain_entity_restless_dead_water	wh2_dlc09_terrain_entity_restless_dead_grass	wh2_dlc09_terrain_entity_restless_dead_grass	wh2_dlc09_terrain_entity_restless_dead_mud	wh2_dlc09_terrain_entity_restless_dead_rock	wh2_dlc09_terrain_entity_restless_dead_rock	wh2_dlc09_terrain_entity_restless_dead_sand	wh2_dlc09_terrain_entity_restless_dead_grass	wh2_dlc09_terrain_entity_restless_dead_water	wh2_dlc09_terrain_entity_restless_dead_snow	wh2_dlc09_terrain_entity_restless_dead_rock	1.0	
wh2_dlc09_terrain_entity_ushabti_restless_dead	wh2_dlc09_terrain_entity_ushabti_restless_dead_water	wh2_dlc09_terrain_entity_ushabti_restless_dead_grass	wh2_dlc09_terrain_entity_ushabti_restless_dead_grass	wh2_dlc09_terrain_entity_ushabti_restless_dead_mud	wh2_dlc09_terrain_entity_ushabti_restless_dead_rock	wh2_dlc09_terrain_entity_ushabti_restless_dead_rock	wh2_dlc09_terrain_entity_ushabti_restless_dead_sand	wh2_dlc09_terrain_entity_ushabti_restless_dead_grass	wh2_dlc09_terrain_entity_ushabti_restless_dead_water	wh2_dlc09_terrain_entity_ushabti_restless_dead_snow	wh2_dlc09_terrain_entity_ushabti_restless_dead_rock	1.0	
wh2_dlc14_entity_warp_grinder_digging	wh2_dlc14_entity_warp_grinder_digging_moving_water	wh2_dlc14_entity_warp_grinder_digging_moving_grass	wh2_dlc14_entity_warp_grinder_digging_moving_grass	wh2_dlc14_entity_warp_grinder_digging_moving_mud	wh2_dlc14_entity_warp_grinder_digging_moving_rock	wh2_dlc14_entity_warp_grinder_digging_moving_rock	wh2_dlc14_entity_warp_grinder_digging_moving_sand	wh2_dlc14_entity_warp_grinder_digging_moving_grass	wh2_dlc14_entity_warp_grinder_digging_moving_water	wh2_dlc14_entity_warp_grinder_digging_moving_snow	wh2_dlc14_entity_warp_grinder_digging_moving_rock	1.0	
wh3_cth_sentinel_effects	wh_main_terrain_entity_move_large_water	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh3_main_cth_terracotta_step_dust_puff	wh_main_terrain_entity_move_large_wake	wh_main_terrain_entity_move_large_snow	wh3_main_cth_terracotta_step_dust_puff	1.0	wh_main_unit_giant_footstep
wh3_main_destruction_terrain_impact	wh3_main_destruction_impact_shockwave_water	wh3_main_destruction_impact_shockwave_grass	wh3_main_destruction_impact_shockwave_grass	wh3_main_destruction_impact_shockwave_mud	wh3_main_destruction_impact_shockwave_rock	wh3_main_destruction_impact_shockwave_rock	wh3_main_destruction_impact_shockwave_sand	wh3_main_destruction_impact_shockwave_grass	wh3_main_destruction_impact_shockwave_water	wh3_main_destruction_impact_shockwave_snow	wh3_main_destruction_impact_shockwave_rock	0.0	
wh3_main_ksl_magic_ice	wh_main_impact_medium_water	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	wh_main_terrain_unit_move_medium_wake	wh3_main_entity_movement_ice_mist	wh3_main_entity_movement_ice_mist	0.1	
wh3_main_sla_chariots	wh_main_terrain_unit_impact_medium_water	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	wh_main_terrain_unit_impact_medium_water	wh3_main_war_machine_sla_chariot_dust	wh3_main_war_machine_sla_chariot_dust	1.0	wh_main_unit_cavalry_footstep
wh_dlc05_treeman_entity	wh_dlc05_treeman_entity_movement_water	wh_dlc05_treeman_entity_movement_grass	wh_dlc05_treeman_entity_movement_grass	wh_dlc05_treeman_entity_movement_mud	wh_dlc05_treeman_entity_movement_mud	wh_dlc05_treeman_entity_movement_mud	wh_dlc05_treeman_entity_movement_mud	wh_dlc05_treeman_entity_movement_grass	wh_dlc05_treeman_entity_movement_water	wh_dlc05_treeman_entity_movement_snow	wh_dlc05_treeman_entity_movement_mud	1.0	wh_main_unit_giant_footstep
wh_main_impact_large	wh_main_impact_large_water	wh_main_impact_large_wood	wh_main_impact_large_grass	wh_main_impact_large_mud	wh_main_impact_large_rock	wh_main_impact_large_rock	wh_main_impact_large_sand	wh_main_impact_large_grass	wh_main_impact_large_water	wh_main_impact_large_snow	wh_main_impact_large_rock	0.0	
wh_main_impact_medium	wh_main_impact_medium_water	wh_main_impact_medium_wood	wh_main_impact_medium_grass	wh_main_impact_medium_mud	wh_main_impact_medium_rock	wh_main_impact_medium_rock	wh_main_impact_medium_sand	wh_main_impact_medium_grass	wh_main_impact_medium_water	wh_main_impact_medium_snow	wh_main_impact_medium_rock	0.0	
wh_main_impact_small	wh_main_impact_small_water	wh_main_impact_small_wood	wh_main_impact_small_grass	wh_main_impact_small_mud	wh_main_impact_small_rock	wh_main_impact_small_rock	wh_main_impact_small_sand	wh_main_impact_small_grass	wh_main_impact_small_water	wh_main_impact_small_snow	wh_main_impact_small_rock	0.0	
wh_main_impact_vlarge	wh_main_impact_vlarge_water	wh_main_impact_vlarge_wood	wh_main_impact_vlarge_grass	wh_main_impact_vlarge_mud	wh_main_impact_vlarge_rock	wh_main_impact_vlarge_rock	wh_main_impact_vlarge_sand	wh_main_impact_vlarge_grass	wh_main_impact_vlarge_water	wh_main_impact_vlarge_snow	wh_main_impact_vlarge_rock	0.0	
wh_main_impact_vsmall	wh_main_impact_vsmall_water	wh_main_impact_vsmall_wood	wh_main_impact_vsmall_grass	wh_main_impact_vsmall_mud	wh_main_impact_vsmall_rock	wh_main_impact_vsmall_rock	wh_main_impact_vsmall_sand	wh_main_impact_vsmall_grass	wh_main_impact_vsmall_water	wh_main_impact_vsmall_snow	wh_main_impact_vsmall_rock	0.0	
wh_main_terrain_entity_raise_dead	wh_main_terrain_entity_raise_dead_water	wh_main_terrain_entity_raise_dead_grass	wh_main_terrain_entity_raise_dead_grass	wh_main_terrain_entity_raise_dead_mud	wh_main_terrain_entity_raise_dead_rock	wh_main_terrain_entity_raise_dead_rock	wh_main_terrain_entity_raise_dead_sand	wh_main_terrain_entity_raise_dead_grass	wh_main_terrain_entity_raise_dead_water	wh_main_terrain_entity_raise_dead_snow	wh_main_terrain_entity_raise_dead_rock	1.0	wh_main_unit_infantry_footstep
wh_main_terrain_unit_impact_large	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_mud	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_rock	wh_main_terrain_unit_impact_large_sand	wh_main_terrain_unit_impact_large_grass	wh_main_terrain_unit_impact_large_water	wh_main_terrain_unit_impact_large_snow	wh_main_terrain_unit_impact_large_rock	0.0	
wh_main_terrain_unit_impact_medium	wh_main_terrain_unit_impact_medium_water	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_mud	wh_main_terrain_unit_impact_medium_rock	wh_main_terrain_unit_impact_medium_rock	wh_main_terrain_unit_impact_medium_sand	wh_main_terrain_unit_impact_medium_grass	wh_main_terrain_unit_impact_medium_water	wh_main_terrain_unit_impact_medium_snow	wh_main_terrain_unit_impact_medium_rock	0.0	
wh_main_terrain_unit_impact_small	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_mud	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_rock	wh_main_terrain_unit_impact_small_sand	wh_main_terrain_unit_impact_small_grass	wh_main_terrain_unit_impact_small_water	wh_main_terrain_unit_impact_small_snow	wh_main_terrain_unit_impact_small_rock	0.0	
wh_pro03_terrain_entity_krell_raise	wh_pro03_terrain_entity_krell_raise_water	wh_pro03_terrain_entity_krell_raise_grass	wh_pro03_terrain_entity_krell_raise_grass	wh_pro03_terrain_entity_krell_raise_mud	wh_pro03_terrain_entity_krell_raise_rock	wh_pro03_terrain_entity_krell_raise_rock	wh_pro03_terrain_entity_krell_raise_sand	wh_pro03_terrain_entity_krell_raise_grass	wh_pro03_terrain_entity_krell_raise_water	wh_pro03_terrain_entity_krell_raise_snow	wh_pro03_terrain_entity_krell_raise_rock	1.0	wh_main_unit_infantry_footstep
