stat_key	unit_class	filter	list_order	base_value
stat_armour	art_fld	none	2	200.0
stat_armour	art_siege	none	2	200.0
stat_armour	cav_mel	none	2	200.0
stat_armour	cav_mis	none	2	200.0
stat_armour	cav_shk	none	2	200.0
stat_armour	chariot	none	2	200.0
stat_armour	com	none	2	200.0
stat_armour	inf_mel	none	2	200.0
stat_armour	inf_mis	none	2	200.0
stat_armour	inf_spr	none	2	200.0
stat_armour	shp_art	none	7	32.0
stat_armour	shp_mel	none	7	32.0
stat_armour	shp_mis	none	7	32.0
stat_armour	shp_trn	none	7	32.0
stat_armour	spcl	none	2	200.0
stat_charge_bonus	art_fix	none	8	100.0
stat_charge_bonus	art_fld	none	8	100.0
stat_charge_bonus	art_siege	none	8	100.0
stat_charge_bonus	cav_mel	none	8	100.0
stat_charge_bonus	cav_mis	none	8	100.0
stat_charge_bonus	cav_shk	none	8	100.0
stat_charge_bonus	chariot	none	8	100.0
stat_charge_bonus	com	none	8	100.0
stat_charge_bonus	inf_mel	none	8	100.0
stat_charge_bonus	inf_mis	none	8	100.0
stat_charge_bonus	inf_spr	none	8	100.0
stat_charge_bonus	spcl	none	8	100.0
stat_health	art_fix	none	0	8000.0
stat_health	art_fld	none	0	8000.0
stat_health	art_siege	none	0	8000.0
stat_health	cav_mel	none	0	8000.0
stat_health	cav_mis	none	0	8000.0
stat_health	cav_shk	none	0	8000.0
stat_health	chariot	none	0	8000.0
stat_health	com	none	0	8000.0
stat_health	inf_mel	none	0	8000.0
stat_health	inf_mis	none	0	8000.0
stat_health	inf_spr	none	0	8000.0
stat_health	shp_art	none	0	52.0
stat_health	shp_mel	none	0	52.0
stat_health	shp_mis	none	0	52.0
stat_health	shp_trn	none	0	52.0
stat_health	spcl	none	0	8000.0
stat_melee_attack	art_fix	none	5	100.0
stat_melee_attack	art_fld	none	5	100.0
stat_melee_attack	art_siege	none	5	100.0
stat_melee_attack	cav_mel	none	5	100.0
stat_melee_attack	cav_mis	none	5	100.0
stat_melee_attack	cav_shk	none	5	100.0
stat_melee_attack	chariot	none	5	100.0
stat_melee_attack	com	none	5	100.0
stat_melee_attack	inf_mel	none	5	100.0
stat_melee_attack	inf_mis	none	5	100.0
stat_melee_attack	inf_spr	none	5	100.0
stat_melee_attack	shp_art	none	1	28.0
stat_melee_attack	shp_mel	none	1	28.0
stat_melee_attack	shp_mis	none	1	28.0
stat_melee_attack	shp_trn	none	1	28.0
stat_melee_attack	spcl	none	5	100.0
stat_melee_defence	art_fix	none	6	100.0
stat_melee_defence	art_fld	none	6	100.0
stat_melee_defence	art_siege	none	6	100.0
stat_melee_defence	cav_mel	none	6	100.0
stat_melee_defence	cav_mis	none	6	100.0
stat_melee_defence	cav_shk	none	6	100.0
stat_melee_defence	chariot	none	6	100.0
stat_melee_defence	com	none	6	100.0
stat_melee_defence	inf_mel	none	6	100.0
stat_melee_defence	inf_mis	none	6	100.0
stat_melee_defence	inf_spr	none	6	100.0
stat_melee_defence	shp_art	none	2	32.0
stat_melee_defence	shp_mel	none	2	32.0
stat_melee_defence	shp_mis	none	2	32.0
stat_melee_defence	shp_trn	none	2	32.0
stat_melee_defence	spcl	none	6	100.0
stat_missile_damage_over_time	art_fix	none	11	400.0
stat_missile_damage_over_time	art_fld	none	11	400.0
stat_missile_damage_over_time	art_siege	none	11	350.0
stat_missile_damage_over_time	cav_mel	none	11	350.0
stat_missile_damage_over_time	cav_mis	none	11	350.0
stat_missile_damage_over_time	cav_shk	none	11	350.0
stat_missile_damage_over_time	chariot	none	11	350.0
stat_missile_damage_over_time	com	none	11	350.0
stat_missile_damage_over_time	inf_mel	none	11	350.0
stat_missile_damage_over_time	inf_mis	none	11	400.0
stat_missile_damage_over_time	inf_spr	none	11	350.0
stat_missile_damage_over_time	shp_art	none	12	350.0
stat_missile_damage_over_time	shp_mel	none	12	350.0
stat_missile_damage_over_time	shp_mis	none	12	350.0
stat_missile_damage_over_time	shp_trn	none	12	350.0
stat_missile_damage_over_time	spcl	none	11	350.0
stat_morale	art_fix	none	3	100.0
stat_morale	art_fld	none	3	100.0
stat_morale	art_siege	none	3	100.0
stat_morale	cav_mel	none	3	100.0
stat_morale	cav_mis	none	3	100.0
stat_morale	cav_shk	none	3	100.0
stat_morale	chariot	none	3	100.0
stat_morale	com	none	3	100.0
stat_morale	inf_mel	none	3	100.0
stat_morale	inf_mis	none	3	100.0
stat_morale	inf_spr	none	3	100.0
stat_morale	shp_art	none	9	50.0
stat_morale	shp_mel	none	9	50.0
stat_morale	shp_mis	none	9	50.0
stat_morale	shp_trn	none	9	50.0
stat_morale	spcl	none	3	100.0
stat_ship_health	shp_art	none	8	2500.0
stat_ship_health	shp_mel	none	8	2500.0
stat_ship_health	shp_mis	none	8	2500.0
stat_ship_health	shp_trn	none	8	2500.0
stat_weapon_damage	art_fix	none	7	100.0
stat_weapon_damage	art_fld	none	7	100.0
stat_weapon_damage	art_siege	none	7	100.0
stat_weapon_damage	cav_mel	none	7	100.0
stat_weapon_damage	cav_mis	none	7	100.0
stat_weapon_damage	cav_shk	none	7	100.0
stat_weapon_damage	chariot	none	7	100.0
stat_weapon_damage	com	none	7	100.0
stat_weapon_damage	inf_mel	none	7	100.0
stat_weapon_damage	inf_mis	none	7	100.0
stat_weapon_damage	inf_spr	none	7	100.0
stat_weapon_damage	shp_art	none	3	31.0
stat_weapon_damage	shp_mel	none	3	31.0
stat_weapon_damage	shp_mis	none	3	31.0
stat_weapon_damage	shp_trn	none	3	31.0
stat_weapon_damage	spcl	none	7	100.0
