id	priority	unit	unit_group
1025747596	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_garrison_2
1027264278	650	wh3_main_ogr_inf_ogres_2	wh3_main_ogr_garrison_major_3
1027536032	1000	wh2_main_skv_inf_stormvermin_0	wh2_main_skv_defence_major_2
1028981904	450	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_settlement_minor_3
1029555618	850	wh3_main_ksl_inf_streltsi_0	wh3_main_ksl_defence_major_3
1029602334	900	wh_main_emp_inf_greatswords	wh_main_emp_settlement_major_4
1029957327	1000	wh3_main_ksl_inf_tzar_guard_0	wh3_main_ksl_garrison_4
1030031310	425	wh_main_dwf_inf_miners_1	wh_main_dwf_settlement_minor_3
103004232	400	wh3_main_sla_inf_marauders_0	wh3_main_sla_settlement_3_a
1030179613	150	wh2_main_skv_inf_skavenslaves_0	wh2_main_skv_settlement_minor_3
1030343650	400	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_defence_minor_2
1030722682	650	wh3_main_ksl_inf_armoured_kossars_0	wh3_main_ksl_settlement_major_5
1030812042	750	wh_main_chs_inf_chaos_marauders_1	wh3_dlc20_chs_settlement_3
103087256	475	wh_main_chs_inf_chaos_marauders_1	wh_main_chs_inf_chaos_marauders_1
1032925052	1250	wh3_main_sla_inf_daemonette_1	wh3_main_sla_defence_major_2
1033412988	1350	wh3_main_ksl_veh_heavy_war_sled_0	wh3_main_ksl_veh_heavy_war_sled_0
1033455442	375	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_settlement_minor_3
1033564319	450	wh3_main_cth_inf_peasant_archers_0	wh3_main_cth_settlement_2
1034129141	425	wh_dlc03_bst_inf_ungor_raiders_0	wh2_dlc17_bst_settlement_major_1
1034663559	500	wh3_main_cth_inf_jade_warriors_0	wh3_main_cth_settlement_major_5
1035067309	525	wh2_main_hef_inf_archers_1	wh2_main_hef_settlement_major_4
1035201133	300	wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_settlement_minor_1
1036480515	500	wh3_main_ogr_inf_ogres_0	wh3_main_ogr_garrison_minor_2
1038013637	600	wh_dlc03_bst_inf_gor_herd_0	wh2_dlc17_bst_settlement_major_2
1038299237	475	wh_main_emp_inf_crossbowmen	wh_main_emp_defence_major_2
1039657344	750	wh_main_chs_inf_chaos_marauders_1	wh3_dlc20_chs_major_garrison_2
1039751371	400	wh_dlc03_bst_inf_ungor_herd_1	wh2_dlc17_bst_settlement_major_2
104013539	450	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_settlement_major_3
1040474764	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_1
1041278408	1250	wh3_main_ksl_inf_ice_guard_0	wh3_main_ksl_garrison_4
1041346878	450	wh3_main_sla_inf_marauders_1	wh3_main_sla_allied_1
1043336369	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_2_a
1043339462	450	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_settlement_major_1
1043374496	450	wh2_main_def_inf_bleakswords_0	wh2_main_def_defence_minor_1
1043847826	300	wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_settlement_major_1
1046010697	450	wh3_main_ogr_inf_gnoblars_1	wh3_main_ogr_settlement_1
1047056710	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_allied_3
1047199642	400	wh_dlc03_bst_inf_ungor_spearmen_1	wh2_dlc17_bst_settlement_major_1
104728662	500	wh3_main_ogr_inf_ogres_0	wh3_main_ogr_defence_3
1048460450	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_settlement_major_5
104854857	750	wh_main_chs_inf_chaos_warriors_0	wh3_dlc20_chs_settlement_major_3
1048974639	300	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_settlement_major_2
1049013795	375	wh_main_grn_inf_goblin_archers	wh_main_grn_settlement_major_1
1049808002	400	wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_settlement_minor_3
1050106394	550	wh_dlc08_nor_inf_marauder_hunters_0	wh_main_nor_defence_major_1
105035708	350	wh3_main_nur_inf_nurglings_0	wh3_main_nur_settlement_minor_3
1050641095	1300	wh3_main_cth_cha_astromancer_1	wh3_main_cth_settlement_4
1050865432	850	wh3_main_nur_inf_forsaken_0	wh3_main_nur_settlement_major_5
1052315298	375	wh_main_emp_inf_spearmen_1	wh_main_emp_settlement_minor_2
1053100070	800	wh3_main_kho_inf_bloodletters_0	wh3_main_kho_settlement_minor_3
1053325931	250	wh_dlc07_brt_inf_spearmen_at_arms_1	wh_dlc07_brt_inf_spearmen_at_arms_1
1054561535	450	wh3_main_cth_inf_peasant_archers_0	wh3_main_cth_settlement_minor_1
1056332711	700	wh2_dlc11_cst_inf_deck_gunners_0	wh2_dlc11_cst_inf_deck_gunners_0
1056408706	475	wh2_dlc09_tmb_inf_skeleton_archers_0	wh2_dlc09_tmb_settlement_major_3
1057610963	800	wh3_main_sla_inf_daemonette_0	wh3_main_sla_defence_major_2
1058840446	400	wh3_main_sla_inf_marauders_0	wh3_main_sla_garrison_1
1059170048	500	wh3_main_cth_inf_jade_warriors_0	wh3_main_cth_defence_yang_1
1059633565	700	wh3_main_tze_mon_screamers_0	wh3_main_tze_defence_major_2
106000436	1000	wh3_main_cth_inf_crane_gunners_0	wh3_main_cth_inf_crane_gunners_0
1060468149	350	wh_main_vmp_mon_fell_bats	wh_main_vmp_settlement_major_5
1061446595	525	wh2_dlc09_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tmb_settlement_minor_2
1062322361	1000	wh3_main_sla_mon_spawn_of_slaanesh_0	wh3_main_dae_settlement_major_4
106310727	450	wh_dlc07_brt_inf_peasant_bowmen_2	wh_main_brt_settlement_major_4
1063392087	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_major_4
1063575873	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_minor_3
1063840885	550	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_cst_settlement_major_3
1063886479	450	wh_main_brt_inf_men_at_arms	wh_main_brt_settlement_major_5
1064196755	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_3
1064203766	1800	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
1064297928	800	wh3_main_kho_inf_bloodletters_0	wh3_main_kho_defence_major_2
1064935117	1250	wh3_main_ksl_inf_ice_guard_0	wh3_main_ksl_garrison_5
106686729	950	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_defence_major_3
1066918893	400	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_settlement_major_2
1067551345	375	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_settlement_major_3
1067855066	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_settlement_5_a
1069238443	550	wh_main_grn_inf_savage_orcs	wh_main_savage_settlement_major_2
10714	650	wh_main_brt_art_field_trebuchet	wh_main_brt_art_field_trebuchet
10716	1500	wh_main_brt_cav_grail_knights	wh_main_brt_cav_grail_knights
1071643667	400	wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_settlement_minor_1
10718	950	wh_main_brt_cav_knights_of_the_realm	wh_main_brt_cav_knights_of_the_realm
1072160874	300	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_settlement_major_1
10726	400	wh_main_brt_cav_mounted_yeomen_0	wh_main_brt_cav_mounted_yeomen_0
1073260275	700	wh3_main_cth_inf_jade_warriors_1	wh3_main_cth_allied_3
107331208	325	wh_main_brt_inf_spearmen_at_arms	wh_main_brt_settlement_major_2
10734	500	wh_main_brt_cav_mounted_yeomen_1	wh_main_brt_cav_mounted_yeomen_1
10734174	500	wh2_main_skv_inf_night_runners_0	wh2_main_skv_settlement_major_3
10735	1100	wh_main_brt_cav_pegasus_knights	wh_main_brt_cav_pegasus_knights
1073562525	1700	wh3_main_tze_mon_lord_of_change_0	wh3_main_tze_settlement_4_a
1073611901	450	wh3_main_ksl_inf_kossars_0	wh3_main_ksl_settlement_major_3
10738	450	wh_main_brt_inf_men_at_arms	wh_main_brt_inf_men_at_arms
10741	400	wh_main_brt_inf_peasant_bowmen	wh_main_brt_inf_peasant_bowmen
1074589317	450	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_settlement_minor_3
10747	325	wh_main_brt_inf_spearmen_at_arms	wh_main_brt_inf_spearmen_at_arms
10749	800	wh_main_dwf_art_cannon	wh_main_dwf_art_cannon
1075559760	700	wh_main_dwf_inf_longbeards	wh_main_dwf_settlement_major_3
1075570667	550	wh_main_grn_inf_savage_orcs	wh_main_savage_settlement_major_3
1075781827	700	wh3_main_cth_inf_jade_warrior_crossbowmen_1	wh3_main_cth_settlement_4
10758	1300	wh_main_dwf_art_flame_cannon	wh_main_dwf_art_flame_cannon
107597274	625	wh_main_nor_cav_marauder_horsemen_1	wh_main_nor_settlement_major_3
10775	700	wh_main_dwf_art_grudge_thrower	wh_main_dwf_art_grudge_thrower
10781	1100	wh_main_dwf_art_organ_gun	wh_main_dwf_art_organ_gun
1078643426	325	wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_inf_skeleton_spearmen_0
1079121740	700	wh_main_dwf_inf_longbeards	wh_main_dwf_settlement_major_5
10793	450	wh_main_dwf_inf_dwarf_warrior_0	wh_main_dwf_inf_dwarf_warrior_0
10798	500	wh_main_dwf_inf_dwarf_warrior_1	wh_main_dwf_inf_dwarf_warrior_1
10801	1200	wh_main_dwf_inf_hammerers	wh_main_dwf_inf_hammerers
10807	1250	wh_main_dwf_inf_ironbreakers	wh_main_dwf_inf_ironbreakers
1081270447	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_settlement_1_a
10813	700	wh_main_dwf_inf_irondrakes_0	wh_main_dwf_inf_irondrakes_0
1081370801	400	wh_main_emp_inf_swordsmen	wh_main_emp_settlement_minor_3
1081518056	300	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_settlement_minor_1
1081696190	1300	wh3_main_cth_cha_astromancer_0	wh3_main_cth_settlement_1
10818	750	wh_main_dwf_inf_longbeards_1	wh_main_dwf_inf_longbeards_1
10820	325	wh_main_dwf_inf_miners_0	wh_main_dwf_inf_miners_0
1082406850	350	wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_settlement_minor_3
10825	425	wh_main_dwf_inf_miners_1	wh_main_dwf_inf_miners_1
1082598176	450	wh_main_grn_inf_orc_boyz	wh_main_grn_defence_major_1
10834	550	wh_main_dwf_inf_quarrellers_0	wh_main_dwf_inf_quarrellers_0
10839	600	wh_main_dwf_inf_quarrellers_1	wh_main_dwf_inf_quarrellers_1
10847	900	wh_main_dwf_inf_slayers	wh_main_dwf_inf_slayers
10853	700	wh_main_dwf_inf_thunderers_0	wh_main_dwf_inf_thunderers_0
1085414551	700	wh_main_dwf_inf_longbeards	wh_main_dwf_settlement_major_4
10859	1150	wh_main_dwf_veh_gyrobomber	wh_main_dwf_veh_gyrobomber
10865	700	wh_main_dwf_veh_gyrocopter_0	wh_main_dwf_veh_gyrocopter_0
1086925605	850	wh_main_vmp_inf_grave_guard_0	wh_main_vmp_defence_minor_1
1087205102	750	wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_settlement_minor_2
10873	800	wh_main_dwf_veh_gyrocopter_1	wh_main_dwf_veh_gyrocopter_1
10879	800	wh_main_emp_art_great_cannon	wh_main_emp_art_great_cannon
108842165	500	wh3_main_sla_inf_marauders_1	wh3_main_sla_settlement_major_2
1088563918	750	wh3_main_nur_inf_plaguebearers_0	wh3_main_nur_cycle_2
1088582117	450	wh3_main_ksl_inf_kossars_0	wh3_main_ksl_settlement_minor_2
10889	1050	wh_main_emp_art_helblaster_volley_gun	wh_main_emp_art_helblaster_volley_gun
1089802628	650	wh3_main_ogr_inf_ogres_1	wh3_main_ogr_garrison_major_1
1089899392	800	wh3_main_sla_veh_seeker_chariot_0	wh3_main_sla_veh_seeker_chariot_0
10900	1050	wh_main_emp_art_helstorm_rocket_battery	wh_main_emp_art_helstorm_rocket_battery
10906	650	wh_main_emp_art_mortar	wh_main_emp_art_mortar
1091023849	350	wh2_dlc11_cst_mon_fell_bats	wh2_dlc11_cst_settlement_minor_2
1091168349	850	wh3_main_ksl_cav_winged_lancers_0	wh3_main_ksl_garrison_5
1091695249	1400	wh_main_chs_cav_chaos_knights_1	wh_main_chs_cav_chaos_knights_1
1091717921	750	wh3_main_nur_inf_plaguebearers_0	wh3_main_nur_settlement_4
10918	1400	wh_main_emp_cav_demigryph_knights_0	wh_main_emp_cav_demigryph_knights_0
1091867561	750	wh3_main_nur_inf_plaguebearers_0	wh3_main_nur_cycle_1
1091972947	500	wh3_main_ogr_inf_ogres_0	wh3_main_ogr_allied_2
1092298759	325	wh_main_dwf_inf_miners_0	wh_main_dwf_settlement_minor_2
10924	1500	wh_main_emp_cav_demigryph_knights_1	wh_main_emp_cav_demigryph_knights_1
10926	700	wh_main_emp_cav_outriders_0	wh_main_emp_cav_outriders_0
1092607588	650	wh3_main_ksl_inf_armoured_kossars_0	wh3_main_ksl_inf_armoured_kossars_0
10928	800	wh_main_emp_cav_outriders_1	wh_main_emp_cav_outriders_1
1093137583	375	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_settlement_major_5
1093246994	700	wh3_main_tze_inf_pink_horrors_0	wh3_main_tze_settlement_4
1093437296	850	wh_main_emp_cav_empire_knights	wh_main_emp_defence_minor_2
1093449737	500	wh2_main_hef_inf_spearmen_0	wh2_main_hef_settlement_major_1
10938	500	wh_main_emp_cav_pistoliers_1	wh_main_emp_cav_pistoliers_1
10945	1150	wh_main_emp_cav_reiksguard	wh_main_emp_cav_reiksguard
1094848148	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_allied_1
1095186479	300	wh_main_grn_inf_goblin_spearmen	wh_main_grn_settlement_minor_3
10953	475	wh_main_emp_inf_crossbowmen	wh_main_emp_inf_crossbowmen
1095559809	700	wh3_main_cth_inf_jade_warriors_1	wh3_main_cth_defence_yang_2
10956	900	wh_main_emp_inf_greatswords	wh_main_emp_inf_greatswords
1095684273	350	wh2_dlc09_tmb_inf_skeleton_spearmen_0	wh2_dlc09_tmb_settlement_major_1
10961	550	wh_main_emp_inf_halberdiers	wh_main_emp_inf_halberdiers
10964	600	wh_main_emp_inf_handgunners	wh_main_emp_inf_handgunners
1096543	325	wh_main_brt_inf_spearmen_at_arms	wh_main_brt_settlement_major_2
10969	325	wh_main_emp_inf_spearmen_0	wh_main_emp_inf_spearmen_0
10970	375	wh_main_emp_inf_spearmen_1	wh_main_emp_inf_spearmen_1
109705454	1100	wh3_main_ksl_veh_light_war_sled_0	wh3_main_ksl_veh_light_war_sled_0
10972	400	wh_main_emp_inf_swordsmen	wh_main_emp_inf_swordsmen
10973	1700	wh_main_emp_veh_luminark_of_hysh_0	wh_main_emp_veh_luminark_of_hysh_0
10977	2200	wh_main_emp_veh_steam_tank	wh_main_emp_veh_steam_tank
1098314088	400	wh3_main_sla_inf_marauders_0	wh3_main_sla_settlement_1
10987	1000	wh_main_grn_art_doom_diver_catapult	wh_main_grn_art_doom_diver_catapult
1098787199	400	wh3_main_cth_cav_peasant_horsemen_0	wh3_main_cth_garrison_yin_1
1098822618	1100	wh3_main_cth_inf_dragon_guard_0	wh3_main_cth_settlement_special
1098944678	450	wh3_main_ksl_inf_kossars_0	wh3_main_ksl_settlement_major_2
10998	425	wh_main_grn_cav_forest_goblin_spider_riders_0	wh_main_grn_cav_forest_goblin_spider_riders_0
1099907810	500	wh3_main_tze_inf_chaos_furies_0	wh3_main_tze_settlement_1_a
11006	475	wh_main_grn_cav_forest_goblin_spider_riders_1	wh_main_grn_cav_forest_goblin_spider_riders_1
11009	500	wh_main_grn_cav_goblin_wolf_chariot	wh_main_grn_cav_goblin_wolf_chariot
11015	300	wh_main_grn_cav_goblin_wolf_riders_0	wh_main_grn_cav_goblin_wolf_riders_0
11019	400	wh_main_grn_cav_goblin_wolf_riders_1	wh_main_grn_cav_goblin_wolf_riders_1
1102152554	450	wh_main_brt_inf_men_at_arms	wh_main_brt_defence_major_2
1102304765	400	wh_main_nor_inf_chaos_marauders_0	wh_main_nor_defence_minor_1
1102525750	1200	wh2_dlc10_dwf_inf_giant_slayers	wh2_dlc10_dwf_inf_giant_slayers
11026	850	wh_main_grn_cav_orc_boar_boy_big_uns	wh_main_grn_cav_orc_boar_boy_big_uns
11028	650	wh_main_grn_cav_orc_boar_boyz	wh_main_grn_cav_orc_boar_boyz
1103203790	700	wh3_main_sla_cav_hellstriders_1	wh3_main_sla_defence_minor_2
11034	750	wh_main_grn_cav_orc_boar_chariot	wh_main_grn_cav_orc_boar_chariot
1103692491	550	wh2_main_def_inf_darkshards_0	wh2_main_def_settlement_minor_2
11038	1100	wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh_main_grn_cav_savage_orc_boar_boy_big_uns
11041	750	wh_main_grn_cav_savage_orc_boar_boyz	wh_main_grn_cav_savage_orc_boar_boyz
1104251525	550	wh3_main_tze_inf_chaos_furies_0	wh3_main_tze_settlement_minor_2
110433772	475	wh_main_chs_inf_chaos_marauders_1	wh3_dlc20_chs_settlement_major_3
110436018	500	wh_main_nor_inf_chaos_marauders_1	wh_main_nor_defence_major_3
11048	1150	wh_main_grn_inf_black_orcs	wh_main_grn_inf_black_orcs
1104806003	200	wh3_main_ogr_inf_gnoblars_0	wh3_main_ogr_settlement_major_2
11050	375	wh_main_grn_inf_goblin_archers	wh_main_grn_inf_goblin_archers
1105299032	1100	wh3_main_sla_mon_spawn_of_slaanesh_0	wh3_main_sla_mon_spawn_of_slaanesh_0
11060	300	wh_main_grn_inf_goblin_spearmen	wh_main_grn_inf_goblin_spearmen
11069	475	wh_main_grn_inf_night_goblin_archers	wh_main_grn_inf_night_goblin_archers
110718126	100	wh_main_vmp_inf_zombie	wh_main_vmp_settlement_minor_2
110753205	800	wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_settlement_major_5
11077	525	wh_main_grn_inf_night_goblin_fanatics	wh_main_grn_inf_night_goblin_fanatics
11082	400	wh_main_grn_inf_night_goblins	wh_main_grn_inf_night_goblins
1108380943	100	wh_main_vmp_inf_zombie	wh_main_vmp_settlement_major_3
1108386771	600	wh_main_dwf_inf_quarrellers_1	wh_main_dwf_settlement_major_4
1108492945	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_settlement_major_2
11087	500	wh_main_grn_inf_orc_arrer_boyz	wh_main_grn_inf_orc_arrer_boyz
1109487645	550	wh_main_emp_inf_halberdiers	wh_main_emp_settlement_special
11095	430	wh_main_grn_inf_orc_boyz	wh_main_grn_inf_orc_boyz
11101	550	wh_main_grn_inf_savage_orc_arrer_boyz	wh_main_grn_inf_savage_orc_arrer_boyz
11109	900	wh_main_grn_inf_savage_orc_big_uns	wh_main_grn_inf_savage_orc_big_uns
11113	550	wh_main_grn_inf_savage_orcs	wh_main_grn_inf_savage_orcs
1111455001	750	wh3_main_nur_inf_plaguebearers_0	wh3_main_nur_settlement_major_2
1111462803	600	wh2_dlc16_wef_inf_malicious_dryads_0	wh_dlc05_wef_outpost_replenishment_1
11117	1900	wh_main_grn_mon_arachnarok_spider_0	wh_main_grn_mon_arachnarok_spider_0
1112113486	300	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_settlement_minor_1
11122	1400	wh_main_grn_mon_giant	wh_main_grn_mon_giant
1112721366	375	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_settlement_major_3
1112867195	475	wh_dlc05_wef_inf_eternal_guard_0	wh_dlc05_wef_settlement_major_4
11130	800	wh_main_grn_mon_trolls	wh_main_grn_mon_trolls
1113490144	950	wh3_main_ksl_cha_boyar_1	wh3_main_ksl_cha_boyar_1
1113577512	400	wh_main_brt_inf_peasant_bowmen	wh_main_brt_settlement_major_1
111500296	450	wh3_main_ogr_inf_gnoblars_1	wh3_main_ogr_garrison_major_1
1115624829	1050	wh_dlc03_bst_inf_bestigor_herd_0	wh2_dlc17_bst_settlement_major_5
1115802950	650	wh2_main_def_inf_darkshards_1	wh2_main_def_settlement_major_4
1116411516	550	wh_main_dwf_inf_quarrellers_0	wh_main_dwf_settlement_major_3
1117066200	450	wh_main_grn_inf_orc_boyz	wh_main_grn_settlement_major_3
1118439475	400	wh3_main_sla_inf_marauders_0	wh3_main_sla_allied_2
11185274	475	wh_main_emp_inf_crossbowmen	wh_main_emp_settlement_minor_3
11186	750	wh_main_nor_cav_chaos_chariot	wh_main_nor_cav_chaos_chariot
11190	525	wh_main_nor_cav_marauder_horsemen_0	wh_main_nor_cav_marauder_horsemen_0
1119186260	200	wh3_main_ogr_inf_gnoblars_0	wh3_main_ogr_settlement_major_3
11193	625	wh_main_nor_cav_marauder_horsemen_1	wh_main_nor_cav_marauder_horsemen_1
1119481025	900	wh_main_grn_inf_savage_orc_big_uns	wh_main_savage_settlement_major_3
11199	400	wh_main_nor_inf_chaos_marauders_0	wh_main_nor_inf_chaos_marauders_0
1120391906	700	wh_main_dwf_inf_longbeards	wh_main_dwf_settlement_major_5
11206	500	wh_main_nor_inf_chaos_marauders_1	wh_main_nor_inf_chaos_marauders_1
11209	800	wh_main_nor_mon_chaos_trolls	wh_main_nor_mon_chaos_trolls
1121086536	750	wh2_dlc09_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_settlement_major_5
11215	400	wh_main_nor_mon_chaos_warhounds_0	wh_main_nor_mon_chaos_warhounds_0
1121697254	300	wh_main_grn_inf_goblin_spearmen	wh_main_grn_settlement_major_2
11221	450	wh_main_nor_mon_chaos_warhounds_1	wh_main_nor_mon_chaos_warhounds_1
1123126030	1200	wh3_main_kho_inf_bloodletters_1	wh3_main_kho_settlement_5
112406819	400	wh3_main_tze_inf_blue_horrors_0	wh3_main_tze_garrison_3
1124234587	600	wh3_main_cth_inf_jade_warrior_crossbowmen_0	wh3_main_cth_defence_yang_3
1124446933	1100	wh3_main_tze_inf_pink_horrors_1	wh3_main_tze_settlement_5_a
1124492742	900	wh_main_emp_inf_greatswords	wh_main_emp_settlement_major_5
112489275	500	wh3_main_ksl_inf_kossars_1	wh3_main_ksl_settlement_minor_2
11249301	850	wh3_main_kho_inf_chaos_warriors_0	wh3_main_dae_settlement_major_2
1125364808	850	wh3_main_tze_inf_forsaken_0	wh3_main_tze_settlement_5_a
1125562443	325	wh_dlc07_brt_inf_men_at_arms_2	wh_main_brt_defence_major_1
1125640561	550	wh_main_grn_inf_savage_orcs	wh_main_savage_settlement_minor_1
1126222796	100	wh_main_vmp_inf_zombie	wh_main_vmp_settlement_minor_3
112625930	500	wh3_main_ogr_inf_ogres_0	wh3_main_ogr_garrison_major_2
1127386739	1050	wh2_main_skv_inf_stormvermin_1	wh2_main_skv_settlement_major_4
112774275	100	wh_main_vmp_inf_zombie	wh_main_vmp_settlement_major_1
1128143099	100	wh_dlc07_brt_peasant_mob_0	wh_main_brt_settlement_minor_3
11287	1000	wh_main_vmp_cav_black_knights_0	wh_main_vmp_cav_black_knights_0
11295	1100	wh_main_vmp_cav_black_knights_3	wh_main_vmp_cav_black_knights_3
11297	1400	wh_main_vmp_cav_hexwraiths	wh_main_vmp_cav_hexwraiths
112976680	500	wh_main_chs_cav_marauder_horsemen_0	wh3_dlc20_chs_defence_minor_1
1130028532	350	wh3_main_nur_inf_nurglings_0	wh3_main_nur_settlement_major_4
