campaign_difficulty_handicap	human	effect	optional_campaign_key	effect_scope	effect_value
-3	true	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
-3	true	wh2_main_effect_replenishment_characters		faction_to_force_own	10.0
-3	true	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
-3	true	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
-3	true	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
-3	true	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
-3	true	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
-3	true	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
-3	true	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
-3	true	wh_main_effect_force_all_campaign_upkeep		faction_to_force_own	0.0
-3	true	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	3.0
-3	true	wh_main_effect_public_order_difficulty_level		faction_to_province_own	-8.0
-3	true	wh_main_effect_unit_recruitment_points		faction_to_province_own	1.0
0	false	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
0	false	wh2_main_effect_force_army_campaign_attrition_storm_resistance		faction_to_force_own	-50.0
0	false	wh2_main_effect_hef_influence_gain		faction_to_faction_own_unseen	4.0
0	false	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
0	false	wh2_main_effect_replenishment_characters		faction_to_force_own	10.0
0	false	wh2_main_effect_research_cost_mod		faction_to_faction_own_unseen	-25.0
0	false	wh2_main_effect_rite_slave_cost_mod		faction_to_faction_own_unseen	-100.0
0	false	wh3_dlc20_effect_character_ascension_mod_all_daemon_prince		faction_to_character_own_unseen	-70.0
0	false	wh3_dlc20_effect_initiative_cost_reduction_all_path_to_glory_except_daemon_prince_hidden		faction_to_character_own_unseen	-70.0
0	false	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
0	false	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
0	false	wh3_main_effect_kho_skull_throne_cost_mod		faction_to_faction_own_unseen	-50.0
0	false	wh3_main_effect_ksl_devotion_gain_characters		faction_to_faction_own_unseen	2.0
0	false	wh3_main_effect_pooled_resource_kho_skulls_technology		faction_to_faction_own_unseen	50.0
0	false	wh3_main_effect_pooled_resources_sacrifices_per_turn		faction_to_faction_own_unseen	40.0
0	false	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
0	false	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
0	false	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	0.0
0	false	wh3_main_effect_stance_cost_multiplier_tunneling_tze_HIDDEN		faction_to_faction_own_unseen	10.0
0	false	wh3_main_effect_tze_cotw_cotw_features_cost_multiplier_hidden		faction_to_faction_own_unseen	0.0
0	false	wh3_main_effect_tze_cotw_diplomatic_manipulation_cost_multiplier_hidden		faction_to_faction_own_unseen	0.0
0	false	wh3_main_pooled_resource_def_slaves_buildings_gained		faction_to_faction_own_unseen	200.0
0	false	wh_main_effect_agent_action_success_chance		faction_to_character_own	-5.0
0	false	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
0	false	wh_main_effect_conquest_resistance_to_occupation_mod		faction_to_faction_own	40.0
0	false	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
0	false	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
0	false	wh_main_effect_force_all_campaign_upkeep	wh3_main_chaos	faction_to_force_own	10.0
0	false	wh_main_effect_force_army_campaign_attrition_chaos_territory		faction_to_force_own	-50.0
0	false	wh_main_effect_force_army_campaign_attrition_desert_resistance		faction_to_force_own	-50.0
0	false	wh_main_effect_force_army_campaign_attrition_infighting_immunity		faction_to_force_own	1.0
0	false	wh_main_effect_force_army_campaign_attrition_non_vampire_count_territory		faction_to_force_own	-50.0
0	false	wh_main_effect_force_army_campaign_attrition_snow_resistance		faction_to_force_own	-50.0
0	false	wh_main_effect_force_army_campaign_attrition_swamp_resistance		faction_to_force_own	-50.0
0	false	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	3.0
0	false	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance		faction_to_force_own	-50.0
0	false	wh_main_effect_hordebuilding_growth_core		faction_to_force_own	3.0
0	false	wh_main_effect_occupation_decision_colonise_cost_zero		faction_to_faction_own	-1.0
0	false	wh_main_effect_technology_research_rate_mod		faction_to_faction_own_unseen	0.0
0	false	wh_main_effect_unit_recruitment_points		faction_to_province_own	1.0
0	true	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
0	true	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
0	true	wh2_main_effect_replenishment_characters		faction_to_force_own	14.0
0	true	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
0	true	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
0	true	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
0	true	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
0	true	wh_main_effect_agent_field_line_of_sight_mod	wh3_main_chaos	faction_to_character_own_unseen	100.0
0	true	wh_main_effect_agent_field_line_of_sight_mod	wh3_main_combi	faction_to_character_own_unseen	100.0
0	true	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
0	true	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
0	true	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
0	true	wh_main_effect_force_all_campaign_upkeep		faction_to_force_own	0.0
0	true	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	3.0
0	true	wh_main_effect_public_order_difficulty_level		faction_to_province_own	0.0
0	true	wh_main_effect_unit_recruitment_points		faction_to_province_own	1.0
1	false	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
1	false	wh2_main_effect_force_army_campaign_attrition_storm_resistance		faction_to_force_own	-60.0
1	false	wh2_main_effect_hef_influence_gain		faction_to_faction_own_unseen	4.0
1	false	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
1	false	wh2_main_effect_replenishment_characters		faction_to_force_own	12.0
1	false	wh2_main_effect_research_cost_mod		faction_to_faction_own_unseen	-50.0
1	false	wh2_main_effect_rite_slave_cost_mod		faction_to_faction_own_unseen	-100.0
1	false	wh3_dlc20_effect_character_ascension_mod_all_daemon_prince		faction_to_character_own_unseen	-70.0
1	false	wh3_dlc20_effect_initiative_cost_reduction_all_path_to_glory_except_daemon_prince_hidden		faction_to_character_own_unseen	-70.0
1	false	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
1	false	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
1	false	wh3_main_effect_kho_skull_throne_cost_mod		faction_to_faction_own_unseen	-50.0
1	false	wh3_main_effect_ksl_devotion_gain_characters		faction_to_faction_own_unseen	2.0
1	false	wh3_main_effect_pooled_resource_kho_skulls_technology		faction_to_faction_own_unseen	50.0
1	false	wh3_main_effect_pooled_resources_sacrifices_per_turn		faction_to_faction_own_unseen	50.0
1	false	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
1	false	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
1	false	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	0.0
1	false	wh3_main_effect_stance_cost_multiplier_tunneling_tze_HIDDEN		faction_to_faction_own_unseen	-10.0
1	false	wh3_main_effect_tze_cotw_cotw_features_cost_multiplier_hidden		faction_to_faction_own_unseen	-20.0
1	false	wh3_main_effect_tze_cotw_diplomatic_manipulation_cost_multiplier_hidden		faction_to_faction_own_unseen	-20.0
1	false	wh3_main_pooled_resource_def_slaves_buildings_gained		faction_to_faction_own_unseen	200.0
1	false	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
1	false	wh_main_effect_conquest_resistance_to_occupation_mod		faction_to_faction_own	50.0
1	false	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
1	false	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
1	false	wh_main_effect_force_all_campaign_replenishment_rate		faction_to_force_own	0.0
1	false	wh_main_effect_force_army_campaign_attrition_chaos_territory		faction_to_force_own	-60.0
1	false	wh_main_effect_force_army_campaign_attrition_desert_resistance		faction_to_force_own	-60.0
1	false	wh_main_effect_force_army_campaign_attrition_infighting_immunity		faction_to_force_own	1.0
1	false	wh_main_effect_force_army_campaign_attrition_non_vampire_count_territory		faction_to_force_own	-60.0
1	false	wh_main_effect_force_army_campaign_attrition_snow_resistance		faction_to_force_own	-60.0
1	false	wh_main_effect_force_army_campaign_attrition_swamp_resistance		faction_to_force_own	-60.0
1	false	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	4.0
1	false	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance		faction_to_force_own	-60.0
1	false	wh_main_effect_hordebuilding_growth_core		faction_to_force_own	5.0
1	false	wh_main_effect_occupation_decision_colonise_cost_zero		faction_to_faction_own	-1.0
1	false	wh_main_effect_technology_research_rate_mod		faction_to_faction_own_unseen	0.0
1	false	wh_main_effect_unit_recruitment_points		faction_to_province_own	2.0
1	true	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
1	true	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
1	true	wh2_main_effect_replenishment_characters		faction_to_force_own	16.0
1	true	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
1	true	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
1	true	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
1	true	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
1	true	wh_main_effect_agent_field_line_of_sight_mod	wh3_main_chaos	faction_to_character_own_unseen	120.0
1	true	wh_main_effect_agent_field_line_of_sight_mod	wh3_main_combi	faction_to_character_own_unseen	120.0
1	true	wh_main_effect_agent_field_line_of_sight_mod	wh3_main_prologue	faction_to_character_own_unseen	40.0
1	true	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
1	true	wh_main_effect_conquest_resistance_to_occupation_mod		faction_to_faction_own	10.0
1	true	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
1	true	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
1	true	wh_main_effect_force_all_campaign_upkeep		faction_to_force_own	0.0
1	true	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	3.0
1	true	wh_main_effect_public_order_difficulty_level		faction_to_province_own	1.0
1	true	wh_main_effect_unit_recruitment_points		faction_to_province_own	1.0
2	false	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
2	false	wh2_main_effect_force_army_campaign_attrition_storm_resistance		faction_to_force_own	-70.0
2	false	wh2_main_effect_hef_influence_gain		faction_to_faction_own_unseen	6.0
2	false	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
2	false	wh2_main_effect_replenishment_characters		faction_to_force_own	14.0
2	false	wh2_main_effect_research_cost_mod		faction_to_faction_own_unseen	-75.0
2	false	wh2_main_effect_rite_slave_cost_mod		faction_to_faction_own_unseen	-100.0
2	false	wh3_dlc20_effect_character_ascension_mod_all_daemon_prince		faction_to_character_own_unseen	-70.0
2	false	wh3_dlc20_effect_initiative_cost_reduction_all_path_to_glory_except_daemon_prince_hidden		faction_to_character_own_unseen	-70.0
2	false	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
2	false	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
2	false	wh3_main_effect_kho_skull_throne_cost_mod		faction_to_faction_own_unseen	-50.0
2	false	wh3_main_effect_ksl_devotion_gain_characters		faction_to_faction_own_unseen	2.0
2	false	wh3_main_effect_pooled_resource_kho_skulls_technology		faction_to_faction_own_unseen	100.0
2	false	wh3_main_effect_pooled_resources_sacrifices_per_turn		faction_to_faction_own_unseen	60.0
2	false	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
2	false	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
2	false	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	0.0
2	false	wh3_main_effect_stance_cost_multiplier_tunneling_tze_HIDDEN		faction_to_faction_own_unseen	-30.0
2	false	wh3_main_effect_tze_cotw_cotw_features_cost_multiplier_hidden		faction_to_faction_own_unseen	-30.0
2	false	wh3_main_effect_tze_cotw_diplomatic_manipulation_cost_multiplier_hidden		faction_to_faction_own_unseen	-30.0
2	false	wh3_main_pooled_resource_def_slaves_buildings_gained		faction_to_faction_own_unseen	200.0
2	false	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
2	false	wh_main_effect_conquest_resistance_to_occupation_mod		faction_to_faction_own	60.0
2	false	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
2	false	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
2	false	wh_main_effect_force_all_campaign_replenishment_rate		faction_to_force_own	0.0
2	false	wh_main_effect_force_army_campaign_attrition_chaos_territory		faction_to_force_own	-70.0
2	false	wh_main_effect_force_army_campaign_attrition_desert_resistance		faction_to_force_own	-70.0
2	false	wh_main_effect_force_army_campaign_attrition_infighting_immunity		faction_to_force_own	1.0
2	false	wh_main_effect_force_army_campaign_attrition_non_vampire_count_territory		faction_to_force_own	-70.0
2	false	wh_main_effect_force_army_campaign_attrition_snow_resistance		faction_to_force_own	-70.0
2	false	wh_main_effect_force_army_campaign_attrition_swamp_resistance		faction_to_force_own	-70.0
2	false	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	5.0
2	false	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance		faction_to_force_own	-70.0
2	false	wh_main_effect_hordebuilding_growth_core		faction_to_force_own	7.0
2	false	wh_main_effect_occupation_decision_colonise_cost_zero		faction_to_faction_own	-1.0
2	false	wh_main_effect_technology_research_rate_mod		faction_to_faction_own_unseen	0.0
2	false	wh_main_effect_unit_recruitment_points		faction_to_province_own	3.0
3	false	wh2_main_effect_agent_action_failure_cost_mod		faction_to_character_own_unseen	-50.0
3	false	wh2_main_effect_force_army_campaign_attrition_storm_resistance		faction_to_force_own	-80.0
3	false	wh2_main_effect_hef_influence_gain		faction_to_faction_own_unseen	7.0
3	false	wh2_main_effect_minimum_xp_gain_from_eligible_battle		faction_to_faction_own_unseen	250.0
3	false	wh2_main_effect_replenishment_characters		faction_to_force_own	16.0
3	false	wh2_main_effect_research_cost_mod		faction_to_faction_own_unseen	-100.0
3	false	wh2_main_effect_rite_slave_cost_mod		faction_to_faction_own_unseen	-100.0
3	false	wh3_dlc20_effect_character_ascension_mod_all_daemon_prince		faction_to_character_own_unseen	-70.0
3	false	wh3_dlc20_effect_initiative_cost_reduction_all_path_to_glory_except_daemon_prince_hidden		faction_to_character_own_unseen	-70.0
3	false	wh3_main_effect_allied_recruitment_points		faction_to_faction_own_unseen	2.0
3	false	wh3_main_effect_allied_recruitment_unit_cap		faction_to_faction_own_unseen	2.0
3	false	wh3_main_effect_kho_skull_throne_cost_mod		faction_to_faction_own_unseen	-50.0
3	false	wh3_main_effect_ksl_devotion_gain_characters		faction_to_faction_own_unseen	2.0
3	false	wh3_main_effect_pooled_resource_kho_skulls_technology		faction_to_faction_own_unseen	100.0
3	false	wh3_main_effect_pooled_resources_sacrifices_per_turn		faction_to_faction_own_unseen	70.0
3	false	wh3_main_effect_post_battle_ancillary_steal_chance_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
3	false	wh3_main_effect_post_battle_loot_mod_vs_caravan		faction_to_character_own_factionwide_armytext	500.0
3	false	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	0.0
3	false	wh3_main_effect_stance_cost_multiplier_tunneling_tze_HIDDEN		faction_to_faction_own_unseen	-50.0
3	false	wh3_main_effect_tze_cotw_cotw_features_cost_multiplier_hidden		faction_to_faction_own_unseen	-40.0
3	false	wh3_main_effect_tze_cotw_diplomatic_manipulation_cost_multiplier_hidden		faction_to_faction_own_unseen	-40.0
3	false	wh3_main_pooled_resource_def_slaves_buildings_gained		faction_to_faction_own_unseen	200.0
3	false	wh_main_effect_building_trade_route_sea_hidden		faction_to_region_own	500.0
3	false	wh_main_effect_conquest_resistance_to_occupation_mod		faction_to_faction_own	70.0
3	false	wh_main_effect_faction_mercenary_levy_can_recruit_from_local_hordes		faction_to_faction_own_unseen	0.0
3	false	wh_main_effect_faction_mercenary_levy_units_per_region_mod		faction_to_faction_own_unseen	-1.0
3	false	wh_main_effect_force_all_campaign_replenishment_rate		faction_to_force_own	0.0
3	false	wh_main_effect_force_army_campaign_attrition_chaos_territory		faction_to_force_own	-80.0
3	false	wh_main_effect_force_army_campaign_attrition_desert_resistance		faction_to_force_own	-80.0
3	false	wh_main_effect_force_army_campaign_attrition_infighting_immunity		faction_to_force_own	1.0
3	false	wh_main_effect_force_army_campaign_attrition_non_vampire_count_territory		faction_to_force_own	-80.0
3	false	wh_main_effect_force_army_campaign_attrition_snow_resistance		faction_to_force_own	-80.0
3	false	wh_main_effect_force_army_campaign_attrition_swamp_resistance		faction_to_force_own	-80.0
3	false	wh_main_effect_force_army_campaign_recruitment_points		faction_to_faction_own_unseen	6.0
3	false	wh_main_effect_force_navy_campaign_attrition_high_seas_resistance		faction_to_force_own	-80.0
3	false	wh_main_effect_hordebuilding_growth_core		faction_to_force_own	9.0
3	false	wh_main_effect_occupation_decision_colonise_cost_zero		faction_to_faction_own	-1.0
3	false	wh_main_effect_technology_research_rate_mod		faction_to_faction_own_unseen	0.0
3	false	wh_main_effect_unit_recruitment_points		faction_to_province_own	3.0
