from	to
wh2_dlc12_under_empire_settlement_stronghold_3	wh2_dlc12_under_empire_settlement_stronghold_4
wh2_dlc12_under_empire_settlement_stronghold_4	wh2_dlc12_under_empire_settlement_stronghold_5
wh2_dlc12_under_empire_settlement_warren_1	wh2_dlc12_under_empire_settlement_warren_2
wh2_dlc12_under_empire_settlement_warren_2	wh2_dlc12_under_empire_settlement_warren_3
wh2_dlc12_under_empire_settlement_warren_3	wh2_dlc12_under_empire_settlement_warren_4
wh2_dlc12_under_empire_settlement_warren_4	wh2_dlc12_under_empire_settlement_warren_5
wh2_dlc12_under_empire_warpstone_mine_1	wh2_dlc12_under_empire_warpstone_mine_2
wh2_dlc13_horde_lizardmen_beasts_1	wh2_dlc13_horde_lizardmen_beasts_2
wh2_dlc13_horde_lizardmen_beasts_2	wh2_dlc13_horde_lizardmen_beasts_3
wh2_dlc13_horde_lizardmen_beasts_3	wh2_dlc13_horde_lizardmen_beasts_4
wh2_dlc13_horde_lizardmen_coldones_1	wh2_dlc13_horde_lizardmen_coldones_2
wh2_dlc13_horde_lizardmen_flying_1	wh2_dlc13_horde_lizardmen_flying_2
wh2_dlc13_horde_lizardmen_great_beasts_1	wh2_dlc13_horde_lizardmen_great_beasts_2
wh2_dlc13_horde_lizardmen_great_beasts_2	wh2_dlc13_horde_lizardmen_great_beasts_3
wh2_dlc13_horde_lizardmen_portal_itzl_1	wh2_dlc13_horde_lizardmen_portal_itzl_2
wh2_dlc13_horde_lizardmen_portal_itzl_2	wh2_dlc13_horde_lizardmen_portal_itzl_3
wh2_dlc13_horde_lizardmen_portal_quetzl_1	wh2_dlc13_horde_lizardmen_portal_quetzl_2
wh2_dlc13_horde_lizardmen_portal_quetzl_2	wh2_dlc13_horde_lizardmen_portal_quetzl_3
wh2_dlc13_horde_lizardmen_portal_tlanxla_1	wh2_dlc13_horde_lizardmen_portal_tlanxla_2
wh2_dlc13_horde_lizardmen_portal_tlanxla_2	wh2_dlc13_horde_lizardmen_portal_tlanxla_3
wh2_dlc13_horde_lizardmen_saurus_1	wh2_dlc13_horde_lizardmen_saurus_2
wh2_dlc13_horde_lizardmen_saurus_2	wh2_dlc13_horde_lizardmen_saurus_3
wh2_dlc13_horde_lizardmen_skinks_1	wh2_dlc13_horde_lizardmen_skinks_2
wh2_dlc13_horde_lizardmen_skinks_2	wh2_dlc13_horde_lizardmen_skinks_3
wh2_dlc13_horde_lizardmen_slann_1	wh2_dlc13_horde_lizardmen_slann_2
wh2_dlc13_horde_lizardmen_slann_2	wh2_dlc13_horde_lizardmen_slann_3
wh2_dlc13_horde_lizardmen_support_faction_1	wh2_dlc13_horde_lizardmen_support_faction_2
wh2_dlc13_horde_lizardmen_support_faction_2	wh2_dlc13_horde_lizardmen_support_faction_3
wh2_dlc13_horde_lizardmen_support_horde_1	wh2_dlc13_horde_lizardmen_support_horde_2
wh2_dlc13_horde_lizardmen_support_horde_2	wh2_dlc13_horde_lizardmen_support_horde_3
wh2_dlc13_horde_lizardmen_support_rcost_1	wh2_dlc13_horde_lizardmen_support_rcost_2
wh2_dlc13_horde_lizardmen_support_rrank_1	wh2_dlc13_horde_lizardmen_support_rrank_2
wh2_dlc13_horde_lizardmen_support_upkeep_1	wh2_dlc13_horde_lizardmen_support_upkeep_2
wh2_dlc13_horde_lizardmen_ziggurat_1	wh2_dlc13_horde_lizardmen_ziggurat_2
wh2_dlc13_horde_lizardmen_ziggurat_2	wh2_dlc13_horde_lizardmen_ziggurat_3
wh2_dlc13_horde_lizardmen_ziggurat_3	wh2_dlc13_horde_lizardmen_ziggurat_4
wh2_dlc13_horde_lizardmen_ziggurat_4	wh2_dlc13_horde_lizardmen_ziggurat_5
wh2_dlc13_horde_lizardmen_ziggurat_minor_1	wh2_dlc13_horde_lizardmen_ziggurat_minor_2
wh2_dlc13_horde_lizardmen_ziggurat_minor_2	wh2_dlc13_horde_lizardmen_ziggurat_minor_3
wh2_dlc13_lzd_nakai_settlement_major_ruin	wh2_dlc13_lzd_nakai_settlement_major_1
wh2_dlc13_lzd_nakai_settlement_minor_ruin	wh2_dlc13_lzd_nakai_settlement_minor_1
wh2_dlc13_lzd_port_nakai_itzl_ruin	wh2_dlc13_lzd_port_nakai_itzl
wh2_dlc13_lzd_port_nakai_quetzl_ruin	wh2_dlc13_lzd_port_nakai_quetzl
wh2_dlc13_lzd_port_nakai_xholankha_ruin	wh2_dlc13_lzd_port_nakai_xholankha
wh2_dlc14_skv_eshin_assassins_1	wh2_dlc14_skv_eshin_assassins_2
wh2_dlc14_skv_eshin_assassins_2	wh2_dlc14_skv_eshin_assassins_3
wh2_dlc14_skv_weaponteams_1	wh2_main_skv_weaponteams_1
wh2_dlc14_special_copher_port_1_brettonia	wh2_dlc14_special_copher_port_2_bretonnia
wh2_dlc14_special_copher_port_1	wh2_dlc14_special_copher_port_2
wh2_dlc14_special_copher_port_ruin_bretonnia	wh2_dlc14_special_copher_port_1_brettonia
wh2_dlc14_special_copher_port_ruin	wh2_dlc14_special_copher_port_1
wh2_dlc14_special_dragon_isle_port_1_grn	wh2_dlc14_special_dragon_isle_port_2_grn
wh2_dlc14_special_dragon_isle_port_1_tmb	wh2_dlc14_special_dragon_isle_port_2_tmb
wh2_dlc14_special_dragon_isle_port_1	wh2_dlc14_special_dragon_isle_port_2
wh2_dlc14_special_dragon_isle_port_2_grn	wh2_dlc14_special_dragon_isle_port_3_grn
wh2_dlc14_special_dragon_isle_port_2_tmb	wh2_dlc14_special_dragon_isle_port_3_tmb
wh2_dlc14_special_dragon_isle_port_2	wh2_dlc14_special_dragon_isle_port_3
wh2_dlc14_special_dragon_isle_port_ruin_grn	wh2_dlc14_special_dragon_isle_port_1_grn
wh2_dlc14_special_dragon_isle_port_ruin_tmb	wh2_dlc14_special_dragon_isle_port_1_tmb
wh2_dlc14_special_dragon_isle_port_ruin	wh2_dlc14_special_dragon_isle_port_1
wh2_dlc14_under_empire_annexation_plague_cauldron_1	wh2_dlc14_under_empire_annexation_plague_cauldron_2
wh2_dlc15_hef_field_hq_1	wh2_dlc15_hef_field_hq_2
wh2_dlc15_hef_field_hq_2	wh2_dlc15_hef_field_hq_3
wh2_dlc15_special_graves_of_the_dragons_hef	wh2_dlc15_special_graves_of_the_dragons_2_hef
wh2_dlc15_special_mount_arachnos_1	wh2_dlc15_special_mount_arachnos_2
wh2_dlc15_special_mount_arachnos_2	wh2_dlc15_special_mount_arachnos_3
wh2_dlc15_special_settlement_massif_orcal_brt_1	wh2_dlc15_special_settlement_massif_orcal_brt_2
wh2_dlc15_special_settlement_massif_orcal_brt_2	wh2_dlc15_special_settlement_massif_orcal_brt_3
wh2_dlc15_special_settlement_massif_orcal_brt_3	wh2_dlc15_special_settlement_massif_orcal_brt_4
wh2_dlc15_special_settlement_massif_orcal_brt_4	wh2_dlc15_special_settlement_massif_orcal_brt_5
wh2_dlc15_special_settlement_massif_orcal_brt_ruin	wh2_dlc15_special_settlement_massif_orcal_brt_1
wh2_dlc15_special_settlement_massif_orcal_grn_1	wh2_dlc15_special_settlement_massif_orcal_grn_2
wh2_dlc15_special_settlement_massif_orcal_grn_2	wh2_dlc15_special_settlement_massif_orcal_grn_3
wh2_dlc15_special_settlement_massif_orcal_grn_3	wh2_dlc15_special_settlement_massif_orcal_grn_4
wh2_dlc15_special_settlement_massif_orcal_grn_4	wh2_dlc15_special_settlement_massif_orcal_grn_5
wh2_dlc15_special_settlement_massif_orcal_grn_ruin	wh2_dlc15_special_settlement_massif_orcal_grn_1
wh2_dlc15_special_settlement_massif_orcal_savage_1	wh2_dlc15_special_settlement_massif_orcal_savage_2
wh2_dlc15_special_settlement_massif_orcal_savage_2	wh2_dlc15_special_settlement_massif_orcal_savage_3
wh2_dlc15_special_settlement_massif_orcal_savage_ruin	wh2_dlc15_special_settlement_massif_orcal_savage_1
wh2_dlc15_special_settlement_tor_yvresse_def_1	wh2_dlc15_special_settlement_tor_yvresse_def_2
wh2_dlc15_special_settlement_tor_yvresse_def_2	wh2_dlc15_special_settlement_tor_yvresse_def_3
wh2_dlc15_special_settlement_tor_yvresse_def_3	wh2_dlc15_special_settlement_tor_yvresse_def_4
wh2_dlc15_special_settlement_tor_yvresse_def_4	wh2_dlc15_special_settlement_tor_yvresse_def_5
wh2_dlc15_special_settlement_tor_yvresse_def_ruin	wh2_dlc15_special_settlement_tor_yvresse_def_1
wh2_dlc15_special_settlement_tor_yvresse_eltharion_1	wh2_dlc15_special_settlement_tor_yvresse_eltharion_2
wh2_dlc15_special_settlement_tor_yvresse_eltharion_2	wh2_dlc15_special_settlement_tor_yvresse_eltharion_3
wh2_dlc15_special_settlement_tor_yvresse_eltharion_3	wh2_dlc15_special_settlement_tor_yvresse_eltharion_4
wh2_dlc15_special_settlement_tor_yvresse_eltharion_4	wh2_dlc15_special_settlement_tor_yvresse_eltharion_5
wh2_dlc15_special_settlement_tor_yvresse_eltharion_ruin	wh2_dlc15_special_settlement_tor_yvresse_eltharion_1
wh2_dlc15_special_settlement_tor_yvresse_hef_1	wh2_dlc15_special_settlement_tor_yvresse_hef_2
wh2_dlc15_special_settlement_tor_yvresse_hef_2	wh2_dlc15_special_settlement_tor_yvresse_hef_3
wh2_dlc15_special_settlement_tor_yvresse_hef_3	wh2_dlc15_special_settlement_tor_yvresse_hef_4
wh2_dlc15_special_settlement_tor_yvresse_hef_4	wh2_dlc15_special_settlement_tor_yvresse_hef_5
wh2_dlc15_special_settlement_tor_yvresse_hef_ruin	wh2_dlc15_special_settlement_tor_yvresse_hef_1
wh2_dlc17_bst_settlement_major_1	wh2_dlc17_bst_settlement_major_2
wh2_dlc17_bst_settlement_major_2	wh2_dlc17_bst_settlement_major_3
wh2_dlc17_bst_settlement_major_3	wh2_dlc17_bst_settlement_major_4
wh2_dlc17_bst_settlement_major_4	wh2_dlc17_bst_settlement_major_5
wh2_dlc17_bst_settlement_major_ruin	wh2_dlc17_bst_settlement_major_1
wh2_dlc17_bst_special_secondary_attributes_2	wh2_dlc17_bst_special_secondary_attributes_3
wh2_dlc17_bst_special_secondary_attributes	wh2_dlc17_bst_special_secondary_attributes_2
wh2_dlc17_bst_special_secondary_attrition_2	wh2_dlc17_bst_special_secondary_attrition_3
wh2_dlc17_bst_special_secondary_attrition	wh2_dlc17_bst_special_secondary_attrition_2
wh2_dlc17_bst_special_secondary_resistances_2	wh2_dlc17_bst_special_secondary_resistances_3
wh2_dlc17_bst_special_secondary_resistances	wh2_dlc17_bst_special_secondary_resistances_2
wh2_dlc17_bst_special_secondary_spell_2	wh2_dlc17_bst_special_secondary_spell_3
wh2_dlc17_bst_special_secondary_spell	wh2_dlc17_bst_special_secondary_spell_2
wh2_dlc17_bst_special_settlement_altdorf_1	wh2_dlc17_bst_special_settlement_altdorf_2
wh2_dlc17_bst_special_settlement_altdorf_2	wh2_dlc17_bst_special_settlement_altdorf_3
wh2_dlc17_bst_special_settlement_altdorf_3	wh2_dlc17_bst_special_settlement_altdorf_4
wh2_dlc17_bst_special_settlement_altdorf_4	wh2_dlc17_bst_special_settlement_altdorf_5
wh2_dlc17_bst_special_settlement_altdorf_ruin	wh2_dlc17_bst_special_settlement_altdorf_1
wh2_dlc17_bst_special_settlement_black_crag_1	wh2_dlc17_bst_special_settlement_black_crag_2
wh2_dlc17_bst_special_settlement_black_crag_2	wh2_dlc17_bst_special_settlement_black_crag_3
