pooled_resource_factor	resource_cost	amount	context	ui_resource_transaction_pooled_resource
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_b	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_ca	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_cb	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_da	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_db	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_eca	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_ecb	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_eda	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_edb	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_fca	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_fcb	-300	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_talisman_runecraft_fda	-300	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_a	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_b	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_ca	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_cb	-30	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_da	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_db	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_eca	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_ecb	-90	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_eda	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_edb	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_fca	-200	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_fcb	-300	absolute	default
dwf_oathgold_forging_creating	wh2_dlc10_dwf_ritual_weapon_runecraft_fda	-300	absolute	default
dwf_oathgold_forging_disassembling	wh2_dlc10_dwf_scrap_common_magic_item	20	absolute	default
dwf_oathgold_forging_disassembling	wh2_dlc10_dwf_scrap_legendary_magic_item	195	absolute	default
dwf_oathgold_forging_disassembling	wh2_dlc10_dwf_scrap_rare_magic_item	130	absolute	default
dwf_oathgold_forging_disassembling	wh2_dlc10_dwf_scrap_uncommon_magic_item	60	absolute	default
def_slaves_rites	wh2_dlc10_ritual_def_drakira	-800	absolute	default
infamy_technology	wh2_dlc11_admiral_tech_cost	-2000	absolute	default
infamy_sharing_loot	wh2_dlc11_resource_cost_cst_captives	-50	absolute	default
def_slaves_rites	wh2_dlc11_ritual_def_anath_raema	-800	absolute	default
blood_kiss_bloodline_awoken	wh2_dlc11_vmp_ritual_bloodline_awaken_01	-3	absolute	default
blood_kiss_bloodline_awoken	wh2_dlc11_vmp_ritual_bloodline_awaken_02	-6	absolute	default
blood_kiss_bloodline_awoken	wh2_dlc11_vmp_ritual_bloodline_awaken_03	-12	absolute	default
wh2_dlc12_resource_factor_workshop_production	wh2_dlc12_ikit_nuke_rite_produce	1	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_nuke_rite	-4	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_nuke_rite	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_0	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_2	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_3	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_3	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_4	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_4	-10	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_5	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_5	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_6	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_6	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_7	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_7	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_8	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_8	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomflayer_part_9	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomflayer_part_9	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_3	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_3	-10	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_4	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_4	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_5	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_5	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_6	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_6	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_7	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_7	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_8	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_8	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_doomwheel_part_9	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_doomwheel_part_9	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_gatling_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_gatling_part_0	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_gatling_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_gatling_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_gatling_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_gatling_part_2	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_jezail_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_jezail_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_jezail_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_jezail_part_1	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_jezail_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_jezail_part_2	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_0	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_0	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_1	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_2	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_2	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_3	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_3	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_4	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_4	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_nuke_part_5	-2	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_nuke_part_5	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_globaldier_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_globaldier_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_globaldier_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_globaldier_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_mortar_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_mortar_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_mortar_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_mortar_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_poison_wind_mortar_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_poison_wind_mortar_2	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpfire_part_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpfire_part_0	-7	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpfire_part_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpfire_part_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpfire_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpfire_part_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpgrinder_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpgrinder_0	-3	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpgrinder_1	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpgrinder_1	-5	absolute	default
wh2_dlc12_resource_factor_workshop	wh2_dlc12_ikit_workshop_warpgrinder_2	-3	absolute	default
wh2_dlc12_resource_factor_workshop_food	wh2_dlc12_ikit_workshop_warpgrinder_2	-7	absolute	default
wh2_dlc12_resource_factor_sacrifices_battle	wh2_dlc12_resource_cost_lzd_capture_sacrifices	50	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_carnosaur_0	-900	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_chameleon_0	-250	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_cold_one_cav_0	-400	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_kroxigors	-500	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_saurus_spears_1	-350	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_stegadon_1	-800	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_temple_guards	-650	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_blessed_terradon_riders_1	-300	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier1_banner	-100	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier1_follower	-100	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier1_jungle_swarm	-150	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier1_replenishment	-150	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier2_banner	-150	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier2_follower	-200	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier2_recruitment	-200	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier3_banner	-300	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier3_follower	-300	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier4_banner	-400	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier5_follower	-400	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier5_legendary_red_crested_skink_lord	-700	absolute	default
wh2_dlc12_resource_factor_sacrifices	wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	-1000	absolute	default
wh2_dlc13_resource_factor_old_ones_units	wh2_dlc13_nakai_temples_cost_100	-100	absolute	default
wh2_dlc13_resource_factor_old_ones_rites	wh2_dlc13_nakai_temples_cost_150	-150	absolute	default
wh2_dlc13_resource_factor_old_ones_units	wh2_dlc13_nakai_temples_cost_200	-200	absolute	default
wh2_dlc13_resource_factor_old_ones_units	wh2_dlc13_nakai_temples_cost_250	-250	absolute	default
wh2_dlc13_resource_factor_old_ones_units	wh2_dlc13_nakai_temples_cost_300	-300	absolute	default
