faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_khalida_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khalida_0.png		wh2_dlc09_cha_cha_khalida_2	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_khatep_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png		wh2_dlc09_cha_khatep_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_khatep_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png		wh2_dlc09_cha_khatep_1	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_khatep_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png		wh2_dlc09_cha_khatep_2	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_khatep_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png		wh2_dlc09_cha_khatep_2	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_death_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_05_0.png	wh2_dlc09_uniform_tmb_liche_priest_05	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_death_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_05_0.png	wh2_dlc09_uniform_tmb_liche_priest_05	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_light_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_02	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_light_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_02	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_01	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_01	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_shadow_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_04_0.png	wh2_dlc09_uniform_tmb_liche_priest_04	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_shadow_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_04_0.png	wh2_dlc09_uniform_tmb_liche_priest_04	wh2_dlc09_tmb_cha_liche_priest_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_01	wh2_dlc09_tmb_cha_necrotect_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_necrotect_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_01	wh2_dlc09_tmb_cha_necrotect_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_1	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_2	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_3	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false	
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_tomb_prince_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0	false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_crypt_ghouls	true	true				true	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_nehekhara_warriors_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	true	true				true	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_skeleton_archers_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_skeleton_archers_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_skeleton_spearmen_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_skeleton_warriors_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_tomb_guard_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_tomb_guard_1	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_inf_tomb_guard_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_carrion_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_carrion_ror	true	true				true	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_dire_wolves	true	true				true	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_fell_bats	true	true				true	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_heirotitan_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_necrosphinx_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_necrosphinx_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_tomb_scorpion_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_ushabti_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_ushabti_1	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_mon_ushabti_ror	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	true	true				false	
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_veh_skeleton_chariot_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cav_doomfire_warlocks_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cav_raven_heralds_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	true	true				false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_crone_0	true	true	UI/Portraits/Portholes/wh2_main_def_dark_elves/def_crone_0.png		wh2_dlc10_def_cha_crone_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_crone_1	true	true	UI/Portraits/Portholes/wh2_main_def_dark_elves/def_crone_0.png		wh2_dlc10_def_cha_crone_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_crone_4	true	true	UI/Portraits/Portholes/wh2_main_def_dark_elves/def_crone_0.png		wh2_dlc10_def_cha_crone_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_crone_5	true	true	UI/Portraits/Portholes/wh2_main_def_dark_elves/def_crone_0.png		wh2_dlc10_def_cha_crone_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_beasts_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_04_0.png	wh2_main_uniform_def_sorceress_04	wh2_dlc10_def_cha_sorceress_beasts_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_beasts_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_04_0.png	wh2_main_uniform_def_sorceress_04	wh2_dlc10_def_cha_sorceress_beasts_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_beasts_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_04_0.png	wh2_main_uniform_def_sorceress_04	wh2_dlc10_def_cha_sorceress_beasts_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_beasts_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_04_0.png	wh2_main_uniform_def_sorceress_04	wh2_dlc10_def_cha_sorceress_beasts_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_death_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_dlc10_def_cha_sorceress_death_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_death_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_dlc10_def_cha_sorceress_death_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_death_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_dlc10_def_cha_sorceress_death_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_cha_sorceress_death_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_dlc10_def_cha_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	wh2_dlc10_uniform_def_supreme_sorceress_01	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_4	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_dark_5	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	wh2_dlc10_uniform_def_supreme_sorceress_04	wh2_dlc10_def_cha_supreme_sorceress_dark_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_4	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_death_5	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	wh2_dlc10_uniform_def_supreme_sorceress_02	wh2_dlc10_def_cha_supreme_sorceress_death_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_4	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_fire_5	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	wh2_dlc10_uniform_def_supreme_sorceress_03	wh2_dlc10_def_cha_supreme_sorceress_fire_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	true	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	true	true	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	wh2_dlc10_uniform_def_supreme_sorceress_05	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_inf_sisters_of_slaughter	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_inf_the_bolt_fiends_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_inf_the_hellebronai_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_mon_chill_of_sontar_ror_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_mon_feral_manticore_0	true	true				false	
wh2_main_def_dark_elves	false	wh2_dlc10_def_mon_kharibdyss_0	true	true				false	
wh_main_dwf_dwarfs	false	wh2_dlc10_dwf_inf_giant_slayers	true	true				false	
wh2_main_hef_high_elves	false	wh2_dlc10_hef_cav_the_fireborn_ror_0	true	true				false	
wh2_main_hef_high_elves	false	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	true	true				false	
wh2_main_hef_high_elves	true	wh2_dlc10_hef_cha_alarielle_the_radiant_0	true	true	UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_alarielle_campaign_0.png		wh2_dlc10_hef_cha_alarielle_0	false	
wh2_main_hef_high_elves	true	wh2_dlc10_hef_cha_alarielle_the_radiant_2	true	true	UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_alarielle_campaign_0.png		wh2_dlc10_hef_cha_alarielle_0	false	
wh2_main_hef_high_elves	true	wh2_dlc10_hef_cha_alarielle_the_radiant_3	true	true	UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_alarielle_campaign_0.png		wh2_dlc10_hef_cha_alarielle_0	false	
wh2_main_hef_high_elves	true	wh2_dlc10_hef_cha_alith_anar_0	true	true	ui/portraits/portholes/wh2_main_hef_high_elves/hef_alith_anar_0.png		wh2_dlc10_hef_cha_alith_anar_0	false	
wh2_main_hef_high_elves	false	wh2_dlc10_hef_cha_handmaiden_0	true	true	UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_handmaiden_campaign_04_0.png		wh2_dlc10_hef_cha_handmaiden_0	false	
