id	rank	unit	unit_list_display
738285526	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_cavalry
763632132	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
774758370	0	wh3_main_cth_cav_jade_lancers_0	wh3_main_skill_innate_cth_caravan_master_royalty
786388240	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
792912051	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Shang-Yang
858882426	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_gunner
862448477	0	wh3_main_ogr_inf_maneaters_0	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
870798584	0	wh3_main_cth_inf_peasant_archers_0	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
879015188	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Ogre-Ally
929148382	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
944093240	0	wh3_main_cth_inf_jade_warriors_0	wh3_main_skill_innate_cth_caravan_master_royalty
946450358	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Former-Artillery-Officer
956335605	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_Western-Idealist
971430510	0	wh3_main_cth_inf_iron_hail_gunners_0	wh3_main_skill_innate_cth_caravan_master_royalty
977751494	0	wh3_main_cth_inf_peasant_spearmen_1	wh3_main_skill_innate_cth_caravan_master_gunner
994954404	0	wh3_main_cth_inf_jade_warriors_1	wh3_main_skill_innate_cth_caravan_master_Nan-Gau
