character_name	character_level	forename	magic_lore	num_men	surname	unit_type	agent_type	agent_subtype	portrait	character_model	skillset	male
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_arkhan	3	1543395740	wh_main_lore_death	100	2080915970	wh2_dlc09_tmb_cha_arkhan_1	general	wh2_dlc09_tmb_arkhan	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_arkhan_0.png	128243148		true
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_liche_priest_nehekhara	3	1458504443	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wizard	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_arkhan_staff_of_nagash_defender_tomb_prince	3	1078273109		100	2080915970	wh2_dlc09_tmb_cha_tomb_prince_1	champion	wh2_dlc09_tmb_tomb_prince	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_prince_campaign_01_0.png	717573540		true
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_old_blood_01	9	1062390673		100	473131132	wh2_main_lzd_cha_saurus_old_blood_1	general	wh2_main_lzd_saurus_old_blood	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_saurus_old_blood_campaign_01_0.png	592341736		true
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_skink_chief_01	9	195872653		100	12361275	wh2_main_lzd_cha_skink_chief_0	spy	wh2_main_lzd_skink_chief	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_campaign_01_0.png	5600		true
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_attacker_slann_01	9	446104833	wh_dlc05_lore_life	100	2147360514	wh2_main_lzd_cha_slann_mage_priest_life_0_qb	general	wh2_main_lzd_slann_mage_priest	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_01_0.png	5596		true
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_arkhan	9	1543395740	wh_main_lore_death	100	2080915970	wh2_dlc09_tmb_cha_arkhan_0	general	wh2_dlc09_tmb_arkhan	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_arkhan_0.png	128243148		true
wh2_dlc09_qb_tmb_arkhan_the_tomb_blade_of_arkhan_stage_3_mortuary_of_tzulaqua_defender_liche_priest_01	9	1078273109	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	general	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_final_battle_arkhan	15	1543395740		100	2080915970	wh2_dlc09_tmb_cha_arkhan_2	general	wh2_dlc09_tmb_arkhan	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_arkhan_0.png	128243148		true
wh2_dlc09_qb_tmb_final_battle_arkhan_general_01	15	1680441808		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_3	general	wh2_dlc09_tmb_tomb_king	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_king_campaign_01_0.png	1187086529		true
wh2_dlc09_qb_tmb_final_battle_arkhan_general_02	15	1937762565		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_3	general	wh2_dlc09_tmb_tomb_king	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_king_campaign_01_0.png	1187086529		true
wh2_dlc09_qb_tmb_final_battle_arkhan_liche_priest	12	362936346		100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	wizard	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_final_battle_arkhan_player	15	1543395740		100	2080915970	wh2_dlc09_tmb_cha_arkhan_2	general	wh2_dlc09_tmb_arkhan	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_arkhan_0.png	128243148		true
wh2_dlc09_qb_tmb_final_battle_arkhan_tomb_prince	12	1531306469		100	2080915970	wh2_dlc09_tmb_cha_tomb_prince_0	champion	wh2_dlc09_tmb_tomb_prince	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_prince_campaign_01_0.png	717573540		true
wh2_dlc09_qb_tmb_final_battle_khalida	15	29274214		100	2080915970	wh2_dlc09_tmb_cha_khalida_2	general	wh2_dlc09_tmb_khalida	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_khalida_0.png	942038784		true
wh2_dlc09_qb_tmb_final_battle_khalida_player	15	29274214		100	2080915970	wh2_dlc09_tmb_cha_khalida_2	general	wh2_dlc09_tmb_khalida	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_khalida_0.png	942038784		true
wh2_dlc09_qb_tmb_final_battle_khatep	15	743554178		100	2080915970	wh2_dlc09_tmb_cha_khatep_3	general	wh2_dlc09_tmb_khatep	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_khatep_0.png	242444387		true
wh2_dlc09_qb_tmb_final_battle_khatep_player	15	743554178		100	2080915970	wh2_dlc09_tmb_cha_khatep_3	general	wh2_dlc09_tmb_khatep	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_khatep_0.png	242444387		true
wh2_dlc09_qb_tmb_final_battle_liche_priest	12	1078273109		100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	wizard	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_final_battle_necrotect	12	1598358911		100	2080915970	wh2_dlc09_tmb_cha_necrotect_0	engineer	wh2_dlc09_tmb_necrotect	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_02_0.png	1830624201		true
wh2_dlc09_qb_tmb_final_battle_necrotect_alt	12	853593741		100	2080915970	wh2_dlc09_tmb_cha_necrotect_0	engineer	wh2_dlc09_tmb_necrotect	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_02_0.png	1830624201		true
wh2_dlc09_qb_tmb_final_battle_settra	15	1906048114		100	2080915970	wh2_dlc09_tmb_cha_settra_2	general	wh2_dlc09_tmb_settra	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_settra_0.png	1034628616		true
wh2_dlc09_qb_tmb_final_battle_settra_player	15	1906048114		100	2080915970	wh2_dlc09_tmb_cha_settra_2	general	wh2_dlc09_tmb_settra	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_settra_0.png	1034628616		true
wh2_dlc09_qb_tmb_final_battle_tomb_prince	12	1680441808		100	2080915970	wh2_dlc09_tmb_cha_tomb_prince_0	champion	wh2_dlc09_tmb_tomb_prince	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_prince_campaign_01_0.png	717573540		true
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	8	2147345230	wh_main_lore_vampires	100	2147345237	wh_main_vmp_cha_vampire_lord_5	general	wh_main_vmp_lord	ui/portraits/portholes/wh_main_vmp_vampire_counts/vmp_vampire_lords_sword_campaign_02_0.png	3515	wh_main_skill_node_set_vmp_lord	true
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	12	2147345180	wh_main_lore_vampires	100	2147345172	wh_main_vmp_cha_vampire_lord_0	general	wh_main_vmp_lord	ui/portraits/portholes/wh_main_vmp_vampire_counts/vmp_vampire_lords_sword_campaign_02_0.png	3515	wh_main_skill_node_set_vmp_lord	true
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	1	29274214		100	2080915970	wh2_dlc09_tmb_cha_khalida_0	general	wh2_dlc09_tmb_khalida	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khalida_0.png	942038784		true
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	10	1598358911	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wizard	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	8	743554178	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_khatep_1	general	wh2_dlc09_tmb_khatep	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_khatep_0.png	1854859054		true
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_02	6	1163368971	wh_main_lore_death	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_death_1	wizard	wh2_dlc09_tmb_liche_priest_death	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	1	2147358461		100	2147358845	wh_dlc03_bst_cha_gorebull_0	champion	wh_dlc03_bst_gorebull	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_gorebulls_campaign_03_0.png	5411		true
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	1	2147358617		100	2147358912	wh_dlc03_bst_cha_beastlord_1	general	wh_dlc03_bst_beastlord	UI\Portraits\Portholes\wh_dlc03_bst_beastmen\bst_beastlords_campaign_04_0.png	5343		true
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	7	2147357951	wh_dlc03_lore_beasts	100	2147358757	wh_dlc03_bst_cha_bray_shaman_beasts_1	wizard	wh_dlc03_bst_bray_shaman_beasts	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_04_0.png	5359		true
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker_01	8	1906048114	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_settra_2	general	wh2_dlc09_tmb_settra	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png	1034628616		true
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_01	6	2147344111		100	2147344012	wh_main_emp_cha_general_1	general	wh_main_emp_lord	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_05_0.png	5284		true
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_02	6	2147344240		100	392902466	wh_main_dwf_cha_lord_0	general	wh_main_dwf_lord	ui/portraits/portholes/wh_main_dwf_dwarfs/dwf_lord_campaign_05_0.png	4652		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_eshin_assassin_01	3	1621301403		100	816768077	wh2_main_skv_cha_assassin	spy	wh2_main_skv_assassin		5647		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_eshin_assassin_02	3	2147360581		100	280742539	wh2_main_skv_cha_assassin	spy	wh2_main_skv_assassin		5647		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_mors_warlord_01	3	2147359289		100	539533933	wh2_main_skv_cha_warlord_0	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	5625		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_moulder_warlord_01	3	1947316870		100	1752261233	wh2_main_skv_cha_warlord_1	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_03_0.png	85311450		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_skryre_warlock_engineer_01	3	116980691		100	334210018	wh2_main_skv_cha_warlock_engineer	engineer	wh2_main_skv_warlock_engineer		5660		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_skryre_warlock_engineer_02	3	1585671363		100	1814136524	wh2_main_skv_cha_warlock_engineer	engineer	wh2_main_skv_warlock_engineer		5660		true
wh2_dlc09_qb_tmb_skrolk_staff_of_nagash_attacker_slaves_warlord_01	3	1353849665		100	1991757675	wh2_main_skv_cha_warlord_0	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_02_0.png	735095170		true
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	2	2147355614		100	2147352141	wh_dlc06_grn_cha_night_goblin_warboss_1	general	wh_dlc06_grn_night_goblin_warboss	ui/portraits/portholes/wh_main_grn_greenskins/grn_night_goblin_warboss_campaign_02_0.png	5451		true
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_3	1	2147359309		100	266919778	wh2_main_skv_cha_warlord_1	general	wh2_main_skv_warlord	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_03_0.png	85311450		true
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_player	4	421856293		100	1843290975	wh2_dlc09_skv_cha_tretch_craventail	general	wh2_dlc09_skv_tretch_craventail	ui/portraits/portholes/wh2_main_skv_skaven/skv_tretch_craventail_0.png	2131094978		true
wh2_dlc09_skv_cha_tretch_craventail	1	421856293		100	1843290975	wh2_dlc09_skv_cha_tretch_craventail	general	wh2_dlc09_skv_tretch_craventail	ui/portraits/portholes/wh2_main_skv_skaven/skv_tretch_craventail_0.png	2131094978		true
wh2_dlc09_tmb_cha_liche_priest_0	1	1598358911	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	wizard	wh2_dlc09_tmb_liche_priest_nehekhara	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	393547003		true
wh2_dlc09_tmb_cha_necrotect_0	1	1598358911		100	2080915970	wh2_dlc09_tmb_cha_necrotect_0	engineer	wh2_dlc09_tmb_necrotect	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_02_0.png	1830624201		true
wh2_dlc09_tmb_cha_tomb_king_0	1	1680441808		100	2080915970	wh2_dlc09_tmb_cha_tomb_king_0	general	wh2_dlc09_tmb_tomb_king	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_king_campaign_01_0.png	1187086529		true
wh2_dlc09_tmb_cha_tomb_prince_0	1	1680441808		100	2080915970	wh2_dlc09_tmb_cha_tomb_prince_0	champion	wh2_dlc09_tmb_tomb_prince	UI\Portraits\Portholes\wh2_dlc09_tmb_tomb_kings\tmb_ch_tomb_prince_campaign_01_0.png	717573540		true
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	8	1906048114	wh2_dlc09_lore_nehekhara	100	2080915970	wh2_dlc09_tmb_cha_settra_2	general	wh2_dlc09_tmb_settra	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png	1034628616		true
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender	6	2147346107		100	2147358974	wh_main_chs_cha_chaos_lord_0	general	wh_main_chs_lord	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh2_dlc10_alarielle_star_of_avelorn_hef_cha_mage_life	15	2147359355	wh_dlc05_lore_life	100	2147360506	wh2_main_hef_cha_mage_life_4	wizard	wh2_main_hef_mage_life	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_03_0.png	5671		false
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	15	1130865469		100	2147360506	wh2_dlc10_hef_cha_handmaiden_2	dignitary	wh2_dlc10_hef_handmaiden	UI/Portraits/portholes/wh2_main_hef_high_elves/hef_handmaiden_campaign_04_0.png	1470785910		false
wh2_dlc10_alith_anar_the_moon_bow_stage_4_def_dreadlord	1	2147359455		100	1129600977	wh2_main_def_cha_dreadlord_0	general	wh2_main_def_dreadlord	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_campaign_01_0.png	5590		true
wh2_dlc10_alith_anar_the_moon_bow_stage_4_def_dreadlord_female	1	2147359753		100	1113856794	wh2_main_def_cha_dreadlord_female_2	general	wh2_main_def_dreadlord_fem	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_01_0.png	717893252		true
wh2_dlc10_alith_anar_the_moon_bow_stage_4_hef_princess	1	2147360418		100	2147360506	wh2_main_hef_cha_princess_1	general	wh2_main_hef_princess	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	583966139		true
wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_1	6	2147346107		100	2147358974	wh_main_chs_cha_chaos_lord_0	general	wh_main_chs_lord	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_2	8	2147345958		100	2147358974	wh_dlc01_nor_cha_chaos_sorcerer_lord_0	general	wh_dlc01_chs_sorcerer_lord_metal	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh2_dlc10_chs_cha_chaos_lord_alarielle_star_of_avelorn_3	10	2147346009		100	2147353375	wh_main_chs_cha_chaos_lord_11	general	wh_main_chs_lord	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	3440	wh_main_skill_node_set_chs_lord	true
wh2_dlc10_def_cha_crone_0	1	2147359721		100	1006711097	wh2_dlc10_def_cha_crone_0	general	wh2_main_def_dreadlord_fem	ui/portraits/portholes/wh2_main_def_dark_elves/def_crone_0.png	959439574		true
wh2_dlc10_def_cha_sorceress_beasts_0	1	2147359797	wh_dlc03_lore_beasts	100	1725206863	wh2_dlc10_def_cha_sorceress_beasts_0	wizard	wh2_dlc10_def_sorceress_beasts	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png	5686		false
wh2_dlc10_def_cha_sorceress_death_0	1	2147359797	wh_main_lore_death	100	1725206863	wh2_dlc10_def_cha_sorceress_death_0	wizard	wh2_dlc10_def_sorceress_death	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png	344938214		false
wh2_dlc10_def_cha_supreme_sorceress_beasts_0	1	2147359706	wh_dlc03_lore_beasts	100	101567873	wh2_dlc10_def_cha_supreme_sorceress_beasts_0	general	wh2_dlc10_def_supreme_sorceress_beasts	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_01_0.png	1556896565		true
wh2_dlc10_def_cha_supreme_sorceress_dark_0	1	2147359706	wh2_main_lore_dark_magic	100	101567873	wh2_dlc10_def_cha_supreme_sorceress_dark_0	general	wh2_dlc10_def_supreme_sorceress_dark	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_04_0.png	805970367		true
wh2_dlc10_def_cha_supreme_sorceress_death_0	1	2147359706	wh_main_lore_death	100	101567873	wh2_dlc10_def_cha_supreme_sorceress_death_0	general	wh2_dlc10_def_supreme_sorceress_death	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_02_0.png	1084043446		true
wh2_dlc10_def_cha_supreme_sorceress_fire_0	1	2147359706	wh_main_lore_fire	100	101567873	wh2_dlc10_def_cha_supreme_sorceress_fire_0	general	wh2_dlc10_def_supreme_sorceress_fire	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_03_0.png	538362468		true
wh2_dlc10_def_cha_supreme_sorceress_shadow_0	1	2147359706	wh_dlc05_lore_shadows	100	101567873	wh2_dlc10_def_cha_supreme_sorceress_shadow_0	general	wh2_dlc10_def_supreme_sorceress_shadow	ui/portraits/portholes/wh2_main_def_dark_elves/def_supreme_sorceress_campaign_05_0.png	606208208		true
wh2_dlc10_hef_cha_alarielle_0	1	898828143	wh2_dlc10_lore_alarielle	100	2147360506	wh2_dlc10_hef_cha_alarielle_the_radiant_0	general	wh2_dlc10_hef_alarielle	UI/Portraits/portholes/wh2_main_hef_high_elves/hef_alarielle_campaign_0.png	479536024		true
wh2_dlc10_hef_cha_alith_anar_0	1	2147359014		100	2147360506	wh2_dlc10_hef_cha_alith_anar_0	general	wh2_main_hef_prince	ui/portraits/portholes/wh2_main_hef_high_elves/hef_alith_anar_0.png	1656171330		true
wh2_dlc10_hef_cha_handmaiden_0	1	2147360483		100	2147360506	wh2_dlc10_hef_cha_handmaiden_0	dignitary	wh2_dlc10_hef_handmaiden	UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_handmaiden_campaign_01_0.png	207453631		false
wh2_dlc10_hef_cha_mage_heavens_0	1	2147359351	wh_main_lore_heavens	100	2147360506	wh2_dlc10_hef_cha_mage_heavens_0	wizard	wh2_dlc10_hef_mage_heavens	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	5671		false
wh2_dlc10_hef_cha_mage_shadows_0	1	2147359351	wh_dlc05_lore_shadows	100	2147360506	wh2_dlc10_hef_cha_mage_shadows_0	wizard	wh2_dlc10_hef_mage_shadows	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	5671		false
wh2_dlc10_hef_cha_shadow_walker	1	2147359014		100	2147360506	wh2_dlc10_hef_cha_shadow_walker	general	wh2_main_hef_prince	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_01_0.png	5574		true
wh2_dlc10_qb_alith_anar_the_moon_bow_stage_4_def_supreme_sorceress_fire	7	2147359797	wh_main_lore_fire	100	1725206863	wh2_dlc10_def_cha_supreme_sorceress_fire_1	wizard	wh2_dlc10_def_supreme_sorceress_fire	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	538362468		false
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_beastlord_01	5	2147357945		100	2147358622	wh_dlc03_bst_cha_beastlord_0	general	wh_dlc03_bst_beastlord	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_beastlords_campaign_01_0.png	4036		true
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_gorebull_01	5	2147358359		100	2147358846	wh_dlc03_bst_cha_gorebull_0	champion	wh_dlc03_bst_gorebull	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_gorebulls_campaign_02_0.png	5410		true
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	5	1303889577	wh2_main_lore_dark_magic	100	1617749886	wh2_dlc10_def_cha_supreme_sorceress_dark_0	general	wh2_dlc10_def_supreme_sorceress_dark	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	1084043446		true
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	5	1421390481	wh_main_lore_fire	100	1267943675	wh2_dlc10_def_cha_supreme_sorceress_fire_0	general	wh2_dlc10_def_supreme_sorceress_fire	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	1181028065		true
