select_context	over_context	tooltip_line	advice_line	main_line
agent	non_player_fixed_camp	rome2_tltip_right_clk_act_against_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	wh3_main_tltip_non_player_fixed_camp
agent	non_player_major_settlement_land	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_province_capital
agent	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_cannot_act_besieged_non_enemy	rome2_tltip_main_non_player_province_capital
agent	non_player_major_settlement_port	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_province_capital
agent	non_player_major_settlement_port_blockaded	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_province_capital
agent	non_player_minor_settlement_land	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_minor_settlement
agent	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_cannot_act_besieged_non_enemy	rome2_tltip_main_non_player_minor_settlement
agent	non_player_minor_settlement_port	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_minor_settlement
agent	non_player_minor_settlement_port_blockaded	rome2_tltip_right_clk_act_against_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_action	rome2_tltip_main_non_player_minor_settlement
agent	non_player_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
agent	non_player_region_without_access	rome2_tltip_right_clk_move		rome2_tltip_main_province
agent	own_sea_region	rome2_tltip_right_clk_move		
agent	player_army	rome2_tltip_right_clk_embed_agent_left_clk_select		rome2_tltip_main_player_general
agent	player_army_containing_agent	rome2_tltip_right_clk_embed_agent_left_clk_select		rome2_tltip_main_player_general
agent	player_blark	rome2_tltip_left_clk_select_inspection		wh2_main_tltip_non_player_blark
agent	player_major_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_land_garrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_land_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_major_settlement_port_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_province_capital
agent	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_land_garrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_land_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_combined	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_garrisoned_transport	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_minor_settlement_port_ungarrisoned	rome2_tltip_left_clk_select	rome2_tltip_warning_agent_cannot_act_own_settlement	rome2_tltip_main_player_minor_settlement
agent	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_embed_agent		rome2_tltip_main_player_admiral
agent	player_navy_transport	rome2_tltip_right_clk_embed_agent		rome2_tltip_main_player_general_on_sea
agent	region	rome2_tltip_right_clk_move		rome2_tltip_main_province
agent	sea_region	rome2_tltip_right_clk_move	rome2_tltip_hostile_sea_region_self	
agent	shared_sea_region	rome2_tltip_right_clk_move		
army_horde_permanent	abandonded_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde_permanent	abandoned_major_settlement	rome2_tltip_left_clk_select		rome2_tltip_abandoned_major_region
army_horde_permanent	abandoned_minor_settlement	rome2_tltip_left_clk_select		rome2_tltip_abandoned_minor_region
army_horde_permanent	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
army_horde_permanent	allied_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_allied_blark
army_horde_permanent	allied_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh3_main_tltip_allied_fixed_camp
army_horde_permanent	allied_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_province_capital
army_horde_permanent	allied_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_allied_province_capital
army_horde_permanent	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_province_capital
army_horde_permanent	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
army_horde_permanent	allied_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_minor_settlement
army_horde_permanent	allied_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_allied_minor_settlement
army_horde_permanent	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_minor_settlement
army_horde_permanent	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
army_horde_permanent	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
army_horde_permanent	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
army_horde_permanent	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
army_horde_permanent	contested_sea_region	rome2_tltip_right_clk_embark		
army_horde_permanent	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
army_horde_permanent	enemy_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		wh2_main_tltip_enemy_blark
army_horde_permanent	enemy_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		wh3_main_tltip_enemy_fixed_camp
army_horde_permanent	enemy_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army_horde_permanent	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_province_capital
army_horde_permanent	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army_horde_permanent	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
army_horde_permanent	enemy_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army_horde_permanent	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_minor_settlement
army_horde_permanent	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army_horde_permanent	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
army_horde_permanent	enemy_navy	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army_horde_permanent	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army_horde_permanent	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
army_horde_permanent	enemy_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde_permanent	hostile_sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	
army_horde_permanent	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
army_horde_permanent	non_player_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_non_player_blark
army_horde_permanent	non_player_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh3_main_tltip_non_player_fixed_camp
army_horde_permanent	non_player_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army_horde_permanent	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_province_capital
army_horde_permanent	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army_horde_permanent	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
army_horde_permanent	non_player_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army_horde_permanent	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_minor_settlement
army_horde_permanent	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army_horde_permanent	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
army_horde_permanent	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army_horde_permanent	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army_horde_permanent	non_player_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general_on_sea
army_horde_permanent	non_player_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde_permanent	non_player_region_without_access	rome2_tltip_right_clk_move	rome2_tltip_warning_no_access	rome2_tltip_main_province
army_horde_permanent	own_sea_region	rome2_tltip_right_clk_embark		
army_horde_permanent	player_army	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_general
army_horde_permanent	player_army_containing_agent	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_general
army_horde_permanent	player_blark	rome2_tltip_right_clk_transfer_units_left_clk_select_army		wh2_main_tltip_player_blark
army_horde_permanent	player_major_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_province_capital
army_horde_permanent	player_major_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_province_capital
army_horde_permanent	player_minor_settlement_land_besieged	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_siege	rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_land_garrisoned	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_land_ungarrisoned	rome2_tltip_right_clk_garrison_settlement_left_clk_select		rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select	rome2_tltip_warning_settlement_under_blockade	rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_port_garrisoned_combined	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_port_garrisoned_navy	rome2_tltip_left_clk_select	rome2_tltip_warning_port_occupied	rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_port_garrisoned_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_army		rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_minor_settlement_port_ungarrisoned	rome2_tltip_right_clk_garrison_port_left_clk_select		rome2_tltip_main_player_minor_settlement
army_horde_permanent	player_navy	rome2_tltip_right_clk_get_escorted_left_clk_select		rome2_tltip_main_player_admiral
army_horde_permanent	player_navy_cant_escort_already_escorting	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_admiral
army_horde_permanent	player_navy_transport	rome2_tltip_right_clk_transfer_units_left_clk_select_navy		rome2_tltip_main_player_general_on_sea
army_horde_permanent	region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde_permanent	sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	
army_horde_permanent	shared_sea_region	rome2_tltip_right_clk_embark		
army_horde	abandonded_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde	abandoned_major_settlement	rome2_tltip_left_clk_select		rome2_tltip_abandoned_major_region
army_horde	abandoned_minor_settlement	rome2_tltip_left_clk_select		rome2_tltip_abandoned_minor_region
army_horde	allied_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general
army_horde	allied_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_allied_blark
army_horde	allied_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh3_main_tltip_allied_fixed_camp
army_horde	allied_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_province_capital
army_horde	allied_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_allied_province_capital
army_horde	allied_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_province_capital
army_horde	allied_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_province_capital
army_horde	allied_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_minor_settlement
army_horde	allied_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_allied_minor_settlement
army_horde	allied_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_minor_settlement
army_horde	allied_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_allied_minor_settlement
army_horde	allied_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
army_horde	allied_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_admiral
army_horde	allied_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_allied_general_on_sea
army_horde	contested_sea_region	rome2_tltip_right_clk_embark		
army_horde	enemy_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_general
army_horde	enemy_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		wh2_main_tltip_enemy_blark
army_horde	enemy_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		wh3_main_tltip_enemy_fixed_camp
army_horde	enemy_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army_horde	enemy_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_province_capital
army_horde	enemy_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_province_capital
army_horde	enemy_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_province_capital
army_horde	enemy_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army_horde	enemy_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged	rome2_tltip_main_enemy_minor_settlement
army_horde	enemy_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection		rome2_tltip_main_enemy_minor_settlement
army_horde	enemy_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded	rome2_tltip_main_enemy_minor_settlement
army_horde	enemy_navy	rome2_tltip_right_clk_attack_army_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army_horde	enemy_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_admiral
army_horde	enemy_navy_transport	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection		rome2_tltip_main_enemy_general_on_sea
army_horde	enemy_region	rome2_tltip_right_clk_move		rome2_tltip_main_province
army_horde	hostile_sea_region	rome2_tltip_right_clk_embark	rome2_tltip_hostile_sea_region_self	
army_horde	non_player_army	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_general
army_horde	non_player_blark	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh2_main_tltip_non_player_blark
army_horde	non_player_fixed_camp	rome2_tltip_right_clk_attack_army_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	wh3_main_tltip_non_player_fixed_camp
army_horde	non_player_major_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army_horde	non_player_major_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_province_capital
army_horde	non_player_major_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_province_capital
army_horde	non_player_major_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_province_capital
army_horde	non_player_minor_settlement_land	rome2_tltip_right_clk_attack_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army_horde	non_player_minor_settlement_land_besieged	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_besieged_non_enemy	rome2_tltip_main_non_player_minor_settlement
army_horde	non_player_minor_settlement_port	rome2_tltip_right_clk_attack_port_settlement_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_minor_settlement
army_horde	non_player_minor_settlement_port_blockaded	rome2_tltip_left_clk_select_inspection	rome2_tltip_warning_already_blockaded_non_enemy	rome2_tltip_main_non_player_minor_settlement
army_horde	non_player_navy	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
army_horde	non_player_navy_escort	rome2_tltip_right_clk_attack_navy_left_clk_select_inspection	rome2_tltip_warning_diplomatic_impact_attack	rome2_tltip_main_non_player_admiral
