template_key	unit_group_key	ratio
WH_Bretonnia_land	wh3_default_land_melee_cavalry_main_shock_heavy	20
WH_Bretonnia_land	wh3_default_land_melee_cavalry_main_shock_medium	20
WH_Bretonnia_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Bretonnia_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Bretonnia_land	wh3_default_land_ranged_cavalry_mounted	5
WH_Bretonnia_land	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Cathay_land	Default_land_artillery	5
WH_Cathay_land	Default_land_cavalry_melee	10
WH_Cathay_land	Default_land_infantry_melee	40
WH_Cathay_land	Default_land_infantry_missile	20
WH_Cathay_land	Default_land_magic	5
WH_Cathay_land	Default_land_monster	5
WH_Cathay_land	Default_land_support	15
WH_Cathay_land_2	Default_land_artillery	15
WH_Cathay_land_2	Default_land_cavalry_melee	5
WH_Cathay_land_2	Default_land_infantry_melee	30
WH_Cathay_land_2	Default_land_infantry_missile	30
WH_Cathay_land_2	Default_land_magic	5
WH_Cathay_land_2	Default_land_support	15
WH_Cathay_land_3	Default_land_cavalry_melee	15
WH_Cathay_land_3	Default_land_infantry_melee	30
WH_Cathay_land_3	Default_land_infantry_missile	20
WH_Cathay_land_3	Default_land_magic	5
WH_Cathay_land_3	Default_land_monster	15
WH_Cathay_land_3	Default_land_support	15
WH_Cathay_land_4	Default_land_artillery	5
WH_Cathay_land_4	Default_land_cavalry_melee	5
WH_Cathay_land_4	Default_land_infantry_melee	30
WH_Cathay_land_4	Default_land_infantry_missile	20
WH_Cathay_land_4	Default_land_magic	5
WH_Cathay_land_4	Default_land_monster	5
WH_Cathay_land_4	Default_land_support	30
WH_Chaos_Daemons_land_2	wh3_default_land_characters	5
WH_Chaos_Daemons_land_2	wh3_default_land_melee_cavalry	10
WH_Chaos_Daemons_land_2	wh3_default_land_melee_cavalry_main	10
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_flanking	15
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_2	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_Daemons_land_2	wh3_default_land_monsters_heavy	15
WH_Chaos_Daemons_land_3	wh3_default_land_characters	5
WH_Chaos_Daemons_land_3	wh3_default_land_melee_cavalry	10
WH_Chaos_Daemons_land_3	wh3_default_land_melee_cavalry_main	5
WH_Chaos_Daemons_land_3	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_3	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_3	wh3_default_land_monsters_flanking_strong	15
WH_Chaos_Daemons_land_3	wh3_default_land_monsters_heavy	20
WH_Chaos_Daemons_land_3	wh3_default_land_ranged_infantry	10
WH_Chaos_Daemons_land_4	wh3_default_land_characters	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_cavalry	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_cavalry_main	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry	5
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry_main_frontline	15
WH_Chaos_Daemons_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land_4	wh3_default_land_monsters	5
WH_Chaos_Daemons_land_4	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_Daemons_land_4	wh3_default_land_monsters_heavy	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry_main_heavy	10
WH_Chaos_Daemons_land_4	wh3_default_land_ranged_infantry_main_light	10
WH_Chaos_Daemons_land	wh3_default_land_characters	5
WH_Chaos_Daemons_land	wh3_default_land_melee_cavalry	5
WH_Chaos_Daemons_land	wh3_default_land_melee_cavalry_main	15
WH_Chaos_Daemons_land	wh3_default_land_melee_infantry_main_frontline	20
WH_Chaos_Daemons_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_Daemons_land	wh3_default_land_monsters	5
WH_Chaos_Daemons_land	wh3_default_land_monsters_flanking_strong	20
WH_Chaos_Daemons_land	wh3_default_land_monsters_heavy	15
WH_Chaos_land_2	wh3_default_land_artillery_long_range	1
WH_Chaos_land_2	wh3_default_land_aura	5
WH_Chaos_land_2	wh3_default_land_characters	10
WH_Chaos_land_2	wh3_default_land_melee_cavalry	5
WH_Chaos_land_2	wh3_default_land_melee_cavalry_main	5
WH_Chaos_land_2	wh3_default_land_melee_cavalry_main_chariots	5
WH_Chaos_land_2	wh3_default_land_melee_infantry	10
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Chaos_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Chaos_land_2	wh3_default_land_monsters	5
WH_Chaos_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_land_2	wh3_default_land_monsters_heavy	10
WH_Chaos_land_2	wh3_default_land_ranged_cavalry	5
WH_Chaos_land	wh3_default_land_artillery_long_range	1
WH_Chaos_land	wh3_default_land_aura	5
WH_Chaos_land	wh3_default_land_characters	10
WH_Chaos_land	wh3_default_land_melee_cavalry	5
WH_Chaos_land	wh3_default_land_melee_cavalry_main	10
WH_Chaos_land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Chaos_land	wh3_default_land_melee_infantry	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Chaos_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Chaos_land	wh3_default_land_monsters	5
WH_Chaos_land	wh3_default_land_monsters_flanking_strong	10
WH_Chaos_land	wh3_default_land_monsters_heavy	5
WH_Chaos_land	wh3_default_land_ranged_cavalry	10
WH_Dark_Elves_land	Default_land_artillery	5
WH_Dark_Elves_land	Default_land_cavalry_melee	15
WH_Dark_Elves_land	Default_land_infantry_melee	35
WH_Dark_Elves_land	Default_land_infantry_missile	25
WH_Dark_Elves_land	Default_land_monster	10
WH_Dark_Elves_land	Default_land_support	10
WH_Dark_Elves_land_2	Default_land_artillery	5
WH_Dark_Elves_land_2	Default_land_cavalry_melee	20
WH_Dark_Elves_land_2	Default_land_infantry_melee	35
WH_Dark_Elves_land_2	Default_land_infantry_missile	15
WH_Dark_Elves_land_2	Default_land_monster	5
WH_Dark_Elves_land_2	Default_land_support	20
WH_Dark_Elves_land_3	Default_land_artillery	10
WH_Dark_Elves_land_3	Default_land_cavalry_melee	15
WH_Dark_Elves_land_3	Default_land_infantry_melee	30
WH_Dark_Elves_land_3	Default_land_infantry_missile	20
WH_Dark_Elves_land_3	Default_land_monster	25
WH_Dark_Elves_land_3	Default_land_support	0
WH_Dwarfs_land_2	wh3_default_land_artillery	5
WH_Dwarfs_land_2	wh3_default_land_artillery_long_range	15
WH_Dwarfs_land_2	wh3_default_land_characters	10
WH_Dwarfs_land_2	wh3_default_land_flying_heavy	5
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Dwarfs_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	30
WH_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_heavy_short_range	15
WH_Dwarfs_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Dwarfs_land_3	wh3_default_land_artillery	15
WH_Dwarfs_land_3	wh3_default_land_characters	10
WH_Dwarfs_land_3	wh3_default_land_flying_heavy	10
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_flanking	20
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords	10
WH_Dwarfs_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry	5
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_heavy_short_range	5
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_backline	10
WH_Dwarfs_land_3	wh3_default_land_ranged_infantry_main_light_skirmisher	15
WH_Dwarfs_land	wh3_default_land_artillery_long_range	15
WH_Dwarfs_land	wh3_default_land_characters	10
WH_Dwarfs_land	wh3_default_land_flying_heavy	5
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_flanking	5
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords	20
WH_Dwarfs_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Dwarfs_land	wh3_default_land_ranged_infantry_main_heavy_short_range	10
WH_Dwarfs_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Empire_land_2	wh3_default_land_artillery_long_range	15
WH_Empire_land_2	wh3_default_land_characters	10
WH_Empire_land_2	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Empire_land_2	wh3_default_land_melee_cavalry_main_shock_medium	10
WH_Empire_land_2	wh3_default_land_melee_infantry_main_flanking	5
WH_Empire_land_2	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	20
WH_Empire_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_2	wh3_default_land_ranged_cavalry	5
WH_Empire_land_2	wh3_default_land_ranged_infantry	5
WH_Empire_land_2	wh3_default_land_ranged_infantry_main_light_backline	15
WH_Empire_land_3	wh3_default_land_artillery_long_range	20
WH_Empire_land_3	wh3_default_land_characters	10
WH_Empire_land_3	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Empire_land_3	wh3_default_land_melee_cavalry_main_shock_medium	5
WH_Empire_land_3	wh3_default_land_melee_infantry_main	10
WH_Empire_land_3	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Empire_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_3	wh3_default_land_ranged_cavalry	0
WH_Empire_land_3	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Empire_land_4	wh3_default_land_artillery_long_range	10
WH_Empire_land_4	wh3_default_land_characters	10
WH_Empire_land_4	wh3_default_land_melee_cavalry_main_shock_heavy	5
WH_Empire_land_4	wh3_default_land_melee_cavalry_main_shock_medium	5
WH_Empire_land_4	wh3_default_land_melee_infantry_main	10
WH_Empire_land_4	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	15
WH_Empire_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	15
WH_Empire_land_4	wh3_default_land_ranged_cavalry_chariots	5
WH_Empire_land_4	wh3_default_land_ranged_cavalry_mounted	10
WH_Empire_land_4	wh3_default_land_ranged_infantry	10
WH_Empire_land_4	wh3_default_land_ranged_infantry_main_light_backline	20
WH_Empire_land	wh3_default_land_artillery_long_range	15
WH_Empire_land	wh3_default_land_characters	10
WH_Empire_land	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Empire_land	wh3_default_land_melee_cavalry_main_shock_medium	5
WH_Empire_land	wh3_default_land_melee_infantry_main_frontline_spears_high_quality	20
WH_Empire_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Empire_land	wh3_default_land_ranged_cavalry	5
WH_Empire_land	wh3_default_land_ranged_infantry_main_light_backline	25
WH_Festus_Land_2	wh3_default_land_aura	5
WH_Festus_Land_2	wh3_default_land_melee_cavalry	5
WH_Festus_Land_2	wh3_default_land_melee_cavalry_main	15
WH_Festus_Land_2	wh3_default_land_melee_cavalry_main_chariots	10
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_flanking	20
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_frontline	15
WH_Festus_Land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_2	wh3_default_land_monsters	5
WH_Festus_Land_2	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land_2	wh3_default_land_monsters_heavy	5
WH_Festus_Land_2	wh3_default_land_ranged_cavalry	5
WH_Festus_Land_3	wh3_default_land_aura	5
WH_Festus_Land_3	wh3_default_land_melee_cavalry	5
WH_Festus_Land_3	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land_3	wh3_default_land_melee_cavalry_main_chariots	10
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_frontline	15
WH_Festus_Land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_3	wh3_default_land_monsters	10
WH_Festus_Land_3	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land_3	wh3_default_land_monsters_heavy	10
WH_Festus_Land_3	wh3_default_land_ranged_cavalry	10
WH_Festus_Land_4	wh3_default_land_aura	5
WH_Festus_Land_4	wh3_default_land_melee_cavalry	5
WH_Festus_Land_4	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land_4	wh3_default_land_melee_cavalry_main_chariots	5
WH_Festus_Land_4	wh3_default_land_melee_infantry	10
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_flanking	5
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Festus_Land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land_4	wh3_default_land_monsters	15
WH_Festus_Land_4	wh3_default_land_monsters_flanking_strong	15
WH_Festus_Land_4	wh3_default_land_monsters_heavy	15
WH_Festus_Land	wh3_default_land_aura	5
WH_Festus_Land	wh3_default_land_melee_cavalry	5
WH_Festus_Land	wh3_default_land_melee_cavalry_main	10
WH_Festus_Land	wh3_default_land_melee_cavalry_main_chariots	5
WH_Festus_Land	wh3_default_land_melee_infantry_main_flanking	15
WH_Festus_Land	wh3_default_land_melee_infantry_main_frontline	20
WH_Festus_Land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	10
WH_Festus_Land	wh3_default_land_monsters	10
WH_Festus_Land	wh3_default_land_monsters_flanking_strong	10
WH_Festus_Land	wh3_default_land_monsters_heavy	10
WH_Greenskin_Rebels_land	Default_land_artillery	1
WH_Greenskin_Rebels_land	Default_land_cavalry_melee	10
WH_Greenskin_Rebels_land	Default_land_cavalry_missile	5
WH_Greenskin_Rebels_land	Default_land_infantry_melee	25
WH_Greenskin_Rebels_land	Default_land_infantry_missile	15
WH_Greenskin_Rebels_land	Default_land_infantry_monterous	10
WH_Greenskin_Rebels_land	Default_land_infantry_spearmen	10
WH_Greenskin_Rebels_land	Default_land_magic	5
WH_Greenskin_Rebels_land	Default_land_monster	5
WH_Greenskin_Rebels_land	Default_land_vehicle	5
WH_Greenskins_land	Default_land_artillery	5
WH_Greenskins_land	Default_land_cavalry_melee	20
WH_Greenskins_land	Default_land_cavalry_missile	5
WH_Greenskins_land	Default_land_infantry_melee	40
WH_Greenskins_land	Default_land_infantry_missile	10
WH_Greenskins_land	Default_land_magic	10
WH_Greenskins_land	Default_land_monster	20
WH_Greenskins_land	Default_land_support	1
WH_Greenskins_land_2	Default_land_artillery	10
WH_Greenskins_land_2	Default_land_cavalry_melee	30
WH_Greenskins_land_2	Default_land_cavalry_missile	1
WH_Greenskins_land_2	Default_land_infantry_melee	50
WH_Greenskins_land_2	Default_land_infantry_missile	10
WH_Greenskins_land_2	Default_land_magic	10
WH_Greenskins_land_2	Default_land_monster	1
WH_Greenskins_land_2	Default_land_support	1
WH_Greenskins_land_3	Default_land_artillery	10
WH_Greenskins_land_3	Default_land_cavalry_melee	10
WH_Greenskins_land_3	Default_land_cavalry_missile	5
WH_Greenskins_land_3	Default_land_infantry_melee	30
WH_Greenskins_land_3	Default_land_infantry_missile	10
WH_Greenskins_land_3	Default_land_magic	10
WH_Greenskins_land_3	Default_land_monster	15
WH_Greenskins_land_3	Default_land_support	20
WH_Greenskins_land_4	Default_land_artillery	1
WH_Greenskins_land_4	Default_land_cavalry_melee	20
WH_Greenskins_land_4	Default_land_cavalry_missile	5
WH_Greenskins_land_4	Default_land_infantry_melee	45
WH_Greenskins_land_4	Default_land_infantry_missile	15
WH_Greenskins_land_4	Default_land_magic	10
WH_Greenskins_land_4	Default_land_monster	5
WH_Greenskins_land_4	Default_land_support	10
WH_High_Elves_land	Default_land_artillery	5
WH_High_Elves_land	Default_land_cavalry_melee	20
WH_High_Elves_land	Default_land_cavalry_missile	5
WH_High_Elves_land	Default_land_infantry_melee	35
WH_High_Elves_land	Default_land_infantry_missile	30
WH_High_Elves_land	Default_land_magic	10
WH_High_Elves_land	Default_land_monster	5
WH_High_Elves_land_2	Default_land_artillery	5
WH_High_Elves_land_2	Default_land_cavalry_melee	10
WH_High_Elves_land_2	Default_land_cavalry_missile	10
WH_High_Elves_land_2	Default_land_infantry_melee	35
WH_High_Elves_land_2	Default_land_infantry_missile	30
WH_High_Elves_land_2	Default_land_magic	10
WH_High_Elves_land_2	Default_land_monster	15
WH_High_Elves_land_3	Default_land_artillery	10
WH_High_Elves_land_3	Default_land_cavalry_melee	15
WH_High_Elves_land_3	Default_land_cavalry_missile	10
WH_High_Elves_land_3	Default_land_infantry_melee	30
WH_High_Elves_land_3	Default_land_infantry_missile	30
WH_High_Elves_land_3	Default_land_magic	10
WH_High_Elves_land_3	Default_land_monster	5
WH_Khorne_land_2	wh3_default_land_characters	5
WH_Khorne_land_2	wh3_default_land_melee_cavalry_main	10
WH_Khorne_land_2	wh3_default_land_melee_cavalry_main_shock_heavy	10
WH_Khorne_land_2	wh3_default_land_melee_cavalry_main_shock_medium	10
WH_Khorne_land_2	wh3_default_land_melee_infantry	10
WH_Khorne_land_2	wh3_default_land_melee_infantry_main_flanking	10
WH_Khorne_land_2	wh3_default_land_melee_infantry_main_frontline	10
WH_Khorne_land_2	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Khorne_land_2	wh3_default_land_monsters	5
WH_Khorne_land_2	wh3_default_land_monsters_flanking_strong	10
WH_Khorne_land_2	wh3_default_land_monsters_heavy	10
WH_Khorne_land_3	wh3_default_land_artillery_long_range	5
WH_Khorne_land_3	wh3_default_land_characters	5
WH_Khorne_land_3	wh3_default_land_melee_cavalry_main	5
WH_Khorne_land_3	wh3_default_land_melee_cavalry_main_shock	10
WH_Khorne_land_3	wh3_default_land_melee_infantry	10
WH_Khorne_land_3	wh3_default_land_melee_infantry_main_flanking	10
WH_Khorne_land_3	wh3_default_land_melee_infantry_main_frontline	10
WH_Khorne_land_3	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Khorne_land_3	wh3_default_land_monsters	10
WH_Khorne_land_3	wh3_default_land_monsters_flanking_strong	15
WH_Khorne_land_3	wh3_default_land_monsters_heavy	10
WH_Khorne_land_4	wh3_default_land_artillery_long_range	10
WH_Khorne_land_4	wh3_default_land_characters	5
WH_Khorne_land_4	wh3_default_land_melee_cavalry_light	5
WH_Khorne_land_4	wh3_default_land_melee_cavalry_main_shock	5
WH_Khorne_land_4	wh3_default_land_melee_infantry	10
WH_Khorne_land_4	wh3_default_land_melee_infantry_main_flanking	10
WH_Khorne_land_4	wh3_default_land_melee_infantry_main_frontline	10
WH_Khorne_land_4	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Khorne_land_4	wh3_default_land_monsters	10
WH_Khorne_land_4	wh3_default_land_monsters_flanking_strong	15
WH_Khorne_land_4	wh3_default_land_monsters_heavy	10
WH_Khorne_land	wh3_default_land_artillery_long_range	10
WH_Khorne_land	wh3_default_land_characters	5
WH_Khorne_land	wh3_default_land_melee_cavalry_main	10
WH_Khorne_land	wh3_default_land_melee_cavalry_main_shock	10
WH_Khorne_land	wh3_default_land_melee_infantry	5
WH_Khorne_land	wh3_default_land_melee_infantry_main_flanking	10
WH_Khorne_land	wh3_default_land_melee_infantry_main_frontline	10
WH_Khorne_land	wh3_default_land_melee_infantry_main_frontline_swords_high_quality	20
WH_Khorne_land	wh3_default_land_monsters	5
WH_Khorne_land	wh3_default_land_monsters_flanking_strong	15
WH_Khorne_land	wh3_default_land_monsters_heavy	10
WH_Kislev_land	Default_land_artillery	5
WH_Kislev_land	Default_land_cavalry_melee	15
WH_Kislev_land	Default_land_infantry_melee	35
WH_Kislev_land	Default_land_infantry_missile	30
WH_Kislev_land	Default_land_magic	5
WH_Kislev_land	Default_land_monster	5
WH_Kislev_land	Default_land_support	5
WH_Kislev_land_2	Default_land_artillery	10
WH_Kislev_land_2	Default_land_cavalry_melee	10
WH_Kislev_land_2	Default_land_infantry_melee	30
WH_Kislev_land_2	Default_land_infantry_missile	35
WH_Kislev_land_2	Default_land_magic	5
WH_Kislev_land_2	Default_land_support	10
WH_Kislev_land_3	Default_land_cavalry_melee	20
WH_Kislev_land_3	Default_land_infantry_melee	20
WH_Kislev_land_3	Default_land_infantry_missile	15
WH_Kislev_land_3	Default_land_magic	5
WH_Kislev_land_3	Default_land_monster	25
WH_Kislev_land_3	Default_land_support	15
WH_Kislev_land_4	Default_land_cavalry_melee	15
WH_Kislev_land_4	Default_land_infantry_melee	20
WH_Kislev_land_4	Default_land_infantry_missile	15
WH_Kislev_land_4	Default_land_magic	5
WH_Kislev_land_4	Default_land_monster	20
WH_Kislev_land_4	Default_land_support	25
WH_Lizardmen_land	Default_land_artillery	10
WH_Lizardmen_land	Default_land_cavalry_melee	10
WH_Lizardmen_land	Default_land_flying	10
WH_Lizardmen_land	Default_land_infantry_melee	40
WH_Lizardmen_land	Default_land_infantry_missile	10
WH_Lizardmen_land	Default_land_magic	10
WH_Lizardmen_land	Default_land_monster	10
WH_Lizardmen_land	Default_land_support	10
WH_Lizardmen_land_2	Default_land_artillery	5
WH_Lizardmen_land_2	Default_land_cavalry_melee	20
WH_Lizardmen_land_2	Default_land_flying	0
WH_Lizardmen_land_2	Default_land_infantry_melee	30
WH_Lizardmen_land_2	Default_land_infantry_missile	15
WH_Lizardmen_land_2	Default_land_magic	10
WH_Lizardmen_land_2	Default_land_monster	20
WH_Lizardmen_land_2	Default_land_support	10
WH_Lizardmen_land_3	Default_land_artillery	10
WH_Lizardmen_land_3	Default_land_cavalry_melee	10
WH_Lizardmen_land_3	Default_land_flying	15
WH_Lizardmen_land_3	Default_land_infantry_melee	35
WH_Lizardmen_land_3	Default_land_infantry_missile	20
WH_Lizardmen_land_3	Default_land_magic	10
WH_Lizardmen_land_3	Default_land_monster	0
WH_Lizardmen_land_3	Default_land_support	10
WH_Lizardmen_land_4	Default_land_artillery	5
WH_Lizardmen_land_4	Default_land_cavalry_melee	10
WH_Lizardmen_land_4	Default_land_flying	5
WH_Lizardmen_land_4	Default_land_infantry_melee	35
WH_Lizardmen_land_4	Default_land_infantry_missile	5
WH_Lizardmen_land_4	Default_land_magic	10
WH_Lizardmen_land_4	Default_land_monster	30
WH_Lizardmen_land_4	Default_land_support	10
WH_Norsca_land_2	wh3_default_land_characters	5
WH_Norsca_land_2	wh3_default_land_melee_infantry	5
