id	composite_scene	group_id	trigger_delay	freeze_position	freeze_rotation
1483731606	composite_scene\spells_and_abilities\wh3_main_slaanesh_pavane_of_slaanesh.csc	wh3_main_spell_slaanesh_pavane_of_slaanesh	0.0	false	false
1536383178	composite_scene\spells_and_abilities\wh2_dlc13_storm_of_xholankha_start.csc	wh2_dlc13_abilities_storm_of_xholankha	0.0	false	false
1694248874	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship.csc	ghost_ship	0.0	true	true
1897854763	composite_scene\spells_and_abilities\wh3_main_yang_might_heaven_earth.csc	wh3_main_yang_might_heaven_earth	0.0	false	false
1938077406	composite_scene\spells_and_abilities\wh3_main_yang_dragons_breath.csc	wh3_main_yang_dragons_breath	0.0	false	false
1980827102	composite_scene\spells_and_abilities\wh2_dlc11_abilities_beyond_the_realm.csc	wh2_dlc11_abilities_beyond_the_realm	0.0	false	false
1999232867	composite_scene\spells_and_abilities\wh2_dlc11_deep_denizens_of_the_deep_start.csc	wh2_dlc11_denizens_of_the_deep_start	0.0	false	false
2007492569	composite_scene\spells_and_abilities\wh2_dlc11_abilities_beyond_the_realm_start.csc	wh2_dlc11_abilities_beyond_the_realm_start	0.0	false	false
2032458980	composite_scene\spells_and_abilities\wh2_dlc17_ability_rune_of_wrath_and_ruin_windup.csc	wh2_dlc17_ability_rune_of_wrath_and_ruin_windup	0.0	false	false
2055523511	composite_scene/spells_and_abilities/wh3_main_tzeentch_gate.csc	wh3_main_tzeentch_gate	0.0	false	false
2082096064	composite_scene/spells_and_abilities/wh3_main_slaanesh_phantasmagoria.csc	wh3_main_spell_slaanesh_phantasmagoria_upgraded	0.0	false	false
2092000173	composite_scene/spells_and_abilities/wh3_abilities_flame_incarnate.csc	wh3_main_character_abilities_flame_incarnate	0.0	false	false
2135354567	composite_scene\spells_and_abilities\wh3_ability_gaze_of_fate_banner.csc	wh3_main_ability_gaze_of_fate	0.0	false	false
2143937198	composite_scene\spells_and_abilities\wh3_main_tzeentch_firestorm_centre.csc	wh3_main_spell_tzeentch_tzeentchs_firestorm	0.0	false	false
22856264	composite_scene\spells_and_abilities\wh3_main_yin_cloak_of_jet.csc	wh3_main_yin_cloak_of_jet	0.0	false	false
289451216	composite_scene/spells_and_abilities/wh3_main_cataclysm_ashes_and_dust.csc	wh3_main_cataclysm_ashes_and_dust	0.0	false	false
314162054	composite_scene\spells_and_abilities\wh3_main_nurgle_rancid_visitations.csc	wh3_main_spell_nurgle_rancid_visitations	0.0	false	false
369203291	composite_scene/spells_and_abilities/wh3_main_nurgles_gate.csc	wh3_main_nurgles_gate	0.0	false	false
371504902	composite_scene\spells_and_abilities\wh2_dlc17_ability_ancestral_rune_of_grimnir.csc	wh2_dlc17_ability_ancestral_rune_of_grimnir_axe	0.0	false	false
40547739	composite_scene\spells_and_abilities\wh3_dlc20_fate_of_bjuna.csc	wh3_dlc20_fate_of_bjuna	0.0	false	false
414245326	composite_scene/spells_and_abilities/wh3_main_slaanesh_phantasmagoria.csc	wh3_main_spell_slaanesh_phantasmagoria	0.0	false	false
446194790	composite_scene\spells_and_abilities\wh3_dlc20_purple_sun_of_xereus_wind_up.csc	wh3_dlc20_purple_sun_of_xereus_wind_up	0.0	false	false
451980950	composite_scene\spells_and_abilities\wh2_dlc11_deep_fog_of_the_damned.csc	wh2_dlc11_fog_of_the_damned	0.0	false	false
515215498	composite_scene\spells_and_abilities\wh2_dlc16_roused_to_wrath.csc	wh2_dlc16_abilities_roused_to_wrath	0.0	false	false
598173433	composite_scene/spells_and_abilities/wh2_dlc14_abilities_warp_quake.csc	wh2_dlc14_abilities_warp_quake	0.0	false	false
601026389	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship_wind.csc	ghost_ship_wind	5.0	false	false
604643739	composite_scene\spells_and_abilities\wh3_main_light_time_amok.csc	wh3_main_spell_light_time_amok	0.0	false	false
619105765	composite_scene/spells_and_abilities/wh3_main_slaanesh_lash_of_slaanesh_whip.csc	wh3_main_spell_slaanesh_lash_of_slaanesh	0.0	false	false
647499737	composite_scene\spells_and_abilities\Invocation_of_sotek.csc	wh2_dlc12_abilities_invocation_of_sotek	0.0	false	false
711109575	composite_scene/spells_and_abilities/wh3_main_daemon_gate.csc	wh3_main_daemon_gate	0.0	false	false
717972002	composite_scene/spells_and_abilities/wh2_dlc14_stealth_veil_of_shadows.csc	wh2_dlc14_spell_stealth_veil_of_shadows	0.0	false	false
728671985	composite_scene/spells_and_abilities/wh3_main_cataclysm_dance_of_despair.csc	wh3_main_spell_cataclysm_dance_of_despair	0.0	false	false
745217076	composite_scene\spells_and_abilities\wh3_abilities_gnoblar_traps.csc	wh3_abilities_gnoblar_traps	0.0	false	false
799108020	composite_scene\spells_and_abilities\wh3_main_storm_of_renewal.csc	wh3_main_spell_cataclysm_storm_of_renewal	0.0	false	false
816773966	composite_scene\spells_and_abilities\wh3_main_nurgle_rancid_visitations_upgraded.csc	wh3_main_spell_nurgle_rancid_visitations_upgraded	0.0	false	false
85692257	composite_scene\spells_and_abilities\wh2_dlc17_ability_ancestral_rune_of_grugni.csc	wh2_dlc17_ability_ancestral_rune_of_grugni	0.0	false	false
893105098	composite_scene/spells_and_abilities/wh3_main_yin_ancestral_warriors_start.csc	wh3_main_yin_ancestral_warriors_start	0.0	false	false
989753932	composite_scene\spells_and_abilities\wh3_dlc20_spirit_leech.csc	wh3_dlc20_spirit_leech	0.0	false	false
