key	group	region
1055119034	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_avethir
1055602952	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_clar_karond
1056323514	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_chaqua
106129181	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_marienburg
1063241146	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_hag_hall
106429842	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_oyxl
1073182844	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_ice_caverns_of_ymirdrak
1075365521	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_evershale
1080345055	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_the_high_sentinel
108350825	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_temple_of_elemental_winds
1086462250	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_thrice_cursed_peak
1087576745	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_statues_of_the_gods
1088163705	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_hell_pit
1092449387	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_temple_of_heimkel
1094616487	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_black_creek_spire
1096902496	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_mount_thug
1098611770	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_monolith_of_flesh
1100072471	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_isle_of_wights
1100753705	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_chill_road
1104150968	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_macu_peaks
1113384653	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_the_black_pillar
1119669066	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_the_forbidden_citadel
1125481325	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_dawns_light
1127356653	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_fyrus
1130672884	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_kings_glade
1132240808	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_the_forbidden_citadel
1133025435	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_castle_alexandronov
1137948430	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_tyrant_peak
1138487117	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_xlanhuapec
114156945	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_shifting_monolith
114792914	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_gorssel
1149277821	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_har_ganeth
1150059827	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_temple_of_tlencan
1156298037	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_the_palace_of_ruin
1159367898	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_spektazuma
115988523	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_tor_achare
1160744478	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_fort_jakova
116125242	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_eagle_eyries
1162710477	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_troll_fjord
1169137091	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_tancred_castle
1170305599	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_clarak_spire
1179867978	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_soteks_trail
1180771633	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_tor_surpindar
1182572510	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_pahuax
1182601923	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_uzkulany
1187463609	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_har_kaldra
1194601190	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_kunlan
1195102571	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_city_of_splinters
1196842205	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_blacklight_tower
1210068898	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_whitefire_tor
1219613001	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_the_challenge_stone
1225093169	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_village_of_the_tigermen
1226709938	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_volary
122784306	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_plain_of_tuskers
1234604310	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_karak_ziflin
1235954626	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_karak_krakaten
1237640036	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_port_reaver
123819508	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_zandri
1244292821	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_graeling_moot
1262608676	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_shrine_of_sotek
1265193946	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_hergig
1268647243	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_karak_vrag
1270752231	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_krugenheim
1270761351	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_naggarond
1272190365	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_cliff_of_beasts
1277775666	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_leblya
1281282110	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_tor_elyr
1282915948	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_zhufbar
1284892131	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_blood_mountain
1287351134	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_gristle_valley
1288126172	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_bordeleaux
1293499345	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_gronti_mingol
1293829514	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_hirn
1294368784	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_norn
1295755993	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_temple_avenue_of_gold
1296797844	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_erengrad
1298475062	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_fort_ostrosk
1299756378	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_norden
1299998820	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_the_moot
1304570563	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_bhufdar
1306930941	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_akendorf
1309592355	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_pillar_of_skulls
1309599329	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_itza
131758020	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe
1320352975	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_sjoktraken
1322070810	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_temple_of_kara
1322620592	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_grim_duraz
1323612081	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_falls_of_doom
1325952709	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_helmgart
1330779993	wh3_main_chaos_rogue_spawn_norsca	wh3_dlc20_chaos_region_neuland
1331206749	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_city_of_monkeys
1331911368	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_eye_of_the_panther
1332514688	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_castle_drakenhof
133508646	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_dringorackaz
1339407148	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_writhing_fortress
1349253235	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_forest_of_decay
1349692699	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_pfeildorf
1351041054	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_stonemine_tower
1356490549	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_the_sky_monolith
1356980333	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_plesk
1362704281	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_winter_pyre
1365527508	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_castle_artois
1368044973	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_stormvrack_mount
1370638933	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_slavers_point
1371554986	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_shang_yang
1372366654	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_fortress_of_vorag
1381559409	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_venom_glade
1389570730	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_languille
1392544234	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_matorca
1393372837	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_copher
1395150818	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_frozen_landing
1401076344	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_the_awakening
1405083012	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_granite_spikes
1405791594	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_castle_drachenfels
1408146453	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_mount_gunbad
1409076159	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_blackstone_tower
1414571910	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_fortress_of_eyes
1416738860	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_valayas_sorrow
1419396610	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_terracotta_graveyard
1423455688	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_yetchitch
1423626600	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_azgaraz
1425716704	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_kraka_drak
1426064915	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_fortenhof
1430437623	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_lashiek
1432381920	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_rothkar_spire
1435573298	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_mines_of_nan_yang
1443561820	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_gaean_vale
1444286762	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_karak_dum
1450222910	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_delberz
1459874093	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_wei_jin
1463019928	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_siegfriedhof
1465681221	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_vauls_anvil_naggaroth
1469930331	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_eilhart
1472076378	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_angerrial
1472822831	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_granite_massif
1477244727	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_zvorak
1478625503	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_icedrake_fjord
1479313260	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_sentinels
1479428939	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_wolfenburg
1479910656	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_mistnar
1481241364	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_tlaxtlan
1493452677	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_dragonhorn_mines
1493791585	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_pools_of_despair
1496788772	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_the_monoliths
1497010742	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_the_monolith_of_katam
1498451	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_rasetra
1498879802	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_the_daemons_stump
1502488084	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_karag_dron
1507105818	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_fuming_serpent
1510737093	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_kurak_peak
1515632065	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_luccini
1521076558	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_kusel
1521841620	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_barag_dawazbag
1524889634	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_laurelorn_forest
1532571528	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_gallows_tree
1535520913	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_altar_of_ultimate_darkness
1535704738	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_bleak_hold_fortress
1540353450	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_the_copper_landing
1541691235	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_oakenhammer
1543349508	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_blizzardpeak
1545541435	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_karak_ungor
1549393082	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_howling_rock
1553244112	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_altdorf
1553621872	wh3_main_chaos_rogue_spawn_darklands	wh3_main_chaos_region_black_fortress
1556207639	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_castle_bastonne
1559609821	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_bohsenfels
1565207481	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_karag_orrud
1565810326	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_ming_zhu
1573307387	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_rosche
1573327480	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_zamoski
157482848	wh3_main_chaos_rogue_spawn_norsca	wh3_dlc20_chaos_region_citadel_of_lead
1576673820	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_swartzhafen
1577812072	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_castle_templehof
1581489900	wh2_main_grand_rogue_spawn_lustria_west	wh3_main_combi_region_dusk_peaks
1584319773	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_elessaeli
1592377535	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_talabheim
1594209666	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_grom_peak
159791412	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_shang_wu
1599370229	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_chimera_plateau
1601379263	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_kauark
1601454037	wh2_main_grand_rogue_spawn_naggaroth_south	wh3_main_combi_region_arnheim
1605754742	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_springs_of_eternal_life
1608466661	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_sun_tree_glades
16145229	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_quatar
1636048017	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_crooked_fang_fort
163864733	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_the_frozen_city
1642299977	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_varg_camp
1653317470	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_hissing_pits
166503384	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_skavenblight
1667185172	wh2_main_grand_rogue_spawn_lustria_north	wh3_main_combi_region_pox_marsh
1670538631	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_tree_of_damned_shades
1675069308	wh3_main_chaos_rogue_spawn_norsca	wh3_dlc20_chaos_region_losteriksons_landing
168142275	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_temple_of_heimkel
1683002386	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_konquata
1683427393	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_fort_straghov
168395778	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_nan_gau
168396923	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_dhazhyn
1687659191	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_grunburg
1688010110	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_osterwald
1688637238	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_hellcade_drove
16893897	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_naglfari_plain
1696610606	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_ziggurat_of_dawn
1697073945	wh2_main_grand_rogue_spawn_badlands_west	wh3_main_combi_region_galbaraz
1697396631	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_oakenhammer
17005486	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_spite_reach
1701227316	wh2_main_grand_rogue_spawn_ulthuan_east	wh3_main_combi_region_shrine_of_kurnous
1702569686	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_wolfenburg
1713683883	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_circle_of_destruction
1715336037	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_ghrond
1715617099	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_lahmia
17161486	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_barak_varr
1724867578	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_winter_pyre
1729670594	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_middenheim
1738258496	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_karaz_a_karak
1740499192	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_martek
1743342705	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_serpent_coast
175065826	wh2_main_grand_rogue_spawn_southlands_central	wh3_main_combi_region_bhagar
1753756483	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_fort_jakova
1758507487	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_fetid_catacombs
1774793390	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_wurtbad
1775359630	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_titans_notch
178757292	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_kislev
1791558278	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_city_of_the_shugengan
1795904169	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_grissenwald
1796944865	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_mount_cragg
1800854421	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_lothern
1801868696	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_floating_mountain
1805197892	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_shi_long
1808134943	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_gorger_rock
1808704582	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_village_of_the_moon
1810178964	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_temple_of_skulls
1812635537	wh2_main_grand_rogue_spawn_badlands_east	wh3_main_combi_region_karak_azul
1817844715	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_volksgrad
1822393391	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_shrine_of_the_alchemist
1822972372	wh2_main_grand_rogue_spawn_oldworld_east	wh3_main_combi_region_castle_drakenhof
182513475	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_salzenmund
1825441055	wh3_main_chaos_rogue_spawn_norsca	wh3_main_chaos_region_bay_of_blades
1832848437	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_the_folly_of_malofex
1833422814	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_mighdal_vongalbarak
1834350203	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_mordheim
1848094376	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_fort_ostrosk
1849837452	wh2_main_grand_rogue_spawn_southlands_west	wh3_main_combi_region_el_kalabad
1850553505	wh2_main_grand_rogue_spawn_norsca	wh3_main_combi_region_graeling_moot
1859092234	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_hoteks_column
1860011737	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_mousillon
1864602852	wh3_main_chaos_rogue_spawn_empire	wh3_main_chaos_region_karak_ziflin
1866505238	wh3_main_chaos_rogue_spawn_empire	wh3_dlc20_chaos_region_black_pit
1868937310	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_eagle_gate
1869182148	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_the_golden_tower
1873119205	wh2_main_grand_rogue_spawn_oldworld_west	wh3_main_combi_region_lyonesse
1875200146	wh2_main_grand_rogue_spawn_naggaroth_north	wh3_main_combi_region_temple_of_khaine
1875454652	wh2_main_grand_rogue_spawn_oldworld_central	wh3_main_combi_region_fort_bergbres
1878440162	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_zoishenk
1883925694	wh2_main_grand_rogue_spawn_ulthuan_central	wh3_main_combi_region_white_tower_of_hoeth
1886336280	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_angazhar
1886982352	wh3_main_chaos_rogue_spawn_ogres	wh3_main_chaos_region_vale_of_titans
1889297810	wh2_main_grand_rogue_spawn_naggaroth_central	wh3_main_combi_region_the_twisted_glade
1896292324	wh2_main_grand_rogue_spawn_ulthuan_west	wh3_main_combi_region_whitepeak
1896967842	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_red_fortress
1898336192	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_seep_gore
1900995646	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_sentinels_of_xeti
1906291360	wh3_main_chaos_rogue_spawn_cathay	wh3_main_chaos_region_xing_po
1908449112	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_dragons_crossroad
1912860246	wh2_main_grand_rogue_spawn_istmus	wh3_main_combi_region_skeggi
1921953366	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_sepukzy
192562465	wh3_main_chaos_rogue_spawn_chaos_wastes	wh3_main_chaos_region_iron_storm
1927281408	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_the_cursed_jungle
1932434554	wh2_main_grand_rogue_spawn_southlands_east	wh3_main_combi_region_karak_zorn
1934925749	wh2_main_grand_rogue_spawn_lustria_east	wh3_main_combi_region_chamber_of_visions
193631801	wh2_main_grand_rogue_spawn_badlands_north	wh3_main_combi_region_black_crag
1936499169	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_magritta
1937598893	wh2_main_grand_rogue_spawn_oldworld_south	wh3_main_combi_region_karak_izor
1937679986	wh3_main_chaos_rogue_spawn_kislev	wh3_main_chaos_region_khazid_irkulaz
