config_key	template_key	priority	leader_only
WH_mp_Dwarfs_siege_defence	WH_mp_Dwarfs_siege_defence	1	false
WH_mp_Empire_land	WH_Empire_land	1	false
WH_mp_Empire_land	WH_Empire_land_2	1	false
WH_mp_Empire_siege_attack	WH_mp_Empire_siege_attack	1	false
WH_mp_Empire_siege_defence	WH_mp_Empire_siege_defence	1	false
WH_mp_Greenskins_land	WH_Greenskins_land	1	false
WH_mp_Greenskins_land	WH_Greenskins_land_2	1	false
WH_mp_Greenskins_land	WH_Greenskins_land_3	1	false
WH_mp_Greenskins_land	WH_Greenskins_land_4	1	false
WH_mp_Greenskins_siege_attack	WH_mp_Greenskins_siege_attack	1	false
WH_mp_Greenskins_siege_defence	WH_mp_Greenskins_siege_defence	1	false
WH_mp_High_Elves_land	WH_High_Elves_land	1	false
WH_mp_High_Elves_land	WH_High_Elves_land_2	1	false
WH_mp_High_Elves_land	WH_High_Elves_land_3	1	false
WH_mp_High_Elves_siege_attack	WH_mp_High_Elves_siege_attack	1	false
WH_mp_High_Elves_siege_defence	WH_mp_High_Elves_siege_defence	1	false
WH_mp_Khorne_land	WH_Khorne_land	1	false
WH_mp_Khorne_land	WH_Khorne_land_2	1	false
WH_mp_Khorne_land	WH_Khorne_land_3	1	false
WH_mp_Khorne_land	WH_Khorne_land_4	1	false
WH_mp_Khorne_siege_attack	WH_mp_Khorne_siege_attack	1	false
WH_mp_Khorne_siege_defence	WH_mp_Khorne_siege_defence	1	false
WH_mp_Kislev_land	WH_Kislev_land	5	false
WH_mp_Kislev_land	WH_Kislev_land_2	2	false
WH_mp_Kislev_land	WH_Kislev_land_3	2	false
WH_mp_Kislev_land	WH_Kislev_land_4	1	false
WH_mp_Kislev_siege_attack	WH_mp_Kislev_siege_attack	1	false
WH_mp_Kislev_siege_defence	WH_mp_Kislev_siege_defence	1	false
WH_mp_Lizardmen_land	WH_Lizardmen_land	1	false
WH_mp_Lizardmen_land	WH_Lizardmen_land_2	1	false
WH_mp_Lizardmen_land	WH_Lizardmen_land_3	1	false
WH_mp_Lizardmen_land	WH_Lizardmen_land_4	1	false
WH_mp_Lizardmen_siege_attack	WH_mp_Lizardmen_siege_attack	1	false
WH_mp_Lizardmen_siege_defence	WH_mp_Lizardmen_siege_defence	1	false
WH_mp_Norsca_land	WH_Norsca_land	1	false
WH_mp_Norsca_land	WH_Norsca_land_2	1	false
WH_mp_Norsca_land	WH_Norsca_land_3	1	false
WH_mp_Norsca_siege_attack	WH_mp_Norsca_siege_attack	1	false
WH_mp_Norsca_siege_defence	WH_mp_Norsca_siege_defence	1	false
WH_mp_Nurgle_land	WH_Nurgle_land_2	1	false
WH_mp_Nurgle_land	WH_Nurgle_land_3	1	false
WH_mp_Nurgle_land	WH_Nurgle_land_4	1	false
WH_mp_Nurgle_land	WH_mp_Nurgle_land	1	false
WH_mp_Nurgle_siege_attack	WH_mp_Nurgle_siege_attack	1	false
WH_mp_Nurgle_siege_defence	WH_mp_Nurgle_siege_defence	1	false
WH_mp_Ogre_Kingdoms_land	WH_Ogre_Kingdoms_land	1	false
WH_mp_Ogre_Kingdoms_land	WH_Ogre_Kingdoms_land_2	1	false
WH_mp_Ogre_Kingdoms_land	WH_Ogre_Kingdoms_land_3	1	false
WH_mp_Ogre_Kingdoms_land	WH_Ogre_Kingdoms_land_4	1	false
WH_mp_Ogre_Kingdoms_siege_attack	WH_mp_Ogre_Kingdoms_siege_attack	1	false
WH_mp_Ogre_Kingdoms_siege_defence	WH_mp_Ogre_Kingdoms_siege_defence	1	false
WH_mp_Skaven_land	WH_Skaven_land	1	false
WH_mp_Skaven_land	WH_Skaven_land_2	1	false
WH_mp_Skaven_land	WH_Skaven_land_3	1	false
WH_mp_Skaven_land	WH_Skaven_land_4	1	false
WH_mp_Skaven_land	WH_Skaven_land_5	1	false
WH_mp_Skaven_siege_attack	WH_mp_Skaven_siege_attack	1	false
WH_mp_Skaven_siege_defence	WH_mp_Skaven_siege_defence	1	false
WH_mp_Slaanesh_land	WH_Slaanesh_land	2	false
WH_mp_Slaanesh_land	WH_Slaanesh_land_2	1	false
WH_mp_Slaanesh_land	WH_Slaanesh_land_3	1	false
WH_mp_Slaanesh_land	WH_Slaanesh_land_4	1	false
WH_mp_Slaanesh_siege_attack	WH_mp_Slaanesh_siege_attack	1	false
WH_mp_Slaanesh_siege_defence	WH_mp_Slaanesh_siege_defence	1	false
WH_mp_TEB_land	WH_TEB_land	1	false
WH_mp_TEB_siege_attack	WH_mp_TEB_siege_attack	1	false
WH_mp_TEB_siege_defence	WH_mp_TEB_siege_defence	1	false
WH_mp_Tomb_Kings_land	WH_Tomb_Kings_land	1	false
WH_mp_Tomb_Kings_land	WH_Tomb_Kings_land_2	1	false
WH_mp_Tomb_Kings_land	WH_Tomb_Kings_land_3	1	false
WH_mp_Tomb_Kings_land	WH_Tomb_Kings_land_4	1	false
WH_mp_Tomb_Kings_siege_attack	WH_mp_Tomb_Kings_siege_attack	1	false
WH_mp_Tomb_Kings_siege_defence	WH_mp_Tomb_Kings_siege_defence	1	false
WH_mp_Tzeentch_land	WH_Tzeentch_land_2	1	false
WH_mp_Tzeentch_land	WH_Tzeentch_land_3	1	false
WH_mp_Tzeentch_land	WH_Tzeentch_land_4	1	false
WH_mp_Tzeentch_land	WH_mp_Tzeentch_land	1	false
WH_mp_Tzeentch_siege_attack	WH_mp_Tzeentch_siege_attack	1	false
WH_mp_Tzeentch_siege_defence	WH_mp_Tzeentch_siege_defence	1	false
WH_mp_Vampire_Counts_land	WH_Vampire_Counts_land	1	false
WH_mp_Vampire_Counts_land	WH_Vampire_Counts_land_2	1	false
WH_mp_Vampire_Counts_siege_attack	WH_mp_Vampire_Counts_siege_attack	1	false
WH_mp_Vampire_Counts_siege_defence	WH_mp_Vampire_Counts_siege_defence	1	false
WH_mp_Wood_Elves_land	WH_Wood_Elves_land	1	false
WH_mp_Wood_Elves_land	WH_Wood_Elves_land_2	1	false
WH_mp_Wood_Elves_siege_attack	WH_mp_Wood_Elves_siege_attack	1	false
WH_mp_Wood_Elves_siege_defence	WH_mp_Wood_Elves_siege_defence	1	false
default	default_land	1	false
default	default_naval	1	false
