key	type	battle_start	battle_stop	battle_rtpc	distance_battle	campaign_start	campaign_stop	campaign_rtpc	distance_campaign	min_time	max_time	random_position	flatten_rtpc_to_2d	doppler_rtpc_name	reverb	obstruction
Sound_Environment_Cam_Building_Prop_Tongue_Loop	looping_sound				25.0000	Campaign_Environment_Generic_Settlement_Props_Tongue_Play	Campaign_Environment_Generic_Settlement_Props_Tongue_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Building_Prop_Water_Pool_Loop	looping_sound				25.0000	Campaign_Environment_Generic_Settlement_Props_Water_Pool_Loop_Play	Campaign_Environment_Generic_Settlement_Props_Water_Pool_Loop_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Building_Prop_Waterfall_Loop	looping_sound				25.0000	Campaign_Environment_Generic_Settlement_Props_Waterfall_Loop_Play	Campaign_Environment_Generic_Settlement_Props_Waterfall_Loop_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Building_Prop_Windmill_Loop	looping_sound				25.0000	Campaign_Environment_Generic_Settlement_Props_Windmill_Loop_Play	Campaign_Environment_Generic_Settlement_Props_Windmill_Loop_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Building_Prop_Wood_Creak_Oneshots	looping_sound				25.0000	Campaign_Environment_Generic_Settlement_Props_Wooden_Creak_Oneshots_Play	Campaign_Environment_Generic_Settlement_Props_Wooden_Creak_Oneshots_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Forge_Of_Souls	looping_sound				0.0000	Campaign_Environment_Chaos_Realm_Forge_Of_Souls_Play	Campaign_Environment_Chaos_Realm_Forge_Of_Souls_Stop		40.0000	5.0000	15.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Clay	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Clay_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Farm	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Farm_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Gems	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Gems_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Gold	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Gold_One_Shot			20.0000	3.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Iron	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Iron_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Marble	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Marble_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Mine	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Mine_Play	Campaign_Environment_Resource_Building_Mine_Stop		20.0000	5.0000	15.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Timber	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Timber_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Wine	one_shot_sound				25.0000	Campaign_Environment_Resource_Building_Wine_One_Shot			20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Resource_Building_Wooden_Frame_Creaks	looping_sound				25.0000	Campaign_Environment_Resource_Building_Wooden_Frame_Creaks_Play	Campaign_Environment_Resource_Building_Wooden_Frame_Creaks_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cam_Wef_Settlement_VFX	looping_sound				0.0000	Campaign_Environment_Wood_Elves_Settlement_VFX_Loop_Start	Campaign_Environment_Wood_Elves_Settlement_VFX_Loop_Stop		30.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Cam_Wef_Waystone	looping_sound				0.0000	Campaign_Environment_Element_Magic_Wef_Waystone_Play	Campaign_Environment_Element_Magic_Wef_Waystone_Stop		20.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Cathay_Flag_Large	looping_sound				0.0000	Campaign_Environment_Cathay_Flag_Large_Play	Campaign_Environment_Cathay_Flag_Large_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Lake_Small	looping_sound				25.0000	Campaign_Environment_Cathay_Lake_Small_Play	Campaign_Environment_Cathay_Lake_Small_Stop		25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Mystic_Crystal	looping_sound	Battle_Environment_Cathay_Green_Crystals_Small_Play	Battle_Environment_Cathay_Green_Crystals_Small_Stop		100.0000	Campaign_Environment_Cathay_Green_Crystals_Play	Campaign_Environment_Cathay_Green_Crystals_Stop		15.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Mystic_Crystal_Large	looping_sound	Battle_Environment_Cathay_Green_Crystals_Large_Play	Battle_Environment_Cathay_Green_Crystals_Large_Stop		200.0000	Campaign_Environment_Cathay_Green_Crystals_Play	Campaign_Environment_Cathay_Green_Crystals_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Mystic_Crystal_Medium	looping_sound	Battle_Environment_Cathay_Green_Crystals_Medium_Play	Battle_Environment_Cathay_Green_Crystals_Medium_Stop		140.0000	Campaign_Environment_Cathay_Green_Crystals_Play	Campaign_Environment_Cathay_Green_Crystals_Stop		20.0000	5.0000	15.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Floating_Building_Large	looping_sound				0.0000	Campaign_Environment_Cathay_Floating_Building_Large_Loop_Play	Campaign_Environment_Cathay_Floating_Building_Large_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Floating_Building_Small	looping_sound				0.0000	Campaign_Environment_Cathay_Floating_Building_Small_Loop_Play	Campaign_Environment_Cathay_Floating_Building_Small_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Floating_Observatory	looping_sound				0.0000	Campaign_Environment_Cathay_Floating_Observatory_Magic_Loop_Play	Campaign_Environment_Cathay_Floating_Observatory_Magic_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Gondola	looping_sound				0.0000	Campaign_Environment_Cathay_Gondola_Play	Campaign_Environment_Cathay_Gondola_Stop		25.0000	0.0000	0.0000	false	false		true	true
Sound_Environment_Cathay_Prop_Large_Cog	looping_sound				0.0000	Campaign_Environment_Cathay_Large_Cog_Wheel_Play	Campaign_Environment_Cathay_Large_Cog_Wheel_Stop		25.0000	0.0000	0.0000	false	false		true	true
Sound_Environment_Cathay_Prop_Sentinel	looping_sound				0.0000	Campaign_Environment_Cathay_Sentinel_Loop_Play	Campaign_Environment_Cathay_Sentinel_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Sentinel_Dead	looping_sound				0.0000	Campaign_Environment_Cathay_Sentinel_Dead_Loop_Play	Campaign_Environment_Cathay_Sentinel_Dead_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Water_Wheel_Loop_01	looping_sound				25.0000	Campaign_Environment_Cathay_Water_Wheel_01_Play	Campaign_Environment_Cathay_Water_Wheel_01_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Prop_Water_Wheel_Loop_02	looping_sound				25.0000	Campaign_Environment_Cathay_Water_Wheel_02_Play	Campaign_Environment_Cathay_Water_Wheel_02_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Rice_Field	looping_sound				0.0000	Campaign_Environment_Cathay_Rice_Fields_Loop_Play	Campaign_Environment_Cathay_Rice_Fields_Loop_Stop		25.0000	0.0000	0.0000	false	false		true	false
Sound_Environment_Cathay_River_Small	looping_sound				25.0000	Campaign_Environment_Cathay_River_Small_Play	Campaign_Environment_Cathay_River_Small_Stop		25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Rockslide	looping_sound				100.0000	Campaign_Environment_Cathay_Rockslide_Play	Campaign_Environment_Cathay_Rockslide_Stop		15.0000	15.0000	60.0000	false	false		true	false
Sound_Environment_Cathay_Waterfall_Medium	looping_sound				25.0000	Campaign_Environment_Cathay_Settlement_Waterfall_Play	Campaign_Environment_Cathay_Settlement_Waterfall_Stop		25.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Cathay_Wind_Canyon_Flute	looping_sound				25.0000	Campaign_Environment_Cathay_Canyon_Flute_Wind_Play	Campaign_Environment_Cathay_Canyon_Flute_Wind_Stop		25.0000	15.0000	60.0000	false	false		true	false
Sound_Environment_Cave_Wildlife	one_shot_sound	Battle_Environment_Cave_Wildlife_One_Shot			150.0000				0.0000	2.0000	6.0000	true	false		false	false
Sound_Environment_Chaos_Realm_Blood_Lake	looping_sound				0.0000	Campaign_Environment_Khorne_Blood_Lake_Play	Campaign_Environment_Khorne_Blood_Lake_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Blood_Waterfall	looping_sound				0.0000	Campaign_Environment_Khorne_Blood_Waterfall_Play	Campaign_Environment_Khorne_Blood_Waterfall_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Brass_Citadel	looping_sound				0.0000	Campaign_Environment_Khorne_Brass_Citadel_Play	Campaign_Environment_Khorne_Brass_Citadel_Stop		45.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Energy_Beam	looping_sound				0.0000	Campaign_Environment_Khrone_Energy_Beam_Prologue_Play	Campaign_Environment_Khrone_Energy_Beam_Prologue_Stop		50.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Eye_Of_Terror	looping_sound				0.0000	Campaign_Environment_Khorne_Eye_Of_Terror_Play	Campaign_Environment_Khorne_Eye_Of_Terror_Stop		70.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Khorne_Shattered_Volcano	looping_sound				0.0000	Campaign_Environment_Khorne_Chaos_Realm_Shattered_Volcano_Play	Campaign_Environment_Khorne_Chaos_Realm_Shattered_Volcano_Play		30.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Skull_Moon	looping_sound				0.0000	Campaign_Environment_Khorne_Skull_Moon_Play	Campaign_Environment_Khorne_Skull_Moon_Stop		30.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Tree_Of_Souls	looping_sound				0.0000	Campaign_Environment_Khorne_Tree_Of_Souls_Play	Campaign_Environment_Khorne_Tree_Of_Souls_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Volcano_Active	looping_sound				0.0000	Campaign_Environment_Khorne_Volcano_Active_Play	Campaign_Environment_Khorne_Volcano_Active_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Volcano_Dormant	looping_sound				0.0000	Campaign_Environment_Khorne_Volcano_Dormant_Play	Campaign_Environment_Khorne_Volcano_Dormant_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Khorne_Wrath_Gate	looping_sound				0.0000	Campaign_Environment_Khorne_Wrath_Gate_Play	Campaign_Environment_Khorne_Wrath_Gate_Stop		25.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Nurgle_Great_Tree	looping_sound				100.0000	Campaign_Environment_Nurgle_Prop_Great_Tree_Loop_Play	Campaign_Environment_Nurgle_Prop_Great_Tree_Loop_Stop		50.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Nurgle_Great_Tree_Insects	looping_sound				100.0000	Campaign_Environment_Nurgle_Prop_Great_Tree_Insects_Loop_Play	Campaign_Environment_Nurgle_Prop_Great_Tree_Insects_Loop_Stop		20.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Nurgle_Maggot_Lord	looping_sound				100.0000	Campaign_Environment_Nurgle_Prop_Maggot_Lord_Loop_Play	Campaign_Environment_Nurgle_Prop_Maggot_Lord_Loop_Stop		50.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Nurgle_Plague_Moon	looping_sound				100.0000	Campaign_Environment_Nurgle_Prop_Plague_Moon_Loop_Play	Campaign_Environment_Nurgle_Prop_Plague_Moon_Loop_Stop		50.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Nurgle_Plague_Moon_Fire	looping_sound				100.0000	Campaign_Environment_Nurgle_Prop_Plague_Moon_Fire_Loop_Play	Campaign_Environment_Nurgle_Prop_Plague_Moon_Fire_Loop_Stop		50.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Slaanesh_Bad_Moon	looping_sound				100.0000	Campaign_Environment_Slaanesh_Prop_Bad_Moon_Play	Campaign_Environment_Slaanesh_Prop_Bad_Moon_Stop		50.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Slaanesh_Marcher_Fortress_Tower_Rotate	looping_sound				100.0000	Campaign_Environment_Slaanesh_Prop_Marcher_Fortess_Tower_Rotate_Play	Campaign_Environment_Slaanesh_Prop_Marcher_Fortess_Tower_Rotate_Stop		45.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Slaanesh_Marcher_Fortress_Voices	looping_sound				100.0000	Campaign_Environment_Slaanesh_Prop_Marcher_Fortess_Voices_Play	Campaign_Environment_Slaanesh_Prop_Marcher_Fortess_Voices_Stop		45.0000	5.0000	10.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Slaanesh_Palace	looping_sound				0.0000	Campaign_Environment_Slaanesh_Palace_Play	Campaign_Environment_Slaanesh_Palace_Stop		100.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Tze_Building	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Unsynced_Building_Play	Campaign_Environment_Tzeentch_Props_Unsynced_Building_Stop		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Crevice	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Crevice_Loop_Play	Campaign_Environment_Tzeentch_Props_Crevice_Loop_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Eternity_Staircase	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Unsynced_Eternity_Staircase_Play	Campaign_Environment_Tzeentch_Props_Unsynced_Eternity_Staircase_Stop		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Eyrie_Watcher	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Unsynced_Eyrie_Watcher_Play	Campaign_Environment_Tzeentch_Props_Unsynced_Eyrie_Watcher_Stop		25.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Frozen_Moon_Body_Loop	looping_sound				0.0000	Campaign_Environment_Tzeentch_Prop_Unsynced_Ice_Moon_Body_Loop_Play	Campaign_Environment_Tzeentch_Prop_Unsynced_Ice_Moon_Body_Loop_Stop		50.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Frozen_Moon_Detail_Loop	looping_sound				0.0000	Campaign_Environment_Tzeentch_Prop_Unsynced_Ice_Moon_Detail_Loop_Play	Campaign_Environment_Tzeentch_Prop_Unsynced_Ice_Moon_Detail_Loop_Stop		50.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Shimmer	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Shimmer_Play	Campaign_Environment_Tzeentch_Props_Shimmer_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_True_Liar_Monolith	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Unsynced_True_Liar_Monolith_Play	Campaign_Environment_Tzeentch_Props_Unsynced_True_Liar_Monolith_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tze_Wind_Shimmer	looping_sound				0.0000	Campaign_Environment_Tzeentch_Props_Shimmer_Extra_Play	Campaign_Environment_Tzeentch_Props_Shimmer_Extra_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Chaos_Realm_Tzeentch_Impossible_Fortress_Base	looping_sound				0.0000	Campaign_Environment_Props_Tzeentch_Impossible_Fortress_Base_Loop_Play	Campaign_Environment_Props_Tzeentch_Impossible_Fortress_Base_Loop_Stop		100.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Realm_Tzeentch_Impossible_Fortress_Top	looping_sound				0.0000	Campaign_Environment_Props_Tzeentch_Impossible_Fortress_Top_Loop_Play	Campaign_Environment_Props_Tzeentch_Impossible_Fortress_Top_Loop_Stop		100.0000	0.0000	1.0000	false	false	Campaign_Doppler	true	false
Sound_Environment_Chaos_Spinning_Fire	looping_sound	Battle_Environment_Element_Chaos_Spinning_Fire_Play	Battle_Environment_Element_Chaos_Spinning_Fire_Stop		250.0000				0.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Coastal_Waves_Ice	looping_sound				0.0000	Cam_Coastal_Waves_Ice_Play	Cam_Coastal_Waves_Ice_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_River_Opening	looping_sound				0.0000	Cam_Coastal_Waves_River_Opening_Play	Cam_Coastal_Waves_River_Opening_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_Rock	looping_sound	Battle_Environment_Element_Water_Coastal_Waves_Rock_Play	Battle_Environment_Element_Water_Coastal_Waves_Rock_Stop		550.0000	Cam_Coastal_Waves_Rock_Play	Cam_Coastal_Waves_Rock_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_Rock_Cold	looping_sound				550.0000	Cam_Coastal_Waves_Rock_Cold_Play	Cam_Coastal_Waves_Rock_Cold_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_Rock_Loud	looping_sound	Battle_Environment_Element_Water_Coastal_Waves_Rock_Loud_Play	Battle_Environment_Element_Water_Coastal_Waves_Rock_Loud_Stop		550.0000				15.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Coastal_Waves_Sand	looping_sound	Battle_Environment_Element_Water_Coastal_Waves_Sand_Play	Battle_Environment_Element_Water_Coastal_Waves_Sand_Stop		550.0000	Cam_Coastal_Waves_Sand_Play	Cam_Coastal_Waves_Sand_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_Sand_Cold	looping_sound				550.0000	Cam_Coastal_Waves_Sand_Cold_Play	Cam_Coastal_Waves_Sand_Cold_Stop		20.0000	0.0000	1.0000	false	false		true	false
Sound_Environment_Coastal_Waves_Sand_Loud	looping_sound	Battle_Environment_Element_Water_Coastal_Waves_Sand_Loud_Play	Battle_Environment_Element_Water_Coastal_Waves_Sand_Loud_Stop		550.0000				15.0000	0.0000	1.0000	false	false		false	false
Sound_Environment_Corruption_Fire_Skull_Chaos_Loop	looping_sound				0.0000	Cam_Env_Corruption_Fire_Skull_Chaos_Play	Cam_Env_Corruption_Fire_Skull_Chaos_Stop		20.0000	0.0000	1.0000	false	false		true	false
