key	image	frames	framerate	hotspotx	hotspoty	loop	width	height	overlay_image	is_ani_file
backwater_down	ui/cursors/backwater	9	25	0	0	false	48	48		false
board_ship	ui/cursors/melee_multimove.png	1	25	10	7	false	48	48		false
board_ship_down	ui/cursors/melee_multimove_down.png	1	25	10	7	false	48	48		false
bombard	ui/cursors/bombard	1	25	0	0	false	48	48		false
burn_building	ui/cursors/burn_building0000	1	25	31	31	false	64	64		false
burn_building_down	ui/cursors/burn_building	10	25	31	31	false	64	64		false
busy	ui/cursors/load.png	1	25	0	0	false	48	48		false
can_build	ui/cursors/can_build.png	1	25	12	18	false	48	48		false
can_capture	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_capture_point	false
can_capture_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_capture_point	false
cannot_build	ui/cursors/can_build.png	1	25	12	18	false	48	48	ui/cursors/overlay_cross.png	false
cannot_capture	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_cannot_capture	false
cannot_capture_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_cannot_capture	false
caret	ui/cursors/caret	1	25	0	0	false	48	48		false
click_down	ui/cursors/depress0001.png	1	25	10	12	false	48	48		false
climb_wall	ui/cursors/climb_wall.png	1	25	24	13	false	48	48		false
climb_wall_down	ui/cursors/climb_wall_down.png	1	25	24	13	false	48	48		false
defend_building	ui/cursors/occupy_zone.png	1	25	13	12	false	48	48		false
defend_building_click	ui/cursors/occupy_zone_down.png	1	25	13	12	false	48	48		false
disembark_ship	ui/cursors/disembark0000	1	25	1	24	false	48	48		false
disembark_ship_down	ui/cursors/disembark	7	25	1	24	false	48	48		false
drag_move	ui/cursors/drag_move.png	1	25	24	24	false	48	48		false
drag_rotate	ui/cursors/drag_rotate.png	1	25	24	24	false	48	48		false
drag_units	ui/cursors/drag_units	1	25	0	0	false	48	48		false
exchange	ui/cursors/exchange.png	1	25	24	24	false	48	48		false
exchange_down	ui/cursors/exchange_down.png	1	25	24	24	false	48	48		false
exchange_port	ui/cursors/exchange_port0000	1	25	8	8	false	64	64		false
exchange_port_down	ui/cursors/exchange_port	9	25	8	8	false	64	64		false
group_script_attack	ui/cursors/AI_attack0000	1	25	5	5	false	48	48		false
group_script_attack_down	ui/cursors/AI_attack	14	25	5	5	false	48	48		false
group_script_defend	ui/cursors/AI_defend0000	1	25	8	8	false	48	48		false
group_script_defend_down	ui/cursors/AI_defend	9	25	8	8	false	48	48		false
hyperlink	ui/cursors/depress0000.png	1	25	10	12	false	48	48	hyperlink	false
hyperlink_down	ui/cursors/depress0001.png	1	25	10	12	false	48	48	hyperlink	false
inspire	ui/cursors/action0000.png	1	25	10	12	false	48	48		false
inspire_OOR	ui/cursors/action0000.png	1	25	10	12	false	48	48		false
inspire_OOR_down	ui/cursors/action_depressed.png	1	25	10	12	false	48	48		false
inspire_click	ui/cursors/action_depressed	1	25	10	12	false	48	48		false
interact_deployable	ui/cursors/activate_deployable0000	1	25	1	1	false	48	48		false
interact_deployable_down	ui/cursors/activate_deployable	9	25	1	1	false	48	48		false
invalid	ui/cursors/no_action.png	1	25	10	12	false	48	48	overlay_cross	false
melee	ui/cursors/melee_multimove.png	1	25	10	7	false	48	48		false
melee_down	ui/cursors/melee_multimove_down.png	1	25	10	7	false	48	48		false
melee_groupselect	ui/cursors/melee_multimove.png	1	25	10	7	false	48	48		false
melee_groupselect_down	ui/cursors/melee_multimove_down.png	1	25	10	7	false	48	48		false
melee_multiselect	ui/cursors/melee_multimove.png	1	25	10	7	false	48	48		false
melee_multiselect_down	ui/cursors/melee_multimove_down.png	1	25	10	7	false	48	48		false
melee_siege	ui/cursors/melee_multimove.png	1	25	10	7	false	48	48	overlay_siege	false
melee_siege_down	ui/cursors/melee_multimove_down.png	1	25	10	7	false	48	48	overlay_siege	false
move_click	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
move_to	ui/cursors/move.png	1	25	10	12	false	48	48		false
move_waypoints	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_move_waypoints	false
move_waypoints_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_move_waypoints	false
moveto_attrition	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_attrition	false
moveto_attrition_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_attrition	false
normal	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
occupy_zone	ui/cursors/occupy_zone.png	1	25	13	12	false	48	48		false
occupy_zone_down	ui/cursors/occupy_zone_down.png	1	25	13	12	false	48	48		false
pickup_vehicle	ui/cursors/pickup_vehicle.png	1	25	20	28	false	64	64		false
pickup_vehicle_down	ui/cursors/pickup_vehicle_down.png	1	25	20	28	false	64	64		false
ping_standard	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_ping	false
ping_standard_down	ui/cursors/depress0001.png	1	25	10	12	false	48	48	overlay_ping	false
place_deployable	ui/cursors/place_deployable0000	1	25	22	31	false	48	48		false
place_deployable_down	ui/cursors/place_deployable0000	1	25	22	31	false	48	48		false
pointer_attrition	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_attrition	false
rally_position	ui/cursors/occupy_zone.png	1	25	13	12	false	48	48		false
rally_position_down	ui/cursors/occupy_zone_down.png	1	25	13	12	false	48	48		false
ram_ship	ui/cursors/ram_board0000	1	25	0	24	false	48	48		false
ram_ship_down	ui/cursors/ram_board	8	25	0	24	false	48	48		false
select	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
select_click	ui/cursors/depress0001.png	1	25	10	12	false	48	48		false
siege_tower_dock	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_siege_tower	false
siege_tower_dock_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_siege_tower	false
spellcast	ui/cursors/spellcast.png	1	25	3	3	false	48	48		false
spellcast_down	ui/cursors/spellcast_down.png	1	25	3	3	false	48	48		false
spellcast_invalid	ui/cursors/spellcast_invalid.png	1	25	3	3	false	48	48		false
spellcast_oor	ui/cursors/spellcast_oor.png	1	25	3	3	false	48	48		false
spellcast_oor_down	ui/cursors/spellcast_oor_down.png	1	25	3	3	false	48	48		false
spellcast_overcharged	ui/cursors/spellcast_overcharged.png	1	25	3	3	false	48	48		false
spellcast_overcharged_down	ui/cursors/spellcast_overcharged_down.png	1	25	3	3	false	48	48		false
spellcast_overcharged_oor	ui/cursors/spellcast_overcharged_oor.png	1	25	3	3	false	48	48		false
spellcast_overcharged_oor_down	ui/cursors/spellcast_overcharged_oor_down.png	1	25	3	3	false	48	48		false
swap	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_capture_point	false
swap_down	ui/cursors/depress0001.png	1	25	10	12	false	48	48	overlay_capture_point	false
telestration_brush	ui/cursors/paintbrush.png	1	25	4	5	false	48	48		false
terrain_desert	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_desert_attrition	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_desert_attrition_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_desert_attrition_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_desert_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_desert_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_forest	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_forest_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_forest_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_heavy	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_terrain_heavy	false
terrain_heavy_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_terrain_heavy	false
terrain_heavy_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_terrain_heavy	false
terrain_marsh	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_marsh_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_marsh_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_mountain	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_mountain_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_ocean	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_ocean_attrition	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_ocean_attrition_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_ocean_attrition_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_attrition	false
terrain_ocean_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_ocean_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_plains	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_plains_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_plains_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_road	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_road_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_road_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_rough	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_terrain_rough	false
terrain_rough_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_terrain_rough	false
terrain_rough_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48	overlay_terrain_rough	false
terrain_roughground	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_roughground_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_roughground_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_scrub	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_scrub_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_scrub_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_softground	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_softground_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_softground_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
terrain_water	ui/cursors/move.png	1	25	10	12	false	48	48		false
terrain_water_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
terrain_water_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
trade_route	ui/cursors/move.png	1	25	10	12	false	48	48		false
trade_route_down	ui/cursors/move_down.png	1	25	10	12	false	48	48		false
trade_route_noselect	ui/cursors/depress0000.png	1	25	10	12	false	48	48		false
treasure_hunt	ui/cursors/move.png	1	25	10	12	false	48	48	overlay_treasure_item	false
treasure_hunt_down	ui/cursors/move_down.png	1	25	10	12	false	48	48	overlay_treasure_item	false
vortex_drag	ui/cursors/spellcast_vortex.png	1	25	3	3	false	48	48		false
vortex_drag_down	ui/cursors/spellcast_vortex_down.png	1	25	3	3	false	48	48		false
waypoint_enter	ui/cursors/waypoint_enter.png	1	25	10	12	false	48	48		false
