component	icon	state	sort_order
dummy_confederate_wh2_main_hef_caledor	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh2_main_nor_aghol	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh2_main_nor_mung	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh2_main_nor_skeggi	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_goromadny_tribe	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_helspire_tribe	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_naglfarlings	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_norsca	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_vanaheimlings	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wh_dlc08_nor_wintertooth	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_confederate_wissenland	ui/campaign ui/effect_bundles/confederation.png	default	2
dummy_cst_dilemma_avoid_diplomatic_penalty	ui/campaign ui/effect_bundles/diplomacy.png	default	0
dummy_diplomatic_attitude_change	ui/campaign ui/effect_bundles/diplomacy.png	positive_if_value_positive	0
dummy_dlc10_blood_voyage_next_turn	ui/campaign ui/effect_bundles/dlc10_blood_voyage.png	positive	0
dummy_dlc10_death_night_cost_increase	ui/campaign ui/effect_bundles/slaves.png	negative	0
dummy_do_nothing	ui/campaign ui/effect_bundles/icon_effects_army.png	default	0
dummy_elector_civil_war	ui/campaign ui/effect_bundles/diplomacy.png	default	2
dummy_elector_confederation	ui/campaign ui/effect_bundles/confederation.png	default	2
dummy_elector_confederation_offer	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_elector_invasion_beastmen	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_beastmen_ai	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_greenskins	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_greenskins_ai	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_norsca	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_norsca_ai	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_skaven	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_invasion_skaven_ai	ui/campaign ui/effect_bundles/attrition.png	default	0
dummy_elector_loyalty_decrease_1	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_red.png	default	3
dummy_elector_loyalty_decrease_2	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_red.png	default	3
dummy_elector_loyalty_increase_1	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_green.png	default	3
dummy_elector_loyalty_increase_2	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_green.png	default	3
dummy_elector_loyalty_large_decrease_1	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_red.png	default	3
dummy_elector_loyalty_large_decrease_2	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_red.png	default	3
dummy_elector_loyalty_large_increase_1	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_green.png	default	3
dummy_elector_loyalty_large_increase_2	ui/campaign ui/effect_bundles/hunter_effect_icons_loyalty_green.png	default	3
dummy_elector_player_civil_war	ui/campaign ui/effect_bundles/diplomacy.png	default	0
dummy_elector_region_return	ui/campaign ui/effect_bundles/settlement.png	default	1
dummy_elector_region_taken	ui/campaign ui/effect_bundles/icon_effects_army.png	default	1
dummy_elector_scout_region	ui/campaign ui/effect_bundles/agent.png	default	0
dummy_elector_stop_civil_war	ui/campaign ui/effect_bundles/diplomacy.png	default	0
dummy_elector_stop_succession	ui/campaign ui/effect_bundles/diplomacy.png	default	0
dummy_elector_war_declared_1	ui/campaign ui/effect_bundles/diplomacy.png	default	1
dummy_elector_war_declared_2	ui/campaign ui/effect_bundles/diplomacy.png	default	1
dummy_enemy_leader_killed	ui/campaign ui/effect_bundles/wound_time.png	default	0
dummy_exalted_hero_capacity	ui/campaign ui/effect_bundles/agent.png	default	0
dummy_flesh_lab_batch_available_1	ui/campaign ui/effect_bundles/flabo.png	positive	0
dummy_flesh_lab_batch_available_2	ui/campaign ui/effect_bundles/flabo.png	positive	0
dummy_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_fight_battle	ui/campaign ui/effect_bundles/icon_effects_ambush.png	default	0
dummy_lzd_oxyotl_the_golden_blowpipe_of_ptoohee_next_stage	ui/campaign ui/effect_bundles/turns.png	default	0
dummy_marker_will_persist	ui/campaign ui/effect_bundles/campaign_movement.png	default	0
dummy_monster_pen_modifiers	ui/campaign ui/effect_bundles/rakarth.png	default	1
dummy_monster_pens	ui/campaign ui/effect_bundles/rakarth.png	default	0
dummy_mortal_worlds_torment_decrease	ui/campaign ui/effect_bundles/dlc10_mortal_torment.png	default	0
dummy_mortal_worlds_torment_increase	ui/campaign ui/effect_bundles/dlc10_mortal_torment.png	default	0
dummy_ocean_of_opportunities_first	UI/skins/default/icon_missions.png	default	0
dummy_ocean_of_opportunities_fourth	UI/skins/default/icon_missions.png	default	0
dummy_ocean_of_opportunities_second	UI/skins/default/icon_missions.png	default	0
dummy_ocean_of_opportunities_third	UI/skins/default/icon_missions.png	default	0
dummy_province_development_point	ui/campaign ui/message_icons/warhammer3/event_province_positive.png	positive	0
dummy_rakarth_battles_harpies	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_battles_sea	ui/campaign ui/effect_bundles/casualties.png	default	-1
dummy_rakarth_battles_underway	ui/campaign ui/effect_bundles/casualties.png	default	-1
dummy_rakarth_raid_cold_ones	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_desert	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_frozen	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_jungle	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_magical_forest	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_manticore	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_mountain	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_temperate	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_temperate_island	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_raid_wasteland	ui/campaign ui/effect_bundles/icon_effects_raiding.png	default	-1
dummy_rakarth_settlement_chaos	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_dark_elves	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_dragon	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_greenskins	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_kislev	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_lizardmen	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_norsca	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_ogres	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_rakarth_settlement_wood_elves	ui/campaign ui/effect_bundles/siege_defence.png	default	-1
dummy_region_returned_to_high_elves	ui/campaign ui/effect_bundles/settlement.png	negative	0
dummy_sisters_forge_active_1	ui/campaign ui/effect_bundles/forge_of_daith.png	default	0
dummy_sisters_forge_active_2	UI/Campaign UI/Effect_bundles/turns.png	default	0
dummy_sisters_forge_event_1	ui/campaign ui/effect_bundles/forge_of_daith.png	default	0
dummy_sisters_forge_event_2	UI/Campaign UI/Effect_bundles/turns.png	default	0
dummy_sisters_forge_event_3	ui/campaign ui/effect_bundles/forge_of_daith.png	default	0
dummy_sorcerer_capacity	ui/campaign ui/effect_bundles/agent.png	default	0
dummy_spawn_lord_kroak	ui/campaign ui/effect_bundles/slann_mage_priest.png	positive	0
dummy_sword_will_be_lost	ui/campaign ui/effect_bundles/icon_effects_army.png	default	0
dummy_sword_will_be_picked	UI/skins/default/equipment_items_weapon_small.png	default	0
dummy_sword_will_be_strong	UI/skins/default/equipment_items_weapon_small.png	default	0
dummy_take_no_action	ui/campaign ui/effect_bundles/icon_effects_army.png	default	1
dummy_vortex_final_battle_experience	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_vortex_final_battle_unit_rank	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wef_encounter_confed_oreon	ui/campaign ui/effect_bundles/confederation.png	positive	0
dummy_wef_encounter_easy_battle	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wef_encounter_greenskins	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wef_encounter_hard_battle	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wef_encounter_very_hard_battle	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wef_encounter_war_with_oreon	ui/campaign ui/effect_bundles/diplomacy.png	negative	0
dummy_wh2_dlc11_neo_counter_fight	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wh2_dlc11_neo_counter_fight_chance	ui/campaign ui/effect_bundles/casualties.png	default	0
dummy_wh2_dlc11_neo_counter_treasure	ui/campaign ui/effect_bundles/vow_questing_positive.png	default	0
dummy_wh2_dlc11_neo_counter_treasure_minor	ui/campaign ui/effect_bundles/vow_questing_positive.png	default	0
dummy_wh2_dlc13_hunter_dilemma	UI/Campaign UI/Effect_bundles/hunter_effect_icons_campaign_progress.png	default	0
dummy_wh2_dlc13_hunter_join	UI/Campaign UI/Effect_bundles/hunter_effect_icons_imperial_supplies.png	default	0
dummy_wh2_dlc13_wulfhart_supply_delay		default	0
dummy_wh2_dlc13_wulfhart_supply_enhance		default	0
dummy_wh2_dlc13_wulfhart_supply_instant		default	0
dummy_wh2_dlc13_wulfhart_wanted_level_increase		default	0
dummy_wh2_dlc14_malus_start_dilemma_keep_hag_graef	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh2_dlc14_malus_start_dilemma_lose_hag_graef	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh2_dlc14_obsinite_gyrocopter_unlock	ui/campaign ui/effect_bundles/hunter_effect_icons_imperial_supplies.png	default	0
dummy_wh2_dlc15_dragon_encounter_bargain	ui/campaign ui/effect_bundles/dragon_effect.png	default	0
dummy_wh2_dlc15_dragon_encounter_challenge	ui/campaign ui/effect_bundles/dragon_effect.png	default	0
dummy_wh2_dlc15_dragon_encounter_challenge_special	ui/campaign ui/effect_bundles/dragon_effect.png	default	0
dummy_wh2_dlc15_dragon_encounter_consult	ui/campaign ui/effect_bundles/dragon_effect.png	default	0
dummy_wh2_dlc15_dragon_encounter_leave	ui/campaign ui/effect_bundles/dragon_effect.png	default	0
dummy_wh2_dlc15_grom_experience	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh2_dlc15_grom_random_food	ui/campaign ui/effect_bundles/random_food_ingredient.png	positive	0
dummy_wh2_dlc15_imrik_dragon_recruitment_black	ui/campaign ui/effect_bundles/imrik_dragon_special.png	default	0
dummy_wh2_dlc15_imrik_dragon_recruitment_forest	ui/campaign ui/effect_bundles/imrik_dragon_special.png	default	0
dummy_wh2_dlc15_imrik_dragon_recruitment_moon	ui/campaign ui/effect_bundles/imrik_dragon_special.png	default	0
dummy_wh2_dlc15_imrik_dragon_recruitment_star	ui/campaign ui/effect_bundles/imrik_dragon_special.png	default	0
dummy_wh2_dlc15_imrik_dragon_recruitment_sun	ui/campaign ui/effect_bundles/imrik_dragon_special.png	default	0
dummy_wh2_dlc16_drycha_potion_sacre_reward	ui/campaign ui/skills/trait_wood_elves.png	positive	0
dummy_wh2_dlc16_drycha_unlock_coeddil_reward	ui/campaign ui/effect_bundles/coeddil.png	default	0
dummy_wh2_dlc16_sisters_forge_craft_armour	UI/skins/default/equipment_items_armour_small.png	positive	0
dummy_wh2_dlc16_sisters_forge_craft_enchanted_item	UI/skins/default/equipment_items_enchanted_small.png	positive	0
dummy_wh2_dlc16_sisters_forge_craft_no_more_available	ui/campaign ui/effect_bundles/forge_of_daith.png	default	0
dummy_wh2_dlc16_sisters_forge_craft_talisman	UI/skins/default/equipment_items_talisman_small.png	positive	0
dummy_wh2_dlc16_sisters_forge_craft_weapon	UI/skins/default/equipment_items_weapon_small.png	positive	0
dummy_wh2_dlc16_sisters_forge_leave_without_action	UI/Campaign UI/Effect_bundles/vigour.png	default	0
dummy_wh2_dlc16_sisters_forge_leave_without_action_2	ui/campaign ui/effect_bundles/forge_of_daith.png	positive	0
dummy_wh2_dlc16_sisters_forge_lose_reforge_warning	UI/Campaign UI/Effect_bundles/turns.png	negative	0
dummy_wh2_dlc16_sisters_forge_reforge_duration_warning	UI/Campaign UI/Effect_bundles/turns.png	negative	0
dummy_wh2_dlc16_sisters_forge_reforge_duration_warning_skill_owned	UI/Campaign UI/Effect_bundles/turns.png	negative	0
dummy_wh2_dlc16_sisters_forge_reforge_level_warning	UI/Campaign UI/Effect_bundles/runesmith.png	default	0
dummy_wh2_dlc16_sisters_forge_restart_reforge_timer	UI/Campaign UI/Effect_bundles/turns.png	positive	0
dummy_wh2_dlc16_throt_unlock_ghoritch_reward	ui/campaign ui/agents/wh2_dlc16_skv_ghoritch.png	default	0
dummy_wh2_main_campaign_encounter	ui/campaign ui/effect_bundles/campaign_movement.png	positive	0
dummy_wh2_main_combat_encounter	ui/campaign ui/effect_bundles/army.png	positive	0
dummy_wh2_main_grn_gorks_waaagh	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh2_main_grn_morks_waaagh	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh2_main_incident_intercontinental_diplomacy	ui/campaign ui/effect_bundles/diplomacy.png	default	0
dummy_wh2_pro08_recruit	ui/campaign ui/effect_bundles/hunter_effect_icons_gotrek_felix.png	default	0
dummy_wh2_twa03_rakarth_beast_mastery_reward	ui/campaign ui/effect_bundles/rakarth.png	default	0
dummy_wh2_twa03_rakarth_black_ark_reward	UI\Campaign UI\Agents\wh2_main_def_black_ark.png	default	0
dummy_wh3_dlc20_dilemma_daemon_prince_ascension_ascend	ui/campaign ui/effect_bundles/agent.png	default	0
dummy_wh3_dlc20_dilemma_daemon_prince_ascension_do_nothing	ui/campaign ui/effect_bundles/icon_effects_army.png	default	0
dummy_wh3_dlc20_incident_daemon_prince_ascension	ui/campaign ui/effect_bundles/experience.png	default	0
dummy_wh3_main_ai_four_souls_forge_of_souls	ui/skins/default/icon_corruption_chs.png	positive	0
dummy_wh3_main_bundle_belakor_banished	UI/Flags/wh3_main_dae_belakor/mon_24.png	positive	0
dummy_wh3_main_dilemma_boris_unlock_first	UI/Flags/wh3_main_ksl_ursun_revivalists/mon_24.png	default	0
dummy_wh3_main_dilemma_boris_unlock_fourth	ui/campaign ui/effect_bundles/army.png	default	0
dummy_wh3_main_dilemma_boris_unlock_second	UI/Flags/wh3_main_ksl_ursun_revivalists/mon_24.png	default	0
dummy_wh3_main_dilemma_boris_unlock_third	UI/Flags/wh3_main_ksl_ursun_revivalists/mon_24.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_ask_again	ui/campaign ui/effect_bundles/turns.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_do_nothing	ui/campaign ui/effect_bundles/icon_effects_army.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_khorne	ui/campaign ui/effect_bundles/corruption_khorne.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_nurgle	ui/campaign ui/effect_bundles/corruption_nurgle.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_slaanesh	ui/campaign ui/effect_bundles/corruption_slaanesh.png	default	0
dummy_wh3_main_dilemma_exalted_greater_daemon_tzeentch	ui/campaign ui/effect_bundles/corruption_tzeentch.png	default	0
dummy_wh3_main_dilemma_forge_of_souls_entered	ui/skins/warhammer3/icon_rift_schematic.png	default	0
dummy_wh3_main_eltharion_start_dilemma_keep_yvresse	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh3_main_eltharion_start_dilemma_lose_yvresse	ui/campaign ui/effect_bundles/confederation.png	default	0
dummy_wh3_main_incident_cth_bastion_threat_decreases_kill	ui/campaign ui/effect_bundles/siege_attack.png	positive	0
dummy_wh3_main_incident_dae_feature_khorne	ui/campaign ui/effect_bundles/khorne_points.png	positive	0
dummy_wh3_main_incident_dae_feature_nurgle	ui/campaign ui/effect_bundles/nurgle_points.png	positive	0
dummy_wh3_main_incident_dae_feature_slaanesh	ui/campaign ui/effect_bundles/slaanesh_points.png	positive	0
dummy_wh3_main_incident_dae_feature_tzeentch	ui/campaign ui/effect_bundles/teleport.png	positive	0
dummy_wh3_main_incident_exalted_greater_daemon	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_incident_ogr_contracts_available	ui/campaign ui/effect_bundles/diplomacy.png	positive	0
dummy_wh3_main_khorne_realm_requirement	ui/skins/default/icon_corruption_kho.png	positive	0
dummy_wh3_main_leave_slaanesh_realm	ui/campaign ui/effect_bundles/icon_effects_army.png	default	99
dummy_wh3_main_nurgle_realm_requirement	ui/skins/default/icon_corruption_nur.png	positive	0
dummy_wh3_main_qb_ksl_katarin_boris_unlock	UI/Flags/wh3_main_ksl_ursun_revivalists/mon_24.png	default	0
dummy_wh3_main_realm_slaanesh_fifth_10	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_realm_slaanesh_fifth_15	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_realm_slaanesh_fifth_5	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_realm_slaanesh_fourth_4	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_realm_slaanesh_fourth_9	ui/campaign ui/effect_bundles/experience.png	positive	0
dummy_wh3_main_story_panel_ascension	ui/skins/default/stamp_mission_complete.png	negative	2
dummy_wh3_main_story_panel_ascension_close	ui/campaign ui/effect_bundles/turns.png	negative	1
dummy_wh3_main_story_panel_ascension_coming	ui/campaign ui/effect_bundles/turns.png	negative	1
dummy_wh3_main_story_panel_ascension_imminent	ui/campaign ui/effect_bundles/turns.png	negative	1
dummy_wh3_main_survival_forge_of_souls	ui/skins/default/stamp_mission_complete.png	positive	0
dummy_wh3_main_survival_khorne_1	ui/skins/default/icon_corruption_kho.png	positive	0
dummy_wh3_main_survival_khorne_2	ui/skins/default/icon_corruption_kho.png	positive	0
dummy_wh3_main_survival_khorne_3	ui/skins/default/icon_corruption_kho.png	positive	0
dummy_wh3_main_survival_khorne_4	ui/skins/default/icon_corruption_kho.png	positive	0
dummy_wh3_main_survival_nurgle_1	ui/skins/default/icon_corruption_nur.png	positive	0
dummy_wh3_main_survival_nurgle_2	ui/skins/default/icon_corruption_nur.png	positive	0
dummy_wh3_main_survival_nurgle_3	ui/skins/default/icon_corruption_nur.png	positive	0
dummy_wh3_main_survival_nurgle_4	ui/skins/default/icon_corruption_nur.png	positive	0
dummy_wh3_main_survival_slaanesh_1	ui/skins/default/icon_corruption_sla.png	positive	0
dummy_wh3_main_survival_slaanesh_2	ui/skins/default/icon_corruption_sla.png	positive	0
dummy_wh3_main_survival_slaanesh_3	ui/skins/default/icon_corruption_sla.png	positive	0
dummy_wh3_main_survival_slaanesh_4	ui/skins/default/icon_corruption_sla.png	positive	0
dummy_wh3_main_survival_tzeentch_1	ui/skins/default/icon_corruption_tze.png	positive	0
dummy_wh3_main_survival_tzeentch_2	ui/skins/default/icon_corruption_tze.png	positive	0
dummy_wh3_main_survival_tzeentch_3	ui/skins/default/icon_corruption_tze.png	positive	0
dummy_wh3_main_survival_tzeentch_4	ui/skins/default/icon_corruption_tze.png	positive	0
dummy_wh3_main_tzeentch_realm_powerful_reward	ui/skins/default/icon_question_mark.png	positive	0
dummy_wh3_main_tzeentch_realm_replenishment_dilemma_payload	ui/skins/default/icon_replenish.png	positive	3
dummy_wh3_main_tzeentch_realm_reveal_icon_pair	ui/campaign ui/effect_bundles/edict_dae_tzeentch.png	positive	0
dummy_wh3_main_units_replenished	ui/skins/default/icon_replenish.png	positive	0
dummy_wh3_mission_fail	ui/skins/default/stamp_mission_complete.png	negative	2
dummy_wh3_prologue_changer_of_the_ways_1		default	0
dummy_wh3_prologue_changer_of_the_ways_2		default	0
dummy_wh3_prologue_ice_maiden_actions		default	0
dummy_wh3_prologue_mission		default	0
dummy_wh3_prologue_mission_building_level		default	0
dummy_wh3_prologue_mission_capture_regions_mansion_of_eyes		default	0
dummy_wh3_prologue_mission_make_alliance		default	0
dummy_wh3_prologue_mission_retribution		default	0
dummy_wh3_prologue_mission_reveal		default	0
dummy_wh3_prologue_mission_riddles		default	0
dummy_wh3_prologue_trait	ui/campaign ui/skills/trait_personality.png	positive	0
dummy_wh3_prologue_trait_2	ui/campaign ui/skills/trait_personality.png	positive	0
dummy_wh3_prologue_tribute_1		default	0
dummy_wh3_prologue_tribute_2		default	0
dummy_wh_dlc03_moon_chance	ui/campaign ui/effect_bundles/icon_effects_army.png	default	2
dummy_wh_dlc03_moon_chance_none	ui/campaign ui/effect_bundles/icon_effects_army.png	default	2
dummy_wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3	ui/skins/wh_main_vmp_vampire_counts/icon_treasury.png	default	0
dummy_wh_main_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_1	ui/skins/default/icon_treasury.png	default	0
dummy_wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	ui/skins/default/icon_treasury.png	default	0
dummy_wh_main_emp_karl_franz_ghal_maraz_stage_2	ui/skins/default/icon_treasury.png	default	0
dummy_wh_main_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_2	ui/skins/wh_main_vmp_vampire_counts/icon_treasury.png	default	0
dummy_witchwood_heal	ui/campaign ui/effect_bundles/worldroots_health.png	default	0
faction_pooled_resource_transaction		positive_if_value_positive	1
faction_slaves_change	ui/skins/default/icon_slaves.png	positive_if_value_positive	0
favour_points_change	ui/skins/warhammer3/allegiance_points.png	positive	0
gain_ancillary		positive	0
gain_trait	ui/campaign ui/skills/trait_personality.png	default	0
give_region		default	0
gravitas_change		default	0
honour_change_negative		negative	0
honour_change_positive		positive	0
influence_change	ui/skins/default/icon_intrigue.png	positive_if_value_positive	-2
issue_mission		default	0
kill_character		negative	0
lose_ancillary		negative	0
lose_trait	ui/campaign ui/skills/trait_personality.png	default	0
loyalty_change	ui/skins/default/icon_fealty_high.png	positive_if_value_positive	0
marriage_random		default	0
military_force_pooled_resource_transaction		positive_if_value_positive	0
party_power_change		default	0
province_slaves_change	ui/skins/default/icon_slaves.png	positive_if_value_positive	0
rebellion	ui/campaign ui/effect_bundles/corruption.png	negative	0
remove_unit		negative	0
spawn_agent	ui/campaign ui/effect_bundles/agent.png	positive	0
