character_item	character_name
wh2_main_anc_arcane_item_darkstar_cloak	wh2_dlc10_def_cha_sorceress_death_0
wh_main_anc_arcane_item_scroll_of_leeching	wh2_dlc10_def_cha_sorceress_death_0
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh_main_anc_talisman_opal_amulet	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_def_cha_supreme_sorceress_dark_0
wh_main_anc_talisman_opal_amulet	wh2_dlc10_def_cha_supreme_sorceress_dark_0
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh_main_anc_talisman_opal_amulet	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh_main_anc_talisman_opal_amulet	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh2_dlc10_anc_arcane_item_scroll_of_arnizipals_black_horror	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh_main_anc_talisman_opal_amulet	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh2_dlc10_anc_arcane_item_stave_of_avelorn	wh2_dlc10_hef_cha_alarielle_0
wh2_dlc10_anc_enchanted_item_star_of_avelorn	wh2_dlc10_hef_cha_alarielle_0
wh2_dlc10_anc_talisman_shieldstone_of_isha	wh2_dlc10_hef_cha_alarielle_0
wh2_dlc10_anc_enchanted_item_the_shadow_crown	wh2_dlc10_hef_cha_alith_anar_0
wh2_dlc10_anc_talisman_stone_of_midnight	wh2_dlc10_hef_cha_alith_anar_0
wh2_dlc10_anc_weapon_moonbow	wh2_dlc10_hef_cha_alith_anar_0
wh2_main_anc_enchanted_item_enchanted_spyglass	wh2_dlc10_hef_cha_handmaiden_0
wh2_main_anc_magic_standard_horn_of_isha	wh2_dlc10_hef_cha_handmaiden_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc10_hef_cha_mage_heavens_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc10_hef_cha_mage_heavens_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc10_hef_cha_mage_shadows_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc10_hef_cha_mage_shadows_0
wh2_dlc11_anc_weapon_krakens_bane	wh2_dlc11_cst_cha_aranessa_0
wh2_dlc11_anc_enchanted_item_captain_roths_moondial	wh2_dlc11_cst_cha_count_noctilus_0
wh2_dlc11_anc_arcane_item_the_bordeleaux_flabellum	wh2_dlc11_cst_cha_cylostra_direfin_0
wh_main_anc_armour_glittering_scales	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_anc_talisman_pidgeon_plucker_pendant	wh2_dlc11_cst_cha_gunnery_wight_0
wh_main_anc_weapon_skabscrath	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_anc_enchanted_item_slann_gold	wh2_dlc11_cst_cha_luthor_harkon_0
wh_main_anc_enchanted_item_potion_of_strength	wh2_dlc11_cst_cha_mourngul_0
wh_main_anc_magic_standard_scarecrow_banner	wh2_dlc11_cst_cha_mourngul_0
wh_main_anc_arcane_item_wand_of_jet	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh_main_anc_enchanted_item_van_horstmanns_speculum	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh_main_anc_arcane_item_black_periapt	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh_main_anc_talisman_opal_amulet	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh_main_anc_arcane_item_power_stone	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh2_main_anc_armour_helm_of_the_kraken	wh2_dlc11_def_cha_lokhir_fellheart_0
wh_main_anc_armour_helm_of_discord	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_anc_armour_helm_of_discord	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_anc_armour_helm_of_discord	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_anc_armour_helm_of_discord	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_anc_arcane_item_sceptre_of_stability	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh_main_anc_arcane_item_sceptre_of_stability	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh_main_anc_arcane_item_sceptre_of_stability	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh_main_anc_arcane_item_sceptre_of_stability	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_anc_arcane_item_earthing_rod	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_anc_arcane_item_scroll_of_leeching	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_anc_arcane_item_earthing_rod	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1
wh_main_anc_arcane_item_scroll_of_leeching	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1
wh_main_anc_arcane_item_earthing_rod	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2
wh_main_anc_arcane_item_scroll_of_leeching	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_2
wh_main_anc_arcane_item_earthing_rod	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3
wh_main_anc_arcane_item_scroll_of_leeching	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_3
wh_main_anc_arcane_item_power_stone	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0
wh_main_anc_talisman_opal_amulet	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_0
wh_main_anc_arcane_item_power_stone	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1
wh_main_anc_talisman_opal_amulet	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1
wh_main_anc_armour_charmed_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_0
wh_main_anc_armour_charmed_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_1
wh_main_anc_armour_charmed_shield	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_2
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc11_vmp_cha_bloodline_von_carstein_lord_3
wh_main_anc_armour_charmed_shield	wh2_dlc11_vmp_cha_heinrich_kemmler_1
wh_main_anc_enchanted_item_cloak_of_mists_and_shadows	wh2_dlc11_vmp_cha_heinrich_kemmler_1
wh_main_anc_weapon_chaos_tomb_blade	wh2_dlc11_vmp_cha_heinrich_kemmler_1
wh2_dlc12_anc_enchanted_item_golden_death_mask	wh2_dlc12_lzd_cha_lord_kroak_0
wh_main_anc_enchanted_item_potion_of_strength	wh2_dlc12_lzd_cha_skink_chief_red_crested_0
wh_main_anc_talisman_opal_amulet	wh2_dlc12_lzd_cha_skink_chief_red_crested_0
wh2_dlc12_anc_enchanted_item_plaque_of_sotek	wh2_dlc12_lzd_cha_tehenhauin_0
wh2_dlc12_anc_weapon_blade_of_the_serpents_tongue	wh2_dlc12_lzd_cha_tehenhauin_0
wh2_dlc12_anc_enchanted_item_mask_of_heavens	wh2_dlc12_lzd_cha_tiktaqto_0
wh2_dlc12_anc_weapon_the_blade_of_ancient_skies	wh2_dlc12_lzd_cha_tiktaqto_0
wh2_dlc12_anc_weapon_blade_of_the_serpents_tongue	wh2_dlc12_lzd_lord_kroak_tehenhauin_01
wh2_dlc12_anc_weapon_the_blade_of_ancient_skies	wh2_dlc12_lzd_lord_kroak_tiktaqto
wh2_dlc12_anc_weapon_blade_of_the_serpents_tongue	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_tehenhauin
wh2_dlc12_anc_weapon_the_blade_of_ancient_skies	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player
wh2_dlc12_anc_weapon_storm_daemon	wh2_dlc12_skv_cha_ikit_claw
wh_main_anc_arcane_item_power_scroll	wh2_dlc12_skv_cha_warlock_master_0
wh_main_anc_arcane_item_wand_of_jet	wh2_dlc12_skv_cha_warlock_master_0
wh_dlc13_anc_enchanted_item_life_amulet	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0
wh2_dlc10_dwf_anc_enchanted_item_prospectors_spyglass	wh2_dlc13_emp_cha_hunter_jorek_grimm_0
wh_main_anc_enchanted_item_fiery_ring_of_thori	wh2_dlc13_emp_cha_hunter_jorek_grimm_0
wh_main_anc_enchanted_item_potion_of_speed	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0
wh_main_anc_weapon_warrior_bane	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0
wh_main_anc_armour_charmed_shield	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0
wh_main_anc_enchanted_item_potion_of_foolhardiness	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0
wh_main_anc_armour_glittering_scales	wh2_dlc13_emp_cha_huntsmarshal_0
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc13_emp_cha_huntsmarshal_0
wh2_dlc13_anc_weapon_amber_bow	wh2_dlc13_emp_cha_markus_wulfhart_0
wh_dlc13_anc_enchanted_item_life_amulet	wh2_dlc13_final_battle_emp_cha_hunter_doctor_hertwig_van_hal_0
wh2_dlc13_anc_weapon_scar	wh2_dlc13_final_battle_emp_cha_hunter_jorek_grimm_0
wh_dlc13_anc_weapon_dawn	wh2_dlc13_final_battle_emp_cha_hunter_kalara_of_wydrioth_0
wh_dlc13_anc_weapon_anguish_of_languille	wh2_dlc13_final_battle_emp_cha_hunter_rodrik_l_anguille_0
wh2_dlc13_anc_armour_the_shield_of_aeons	wh2_dlc13_lzd_cha_gor_rok_0
wh2_dlc13_anc_weapon_mace_of_ulumak	wh2_dlc13_lzd_cha_gor_rok_0
wh2_main_anc_enchanted_item_the_horn_of_kygor	wh2_dlc13_lzd_cha_kroxigor_ancient_0
wh2_main_anc_talisman_amulet_of_itzl	wh2_dlc13_lzd_cha_kroxigor_ancient_0
wh2_dlc13_anc_enchanted_item_golden_tributes	wh2_dlc13_lzd_cha_nakai_0
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0
wh2_main_anc_talisman_aura_of_quetzl	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh2_dlc13_lzd_cha_slann_mage_priest_life_0
wh2_main_anc_talisman_aura_of_quetzl	wh2_dlc13_lzd_cha_slann_mage_priest_life_0
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh2_dlc13_lzd_cha_slann_mage_priest_light_0
wh2_main_anc_talisman_aura_of_quetzl	wh2_dlc13_lzd_cha_slann_mage_priest_light_0
wh2_dlc13_anc_enchanted_item_golden_tributes	wh2_dlc13_lzd_lord_kroak_nakai
wh2_dlc14_anc_weapon_sword_of_lyonesse	wh2_dlc14_brt_cha_repanse_de_lyonesse_0
wh_main_anc_armour_charmed_shield	wh2_dlc14_brt_henri_le_massif_0
wh_main_anc_enchanted_item_potion_of_foolhardiness	wh2_dlc14_brt_henri_le_massif_0
wh_main_anc_armour_charmed_shield	wh2_dlc14_brt_henri_le_massif_3
wh_main_anc_enchanted_item_potion_of_foolhardiness	wh2_dlc14_brt_henri_le_massif_3
wh_main_anc_armour_charmed_shield	wh2_dlc14_brt_henri_le_massif_4
wh_main_anc_enchanted_item_potion_of_foolhardiness	wh2_dlc14_brt_henri_le_massif_4
wh_main_anc_enchanted_item_featherfoe_torc	wh2_dlc14_def_cha_high_beastmaster_0
wh_main_anc_weapon_tormentor_sword	wh2_dlc14_def_cha_high_beastmaster_0
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh2_dlc14_def_cha_malus_darkblade_0_mp
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc14_def_cha_master_0
wh_main_anc_enchanted_item_potion_of_strength	wh2_dlc14_def_cha_master_0
wh2_dlc11_anc_weapon_krakens_bane	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_aranessa
wh2_dlc11_anc_arcane_item_the_bordeleaux_flabellum	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_cylostra
wh2_dlc11_anc_enchanted_item_captain_roths_moondial	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_noctilus
wh2_dlc11_anc_enchanted_item_slann_gold	wh2_dlc14_qb_brt_repanse_defend_or_conquer_guardian_noctilus
wh2_dlc14_anc_weapon_warpsword_of_khaine	wh2_dlc14_qb_def_snikch_final_battle_def_malus
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh2_dlc14_qb_skv_snikch_final_battle_skv_snikch
wh2_dlc14_anc_armour_the_cloak_of_shadows	wh2_dlc14_skv_cha_deathmaster_snikch_0
wh2_dlc14_anc_weapon_whirl_of_weeping_blades	wh2_dlc14_skv_cha_deathmaster_snikch_0
wh2_dlc10_anc_arcane_item_scroll_of_fear_of_aramar	wh2_dlc14_skv_cha_eshin_sorcerer_0
wh2_dlc10_anc_arcane_item_scroll_of_speed_of_lykos	wh2_dlc14_skv_cha_eshin_sorcerer_0
wh2_main_anc_magic_standard_sacred_banner_of_the_horned_rat	wh2_dlc14_skv_cha_master_assassin_0
wh2_main_anc_talisman_rival_hide_talisman	wh2_dlc14_skv_cha_master_assassin_0
wh2_dlc15_anc_enchanted_item_lucky_banner	wh2_dlc15_grn_cha_grom_the_paunch_0
wh2_dlc15_anc_weapon_axe_of_grom	wh2_dlc15_grn_cha_grom_the_paunch_0
wh2_dlc10_anc_arcane_item_scroll_of_blast	wh2_dlc15_grn_cha_river_troll_hag_0
wh_main_anc_arcane_item_power_stone	wh2_dlc15_grn_cha_river_troll_hag_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_beasts_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_beasts_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_beasts_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_death_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_death_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_death_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_fire_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_fire_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_fire_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_heavens_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_heavens_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_heavens_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_high_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_high_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_high_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_life_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_life_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_life_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_light_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_light_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_light_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_metal_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_metal_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_metal_3
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_shadows_0
wh2_main_anc_armour_armour_of_the_stars	wh2_dlc15_hef_cha_archmage_shadows_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_archmage_shadows_3
wh2_dlc15_anc_armour_helm_of_yvresse	wh2_dlc15_hef_cha_eltharion_the_grim_0
wh2_dlc15_anc_weapon_fangsword_of_eltharion	wh2_dlc15_hef_cha_eltharion_the_grim_0
wh2_dlc15_anc_weapon_star_lance	wh2_dlc15_hef_cha_imrik_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_mage_beasts_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc15_hef_cha_mage_beasts_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_mage_death_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc15_hef_cha_mage_death_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_mage_fire_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc15_hef_cha_mage_fire_0
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_hef_cha_mage_metal_0
wh2_main_anc_arcane_item_starwood_staff	wh2_dlc15_hef_cha_mage_metal_0
wh2_dlc15_anc_weapon_star_lance	wh2_dlc15_qb_hef_imrik_armour_of_caledor_imrik
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_beast
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_fire
wh2_main_anc_arcane_item_book_of_hoeth	wh2_dlc15_qb_hef_imrik_dragon_battle_mage_high
wh2_dlc15_anc_armour_armour_of_caledor	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player
wh2_dlc15_anc_weapon_star_lance	wh2_dlc15_qb_hef_imrik_dragon_boss_battles_stage_1_player
wh2_dlc16_anc_enchanted_item_whip_of_domination	wh2_dlc16_qb_skv_throt_final_battle_skv_throt
wh2_dlc16_anc_weapon_creature_killer	wh2_dlc16_qb_skv_throt_final_battle_skv_throt
wh2_dlc16_anc_enchanted_item_whip_of_domination	wh2_dlc16_qb_wef_sisters_final_battle_skv_throt
wh2_dlc16_anc_weapon_creature_killer	wh2_dlc16_qb_wef_sisters_final_battle_skv_throt
wh2_main_anc_armour_shield_of_distraction	wh2_dlc16_skv_cha_chieftain_0
wh2_main_anc_enchanted_item_skavenbrew	wh2_dlc16_skv_cha_chieftain_0
wh_main_anc_enchanted_item_crown_of_command	wh2_dlc16_skv_cha_ghoritch_0
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc16_skv_cha_ghoritch_0
wh2_main_anc_arcane_item_scrying_stone	wh2_dlc16_skv_cha_packmaster_0
wh2_main_anc_enchanted_item_skavenbrew	wh2_dlc16_skv_cha_packmaster_0
wh2_dlc16_anc_weapon_creature_killer	wh2_dlc16_skv_cha_throt_the_unclean_0
wh2_dlc16_anc_enchanted_item_acorns_of_the_oak_of_ages	wh2_dlc16_wef_cha_ariel_0
wh2_dlc16_anc_talisman_berry_wine	wh2_dlc16_wef_cha_ariel_0
wh2_dlc16_anc_weapon_dart_of_doom	wh2_dlc16_wef_cha_ariel_0
wh2_dlc16_anc_enchanted_item_fang_of_taalroth	wh2_dlc16_wef_cha_drycha_0
wh2_dlc16_anc_enchanted_item_eagle_quiver_3	wh2_dlc16_wef_cha_sisters_of_twilight_0
wh_main_anc_arcane_item_channelling_staff	wh2_dlc16_wef_cha_spellweaver_beasts_0
wh_main_anc_talisman_opal_amulet	wh2_dlc16_wef_cha_spellweaver_beasts_0
wh_main_anc_arcane_item_channelling_staff	wh2_dlc16_wef_cha_spellweaver_dark_0
wh_main_anc_talisman_opal_amulet	wh2_dlc16_wef_cha_spellweaver_dark_0
wh_main_anc_arcane_item_channelling_staff	wh2_dlc16_wef_cha_spellweaver_high_0
wh_main_anc_talisman_opal_amulet	wh2_dlc16_wef_cha_spellweaver_high_0
wh_main_anc_arcane_item_channelling_staff	wh2_dlc16_wef_cha_spellweaver_life_0
wh_main_anc_talisman_opal_amulet	wh2_dlc16_wef_cha_spellweaver_life_0
wh_main_anc_arcane_item_channelling_staff	wh2_dlc16_wef_cha_spellweaver_shadows_0
wh_main_anc_talisman_opal_amulet	wh2_dlc16_wef_cha_spellweaver_shadows_0
wh2_dlc17_anc_weapon_rune_tortured_axes	wh2_dlc17_bst_cha_taurox_0
wh_main_anc_enchanted_item_potion_of_speed	wh2_dlc17_bst_cha_wargor
wh_main_anc_weapon_sword_of_anti-heroes	wh2_dlc17_bst_cha_wargor
wh2_dlc17_anc_weapon_the_golden_blowpipe_of_ptoohee	wh2_dlc17_lzd_cha_oxyotl_0
wh2_dlc17_anc_weapon_the_golden_blowpipe_of_ptoohee	wh2_dlc17_lzd_lord_kroak_oxyotl
wh2_dlc17_anc_weapon_rune_tortured_axes	wh2_dlc17_qb_final_battle_bst_battle_taurox_enemy
wh2_dlc17_anc_weapon_rune_tortured_axes	wh2_dlc17_qb_final_battle_bst_taurox_player
wh2_dlc17_anc_weapon_the_golden_blowpipe_of_ptoohee	wh2_dlc17_qb_final_battle_lzd_oxyotl_enemy
wh2_dlc17_anc_weapon_the_golden_blowpipe_of_ptoohee	wh2_dlc17_qb_final_battle_lzd_oxyotl_player
wh2_main_anc_weapon_chillblade	wh2_main_def_cha_death_hag_0
wh_main_anc_enchanted_item_potion_of_foolhardiness	wh2_main_def_cha_death_hag_0
wh2_main_anc_enchanted_item_the_guiding_eye	wh2_main_def_cha_dreadlord_0
wh2_main_anc_talisman_pearl_of_infinite_blackness	wh2_main_def_cha_dreadlord_0
