ability	default_amount	max_amount	inverse	intensity_source	intensity_type
wh2_main_spell_ruin_cracks_call_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_death_frenzy	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_death_frenzy_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_howling_warpgale	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_howling_warpgale_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_scorch	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_scorch_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_skitterleap	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_skitterleap_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_warp_lightning	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh2_main_spell_ruin_warp_lightning_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_dlc20_item_passive_the_scarlet_armour	50.0000	100.0000	false	kills_made	linear_multiplier
wh3_dlc20_lord_passive_domineering_aura	0.0000	5.0000	false	enemy_in_range_low_morale	linear_multiplier
wh3_dlc20_lord_passive_paragon_of_carnage	1.0000	200.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_lord_passive_the_twisted_twin	0.0000	240.0000	false	combined_time_in_melee_and_ability_wind_up	linear_multiplier
wh3_dlc20_unit_passive_giver_of_abundant_glory	0.0000	300.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_unit_passive_giver_of_arcane_glory	0.0000	300.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_unit_passive_giver_of_furious_glory	0.0000	300.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_unit_passive_giver_of_glory	0.0000	300.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_unit_passive_giver_of_torturous_glory	0.0000	300.0000	false	nearby_all_deaths	linear_multiplier
wh3_dlc20_weapon_passive_axe_of_khorne	1.0000	50.0000	false	kills_made	linear_multiplier
wh3_main_ambush_unready	1.0000	0.0000	true	time_active_relative_to_duration	set
wh3_main_daemon_body_passive_tempered_rage	1.0000	75.0000	false	kills_made	linear_multiplier
wh3_main_item_passive_cauldron_of_the_great_maw_ii	0.0000	200.0000	false	kills_made	linear_multiplier
wh3_main_lord_passive_feasting_on_fear	0.0000	5.0000	false	enemy_in_range_low_morale	linear_multiplier
wh3_main_lord_passive_lord_of_torment	0.0000	5.0000	false	enemy_in_range_low_morale	linear_multiplier
wh3_main_mount_bound_celestial_comet	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_mount_bound_celestial_lightning	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_siege_momentum	0.0000	1.0000	false	capture_points_controlled_percentage	set
wh3_main_spell_bound_rancid_visitations	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_bonecrusher	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_bonecrusher_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_braingobbler	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_braingobbler_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_bullgorger	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_bullgorger_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_the_maw	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_the_maw_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_toothcracker	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_toothcracker_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_trollguts	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_great_maw_trollguts_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_crystal_sanctuary	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_crystal_sanctuary_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_death_frost	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_death_frost_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_frost_blades	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_frost_blades_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_heart_of_winter	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_heart_of_winter_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_ice_maidens_kiss	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_ice_maidens_kiss_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_ice_ice_sheet	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_curse_of_the_leper	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_curse_of_the_leper_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_curse_of_the_leper_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_fleshy_abundance	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_fleshy_abundance_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_fleshy_abundance_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_miasma_of_pestilence	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_miasma_of_pestilence_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_miasma_of_pestilence_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_pestilent_pustule	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_pestilent_pustule_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_pestilent_pustule_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_rancid_visitations	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_rancid_visitations_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_rancid_visitations_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_stream_of_corruption	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_nurgle_stream_of_corruption_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_acquiescence	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_acquiescence_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_hysterical_frenzy	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_hysterical_frenzy_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_hysterical_frenzy_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_lash_of_slaanesh	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_lash_of_slaanesh_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_pavane_of_slaanesh	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_pavane_of_slaanesh_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_pavane_of_slaanesh_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_phantasmagoria	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_phantasmagoria_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_phantasmagoria_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_slicing_shards	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_slicing_shards_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_slaanesh_slicing_shards_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_biting_wind	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_biting_wind_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_blizzard	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_blizzard_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_gust_of_true_flight	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_gust_of_true_flight_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_hailstorm	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_hailstorm_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_hawks_of_miska	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_hawks_of_miska_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_swiftwing	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tempest_swiftwing_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_blue_fire_of_tzeentch	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_blue_fire_of_tzeentch_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_glean_magic	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_glean_magic_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_glean_magic_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_infernal_gateway	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_infernal_gateway_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_infernal_gateway_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_pink_fire_of_tzeentch	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_pink_fire_of_tzeentch_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_pink_fire_of_tzeentch_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_treason_of_tzeentch	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_treason_of_tzeentch_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_tzeentchs_firestorm	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_tzeentchs_firestorm_bound	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_constellation_of_the_dragon	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_constellation_of_the_dragon_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_dragons_breath	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_dragons_breath_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_jade_shield	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_jade_shield_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_might_of_heaven_and_earth	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_might_of_heaven_and_earth_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_stone_ground_stance	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_stone_ground_stance_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_wall_of_wind_and_fire	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yang_wall_of_wind_and_fire_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_blossom_wind	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_blossom_wind_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_cloak_of_jet	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_cloak_of_jet_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_missile_mirror	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_missile_mirror_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_storm_of_shadows	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_storm_of_shadows_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_talons_of_night	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_spell_yin_talons_of_night_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh3_main_unit_passive_battle_harmony_yang	1.0000	2.0000	false	harmony	set
wh3_main_unit_passive_battle_harmony_yin	1.0000	2.0000	false	harmony	set
wh3_main_unit_passive_soul_hunters	0.0000	200.0000	false	kills_made	linear_multiplier
wh3_main_unit_passive_soulscent	0.0000	5.0000	false	enemy_in_range_low_morale	linear_multiplier
wh3_main_weapon_passive_blade_of_shadows	0.0000	500.0000	false	kills_made	linear_multiplier
wh3_main_weapon_passive_chainsword	0.0000	500.0000	false	kills_made	linear_multiplier
wh3_main_weapon_passive_slaughter_and_carnage	0.0000	500.0000	false	kills_made	linear_multiplier
wh_dlc03_spell_beasts_flock_of_doom	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_flock_of_doom_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_panns_impenetrable_pelt	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_the_amber_spear	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_the_amber_spear_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_the_curse_of_anraheir	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_wyssans_wildform	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_beasts_wyssans_wildform_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_bray_scream	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_bray_scream_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_devolve	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_devolve_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_mantle_of_ghorok	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_traitor_kin	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_traitor_kin_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_viletide	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_spell_wild_viletide_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc03_unit_passive_bloodgreed	0.0000	200.0000	false	kills_made	linear_multiplier
wh_dlc04_spell_death_doom_and_darkness_strigoi	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_death_soulblight_strigoi	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_death_spirit_leech_strigoi	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_curse_of_years_helman	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_gaze_of_nagash_helman	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_gaze_of_nagash_strigoi	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_invocation_of_nehek_helman	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_invocation_of_nehek_strigoi	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_vanhels_danse_macabre_helman	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc04_spell_vampires_wind_of_death_helman	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_awakening_of_the_wood	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_awakening_the_wood_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_earth_blood	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_earth_blood_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_earth_blood_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_flesh_to_stone	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_flesh_to_stone_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_regrowth	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_regrowth_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_shield_of_thorns	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_shield_of_thorns_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_shield_of_thorns_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_the_dwellers_below	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_life_the_dwellers_below_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_branchwraith	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	1.0000	1.0000	false	mastery_of_elemental_winds	set
wh_dlc05_spell_shadow_okkams_mindrazor	1.0000	1.0000	false	mastery_of_elemental_winds	set
