group_key	unit_key	quality
wh3_default_land_artillery_long_range	wh2_dlc09_tmb_art_screaming_skull_catapult_0	6
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_carronade	6
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_mortar	5
wh3_default_land_artillery_long_range	wh2_dlc11_cst_art_queen_bess	28
wh3_default_land_artillery_long_range	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	23
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_great_cannon_imperial_supply	1
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply	1
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	1
wh3_default_land_artillery_long_range	wh2_dlc13_emp_art_mortar_ror_0	8
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	1
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_steam_tank_imperial_supply	1
wh3_default_land_artillery_long_range	wh2_dlc13_emp_veh_steam_tank_ror_0	55
wh3_default_land_artillery_long_range	wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	15
wh3_default_land_artillery_long_range	wh2_main_def_art_reaper_bolt_thrower	4
wh3_default_land_artillery_long_range	wh2_main_hef_art_eagle_claw_bolt_thrower	4
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_bastiladon_2	16
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_bastiladon_blessed_2	16
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_stegadon_1	27
wh3_default_land_artillery_long_range	wh2_main_lzd_mon_stegadon_blessed_1	27
wh3_default_land_artillery_long_range	wh2_main_skv_art_plagueclaw_catapult	12
wh3_default_land_artillery_long_range	wh2_main_skv_art_warp_lightning_cannon	16
wh3_default_land_artillery_long_range	wh2_pro06_tmb_mon_bone_giant_0	24
wh3_default_land_artillery_long_range	wh3_main_chs_art_hellcannon_prologue	12
wh3_default_land_artillery_long_range	wh3_main_cth_art_fire_rain_rocket_battery_0	11
wh3_default_land_artillery_long_range	wh3_main_cth_art_grand_cannon_0	5
wh3_default_land_artillery_long_range	wh3_main_kho_veh_skullcannon_0	11
wh3_default_land_artillery_long_range	wh3_main_ksl_veh_little_grom_0	10
wh3_default_land_artillery_long_range	wh3_main_ogr_mon_stonehorn_1	110
wh3_default_land_artillery_long_range	wh3_main_ogr_veh_gnoblar_scraplauncher_0	49
wh3_default_land_artillery_long_range	wh3_main_ogr_veh_ironblaster_0	20
wh3_default_land_artillery_long_range	wh3_main_pro_ksl_veh_little_grom_0	10
wh3_default_land_artillery_long_range	wh_dlc03_bst_inf_cygor_0	20
wh3_default_land_artillery_long_range	wh_dlc04_emp_art_hammer_of_the_witches_0	12
wh3_default_land_artillery_long_range	wh_dlc04_emp_art_sunmaker_0	31
wh3_default_land_artillery_long_range	wh_dlc04_emp_veh_templehof_luminark_0	34
wh3_default_land_artillery_long_range	wh_dlc06_dwf_art_bolt_thrower_0	4
wh3_default_land_artillery_long_range	wh_dlc06_dwf_art_gob_lobber_0	9
wh3_default_land_artillery_long_range	wh_dlc06_grn_art_hammer_of_gork_0	7
wh3_default_land_artillery_long_range	wh_dlc07_brt_art_blessed_field_trebuchet_0	12
wh3_default_land_artillery_long_range	wh_dlc08_nor_art_hellcannon_battery	64
wh3_default_land_artillery_long_range	wh_main_brt_art_field_trebuchet	7
wh3_default_land_artillery_long_range	wh_main_chs_art_hellcannon	12
wh3_default_land_artillery_long_range	wh_main_dwf_art_cannon	8
wh3_default_land_artillery_long_range	wh_main_dwf_art_grudge_thrower	6
wh3_default_land_artillery_long_range	wh_main_dwf_art_organ_gun	11
wh3_default_land_artillery_long_range	wh_main_emp_art_great_cannon	8
wh3_default_land_artillery_long_range	wh_main_emp_art_helblaster_volley_gun	13
wh3_default_land_artillery_long_range	wh_main_emp_art_helstorm_rocket_battery	13
wh3_default_land_artillery_long_range	wh_main_emp_art_mortar	7
wh3_default_land_artillery_long_range	wh_main_emp_veh_luminark_of_hysh_0	27
wh3_default_land_artillery_long_range	wh_main_emp_veh_steam_tank	46
wh3_default_land_artillery_long_range	wh_main_grn_art_doom_diver_catapult	11
wh3_default_land_artillery_long_range	wh_main_grn_art_goblin_rock_lobber	4
wh3_default_land_artillery_long_range	wh_pro04_bst_inf_cygor_ror_0	29
wh3_default_land_artillery_long_range	wh_pro04_chs_art_hellcannon_ror_0	16
wh3_default_land_artillery_short_range	wh2_dlc12_lzd_mon_ancient_salamander_0	12
wh3_default_land_artillery_short_range	wh2_dlc12_lzd_mon_ancient_stegadon_ror_0	67
wh3_default_land_artillery_short_range	wh2_dlc14_skv_inf_poison_wind_mortar_0	19
wh3_default_land_artillery_short_range	wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	36
wh3_default_land_artillery_short_range	wh2_main_lzd_mon_ancient_stegadon	42
wh3_default_land_artillery_short_range	wh_main_dwf_art_flame_cannon	16
wh3_default_land_aura	wh2_dlc14_def_veh_bloodwrack_shrine_0	18
wh3_default_land_aura	wh3_dlc20_chs_mon_warshrine	8
wh3_default_land_aura	wh3_dlc20_chs_mon_warshrine_mkho	9
wh3_default_land_aura	wh3_dlc20_chs_mon_warshrine_mnur	9
wh3_default_land_aura	wh3_dlc20_chs_mon_warshrine_msla	9
wh3_default_land_aura	wh3_dlc20_chs_mon_warshrine_mtze	9
wh3_default_land_aura	wh3_main_cth_veh_war_compass_0	8
wh3_default_land_aura	wh3_main_kho_veh_blood_shrine_0	9
wh3_default_land_aura	wh_dlc04_vmp_veh_claw_of_nagash_0	46
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_0	1
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_1	3
wh3_default_land_aura	wh_dlc04_vmp_veh_corpse_cart_2	4
wh3_default_land_aura	wh_dlc04_vmp_veh_mortis_engine_0	31
wh3_default_land_aura	wh_dlc07_brt_inf_grail_reliquae_0	2
wh3_default_land_aura	wh_main_vmp_veh_black_coach	19
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_death_0	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_death_1	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_light_0	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_light_1	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_shadow_0	1
wh3_default_land_characters	wh2_dlc09_tmb_cha_liche_priest_shadow_1	1
wh3_default_land_characters	wh2_dlc09_tmb_cha_necrotect_0	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_necrotect_1	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_tomb_prince_0	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_tomb_prince_1	10
wh3_default_land_characters	wh2_dlc09_tmb_cha_tomb_prince_2	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_beasts_0	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_beasts_1	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_beasts_2	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_beasts_3	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_death_0	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_death_1	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_death_2	10
wh3_default_land_characters	wh2_dlc10_def_cha_sorceress_death_3	10
wh3_default_land_characters	wh2_dlc10_hef_cha_handmaiden_0	10
wh3_default_land_characters	wh2_dlc10_hef_cha_handmaiden_1	10
wh3_default_land_characters	wh2_dlc10_hef_cha_handmaiden_2	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_heavens_0	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_heavens_1	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_heavens_2	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_shadows_0	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_shadows_1	10
wh3_default_land_characters	wh2_dlc10_hef_cha_mage_shadows_2	10
wh3_default_land_characters	wh2_dlc10_hef_cha_shadow_walker	10
wh3_default_land_characters	wh2_dlc11_cst_cha_damned_paladin_0	1
wh3_default_land_characters	wh2_dlc11_cst_cha_damned_paladin_1	1
wh3_default_land_characters	wh2_dlc11_cst_cha_gunnery_wight_0	10
wh3_default_land_characters	wh2_dlc11_cst_cha_gunnery_wight_1	10
wh3_default_land_characters	wh2_dlc11_cst_cha_mourngul_haunter	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_0	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_1	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	10
wh3_default_land_characters	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1	10
wh3_default_land_characters	wh2_dlc11_vmp_cha_heinrich_kemmler_1	10
wh3_default_land_characters	wh2_dlc12_lzd_cha_skink_priest_beasts_4	10
wh3_default_land_characters	wh2_dlc12_lzd_cha_skink_priest_heavens_4	10
wh3_default_land_characters	wh2_dlc12_lzd_lzd_cha_kroak_0	10
wh3_default_land_characters	wh2_dlc12_lzd_lzd_cha_kroak_0_boss	10
wh3_default_land_characters	wh2_dlc13_emp_cav_reiksguard_imperial_supply	10
wh3_default_land_characters	wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0	10
wh3_default_land_characters	wh2_dlc13_emp_cha_hunter_jorek_grimm_0	10
wh3_default_land_characters	wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0	10
wh3_default_land_characters	wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0	10
wh3_default_land_characters	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	10
wh3_default_land_characters	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	10
wh3_default_land_characters	wh2_dlc14_brt_cha_henri_le_massif_0	10
wh3_default_land_characters	wh2_dlc14_brt_cha_henri_le_massif_3	10
wh3_default_land_characters	wh2_dlc14_brt_cha_henri_le_massif_4	10
wh3_default_land_characters	wh2_dlc14_def_cha_master_0	10
wh3_default_land_characters	wh2_dlc14_def_cha_master_1	10
wh3_default_land_characters	wh2_dlc14_def_cha_master_2	10
wh3_default_land_characters	wh2_dlc14_def_cha_master_3	10
wh3_default_land_characters	wh2_dlc14_def_cha_master_4	10
wh3_default_land_characters	wh2_dlc14_skv_cha_eshin_sorcerer_0	10
wh3_default_land_characters	wh2_dlc15_grn_cha_river_troll_hag_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_alastair_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_beasts_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_beasts_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_beasts_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_beasts_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_death_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_death_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_death_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_death_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_fire_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_fire_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_fire_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_fire_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_heavens_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_heavens_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_heavens_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_heavens_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_high_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_high_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_high_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_high_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_life_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_life_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_life_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_life_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_light_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_light_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_light_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_light_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_metal_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_metal_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_metal_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_metal_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_shadows_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_shadows_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_shadows_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_archmage_shadows_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_beasts_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_beasts_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_beasts_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_death_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_death_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_death_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_fire_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_fire_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_fire_2	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_fire_3	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_metal_0	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_metal_1	10
wh3_default_land_characters	wh2_dlc15_hef_cha_mage_metal_2	10
wh3_default_land_characters	wh2_dlc16_skv_cha_chieftain_0	10
wh3_default_land_characters	wh2_dlc16_skv_cha_chieftain_1	10
wh3_default_land_characters	wh2_dlc16_skv_cha_ghoritch_0	10
wh3_default_land_characters	wh2_dlc16_skv_cha_packmaster_0	10
wh3_default_land_characters	wh2_dlc16_skv_cha_packmaster_2	10
wh3_default_land_characters	wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_ariel_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_branchwraith_life_0	10
wh3_default_land_characters	wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0	10
wh3_default_land_characters	wh2_dlc17_bst_cha_beastlord_2	10
wh3_default_land_characters	wh2_dlc17_bst_cha_bray_shaman_beasts_2	10
wh3_default_land_characters	wh2_dlc17_bst_cha_bray_shaman_death_2	10
wh3_default_land_characters	wh2_dlc17_bst_cha_bray_shaman_shadows_2	10
wh3_default_land_characters	wh2_dlc17_bst_cha_bray_shaman_wild_2	10
wh3_default_land_characters	wh2_dlc17_bst_cha_wargor_0	10
wh3_default_land_characters	wh2_dlc17_bst_cha_wargor_1	10
wh3_default_land_characters	wh2_dlc17_bst_cha_wargor_2	10
wh3_default_land_characters	wh2_dlc17_dwf_cha_thane_ghost_2	10
wh3_default_land_characters	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	15
wh3_default_land_characters	wh2_main_def_cha_death_hag_0	10
wh3_default_land_characters	wh2_main_def_cha_death_hag_1	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_0	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_1	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_2	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_4	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_5	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_female_0	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_female_1	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_female_2	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_female_4	10
wh3_default_land_characters	wh2_main_def_cha_dreadlord_female_5	10
wh3_default_land_characters	wh2_main_def_cha_khainite_assassin_0	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_dark_0	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_dark_1	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_dark_2	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_dark_3	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_fire_0	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_fire_1	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_fire_2	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_fire_3	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_shadow_0	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_shadow_1	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_shadow_2	10
wh3_default_land_characters	wh2_main_def_cha_sorceress_shadow_3	10
wh3_default_land_characters	wh2_main_hef_cha_alastair_0	10
wh3_default_land_characters	wh2_main_hef_cha_alastair_3	10
wh3_default_land_characters	wh2_main_hef_cha_alastair_4	10
wh3_default_land_characters	wh2_main_hef_cha_alastair_5	10
wh3_default_land_characters	wh2_main_hef_cha_loremaster_of_hoeth_0	10
wh3_default_land_characters	wh2_main_hef_cha_mage_high_0	10
wh3_default_land_characters	wh2_main_hef_cha_mage_high_1	10
wh3_default_land_characters	wh2_main_hef_cha_mage_high_4	10
wh3_default_land_characters	wh2_main_hef_cha_mage_life_0	10
wh3_default_land_characters	wh2_main_hef_cha_mage_life_1	10
wh3_default_land_characters	wh2_main_hef_cha_mage_life_4	10
wh3_default_land_characters	wh2_main_hef_cha_mage_light_0	10
wh3_default_land_characters	wh2_main_hef_cha_mage_light_1	10
wh3_default_land_characters	wh2_main_hef_cha_mage_light_4	10
wh3_default_land_characters	wh2_main_hef_cha_noble_0	10
wh3_default_land_characters	wh2_main_hef_cha_noble_2	10
wh3_default_land_characters	wh2_main_hef_cha_noble_3	10
wh3_default_land_characters	wh2_main_hef_cha_noble_4	10
wh3_default_land_characters	wh2_main_lzd_cha_saurus_scar_veteran_0	10
wh3_default_land_characters	wh2_main_lzd_cha_saurus_scar_veteran_1	10
wh3_default_land_characters	wh2_main_lzd_cha_saurus_scar_veteran_2	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_chief_0	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_chief_1	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_chief_2	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_chief_3	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_beasts_0	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_beasts_1	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_beasts_2	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_beasts_3	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_heavens_0	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_heavens_1	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_heavens_2	10
wh3_default_land_characters	wh2_main_lzd_cha_skink_priest_heavens_3	10
wh3_default_land_characters	wh2_main_skv_cha_assassin	10
wh3_default_land_characters	wh2_main_skv_cha_plague_priest_0	10
wh3_default_land_characters	wh2_main_skv_cha_plague_priest_2	10
wh3_default_land_characters	wh2_main_skv_cha_warlock_engineer	10
wh3_default_land_characters	wh2_pro07_emp_cha_wizard_death_0	10
wh3_default_land_characters	wh2_pro07_emp_cha_wizard_death_1	10
wh3_default_land_characters	wh2_pro07_emp_cha_wizard_death_2	10
wh3_default_land_characters	wh2_pro07_emp_cha_wizard_death_3	10
wh3_default_land_characters	wh2_pro08_neu_cha_felix	10
wh3_default_land_characters	wh2_pro08_neu_cha_gotrek	10
wh3_default_land_characters	wh2_pro09_grn_cha_black_orc_big_boss_0	10
wh3_default_land_characters	wh2_pro09_grn_cha_black_orc_big_boss_1	10
wh3_default_land_characters	wh2_twa02_wef_cha_glade_captain_0	10
wh3_default_land_characters	wh2_twa02_wef_cha_glade_captain_1	10
wh3_default_land_characters	wh2_twa02_wef_cha_glade_captain_2	10
wh3_default_land_characters	wh2_twa02_wef_cha_glade_captain_3	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_beasts_0	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_beasts_1	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_beasts_2	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_death_0	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_death_1	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_death_2	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_shadows_0	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_shadows_1	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_shadows_2	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_wild_0	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_wild_1	10
wh3_default_land_characters	wh2_twa04_bst_cha_great_bray_shaman_wild_2	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	30
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	10
wh3_default_land_characters	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	10
wh3_default_land_characters	wh3_dlc20_chs_cha_cultist_msla_warshrine	25
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mkho	10
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed	10
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	10
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	10
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mnur	10
wh3_default_land_characters	wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot	10
