name	can_weather_disable	event	max_distance	max_height	max_time	min_distance	min_height	min_time	required_intensity	probability
WH3_Faction_Cathay_Wildlife_Oneshot_Monkey	true	Battle_Environment_Cathay_Wildlife_Oneshot_Monkey	100.0000	60.0000	30.0000	10.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Cathay_Wildlife_Oneshot_Parakeet	true	Battle_Environment_Cathay_Wildlife_Oneshot_Parakeet	100.0000	100.0000	30.0000	10.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Khorne_Forest_Oneshot_Vulture_Cluck	true	Battle_Environment_Khorne_Forest_Oneshot_Vulture_Cluck	60.0000	50.0000	60.0000	20.0000	0.0000	20.0000	0.2000	1.0000
WH3_Faction_Khorne_Forest_Oneshot_Vulture_Scream	true	Battle_Environment_Khorne_Forest_Oneshot_Vulture_Scream	60.0000	50.0000	40.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Khorne_Forest_Oneshot_Wood_Creature	true	Battle_Environment_Khorne_Forest_Oneshot_Wood_Creature	60.0000	50.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Khorne_Forest_Oneshot_Wood_Movement	true	Battle_Environment_Khorne_Forest_Oneshot_Wood_Movement	60.0000	50.0000	90.0000	20.0000	0.0000	20.0000	0.2000	1.0000
WH3_Faction_Khorne_Forest_Oneshot_Wood_Snaps	true	Battle_Environment_Khorne_Forest_Oneshot_Wood_Snaps	60.0000	50.0000	80.0000	20.0000	0.0000	45.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Distant_War_Horn	true	Battle_Environment_Khorne_Oneshot_Distant_War_Horn	200.0000	100.0000	80.0000	20.0000	60.0000	45.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Earth_Crack	true	Battle_Environment_Khorne_Oneshot_Earth_Crack	200.0000	60.0000	40.0000	20.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Flame_Burst	true	Battle_Environment_Khorne_Oneshot_Flame_Burst	100.0000	60.0000	40.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Lava_Gurgle	true	Battle_Environment_Khorne_Oneshot_Lava_Gurgle	100.0000	60.0000	40.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Volcano_Distant	true	Battle_Environment_Khorne_Oneshot_Volcano_Distant	200.0000	100.0000	60.0000	40.0000	60.0000	25.0000	0.2000	1.0000
WH3_Faction_Khorne_Primary_Oneshot_Volcano_Explosion	true	Battle_Environment_Khorne_Oneshot_Volcano_Explosion	200.0000	100.0000	60.0000	40.0000	60.0000	25.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Giant_Spider	true	Battle_Environment_Khorne_Wildlife_Giant_Spider	100.0000	60.0000	60.0000	20.0000	0.0000	20.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Mutant_Bull	true	Battle_Environment_Khorne_Wildlife_Mutant_Bull	100.0000	60.0000	60.0000	30.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Pig	true	Battle_Environment_Khorne_Wildlife_Pig	100.0000	60.0000	25.0000	30.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Three_Headed_Hound	true	Battle_Environment_Khorne_Wildlife_Three_Headed_Hound	100.0000	60.0000	30.0000	30.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_A	true	Battle_Environment_Khorne_Wildlife_Vulture_A	100.0000	100.0000	30.0000	10.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_B	true	Battle_Environment_Khorne_Wildlife_Vulture_B	100.0000	100.0000	30.0000	10.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Kislev_Forest_Oneshot_Ice_Crunch	true	Battle_Environment_Kislev_Forest_Oneshot_Ice_Crunch	40.0000	40.0000	30.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Faction_Kislev_Forest_Oneshot_Tree_Debris	true	Battle_Environment_Kislev_Forest_Oneshot_Tree_Debris	40.0000	40.0000	30.0000	20.0000	1.0000	15.0000	0.4000	1.0000
WH3_Faction_Kislev_Forest_Oneshot_Winter_Birds	true	Battle_Environment_Kislev_Forest_Oneshot_Winter_Birds	60.0000	30.0000	30.0000	20.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Kislev_Forest_Oneshot_Wolf_Howl	true	Battle_Environment_Kislev_Forest_Oneshot_Wolf_Howl	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Faction_Kislev_Forest_Oneshot_Woodpecker	true	Battle_Environment_Kislev_Forest_Oneshot_Woodpecker	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Gust_Low_Subtle	true	Battle_Environment_Kislev_Oneshot_Wind_Gust_Low_Subtle	150.0000	60.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Rock_Ice	true	Battle_Environment_Kislev_Oneshot_Rock_Ice	200.0000	60.0000	45.0000	20.0000	0.0000	5.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Rumble	true	Battle_Environment_Kislev_Oneshot_Rumble	200.0000	60.0000	20.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Small_Ice_Shards	true	Battle_Environment_Kislev_Oneshot_Small_Ice_Shards	50.0000	60.0000	30.0000	10.0000	0.0000	5.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Tonal_Swells	true	Battle_Environment_Kislev_Oneshot_Tonal_Swells	100.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Wind_Gust_Howl	true	Battle_Environment_Kislev_Oneshot_Wind_Gust_Howl	100.0000	100.0000	30.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Primary_Oneshot_Wind_Low_Subtle	true	Battle_Environment_Kislev_Oneshot_Wind_Gust_Low_Subtle	150.0000	60.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Wildlife_Oneshot_Deer	true	Battle_Environment_Kislev_Wildlife_Deer	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Wildlife_Oneshot_Group_Howl	true	Battle_Environment_Kislev_Wildlife_Group_Howl	100.0000	60.0000	60.0000	30.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Wildlife_Oneshot_Tiger	true	Battle_Environment_Kislev_Wildlife_Tiger_Subtle	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear	true	Battle_Environment_Kislev_Wildlife_Winter_Bear	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear_Groan	true	Battle_Environment_Kislev_Wildlife_Winter_Bear_Groan	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Forest_Oneshot_Creature_Moan	true	Battle_Environment_Nurgle_Forest_Oneshot_Creature_Moaning	40.0000	40.0000	60.0000	20.0000	1.0000	30.0000	0.4000	1.0000
WH3_Faction_Nurgle_Forest_Oneshot_Gargle	true	Battle_Environment_Nurgle_Forest_Oneshot_Creature_Gargle	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Faction_Nurgle_Forest_Oneshot_Tree_Snaps	true	Battle_Environment_Nurgle_Forest_Oneshot_Tree_Snaps	40.0000	40.0000	60.0000	20.0000	1.0000	30.0000	0.4000	1.0000
WH3_Faction_Nurgle_Forest_Oneshot_Woodpecker	true	Battle_Environment_Nurgle_Forest_Oneshot_Mutant_Woodpecker	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Faction_Nurgle_Oneshot_Creature	true	Battle_Environment_Nurgle_Oneshot_Creature	100.0000	60.0000	20.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Oneshot_Creature_Creak	true	Battle_Environment_Nurgle_Oneshot_Creature_Creak	100.0000	60.0000	20.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Oneshot_Crunchy_Gore	true	Battle_Environment_Nurgle_Oneshot_Crunchy_Gore	100.0000	60.0000	30.0000	20.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Nurgle_Oneshot_Distant_Explosion	true	Battle_Environment_Nurgle_Oneshot_Distant_Explosion	200.0000	100.0000	20.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Oneshot_Steam_Bubble	true	Battle_Environment_Nurgle_Oneshot_Steam_Bubble	100.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Nurgle_Oneshot_Subtle_Rock	true	Battle_Environment_Nurgle_Oneshot_Subtle_Rock	150.0000	60.0000	35.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Wildlife_Oneshot_Flies	true	Battle_Environment_Nurgle_Wildlife_Flies	100.0000	100.0000	60.0000	30.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Nurgle_Wildlife_Oneshot_Insects	true	Battle_Environment_Nurgle_Wildlife_Nurgle_Insects	100.0000	100.0000	25.0000	30.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Branches	true	Battle_Environment_Ogre_Forest_Oneshot_Branches	40.0000	40.0000	40.0000	20.0000	5.0000	10.0000	0.4000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Creak_Rumble	true	Battle_Environment_Ogre_Forest_Oneshot_Creak_Rumble	40.0000	30.0000	60.0000	20.0000	0.0000	20.0000	0.4000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Creature_Movement	true	Battle_Environment_Ogre_Forest_Oneshot_Creature_Movement	40.0000	40.0000	45.0000	20.0000	5.0000	10.0000	0.4000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Insect_Fly_By	true	Battle_Environment_Ogre_Forest_Oneshot_Insect_Fly_By	40.0000	40.0000	30.0000	20.0000	5.0000	10.0000	0.4000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Pig_Long	true	Battle_Environment_Ogre_Forest_Oneshot_Pigs_Long	40.0000	40.0000	60.0000	20.0000	5.0000	20.0000	0.4000	1.0000
WH3_Faction_Ogre_Forest_Oneshot_Pig_Short	true	Battle_Environment_Ogre_Forest_Oneshot_Pigs_Short	40.0000	40.0000	90.0000	20.0000	5.0000	30.0000	0.4000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Crunch	true	Battle_Environment_Ogre_Oneshot_Crunch	100.0000	60.0000	45.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Horn	true	Battle_Environment_Ogre_Oneshot_Horn	150.0000	100.0000	45.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Ogre_Vox	true	Battle_Environment_Ogre_Oneshot_Ogre_Vox	100.0000	60.0000	45.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Rocks	true	Battle_Environment_Ogre_Oneshot_Rocks	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Thunder_Explosion	true	Battle_Environment_Ogre_Oneshot_Thunder_Explosion	200.0000	100.0000	45.0000	20.0000	60.0000	20.0000	0.2000	1.0000
WH3_Faction_Ogre_Primary_Oneshot_Wind_Gust	true	Battle_Environment_Ogre_Oneshot_Wind_Gust	100.0000	100.0000	30.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogres_Wildlife_Cow_Oneshot_Beast	true	Battle_Environment_Ogres_Wildlife_Cow_Beast	100.0000	60.0000	45.0000	20.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Ogres_Wildlife_Oneshot_Eagle	true	Battle_Environment_Ogres_Wildlife_Eagle	100.0000	100.0000	45.0000	30.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Ogres_Wildlife_Oneshot_Growler	true	Battle_Environment_Ogres_Wildlife_Growler	100.0000	60.0000	60.0000	20.0000	0.0000	25.0000	0.2000	1.0000
WH3_Faction_Ogres_Wildlife_Oneshot_Hog	true	Battle_Environment_Ogres_Wildlife_Hog	100.0000	60.0000	60.0000	20.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Breath	true	Battle_Environment_Slaanesh_Forest_Oneshot_Breath	40.0000	40.0000	30.0000	20.0000	1.0000	10.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Growls	true	Battle_Environment_Slaanesh_Forest_Oneshot_Creature_Growls	40.0000	40.0000	60.0000	20.0000	1.0000	15.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Grunts	true	Battle_Environment_Slaanesh_Forest_Oneshot_Creature_Grunts	40.0000	40.0000	60.0000	20.0000	1.0000	15.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Howl	true	Battle_Environment_Slaanesh_Forest_Oneshot_Creature_Howl	40.0000	40.0000	60.0000	20.0000	1.0000	15.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Crunch	true	Battle_Environment_Slaanesh_Forest_Oneshot_Tree_Crunch	40.0000	40.0000	40.0000	20.0000	1.0000	20.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Movement	true	Battle_Environment_Slaanesh_Forest_Oneshot_Tree_Movement	40.0000	40.0000	60.0000	20.0000	1.0000	10.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Forest_Oneshot_Whisper_Growls	true	Battle_Environment_Slaanesh_Forest_Oneshot_Whisper_Growls	200.0000	100.0000	15.0000	20.0000	60.0000	5.0000	0.4000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Damned_Souls	true	Battle_Environment_Slaanesh_Oneshot_Damned_Souls	100.0000	100.0000	40.0000	20.0000	60.0000	20.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Earth_Rumble	true	Battle_Environment_Slaanesh_Oneshot_Earth_Rumble	100.0000	60.0000	60.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Screams	true	Battle_Environment_Slaanesh_Oneshot_Screams	150.0000	100.0000	30.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Steam_Release	true	Battle_Environment_Slaanesh_Oneshot_Steam_Release	100.0000	60.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Tentacles	true	Battle_Environment_Slaanesh_Oneshot_Tentacles	200.0000	60.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Whip_Crack	true	Battle_Environment_Slaanesh_Oneshot_Whip_Crack	100.0000	100.0000	30.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Primary_Oneshot_Whispers	true	Battle_Environment_Slaanesh_Oneshot_Whispers	200.0000	100.0000	20.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Crab	true	Battle_Environment_Slaanesh_Wildlife_Giant_Crab	100.0000	60.0000	60.0000	30.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Snake	true	Battle_Environment_Slaanesh_Wildlife_Giant_Snake	100.0000	60.0000	25.0000	30.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Wildlife_Oneshot_Lizard_Bird	true	Battle_Environment_Slaanesh_Wildlife_Lizard_Bird	100.0000	100.0000	30.0000	10.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Cow	true	Battle_Environment_Slaanesh_Wildlife_Mutant_Cow	100.0000	60.0000	30.0000	10.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Horse	true	Battle_Environment_Slaanesh_Wildlife_Mutant_Horse	100.0000	60.0000	60.0000	30.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Branches	true	Battle_Environment_Forests_Oneshot_Tzeentch_Branches	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Crackles	true	Battle_Environment_Forests_Oneshot_Tzeentch_Tree_Crackles	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Crows_A	true	Battle_Environment_Forests_Oneshot_Tzeentch_Crows_A	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Crows_B	true	Battle_Environment_Forests_Oneshot_Tzeentch_Crows_B	60.0000	100.0000	40.0000	20.0000	60.0000	20.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Mocking_Bird	true	Battle_Environment_Forests_Oneshot_Tzeentch_Mocking_Bird	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Movement	true	Battle_Environment_Forests_Oneshot_Tzeentch_Crow_Movement	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Forest_Oneshot_Sparkle	true	Battle_Environment_Forests_Oneshot_Tzeentch_Sparkle	60.0000	100.0000	30.0000	20.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Crystal_Glass	true	Battle_Environment_Primary_Oneshot_Tzeentch_Crystal_Glass	200.0000	100.0000	30.0000	50.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Distant_Sub_Thump	true	Battle_Environment_Primary_Oneshot_Tzeentch_Distant_Sub_Thump	200.0000	60.0000	60.0000	60.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Dust_Debris	true	Battle_Environment_Primary_Oneshot_Tzeentch_Dust_Debris	100.0000	60.0000	20.0000	30.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Light_Tones	true	Battle_Environment_Primary_Oneshot_Tzeentch_Light_Tones	50.0000	100.0000	20.0000	10.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Magic_Wind	true	Battle_Environment_Primary_Oneshot_Tzeentch_Magic_Wind	50.0000	100.0000	35.0000	10.0000	60.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Primary_Oneshot_Tonal_Rock_Move	true	Battle_Environment_Primary_Oneshot_Tzeentch_Tonal_Rock_Move	200.0000	60.0000	30.0000	60.0000	0.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Wildlife_Oneshot_Alien_Bird	true	Battle_Environment_Wildlife_Oneshot_Tzeentch_Alien_Bird	100.0000	100.0000	30.0000	100.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Wildlife_Oneshot_Crow	true	Battle_Environment_Wildlife_Oneshot_Tzeentch_Crow	100.0000	60.0000	40.0000	100.0000	0.0000	10.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Wildlife_Oneshot_Insects	true	Battle_Environment_Wildlife_Oneshot_Tzeentch_Insect_Flapping	100.0000	100.0000	60.0000	100.0000	60.0000	15.0000	0.2000	1.0000
WH3_Faction_Tzeentch_Wildlife_Oneshot_Raven	true	Battle_Environment_Wildlife_Oneshot_Tzeentch_Distant_Raven_Call	100.0000	100.0000	40.0000	100.0000	60.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Primary_Oneshot_Debris	true	Battle_Environment_Generic_Cave_Primary_Oneshot_Debris	150.0000	60.0000	20.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Primary_Oneshot_Explosion	true	Battle_Environment_Generic_Cave_Primary_Oneshot_Explosion	200.0000	60.0000	20.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Primary_Oneshot_High	true	Battle_Environment_Generic_Cave_Primary_Oneshot_High	200.0000	100.0000	30.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Primary_Oneshot_Mining	true	Battle_Environment_Generic_Cave_Primary_Oneshot_Mining	200.0000	100.0000	20.0000	20.0000	60.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Primary_Oneshot_Sweetener_Low	true	Battle_Environment_Generic_Cave_Primary_Oneshot_Sweetener_Low	200.0000	60.0000	30.0000	20.0000	0.0000	10.0000	0.2000	1.0000
WH3_Generic_Cave_Wildlife_Oneshot_Birds	true	Battle_Environment_Generic_Cave_Wildlife_Oneshot_Misc_01	100.0000	100.0000	30.0000	30.0000	60.0000	10.0000	0.4000	1.0000
WH3_Generic_Cave_Wildlife_Oneshot_Insects	true	Battle_Environment_Generic_Cave_Wildlife_Oneshot_Misc_02	100.0000	100.0000	45.0000	30.0000	60.0000	15.0000	0.4000	1.0000
WH3_Generic_Cave_Wildlife_Oneshot_Misc_01	true	Battle_Environment_Generic_Cave_Wildlife_Oneshot_Misc_01	100.0000	30.0000	40.0000	30.0000	0.0000	20.0000	0.4000	1.0000
WH3_Generic_Cave_Wildlife_Oneshot_Misc_02	true	Battle_Environment_Generic_Cave_Wildlife_Oneshot_Misc_02	100.0000	30.0000	60.0000	30.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Caves_Forest_Oneshot	true	Battle_Environment_Generic_Cave_Forest_Oneshot	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Forest_Oneshot_Branch_Snap	true	Battle_Environment_Generic_Forests_Oneshot_Branch_Snaps	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Forest_Oneshot_Foliage_Movement	true	Battle_Environment_Generic_Forests_Oneshot_Foliage_Movement	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Forest_Oneshot_Pine_Cone_Drop	true	Battle_Environment_Generic_Forests_Oneshot_Pine_Cone_Drop	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Forest_Oneshot_Snow_Drops	true	Battle_Environment_Generic_Forests_Oneshot_Snow_Drops	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Forest_Oneshot_Tree_Creaks	true	Battle_Environment_Generic_Forests_Oneshot_Tree_Creak	40.0000	40.0000	15.0000	20.0000	1.0000	5.0000	0.4000	1.0000
WH3_Generic_Volcanic_Forest_Oneshot_Branch_Snap	true	Battle_Environment_Generic_Volcanic_Forest_Oneshot_Branch_Snaps	40.0000	40.0000	20.0000	20.0000	1.0000	10.0000	0.4000	1.0000
WH3_Generic_Volcanic_Forest_Oneshot_Pig	true	Battle_Environment_Generic_Volcanic_Forest_Oneshot_Pig	40.0000	40.0000	15.0000	20.0000	0.0000	5.0000	0.4000	1.0000
WH3_Generic_Volcanic_Forest_Oneshot_Tree_Creak	true	Battle_Environment_Generic_Volcanic_Forest_Oneshot_Tree_Creak	60.0000	30.0000	60.0000	30.0000	0.0000	30.0000	0.4000	1.0000
WH3_Generic_Volcanic_Forest_Oneshot_Vulture_Cluck	true	Battle_Environment_Generic_Volcanic_Forest_Oneshot_Vulture_Cluck	60.0000	100.0000	30.0000	30.0000	60.0000	10.0000	0.4000	1.0000
WH3_Generic_Volcanic_Primary_Oneshot_Low	true	Battle_Environment_Generic_Volcanic_Primary_Oneshot_Low	200.0000	60.0000	60.0000	40.0000	0.0000	25.0000	0.2000	1.0000
WH3_Generic_Volcanic_Primary_Oneshot_Quake	true	Battle_Environment_Generic_Volcanic_Primary_Oneshot_Quake	200.0000	60.0000	80.0000	20.0000	0.0000	25.0000	0.2000	1.0000
