campaign_key	faction	faction_difficulty_level	player_faction	player_subculture	faction_potential_bonus
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD	wh3_dlc20_chs_festus		25
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD	wh3_dlc20_chs_valkia		25
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD	wh3_dlc20_chs_vilitch		25
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_kho_khorne	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_nur_nurgle	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_HARD		wh3_main_sc_tze_tzeentch	50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY	wh3_dlc20_chs_azazel		100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY	wh3_dlc20_chs_festus		75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY	wh3_dlc20_chs_valkia		75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY	wh3_dlc20_chs_vilitch		75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_kho_khorne	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_nur_nurgle	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_LEGENDARY		wh3_main_sc_tze_tzeentch	100
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD	wh3_dlc20_chs_azazel		75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD	wh3_dlc20_chs_festus		50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD	wh3_dlc20_chs_valkia		50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD	wh3_dlc20_chs_vilitch		50
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_kho_khorne	75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_nur_nurgle	75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_cth_the_western_provinces	AI_VS_VERY_HARD		wh3_main_sc_tze_tzeentch	75
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_chaos	wh3_main_dae_daemon_prince	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_kho_exiles_of_khorne	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD	wh3_dlc20_chs_azazel		25
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD	wh3_dlc20_chs_festus		50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD	wh3_dlc20_chs_valkia		50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD	wh3_dlc20_chs_vilitch		50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_kho_khorne	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_nur_nurgle	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_HARD		wh3_main_sc_tze_tzeentch	50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY	wh3_dlc20_chs_azazel		75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY	wh3_dlc20_chs_festus		100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY	wh3_dlc20_chs_valkia		100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY	wh3_dlc20_chs_vilitch		100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_kho_khorne	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_nur_nurgle	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_LEGENDARY		wh3_main_sc_tze_tzeentch	100
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD	wh3_dlc20_chs_azazel		50
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD	wh3_dlc20_chs_festus		75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD	wh3_dlc20_chs_valkia		75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD	wh3_dlc20_chs_vilitch		75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_kho_khorne	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_nur_nurgle	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_ksl_the_great_orthodoxy	AI_VS_VERY_HARD		wh3_main_sc_tze_tzeentch	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD	wh3_dlc20_chs_azazel		25
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD	wh3_dlc20_chs_festus		50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD	wh3_dlc20_chs_valkia		50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD	wh3_dlc20_chs_vilitch		50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_kho_khorne	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_nur_nurgle	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_HARD		wh3_main_sc_tze_tzeentch	50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY	wh3_dlc20_chs_azazel		75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY	wh3_dlc20_chs_festus		100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY	wh3_dlc20_chs_valkia		100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY	wh3_dlc20_chs_vilitch		100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_kho_khorne	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_nur_nurgle	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_LEGENDARY		wh3_main_sc_tze_tzeentch	100
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD	wh3_dlc20_chs_azazel		50
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD	wh3_dlc20_chs_festus		75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD	wh3_dlc20_chs_valkia		75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD	wh3_dlc20_chs_vilitch		75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_kho_khorne	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_nur_nurgle	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_ksl_the_ice_court	AI_VS_VERY_HARD		wh3_main_sc_tze_tzeentch	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_kho_khorne	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_nur_nurgle	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_HARD		wh3_main_sc_tze_tzeentch	50
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_kho_khorne	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_nur_nurgle	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_LEGENDARY		wh3_main_sc_tze_tzeentch	100
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_kho_khorne	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_nur_nurgle	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_ksl_ursun_revivalists	AI_VS_VERY_HARD		wh3_main_sc_tze_tzeentch	75
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_HARD		wh3_main_sc_tze_tzeentch	50
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_LEGENDARY		wh3_main_sc_tze_tzeentch	100
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_nur_poxmakers_of_nurgle	AI_VS_VERY_HARD		wh3_main_sc_tze_tzeentch	75
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_ogr_disciples_of_the_maw	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_HARD		wh3_main_sc_sla_slaanesh	50
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_LEGENDARY		wh3_main_sc_sla_slaanesh	100
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_ogr_goldtooth	AI_VS_VERY_HARD		wh3_main_sc_sla_slaanesh	75
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_rogue_kurgan_warband	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_combi	wh3_main_sla_seducers_of_slaanesh	AI_VS_EASY	wh2_main_hef_yvresse		-50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_HARD		wh3_main_sc_dae_daemons	50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_HARD		wh3_main_sc_kho_khorne	50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_HARD		wh3_main_sc_ogr_ogre_kingdoms	50
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_LEGENDARY		wh3_main_sc_dae_daemons	100
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_LEGENDARY		wh3_main_sc_kho_khorne	100
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_LEGENDARY		wh3_main_sc_ogr_ogre_kingdoms	100
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_VERY_HARD		wh3_main_sc_dae_daemons	75
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_VERY_HARD		wh3_main_sc_kho_khorne	75
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_sla_seducers_of_slaanesh	AI_VS_VERY_HARD		wh3_main_sc_ogr_ogre_kingdoms	75
wh3_main_combi	wh3_main_tze_oracles_of_tzeentch	AI_VS_EASY	wh2_main_hef_order_of_loremasters		-50
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_HARD		wh3_main_sc_cth_cathay	50
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_HARD		wh3_main_sc_ksl_kislev	50
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_HARD		wh3_main_sc_nur_nurgle	50
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_LEGENDARY		wh3_main_sc_cth_cathay	100
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_LEGENDARY		wh3_main_sc_ksl_kislev	100
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_LEGENDARY		wh3_main_sc_nur_nurgle	100
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_VERY_HARD		wh3_main_sc_cth_cathay	75
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_VERY_HARD		wh3_main_sc_ksl_kislev	75
wh3_main_chaos	wh3_main_tze_oracles_of_tzeentch	AI_VS_VERY_HARD		wh3_main_sc_nur_nurgle	75
wh3_main_chaos	wh_main_emp_empire	AI_VS_HARD	wh3_dlc20_chs_festus		25
wh3_main_chaos	wh_main_emp_empire	AI_VS_HARD	wh3_dlc20_chs_valkia		25
wh3_main_chaos	wh_main_emp_empire	AI_VS_HARD	wh3_dlc20_chs_vilitch		25
wh3_main_chaos	wh_main_emp_empire	AI_VS_LEGENDARY	wh3_dlc20_chs_festus		75
wh3_main_chaos	wh_main_emp_empire	AI_VS_LEGENDARY	wh3_dlc20_chs_valkia		75
wh3_main_chaos	wh_main_emp_empire	AI_VS_LEGENDARY	wh3_dlc20_chs_vilitch		75
