character_name	skill	level
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_dummy_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_final_battle_liche_priest	wh_main_skill_all_magic_all_11_arcane_conduit	1
wh2_dlc09_qb_tmb_final_battle_necrotect_alt	wh2_dlc09_skill_tmb_necrotect_ability_0	1
wh2_dlc09_qb_tmb_final_battle_necrotect_alt	wh2_dlc09_skill_tmb_necrotect_ability_1	1
wh2_dlc09_qb_tmb_final_battle_necrotect_alt	wh2_dlc09_skill_tmb_necrotect_ability_2	1
wh2_dlc09_qb_tmb_final_battle_necrotect	wh2_dlc09_skill_tmb_necrotect_ability_0	1
wh2_dlc09_qb_tmb_final_battle_necrotect	wh2_dlc09_skill_tmb_necrotect_ability_1	1
wh2_dlc09_qb_tmb_final_battle_necrotect	wh2_dlc09_skill_tmb_necrotect_ability_2	1
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_skill_tmb_lord_rally_upgraded	1
wh2_dlc09_qb_tmb_final_battle_settra_player	wh2_dlc09_skill_tmb_personal_10	1
wh2_dlc09_qb_tmb_final_battle_settra	wh2_dlc09_skill_tmb_lord_rally	1
wh2_dlc09_qb_tmb_final_battle_settra	wh2_dlc09_skill_tmb_personal_10	1
wh2_dlc09_qb_tmb_final_battle_tomb_prince	wh2_dlc09_skill_tmb_personal_5	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	wh2_main_skill_vmp_magic_vampires_dummy_invocation_of_nehek_danse_macabre	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	wh2_main_skill_vmp_magic_vampires_dummy_invocation_of_nehek_danse_macabre	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_1_passive	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting	1
wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player_liche_priest	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_02	wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_02	wh_main_skill_all_magic_death_05_doom_and_darkness	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_skill_magic_beasts_the_amber_spear	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_skill_magic_beasts_transformation_of_kadon	1
wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	wh_dlc03_skill_magic_beasts_wyssans_wildform	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance	1
wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker_01	wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	wh_main_skill_grn_magic_big_waaagh_03_fists_of_gork	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	wh_main_skill_grn_magic_big_waaagh_04_power_of_da_waaagh	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	wh_main_skill_grn_magic_big_waaagh_10_foot_of_gork	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_defender_1	wh_main_skill_grn_magic_big_waaagh_dummy_gaze_of_mork	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_player	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_stay_here_ill_get_help	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_player	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_tretchs_raiders	1
wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_player	wh2_main_skill_skv_generic_verminous_valour	1
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection	1
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting	1
wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_dlc10_skill_hef_handmaiden_protector_0	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_dlc10_skill_hef_handmaiden_protector_1	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_dlc10_skill_hef_handmaiden_protector_2	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_dlc10_skill_hef_handmaiden_protector_3	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_dlc10_skill_hef_handmaiden_spear_master	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_main_skill_hef_generic_speed_of_asuryan	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh2_main_skill_innate_all_weapon_master	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh_main_skill_all_all_self_deadly_onslaught	1
wh2_dlc10_alarielle_star_of_avelorn_stage_4_hef_cha_handmaiden	wh_main_skill_all_all_self_foe-seeker	1
wh2_dlc10_alith_anar_the_moon_bow_stage_4_hef_princess	wh2_main_skill_hef_army_buff_cavalry	3
wh2_dlc10_alith_anar_the_moon_bow_stage_4_hef_princess	wh2_main_skill_hef_seeking_arrows	1
wh2_dlc10_alith_anar_the_moon_bow_stage_4_hef_princess	wh_main_skill_all_lord_battle_inspiring_presence	1
wh2_dlc10_qb_alith_anar_the_moon_bow_stage_4_def_supreme_sorceress_fire	wh2_main_skill_all_magic_fire_05_the_burning_head_lord	2
wh2_dlc10_qb_alith_anar_the_moon_bow_stage_4_def_supreme_sorceress_fire	wh_main_skill_all_magic_fire_01_fireball	2
wh2_dlc10_qb_alith_anar_the_moon_bow_stage_4_def_supreme_sorceress_fire	wh_main_skill_all_magic_fire_04_kindleflame	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_beastlord_01	wh2_main_skill_def_army_buff_confer_bloodlust	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_beastlord_01	wh_dlc03_skill_bst_lord_apocalyptic_vision	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_gorebull_01	wh_dlc03_skill_bst_all_self_deadly_onslaught	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_gorebull_01	wh_dlc03_skill_bst_gorebull_slaughteres_call	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_gorebull_01	wh_main_skill_all_all_self_foe-seeker	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	wh2_main_skill_innate_def_spiteful	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	wh2_main_skill_magic_dark_bladewind	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	wh2_main_skill_magic_dark_chillwind	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	wh2_main_skill_magic_dark_lore_attribute	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_01	wh_main_skill_all_magic_all_11_arcane_conduit	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	wh_main_skill_all_magic_all_11_arcane_conduit	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	wh_main_skill_all_magic_fire_02_cascading_fire-cloak	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	wh_main_skill_all_magic_fire_04_kindleflame	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_supreme_sorceress_02	wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_crone_hellebron_01	wh2_dlc10_skill_def_crone_self_blood_frenzy	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_crone_hellebron_01	wh2_main_skill_def_strength_through_spite	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_crone_hellebron_01	wh2_main_skill_def_witchbrew	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_khainite_assassin_01	wh2_main_skill_def_spy_poison_1	1
wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_khainite_assassin_01	wh2_main_skill_def_spy_poison_3	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh2_dlc10_skill_hef_alith_anar_unique_revenant	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh2_dlc10_skill_hef_alith_anar_unique_sworn_to_vengeange	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh2_main_skill_def_combat_deadeye	2
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh2_main_skill_hef_combat_valour_of_ages	2
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh2_main_skill_hef_seeking_arrows	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_alith_anar	wh_main_skill_all_spy_self_slippery	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	wh2_main_skill_hef_combat_valour_of_ages	2
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	wh2_main_skill_hef_generic_speed_of_asuryan	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	wh2_main_skill_innate_all_weapon_master	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	wh_main_skill_all_all_self_foe-seeker	1
wh2_dlc10_qb_hef_alith_anar_the_moon_bow_stage_4_noble	wh_main_skill_all_all_self_indomitable	3
wh2_dlc10_qb_hef_cha_alarielle	wh2_dlc10_skill_hef_magic_alarielle_banishment	1
wh2_dlc10_qb_hef_cha_alarielle	wh2_dlc10_skill_hef_magic_alarielle_dummy_earth_blood_phas_protection	1
wh2_dlc10_qb_hef_cha_alarielle	wh2_main_skill_magic_life_wizard_shield_of_thorns_lord	1
wh2_dlc10_qb_hef_cha_alarielle	wh_main_skill_all_lord_battle_rally	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_01_spiteful_shot	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_02_tidecall	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_02_tidecall_lord	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_03_lore_attribute	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_04_denizens_of_the_deep	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_04_denizens_of_the_deep_lord	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_05_fog_of_the_damned	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_05_fog_of_the_damned_lord	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_09_krakens_pull	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_09_krakens_pull_lord	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_10_ghost_ship	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_10_ghost_ship_lord	1
wh2_dlc11_cst_final_battle_fleet_captain	wh2_dlc11_skill_all_magic_deep_dummy_spiteful_shot	1
wh2_dlc11_cst_final_battle_gunnery_wight	wh2_dlc11_skill_cst_gunnery_wight_5_pyromaniac	1
wh2_dlc11_cst_final_battle_gunnery_wight	wh2_dlc11_skill_cst_gunnery_wight_support_3	1
wh2_dlc11_cst_final_battle_harkon_player	wh2_dlc11_skill_cst_army_12_all_hands_hoay	1
wh2_dlc11_cst_final_battle_harkon_player	wh2_dlc11_skill_cst_personal_10_hornswaggle	1
