army_name	battle_name
wh3_kho_survival_01_1	wh3_survival_khorne
wh3_kho_survival_01_2	wh3_survival_khorne
wh3_kho_survival_02_1	wh3_survival_khorne
wh3_kho_survival_02_2	wh3_survival_khorne
wh3_kho_survival_03_1	wh3_survival_khorne
wh3_kho_survival_03_2	wh3_survival_khorne
wh3_kho_survival_defenders	wh3_survival_khorne
wh3_nur_survival_01_1_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_01_2_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_02_1_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_02_2_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_03_1_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_03_2_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_boss_2_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_defenders_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_flow_01_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_flow_02_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_flow_03_easy	wh3_survival_nurgle_fe_easy
wh3_nur_survival_01_1_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_01_2_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_02_1_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_02_2_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_03_1_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_03_2_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_boss_2_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_defenders_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_flow_01_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_flow_02_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_flow_03_hard	wh3_survival_nurgle_fe_hard
wh3_nur_survival_01_1	wh3_survival_nurgle_fe
wh3_nur_survival_01_2	wh3_survival_nurgle_fe
wh3_nur_survival_02_1	wh3_survival_nurgle_fe
wh3_nur_survival_02_2	wh3_survival_nurgle_fe
wh3_nur_survival_03_1	wh3_survival_nurgle_fe
wh3_nur_survival_03_2	wh3_survival_nurgle_fe
wh3_nur_survival_boss_2	wh3_survival_nurgle_fe
wh3_nur_survival_defenders	wh3_survival_nurgle_fe
wh3_nur_survival_flow_01	wh3_survival_nurgle_fe
wh3_nur_survival_flow_02	wh3_survival_nurgle_fe
wh3_nur_survival_flow_03	wh3_survival_nurgle_fe
wh3_nur_survival_01_1	wh3_survival_nurgle
wh3_nur_survival_01_2	wh3_survival_nurgle
wh3_nur_survival_02_1	wh3_survival_nurgle
wh3_nur_survival_02_2	wh3_survival_nurgle
wh3_nur_survival_03_1	wh3_survival_nurgle
wh3_nur_survival_03_2	wh3_survival_nurgle
wh3_nur_survival_defenders	wh3_survival_nurgle
wh3_sla_survival_01_1_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_01_2_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_02_1_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_02_2_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_03_1_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_03_2_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_boss_2_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_defenders_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_flow_01_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_flow_02_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_flow_03_easy	wh3_survival_slaanesh_fe_easy
wh3_sla_survival_01_1_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_01_2_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_02_1_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_02_2_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_03_1_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_03_2_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_boss_2_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_defenders_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_flow_01_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_flow_02_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_flow_03_hard	wh3_survival_slaanesh_fe_hard
wh3_sla_survival_01_1	wh3_survival_slaanesh_fe
wh3_sla_survival_01_2	wh3_survival_slaanesh_fe
wh3_sla_survival_02_1	wh3_survival_slaanesh_fe
wh3_sla_survival_02_2	wh3_survival_slaanesh_fe
wh3_sla_survival_03_1	wh3_survival_slaanesh_fe
wh3_sla_survival_03_2	wh3_survival_slaanesh_fe
wh3_sla_survival_boss_2	wh3_survival_slaanesh_fe
wh3_sla_survival_defenders	wh3_survival_slaanesh_fe
wh3_sla_survival_flow_01	wh3_survival_slaanesh_fe
wh3_sla_survival_flow_02	wh3_survival_slaanesh_fe
wh3_sla_survival_flow_03	wh3_survival_slaanesh_fe
wh3_sla_survival_01_1	wh3_survival_slaanesh
wh3_sla_survival_01_2	wh3_survival_slaanesh
wh3_sla_survival_02_1	wh3_survival_slaanesh
wh3_sla_survival_02_2	wh3_survival_slaanesh
wh3_sla_survival_03_1	wh3_survival_slaanesh
wh3_sla_survival_03_2	wh3_survival_slaanesh
wh3_sla_survival_defenders	wh3_survival_slaanesh
wh3_tze_survival_01_1_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_01_2_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_02_1_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_02_2_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_03_1_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_03_2_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_boss_2_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_defenders_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_flow_01_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_flow_02_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_flow_03_easy	wh3_survival_tzeentch_fe_easy
wh3_tze_survival_01_1_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_01_2_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_02_1_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_02_2_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_03_1_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_03_2_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_boss_2_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_defenders_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_flow_01_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_flow_02_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_flow_03_hard	wh3_survival_tzeentch_fe_hard
wh3_tze_survival_01_1	wh3_survival_tzeentch_fe
wh3_tze_survival_01_2	wh3_survival_tzeentch_fe
wh3_tze_survival_02_1	wh3_survival_tzeentch_fe
wh3_tze_survival_02_2	wh3_survival_tzeentch_fe
wh3_tze_survival_03_1	wh3_survival_tzeentch_fe
wh3_tze_survival_03_2	wh3_survival_tzeentch_fe
wh3_tze_survival_boss_2	wh3_survival_tzeentch_fe
wh3_tze_survival_defenders	wh3_survival_tzeentch_fe
wh3_tze_survival_flow_01	wh3_survival_tzeentch_fe
wh3_tze_survival_flow_02	wh3_survival_tzeentch_fe
wh3_tze_survival_flow_03	wh3_survival_tzeentch_fe
wh3_tze_survival_01_1	wh3_survival_tzeentch
wh3_tze_survival_01_2	wh3_survival_tzeentch
wh3_tze_survival_02_1	wh3_survival_tzeentch
wh3_tze_survival_02_2	wh3_survival_tzeentch
wh3_tze_survival_03_1	wh3_survival_tzeentch
wh3_tze_survival_03_2	wh3_survival_tzeentch
wh3_tze_survival_defenders	wh3_survival_tzeentch
